NSID	HHID	W7MODE	W7QSAMEAD	W7QANYSTA	W7INCAR	W7LIVERELAT	W7SHGINT	W7SEX	W7RELATION
NS12885M	3	3	1	-91	-91	-91	1	-91	-91
NS12885M	4	3	1	-91	-91	-91	0	-91	-91
NS12885M	5	3	1	-91	-91	-91	1	-91	-91
NS12886N	1	2	1	-91	-91	-91	4	-91	-91
NS12886N	2	2	1	-91	-91	-91	1	-91	-91
NS12886N	3	2	1	-91	-91	-91	1	-91	-91
NS12886N	4	2	1	-91	-91	-91	0	-91	-91
NS12886N	5	2	1	-91	-91	-91	0	-91	-91
NS12887P	1	2	1	-91	-91	-91	4	-91	-91
NS12887P	2	2	1	-91	-91	-91	1	-91	-91
NS12887P	3	2	1	-91	-91	-91	0	-91	-91
NS12887P	4	2	1	-91	-91	-91	1	-91	-91
NS12888Q	1	3	2	2	8	2	4	-91	-91
NS12888Q	2	3	2	2	8	2	3	-91	-91
NS12888Q	3	3	2	2	8	2	3	-91	-91
NS12888Q	4	3	2	2	8	2	2	2	7
NS12890B	1	3	2	2	8	-91	4	-91	-91
NS12890B	2	3	2	2	8	-91	0	-91	-91
NS12890B	3	3	2	2	8	-91	0	-91	-91
NS12890B	4	3	2	2	8	-91	0	-91	-91
NS12890B	5	3	2	2	8	-91	0	-91	-91
NS12890B	6	3	2	2	8	-91	0	-91	-91
NS12890B	7	3	2	2	8	-91	0	-91	-91
NS12890B	8	3	2	2	8	-91	0	-91	-91
NS12890B	9	3	2	2	8	-91	0	-91	-91
NS12890B	10	3	2	2	8	-91	0	-91	-91
NS12891C	1	3	1	-91	-91	-91	4	-91	-91
NS12891C	2	3	1	-91	-91	-91	1	-91	-91
NS12891C	3	3	1	-91	-91	-91	1	-91	-91
NS12891C	4	3	1	-91	-91	-91	1	-91	-91
NS12891C	5	3	1	-91	-91	-91	1	-91	-91
NS12891C	6	3	1	-91	-91	-91	1	-91	-91
NS12891C	7	3	1	-91	-91	-91	1	-91	-91
NS12892D	1	2	1	-91	-91	-91	4	-91	-91
NS12892D	2	2	1	-91	-91	-91	1	-91	-91
NS12892D	3	2	1	-91	-91	-91	1	-91	-91
NS12892D	4	2	1	-91	-91	-91	1	-91	-91
NS12892D	5	2	1	-91	-91	-91	1	-91	-91
NS12893E	1	3	1	-91	-91	-91	4	-91	-91
NS12893E	2	3	1	-91	-91	-91	1	-91	-91
NS12893E	3	3	1	-91	-91	-91	1	-91	-91
NS12893E	4	3	1	-91	-91	-91	3	-91	-91
NS12893E	5	3	1	-91	-91	-91	1	-91	-91
NS12893E	6	3	1	-91	-91	-91	0	-91	-91
NS12893E	7	3	1	-91	-91	-91	6	-91	-91
NS12893E	8	3	1	-91	-91	-91	1	-91	-91
NS12894F	1	2	1	-91	-91	-91	4	-91	-91
NS12894F	2	2	1	-91	-91	-91	1	-91	-91
NS12894F	3	2	1	-91	-91	-91	1	-91	-91
NS12894F	4	2	1	-91	-91	-91	1	-91	-91
NS12894F	5	2	1	-91	-91	-91	1	-91	-91
NS12895G	1	3	1	-91	-91	-91	4	-91	-91
NS12895G	2	3	1	-91	-91	-91	1	-91	-91
NS12895G	3	3	1	-91	-91	-91	0	-91	-91
NS12895G	4	3	1	-91	-91	-91	1	-91	-91
NS12896H	1	3	1	-91	-91	-91	4	-91	-91
NS12896H	2	3	1	-91	-91	-91	1	-91	-91
NS12896H	3	3	1	-91	-91	-91	1	-91	-91
NS12896H	4	3	1	-91	-91	-91	1	-91	-91
NS12896H	5	3	1	-91	-91	-91	1	-91	-91
NS12897J	1	1	1	-91	-91	-91	4	-91	-91
NS12897J	2	1	1	-91	-91	-91	1	-91	-91
NS12897J	3	1	1	-91	-91	-91	1	-91	-91
NS12897J	4	1	1	-91	-91	-91	1	-91	-91
NS12899L	1	2	1	-91	-91	-91	4	-91	-91
NS12899L	2	2	1	-91	-91	-91	1	-91	-91
NS12899L	3	2	1	-91	-91	-91	1	-91	-91
NS12899L	4	2	1	-91	-91	-91	1	-91	-91
NS12899L	5	2	1	-91	-91	-91	1	-91	-91
NS12899L	6	2	1	-91	-91	-91	1	-91	-91
NS12899L	7	2	1	-91	-91	-91	1	-91	-91
NS12899L	8	2	1	-91	-91	-91	1	-91	-91
NS12899L	9	2	1	-91	-91	-91	1	-91	-91
NS12900C	1	3	1	-91	-91	-91	4	-91	-91
NS12900C	2	3	1	-91	-91	-91	1	-91	-91
NS12900C	3	3	1	-91	-91	-91	0	-91	-91
NS12900C	4	3	1	-91	-91	-91	0	-91	-91
NS12902E	1	3	1	-91	-91	-91	4	-91	-91
NS12902E	2	3	1	-91	-91	-91	1	-91	-91
NS12902E	3	3	1	-91	-91	-91	1	-91	-91
NS12902E	4	3	1	-91	-91	-91	0	-91	-91
NS12902E	5	3	1	-91	-91	-91	6	-91	-91
NS12902E	6	3	1	-91	-91	-91	1	-91	-91
NS12903F	1	1	1	-91	-91	-91	4	-91	-91
NS12903F	2	1	1	-91	-91	-91	1	-91	-91
NS12903F	3	1	1	-91	-91	-91	1	-91	-91
NS12903F	4	1	1	-91	-91	-91	1	-91	-91
NS12905H	1	1	1	-91	-91	-91	4	-91	-91
NS12905H	2	1	1	-91	-91	-91	0	-91	-91
NS12905H	3	1	1	-91	-91	-91	0	-91	-91
NS12905H	4	1	1	-91	-91	-91	1	-91	-91
NS12905H	5	1	1	-91	-91	-91	1	-91	-91
NS12905H	6	1	1	-91	-91	-91	1	-91	-91
NS12905H	7	1	1	-91	-91	-91	1	-91	-91
NS12905H	8	1	1	-91	-91	-91	1	-91	-91
NS12905H	9	1	1	-91	-91	-91	1	-91	-91
NS12910X	1	2	1	-91	-91	-91	4	-91	-91
NS12910X	2	2	1	-91	-91	-91	1	-91	-91
NS12910X	3	2	1	-91	-91	-91	1	-91	-91
NS12910X	4	2	1	-91	-91	-91	1	-91	-91
NS12910X	5	2	1	-91	-91	-91	1	-91	-91
NS12916D	1	3	1	-91	-91	-91	4	-91	-91
NS12916D	2	3	1	-91	-91	-91	1	-91	-91
NS12916D	3	3	1	-91	-91	-91	1	-91	-91
NS12916D	4	-91	-91	-91	-91	-91	0	-91	-91
NS12916D	5	3	1	-91	-91	-91	0	-91	-91
NS12918F	1	1	1	-91	-91	-91	4	-91	-91
NS12918F	2	1	1	-91	-91	-91	1	-91	-91
NS12918F	3	1	1	-91	-91	-91	1	-91	-91
NS12918F	4	1	1	-91	-91	-91	1	-91	-91
NS12918F	5	1	1	-91	-91	-91	1	-91	-91
NS12920R	1	2	1	-91	-91	-91	4	-91	-91
NS12920R	2	2	1	-91	-91	-91	1	-91	-91
NS12920R	3	2	1	-91	-91	-91	1	-91	-91
NS12921S	1	3	1	-91	-91	-91	4	-91	-91
NS12921S	2	3	1	-91	-91	-91	1	-91	-91
NS12921S	3	3	1	-91	-91	-91	1	-91	-91
NS12921S	4	3	1	-91	-91	-91	1	-91	-91
NS12921S	5	3	1	-91	-91	-91	1	-91	-91
NS12922T	1	2	1	-91	-91	-91	4	-91	-91
NS12922T	2	2	1	-91	-91	-91	1	-91	-91
NS12922T	3	2	1	-91	-91	-91	1	-91	-91
NS12922T	4	2	1	-91	-91	-91	0	-91	-91
NS12922T	5	2	1	-91	-91	-91	0	-91	-91
NS12923V	1	2	1	-91	-91	-91	4	-91	-91
NS12923V	2	2	1	-91	-91	-91	1	-91	-91
NS12923V	3	2	1	-91	-91	-91	1	-91	-91
NS12923V	4	2	1	-91	-91	-91	1	-91	-91
NS12926Y	1	3	1	-91	-91	-91	4	-91	-91
NS12926Y	2	3	1	-91	-91	-91	1	-91	-91
NS12926Y	3	3	1	-91	-91	-91	1	-91	-91
NS12926Y	4	3	1	-91	-91	-91	1	-91	-91
NS12926Y	5	3	1	-91	-91	-91	1	-91	-91
NS12931M	1	3	1	-91	-91	-91	4	-91	-91
NS12931M	2	3	1	-91	-91	-91	1	-91	-91
NS12931M	3	3	1	-91	-91	-91	1	-91	-91
NS12931M	4	3	1	-91	-91	-91	0	-91	-91
NS12931M	5	3	1	-91	-91	-91	1	-91	-91
NS12932N	1	2	1	-91	-91	-91	4	-91	-91
NS12932N	2	2	1	-91	-91	-91	1	-91	-91
NS12932N	3	2	1	-91	-91	-91	1	-91	-91
NS12932N	4	2	1	-91	-91	-91	1	-91	-91
NS12932N	5	2	1	-91	-91	-91	1	-91	-91
NS12933P	1	3	1	-91	-91	-91	4	-91	-91
NS12933P	2	3	1	-91	-91	-91	1	-91	-91
NS12933P	3	3	1	-91	-91	-91	1	-91	-91
NS12933P	4	3	1	-91	-91	-91	1	-91	-91
NS12935R	1	2	1	-91	-91	-91	4	-91	-91
NS12935R	2	2	1	-91	-91	-91	1	-91	-91
NS12935R	3	2	1	-91	-91	-91	1	-91	-91
NS12935R	4	2	1	-91	-91	-91	1	-91	-91
NS12937T	1	3	1	-91	-91	-91	4	-91	-91
NS12937T	2	3	1	-91	-91	-91	1	-91	-91
NS12937T	3	3	1	-91	-91	-91	1	-91	-91
NS12937T	4	3	1	-91	-91	-91	1	-91	-91
NS12937T	5	3	1	-91	-91	-91	1	-91	-91
NS12939W	1	2	1	-91	-91	-91	4	-91	-91
NS12939W	2	2	1	-91	-91	-91	1	-91	-91
NS12939W	3	2	1	-91	-91	-91	1	-91	-91
NS12940F	1	3	1	-91	-91	-91	4	-91	-91
NS12940F	2	3	1	-91	-91	-91	1	-91	-91
NS12940F	3	3	1	-91	-91	-91	0	-91	-91
NS12940F	4	3	1	-91	-91	-91	0	-91	-91
NS12940F	5	3	1	-91	-91	-91	1	-91	-91
NS12941G	1	2	1	-91	-91	-91	4	-91	-91
NS12941G	2	2	1	-91	-91	-91	1	-91	-91
NS12941G	3	2	1	-91	-91	-91	1	-91	-91
NS12941G	4	2	1	-91	-91	-91	0	-91	-91
NS12941G	5	2	1	-91	-91	-91	0	-91	-91
NS12942H	1	3	1	-91	-91	-91	4	-91	-91
NS12942H	2	3	1	-91	-91	-91	1	-91	-91
NS12942H	3	3	1	-91	-91	-91	1	-91	-91
NS12942H	4	3	1	-91	-91	-91	3	-91	-91
NS12944K	1	2	2	2	8	-91	4	-91	-91
NS12944K	2	2	2	2	8	-91	3	-91	-91
NS12944K	3	2	2	2	8	-91	3	-91	-91
NS12944K	4	2	2	2	8	-91	0	-91	-91
NS12944K	5	2	2	2	8	-91	3	-91	-91
NS12947N	1	2	1	-91	-91	-91	4	-91	-91
NS12947N	2	-91	-91	-91	-91	-91	6	-91	-91
NS12947N	3	-91	-91	-91	-91	-91	6	-91	-91
NS12947N	4	-91	-91	-91	-91	-91	6	-91	-91
NS12947N	5	2	1	-91	-91	-91	2	2	1
NS12947N	6	2	1	-91	-91	-91	2	1	1
NS12949Q	1	3	1	-91	-91	-91	4	-91	-91
NS12949Q	2	3	1	-91	-91	-91	1	-91	-91
NS12949Q	3	3	1	-91	-91	-91	1	-91	-91
NS12949Q	4	3	1	-91	-91	-91	0	-91	-91
NS12949Q	5	3	1	-91	-91	-91	1	-91	-91
NS12949Q	6	3	1	-91	-91	-91	1	-91	-91
NS12949Q	7	3	1	-91	-91	-91	2	1	2
NS12955F	1	2	1	-91	-91	-91	4	-91	-91
NS12955F	2	2	1	-91	-91	-91	1	-91	-91
NS12955F	3	2	1	-91	-91	-91	1	-91	-91
NS12955F	4	2	1	-91	-91	-91	0	-91	-91
NS12956G	1	1	1	-91	-91	-91	4	-91	-91
NS12956G	2	1	1	-91	-91	-91	1	-91	-91
NS12956G	3	1	1	-91	-91	-91	0	-91	-91
NS12956G	4	1	1	-91	-91	-91	1	-91	-91
NS12957H	1	3	1	-91	-91	-91	4	-91	-91
NS12957H	2	3	1	-91	-91	-91	1	-91	-91
NS12957H	3	3	1	-91	-91	-91	1	-91	-91
NS12957H	4	3	1	-91	-91	-91	1	-91	-91
NS12957H	5	3	1	-91	-91	-91	1	-91	-91
NS12957H	6	3	1	-91	-91	-91	1	-91	-91
NS12958J	1	3	1	-91	-91	-91	4	-91	-91
NS12958J	2	3	1	-91	-91	-91	1	-91	-91
NS12958J	3	3	1	-91	-91	-91	1	-91	-91
NS12958J	4	3	1	-91	-91	-91	1	-91	-91
NS12958J	5	3	1	-91	-91	-91	1	-91	-91
NS12958J	6	3	1	-91	-91	-91	1	-91	-91
NS12958J	7	3	1	-91	-91	-91	1	-91	-91
NS12960V	1	2	1	-91	-91	-91	4	-91	-91
NS12960V	2	2	1	-91	-91	-91	1	-91	-91
NS12960V	3	2	1	-91	-91	-91	1	-91	-91
NS12960V	4	2	1	-91	-91	-91	1	-91	-91
NS12960V	5	2	1	-91	-91	-91	1	-91	-91
NS12960V	6	2	1	-91	-91	-91	1	-91	-91
NS12961W	1	2	1	-91	-91	-91	4	-91	-91
NS12961W	2	2	1	-91	-91	-91	1	-91	-91
NS12961W	3	2	1	-91	-91	-91	1	-91	-91
NS12961W	4	2	1	-91	-91	-91	1	-91	-91
NS12966B	1	3	1	-91	-91	-91	4	-91	-91
NS12966B	2	3	1	-91	-91	-91	1	-91	-91
NS12966B	3	3	1	-91	-91	-91	0	-91	-91
NS12966B	4	3	1	-91	-91	-91	1	-91	-91
NS12967C	1	3	1	-91	-91	-91	4	-91	-91
NS12967C	2	3	1	-91	-91	-91	1	-91	-91
NS12967C	3	3	1	-91	-91	-91	1	-91	-91
NS12967C	4	3	1	-91	-91	-91	1	-91	-91
NS12969E	1	2	1	-91	-91	-91	4	-91	-91
NS12969E	2	2	1	-91	-91	-91	1	-91	-91
NS12969E	3	2	1	-91	-91	-91	1	-91	-91
NS12969E	4	2	1	-91	-91	-91	1	-91	-91
NS12969E	5	2	1	-91	-91	-91	1	-91	-91
NS12973S	1	2	1	-91	-91	-91	4	-91	-91
NS12973S	2	2	1	-91	-91	-91	1	-91	-91
NS12973S	3	2	1	-91	-91	-91	1	-91	-91
NS12973S	4	2	1	-91	-91	-91	1	-91	-91
NS12973S	5	2	1	-91	-91	-91	1	-91	-91
NS12975V	1	3	1	-91	-91	-91	4	-91	-91
NS12975V	2	3	1	-91	-91	-91	1	-91	-91
NS12975V	3	3	1	-91	-91	-91	1	-91	-91
NS12975V	4	3	1	-91	-91	-91	1	-91	-91
NS12975V	5	3	1	-91	-91	-91	1	-91	-91
NS12975V	6	3	1	-91	-91	-91	1	-91	-91
NS12975V	7	3	1	-91	-91	-91	1	-91	-91
NS12977X	1	2	1	-91	-91	-91	4	-91	-91
NS12977X	2	2	1	-91	-91	-91	1	-91	-91
NS12977X	3	2	1	-91	-91	-91	1	-91	-91
NS12977X	4	2	1	-91	-91	-91	0	-91	-91
NS12977X	5	2	1	-91	-91	-91	2	1	2
NS12980J	1	2	1	-91	-91	-91	4	-91	-91
NS12980J	2	2	1	-91	-91	-91	1	-91	-91
NS12982L	1	2	1	-91	-91	-91	4	-91	-91
NS12982L	2	2	1	-91	-91	-91	1	-91	-91
NS12982L	3	2	1	-91	-91	-91	1	-91	-91
NS12982L	4	2	1	-91	-91	-91	1	-91	-91
NS12983M	1	3	1	-91	-91	-91	4	-91	-91
NS12983M	2	3	1	-91	-91	-91	1	-91	-91
NS12983M	3	3	1	-91	-91	-91	1	-91	-91
NS12983M	4	-91	-91	-91	-91	-91	0	-91	-91
NS12983M	5	3	1	-91	-91	-91	2	1	5
NS12985P	1	2	1	-91	-91	-91	4	-91	-91
NS12985P	2	2	1	-91	-91	-91	1	-91	-91
NS12985P	3	-91	-91	-91	-91	-91	0	-91	-91
NS12985P	4	-91	-91	-91	-91	-91	0	-91	-91
NS12985P	5	2	1	-91	-91	-91	1	-91	-91
NS12986Q	1	2	1	-91	-91	-91	4	-91	-91
NS12986Q	2	2	1	-91	-91	-91	1	-91	-91
NS12986Q	3	2	1	-91	-91	-91	1	-91	-91
NS12986Q	4	2	1	-91	-91	-91	0	-91	-91
NS12986Q	5	2	1	-91	-91	-91	0	-91	-91
NS12986Q	6	2	1	-91	-91	-91	1	-91	-91
NS12986Q	7	2	1	-91	-91	-91	1	-91	-91
NS12986Q	8	2	1	-91	-91	-91	1	-91	-91
NS12986Q	9	2	1	-91	-91	-91	1	-91	-91
NS12987R	1	3	1	-91	-91	-91	4	-91	-91
NS12987R	2	3	1	-91	-91	-91	1	-91	-91
NS12987R	3	3	1	-91	-91	-91	1	-91	-91
NS12987R	4	3	1	-91	-91	-91	1	-91	-91
NS12987R	5	3	1	-91	-91	-91	1	-91	-91
NS12987R	6	3	1	-91	-91	-91	1	-91	-91
NS12989T	1	1	1	-91	-91	-91	4	-91	-91
NS12989T	2	1	1	-91	-91	-91	1	-91	-91
NS12989T	3	1	1	-91	-91	-91	0	-91	-91
NS12989T	4	1	1	-91	-91	-91	1	-91	-91
NS12989T	5	1	1	-91	-91	-91	1	-91	-91
NS12990D	1	3	1	-91	-91	-91	4	-91	-91
NS12990D	2	3	1	-91	-91	-91	1	-91	-91
NS12990D	3	3	1	-91	-91	-91	1	-91	-91
NS12990D	4	3	1	-91	-91	-91	1	-91	-91
NS12990D	5	3	1	-91	-91	-91	1	-91	-91
NS12991E	1	3	1	-91	-91	-91	4	-91	-91
NS12991E	2	3	1	-91	-91	-91	1	-91	-91
NS12991E	3	3	1	-91	-91	-91	1	-91	-91
NS12991E	4	3	1	-91	-91	-91	1	-91	-91
NS12993G	1	2	1	-91	-91	-91	4	-91	-91
NS12993G	2	2	1	-91	-91	-91	1	-91	-91
NS12993G	3	2	1	-91	-91	-91	1	-91	-91
NS12993G	4	2	1	-91	-91	-91	0	-91	-91
NS12993G	5	2	1	-91	-91	-91	1	-91	-91
NS12993G	6	2	1	-91	-91	-91	1	-91	-91
NS12994H	1	3	1	-91	-91	-91	4	-91	-91
NS12994H	2	3	1	-91	-91	-91	1	-91	-91
NS12994H	3	3	1	-91	-91	-91	1	-91	-91
NS12994H	4	3	1	-91	-91	-91	1	-91	-91
NS12994H	5	3	1	-91	-91	-91	1	-91	-91
NS12997L	1	1	1	-91	-91	-91	4	-91	-91
NS12997L	2	1	1	-91	-91	-91	0	-91	-91
NS12997L	3	1	1	-91	-91	-91	0	-91	-91
NS12997L	4	1	1	-91	-91	-91	0	-91	-91
NS12997L	5	1	1	-91	-91	-91	0	-91	-91
NS13000D	1	3	2	1	-91	-91	4	-91	-91
NS13000D	2	3	2	1	-91	-91	1	-91	-91
NS13000D	3	3	2	1	-91	-91	1	-91	-91
NS13002F	1	2	2	2	8	-91	4	-91	-91
NS13002F	2	2	2	2	8	-91	0	-91	-91
NS13002F	3	2	2	2	8	-91	0	-91	-91
NS13002F	4	2	2	2	8	-91	0	-91	-91
NS13002F	5	2	2	2	8	-91	3	-91	-91
NS13002F	6	2	2	2	8	-91	3	-91	-91
NS13002F	7	2	2	2	8	-91	3	-91	-91
NS13002F	8	2	2	2	8	-91	3	-91	-91
NS13002F	9	2	2	2	8	-91	3	-91	-91
NS13002F	10	2	2	2	8	-91	0	-91	-91
NS13002F	11	2	2	2	8	-91	0	-91	-91
NS13002F	12	2	2	2	8	-91	6	-91	-91
NS13002F	13	2	2	2	8	-91	6	-91	-91
NS13002F	14	2	2	2	8	-91	6	-91	-91
NS13002F	15	2	2	2	8	-91	2	1	3
NS13002F	16	2	2	2	8	-91	2	2	4
NS13003G	1	2	1	-91	-91	-91	4	-91	-91
NS13003G	2	2	1	-91	-91	-91	1	-91	-91
NS13003G	3	2	1	-91	-91	-91	0	-91	-91
NS13003G	4	2	1	-91	-91	-91	1	-91	-91
NS13003G	5	2	1	-91	-91	-91	1	-91	-91
NS13003G	6	2	1	-91	-91	-91	1	-91	-91
NS13005J	1	3	1	-91	-91	-91	4	-91	-91
NS13005J	2	3	1	-91	-91	-91	1	-91	-91
NS13005J	3	-91	-91	-91	-91	-91	0	-91	-91
NS13006K	1	3	1	-91	-91	-91	4	-91	-91
NS13006K	2	3	1	-91	-91	-91	1	-91	-91
NS13006K	3	3	1	-91	-91	-91	1	-91	-91
NS13007L	1	2	1	-91	-91	-91	4	-91	-91
NS13007L	2	2	1	-91	-91	-91	0	-91	-91
NS13007L	3	2	1	-91	-91	-91	0	-91	-91
NS13007L	4	2	1	-91	-91	-91	0	-91	-91
NS13007L	5	2	1	-91	-91	-91	1	-91	-91
NS13007L	6	2	1	-91	-91	-91	1	-91	-91
NS13010Y	1	1	2	2	8	-91	4	-91	-91
NS13010Y	2	1	2	2	8	-91	3	-91	-91
NS13010Y	3	1	2	2	8	-91	2	1	3
NS13011Z	1	2	1	-91	-91	-91	4	-91	-91
NS13011Z	2	2	1	-91	-91	-91	1	-91	-91
NS13011Z	3	2	1	-91	-91	-91	1	-91	-91
NS13011Z	4	2	1	-91	-91	-91	1	-91	-91
NS13013B	1	3	1	-91	-91	-91	4	-91	-91
NS13013B	2	3	1	-91	-91	-91	1	-91	-91
NS13013B	3	3	1	-91	-91	-91	1	-91	-91
NS13013B	4	3	1	-91	-91	-91	1	-91	-91
NS13016E	1	3	1	-91	-91	-91	4	-91	-91
NS13016E	2	3	1	-91	-91	-91	1	-91	-91
NS13016E	3	3	1	-91	-91	-91	1	-91	-91
NS13016E	4	3	1	-91	-91	-91	0	-91	-91
NS13017F	1	3	1	-91	-91	-91	4	-91	-91
NS13017F	2	3	1	-91	-91	-91	1	-91	-91
NS13017F	3	3	1	-91	-91	-91	1	-91	-91
NS13017F	4	3	1	-91	-91	-91	1	-91	-91
NS13017F	5	-91	-91	-91	-91	-91	0	-91	-91
NS13019H	1	1	1	-91	-91	-91	4	-91	-91
NS13019H	2	1	1	-91	-91	-91	1	-91	-91
NS13021T	1	3	1	-91	-91	-91	4	-91	-91
NS13021T	2	3	1	-91	-91	-91	1	-91	-91
NS13021T	3	3	1	-91	-91	-91	1	-91	-91
NS13021T	4	3	1	-91	-91	-91	0	-91	-91
NS13021T	5	3	1	-91	-91	-91	1	-91	-91
NS13022V	1	1	2	1	-91	-91	4	-91	-91
NS13022V	2	1	2	1	-91	-91	1	-91	-91
NS13022V	3	1	2	1	-91	-91	0	-91	-91
NS13022V	4	1	2	1	-91	-91	3	-91	-91
NS13022V	5	1	2	1	-91	-91	1	-91	-91
NS13022V	6	1	2	1	-91	-91	1	-91	-91
NS13022V	7	1	2	1	-91	-91	2	1	7
NS13024X	1	3	1	-91	-91	-91	4	-91	-91
NS13024X	2	3	1	-91	-91	-91	1	-91	-91
NS13025Y	1	3	1	-91	-91	-91	4	-91	-91
NS13025Y	2	3	1	-91	-91	-91	1	-91	-91
NS13025Y	3	3	1	-91	-91	-91	2	1	5
NS13027A	1	3	2	2	2	-91	4	-91	-91
NS13027A	2	3	2	2	2	-91	3	-91	-91
NS13027A	3	3	2	2	2	-91	3	-91	-91
NS13027A	4	3	2	2	2	-91	3	-91	-91
NS13033Q	1	3	1	-91	-91	-91	4	-91	-91
NS13033Q	2	3	1	-91	-91	-91	1	-91	-91
NS13033Q	3	3	1	-91	-91	-91	1	-91	-91
NS13037V	1	2	1	-91	-91	-91	4	-91	-91
NS13037V	2	2	1	-91	-91	-91	0	-91	-91
NS13037V	3	2	1	-91	-91	-91	0	-91	-91
NS13037V	4	2	1	-91	-91	-91	0	-91	-91
NS13037V	5	2	1	-91	-91	-91	1	-91	-91
NS13037V	6	2	1	-91	-91	-91	1	-91	-91
NS13037V	7	2	1	-91	-91	-91	1	-91	-91
NS13040G	1	2	1	-91	-91	-91	4	-91	-91
NS13040G	2	2	1	-91	-91	-91	1	-91	-91
NS13040G	3	2	1	-91	-91	-91	1	-91	-91
NS13040G	4	2	1	-91	-91	-91	0	-91	-91
NS13040G	5	2	1	-91	-91	-91	1	-91	-91
NS13041H	1	3	1	-91	-91	-91	4	-91	-91
NS13041H	2	3	1	-91	-91	-91	0	-91	-91
NS13041H	3	3	1	-91	-91	-91	1	-91	-91
NS13041H	4	3	1	-91	-91	-91	1	-91	-91
NS13041H	5	3	1	-91	-91	-91	2	1	1
NS13042J	1	3	1	-91	-91	-91	4	-91	-91
NS13042J	2	3	1	-91	-91	-91	1	-91	-91
NS13042J	3	3	1	-91	-91	-91	1	-91	-91
NS13042J	4	3	1	-91	-91	-91	1	-91	-91
NS13043K	1	3	1	-91	-91	-91	4	-91	-91
NS13043K	2	3	1	-91	-91	-91	1	-91	-91
NS13043K	3	3	1	-91	-91	-91	1	-91	-91
NS13043K	4	3	1	-91	-91	-91	1	-91	-91
NS13043K	5	3	1	-91	-91	-91	1	-91	-91
NS13044L	1	2	1	-91	-91	-91	4	-91	-91
NS13044L	2	2	1	-91	-91	-91	1	-91	-91
NS13044L	3	2	1	-91	-91	-91	1	-91	-91
NS13044L	4	2	1	-91	-91	-91	1	-91	-91
NS13045M	1	2	1	-91	-91	-91	4	-91	-91
NS13045M	2	2	1	-91	-91	-91	1	-91	-91
NS13045M	3	2	1	-91	-91	-91	1	-91	-91
NS13045M	4	2	1	-91	-91	-91	1	-91	-91
NS13045M	5	2	1	-91	-91	-91	1	-91	-91
NS13045M	6	2	1	-91	-91	-91	2	2	4
NS13048Q	1	2	1	-91	-91	-91	4	-91	-91
NS13048Q	2	2	1	-91	-91	-91	1	-91	-91
NS13048Q	3	2	1	-91	-91	-91	1	-91	-91
NS13048Q	4	2	1	-91	-91	-91	1	-91	-91
NS13050B	1	2	1	-91	-91	-91	4	-91	-91
NS13050B	2	2	1	-91	-91	-91	1	-91	-91
NS13050B	3	2	1	-91	-91	-91	1	-91	-91
NS13050B	4	2	1	-91	-91	-91	1	-91	-91
NS13050B	5	2	1	-91	-91	-91	1	-91	-91
NS13053E	1	2	1	-91	-91	-91	4	-91	-91
NS13053E	2	2	1	-91	-91	-91	1	-91	-91
NS13053E	3	2	1	-91	-91	-91	1	-91	-91
NS13053E	4	2	1	-91	-91	-91	0	-91	-91
NS13053E	5	2	1	-91	-91	-91	1	-91	-91
NS13054F	1	3	2	2	1	-91	4	-91	-91
NS13054F	2	3	2	2	1	-91	3	-91	-91
NS13054F	3	3	2	2	1	-91	3	-91	-91
NS13054F	4	3	2	2	1	-91	3	-91	-91
NS13056H	1	3	1	-91	-91	-91	4	-91	-91
NS13056H	2	3	1	-91	-91	-91	1	-91	-91
NS13056H	3	3	1	-91	-91	-91	1	-91	-91
NS13056H	4	3	1	-91	-91	-91	1	-91	-91
NS13057J	1	2	1	-91	-91	-91	4	-91	-91
NS13057J	2	2	1	-91	-91	-91	1	-91	-91
NS13060W	1	3	2	2	8	-91	4	-91	-91
NS13060W	2	3	2	2	8	-91	3	-91	-91
NS13060W	3	3	2	2	8	-91	3	-91	-91
NS13060W	4	3	2	2	8	-91	3	-91	-91
NS13060W	5	3	2	2	8	-91	3	-91	-91
NS13060W	6	3	2	2	8	-91	3	-91	-91
NS13060W	7	3	2	2	8	-91	3	-91	-91
NS13061X	1	2	1	-91	-91	-91	4	-91	-91
NS13061X	2	2	1	-91	-91	-91	1	-91	-91
NS13061X	3	2	1	-91	-91	-91	1	-91	-91
NS13061X	4	2	1	-91	-91	-91	1	-91	-91
NS13063Z	1	2	1	-91	-91	-91	4	-91	-91
NS13063Z	2	2	1	-91	-91	-91	1	-91	-91
NS13063Z	3	2	1	-91	-91	-91	1	-91	-91
NS13064A	1	2	2	2	8	-91	4	-91	-91
NS13064A	2	2	2	2	8	-91	3	-91	-91
NS13064A	3	2	2	2	8	-91	3	-91	-91
NS13064A	4	2	2	2	8	-91	3	-91	-91
NS13064A	5	2	2	2	8	-91	3	-91	-91
NS13064A	6	2	2	2	8	-91	2	1	1
NS13064A	7	2	2	2	8	-91	2	2	1
NS13064A	8	2	2	2	8	-91	2	2	2
NS13064A	9	2	2	2	8	-91	2	2	2
NS13065B	1	3	2	2	8	-91	4	-91	-91
NS13065B	2	3	2	2	8	-91	0	-91	-91
NS13065B	3	-91	-91	-91	-91	-91	0	-91	-91
NS13065B	4	-91	-91	-91	-91	-91	0	-91	-91
NS13065B	5	3	2	2	8	-91	3	-91	-91
