NSID	HHID	W7MODE	W7QSAMEAD	W7QANYSTA	W7INCAR	W7LIVERELAT	W7SHGINT	W7SEX	W7RELATION
NS16901L	2	3	3	-91	-91	-91	1	-91	-91
NS16901L	3	3	3	-91	-91	-91	1	-91	-91
NS16901L	4	3	3	-91	-91	-91	0	-91	-91
NS16901L	5	3	3	-91	-91	-91	1	-91	-91
NS16901L	6	3	3	-91	-91	-91	0	-91	-91
NS16904P	1	3	1	-91	-91	-91	4	-91	-91
NS16904P	2	3	1	-91	-91	-91	1	-91	-91
NS16904P	3	3	1	-91	-91	-91	0	-91	-91
NS16904P	4	3	1	-91	-91	-91	1	-91	-91
NS16904P	5	3	1	-91	-91	-91	3	-91	-91
NS16904P	6	3	1	-91	-91	-91	3	-91	-91
NS16904P	7	3	1	-91	-91	-91	3	-91	-91
NS16905Q	1	2	1	-91	-91	-91	4	-91	-91
NS16905Q	2	2	1	-91	-91	-91	1	-91	-91
NS16905Q	3	2	1	-91	-91	-91	1	-91	-91
NS16905Q	4	2	1	-91	-91	-91	1	-91	-91
NS16905Q	5	2	1	-91	-91	-91	1	-91	-91
NS16906R	1	1	1	-91	-91	-91	4	-91	-91
NS16906R	2	1	1	-91	-91	-91	1	-91	-91
NS16906R	3	1	1	-91	-91	-91	0	-91	-91
NS16906R	4	1	1	-91	-91	-91	1	-91	-91
NS16906R	5	1	1	-91	-91	-91	1	-91	-91
NS16908T	1	2	1	-91	-91	-91	4	-91	-91
NS16908T	2	2	1	-91	-91	-91	1	-91	-91
NS16908T	3	2	1	-91	-91	-91	1	-91	-91
NS16908T	4	2	1	-91	-91	-91	1	-91	-91
NS16908T	5	2	1	-91	-91	-91	1	-91	-91
NS16908T	6	2	1	-91	-91	-91	1	-91	-91
NS16908T	7	2	1	-91	-91	-91	1	-91	-91
NS16909V	1	3	1	-91	-91	-91	4	-91	-91
NS16909V	2	3	1	-91	-91	-91	1	-91	-91
NS16909V	3	3	1	-91	-91	-91	1	-91	-91
NS16909V	4	3	1	-91	-91	-91	0	-91	-91
NS16909V	5	3	1	-91	-91	-91	0	-91	-91
NS16909V	6	3	1	-91	-91	-91	1	-91	-91
NS16909V	7	3	1	-91	-91	-91	1	-91	-91
NS16909V	8	3	1	-91	-91	-91	1	-91	-91
NS16909V	9	3	1	-91	-91	-91	2	1	2
NS16911F	1	1	1	-91	-91	-91	4	-91	-91
NS16911F	2	1	1	-91	-91	-91	1	-91	-91
NS16911F	3	1	1	-91	-91	-91	1	-91	-91
NS16911F	4	1	1	-91	-91	-91	1	-91	-91
NS16914J	1	3	1	-91	-91	-91	4	-91	-91
NS16914J	2	3	1	-91	-91	-91	1	-91	-91
NS16914J	3	3	1	-91	-91	-91	1	-91	-91
NS16914J	4	3	1	-91	-91	-91	1	-91	-91
NS16914J	5	3	1	-91	-91	-91	1	-91	-91
NS16916L	1	3	1	-91	-91	-91	4	-91	-91
NS16916L	2	3	1	-91	-91	-91	1	-91	-91
NS16916L	3	3	1	-91	-91	-91	1	-91	-91
NS16916L	4	3	1	-91	-91	-91	1	-91	-91
NS16916L	5	3	1	-91	-91	-91	1	-91	-91
NS16916L	6	3	1	-91	-91	-91	1	-91	-91
NS16916L	7	3	1	-91	-91	-91	1	-91	-91
NS16916L	8	3	1	-91	-91	-91	1	-91	-91
NS16918N	1	3	1	-91	-91	-91	4	-91	-91
NS16918N	2	3	1	-91	-91	-91	1	-91	-91
NS16918N	3	3	1	-91	-91	-91	1	-91	-91
NS16918N	4	3	1	-91	-91	-91	0	-91	-91
NS16919P	1	3	1	-91	-91	-91	4	-91	-91
NS16919P	2	3	1	-91	-91	-91	1	-91	-91
NS16919P	3	3	1	-91	-91	-91	1	-91	-91
NS16924D	1	3	1	-91	-91	-91	4	-91	-91
NS16924D	2	3	1	-91	-91	-91	3	-91	-91
NS16924D	3	3	1	-91	-91	-91	1	-91	-91
NS16924D	4	3	1	-91	-91	-91	1	-91	-91
NS16924D	5	3	1	-91	-91	-91	1	-91	-91
NS16924D	6	3	1	-91	-91	-91	1	-91	-91
NS16924D	7	3	1	-91	-91	-91	1	-91	-91
NS16924D	8	3	1	-91	-91	-91	1	-91	-91
NS16924D	9	3	1	-91	-91	-91	2	1	2
NS16925E	1	3	1	-91	-91	-91	4	-91	-91
NS16925E	2	3	1	-91	-91	-91	1	-91	-91
NS16925E	3	3	1	-91	-91	-91	1	-91	-91
NS16926F	1	2	1	-91	-91	-91	4	-91	-91
NS16926F	2	2	1	-91	-91	-91	1	-91	-91
NS16926F	3	2	1	-91	-91	-91	1	-91	-91
NS16926F	4	2	1	-91	-91	-91	1	-91	-91
NS16927G	1	2	1	-91	-91	-91	4	-91	-91
NS16927G	2	2	1	-91	-91	-91	0	-91	-91
NS16927G	3	2	1	-91	-91	-91	1	-91	-91
NS16927G	4	2	1	-91	-91	-91	1	-91	-91
NS16927G	5	2	1	-91	-91	-91	1	-91	-91
NS16931V	1	3	1	-91	-91	-91	4	-91	-91
NS16931V	2	3	1	-91	-91	-91	1	-91	-91
NS16931V	3	3	1	-91	-91	-91	1	-91	-91
NS16935Z	1	3	1	-91	-91	-91	4	-91	-91
NS16935Z	2	3	1	-91	-91	-91	1	-91	-91
NS16935Z	3	3	1	-91	-91	-91	1	-91	-91
NS16935Z	4	3	1	-91	-91	-91	1	-91	-91
NS16937B	1	2	1	-91	-91	-91	4	-91	-91
NS16937B	2	2	1	-91	-91	-91	1	-91	-91
NS16937B	3	2	1	-91	-91	-91	1	-91	-91
NS16937B	4	2	1	-91	-91	-91	1	-91	-91
NS16939D	1	2	1	-91	-91	-91	4	-91	-91
NS16939D	2	2	1	-91	-91	-91	1	-91	-91
NS16939D	3	2	1	-91	-91	-91	1	-91	-91
NS16939D	4	2	1	-91	-91	-91	1	-91	-91
NS16941P	1	2	1	-91	-91	-91	4	-91	-91
NS16941P	2	2	1	-91	-91	-91	1	-91	-91
NS16941P	3	2	1	-91	-91	-91	1	-91	-91
NS16941P	4	2	1	-91	-91	-91	0	-91	-91
NS16942Q	1	2	1	-91	-91	-91	4	-91	-91
NS16942Q	2	2	1	-91	-91	-91	0	-91	-91
NS16942Q	3	2	1	-91	-91	-91	0	-91	-91
NS16942Q	4	2	1	-91	-91	-91	1	-91	-91
NS16943R	1	1	1	-91	-91	-91	4	-91	-91
NS16943R	2	1	1	-91	-91	-91	1	-91	-91
NS16943R	3	1	1	-91	-91	-91	0	-91	-91
NS16943R	4	1	1	-91	-91	-91	1	-91	-91
NS16943R	5	1	1	-91	-91	-91	1	-91	-91
NS16943R	6	1	1	-91	-91	-91	1	-91	-91
NS16943R	7	1	1	-91	-91	-91	1	-91	-91
NS16943R	8	1	1	-91	-91	-91	1	-91	-91
NS16944S	1	2	3	-91	-91	-91	4	-91	-91
NS16944S	2	2	3	-91	-91	-91	0	-91	-91
NS16944S	3	2	3	-91	-91	-91	0	-91	-91
NS16944S	4	2	3	-91	-91	-91	0	-91	-91
NS16946V	1	3	1	-91	-91	-91	4	-91	-91
NS16946V	2	3	1	-91	-91	-91	1	-91	-91
NS16946V	3	3	1	-91	-91	-91	1	-91	-91
NS16946V	4	3	1	-91	-91	-91	0	-91	-91
NS16946V	5	3	1	-91	-91	-91	1	-91	-91
NS16947W	1	3	1	-91	-91	-91	4	-91	-91
NS16947W	2	3	1	-91	-91	-91	1	-91	-91
NS16947W	3	3	1	-91	-91	-91	1	-91	-91
NS16947W	4	3	1	-91	-91	-91	1	-91	-91
NS16947W	5	3	1	-91	-91	-91	1	-91	-91
NS16947W	6	3	1	-91	-91	-91	1	-91	-91
NS16948X	1	2	1	-91	-91	-91	4	-91	-91
NS16948X	2	2	1	-91	-91	-91	1	-91	-91
NS16948X	3	2	1	-91	-91	-91	1	-91	-91
NS16948X	4	2	1	-91	-91	-91	3	-91	-91
NS16948X	5	2	1	-91	-91	-91	3	-91	-91
NS16948X	6	2	1	-91	-91	-91	1	-91	-91
NS16948X	7	2	1	-91	-91	-91	1	-91	-91
NS16948X	8	2	1	-91	-91	-91	0	-91	-91
NS16948X	9	2	1	-91	-91	-91	0	-91	-91
NS16948X	10	2	1	-91	-91	-91	1	-91	-91
NS16948X	11	2	1	-91	-91	-91	0	-91	-91
NS16952K	1	2	1	-91	-91	-91	4	-91	-91
NS16952K	2	2	1	-91	-91	-91	1	-91	-91
NS16952K	3	2	1	-91	-91	-91	1	-91	-91
NS16953L	1	2	1	-91	-91	-91	4	-91	-91
NS16953L	2	2	1	-91	-91	-91	1	-91	-91
NS16953L	3	2	1	-91	-91	-91	1	-91	-91
NS16953L	4	2	1	-91	-91	-91	1	-91	-91
NS16953L	5	2	1	-91	-91	-91	1	-91	-91
NS16954M	1	2	1	-91	-91	-91	4	-91	-91
NS16954M	2	2	1	-91	-91	-91	1	-91	-91
NS16954M	3	2	1	-91	-91	-91	1	-91	-91
NS16954M	4	2	1	-91	-91	-91	0	-91	-91
NS16954M	5	2	1	-91	-91	-91	1	-91	-91
NS16954M	6	2	1	-91	-91	-91	2	2	2
NS16955N	1	1	1	-91	-91	-91	4	-91	-91
NS16955N	2	1	1	-91	-91	-91	1	-91	-91
NS16955N	3	1	1	-91	-91	-91	1	-91	-91
NS16955N	4	1	1	-91	-91	-91	1	-91	-91
NS16956P	1	3	1	-91	-91	-91	4	-91	-91
NS16956P	2	3	1	-91	-91	-91	1	-91	-91
NS16956P	3	3	1	-91	-91	-91	1	-91	-91
NS16956P	4	-91	-91	-91	-91	-91	0	-91	-91
NS16956P	5	3	1	-91	-91	-91	1	-91	-91
NS16957Q	1	1	1	-91	-91	-91	4	-91	-91
NS16957Q	2	1	1	-91	-91	-91	0	-91	-91
NS16957Q	3	1	1	-91	-91	-91	0	-91	-91
NS16957Q	4	1	1	-91	-91	-91	0	-91	-91
NS16958R	1	3	1	-91	-91	-91	4	-91	-91
NS16958R	2	3	1	-91	-91	-91	1	-91	-91
NS16958R	3	3	1	-91	-91	-91	1	-91	-91
NS16958R	4	3	1	-91	-91	-91	1	-91	-91
NS16959S	1	2	1	-91	-91	-91	4	-91	-91
NS16959S	2	2	1	-91	-91	-91	1	-91	-91
NS16959S	3	2	1	-91	-91	-91	1	-91	-91
NS16959S	4	-91	-91	-91	-91	-91	0	-91	-91
NS16960C	1	3	1	-91	-91	-91	4	-91	-91
NS16960C	2	3	1	-91	-91	-91	1	-91	-91
NS16960C	3	3	1	-91	-91	-91	1	-91	-91
NS16960C	4	3	1	-91	-91	-91	0	-91	-91
NS16960C	5	3	1	-91	-91	-91	1	-91	-91
NS16960C	6	3	1	-91	-91	-91	0	-91	-91
NS16961D	1	3	1	-91	-91	-91	4	-91	-91
NS16961D	2	3	1	-91	-91	-91	1	-91	-91
NS16962E	1	2	1	-91	-91	-91	4	-91	-91
NS16962E	2	2	1	-91	-91	-91	0	-91	-91
NS16962E	3	2	1	-91	-91	-91	0	-91	-91
NS16962E	4	2	1	-91	-91	-91	0	-91	-91
NS16962E	5	2	1	-91	-91	-91	0	-91	-91
NS16962E	6	2	1	-91	-91	-91	1	-91	-91
NS16962E	7	2	1	-91	-91	-91	1	-91	-91
NS16962E	8	2	1	-91	-91	-91	1	-91	-91
NS16962E	9	2	1	-91	-91	-91	1	-91	-91
NS16964G	1	3	1	-91	-91	-91	4	-91	-91
NS16964G	2	3	1	-91	-91	-91	1	-91	-91
NS16964G	3	3	1	-91	-91	-91	1	-91	-91
NS16966J	1	1	1	-91	-91	-91	4	-91	-91
NS16966J	2	1	1	-91	-91	-91	1	-91	-91
NS16966J	3	1	1	-91	-91	-91	1	-91	-91
NS16966J	4	1	1	-91	-91	-91	1	-91	-91
NS16966J	5	1	1	-91	-91	-91	1	-91	-91
NS16966J	6	1	1	-91	-91	-91	1	-91	-91
NS16967K	1	2	1	-91	-91	-91	4	-91	-91
NS16967K	2	2	1	-91	-91	-91	1	-91	-91
NS16967K	3	2	1	-91	-91	-91	0	-91	-91
NS16967K	4	2	1	-91	-91	-91	0	-91	-91
NS16967K	5	2	1	-91	-91	-91	1	-91	-91
NS16967K	6	2	1	-91	-91	-91	3	-91	-91
NS16968L	1	3	1	-91	-91	-91	4	-91	-91
NS16968L	2	3	1	-91	-91	-91	1	-91	-91
NS16968L	3	3	1	-91	-91	-91	1	-91	-91
NS16968L	4	3	1	-91	-91	-91	1	-91	-91
NS16969M	1	2	1	-91	-91	-91	4	-91	-91
NS16969M	2	2	1	-91	-91	-91	1	-91	-91
NS16969M	3	2	1	-91	-91	-91	1	-91	-91
NS16969M	4	2	1	-91	-91	-91	1	-91	-91
NS16969M	5	2	1	-91	-91	-91	1	-91	-91
NS16969M	6	2	1	-91	-91	-91	1	-91	-91
NS16970X	1	1	1	-91	-91	-91	4	-91	-91
NS16970X	2	1	1	-91	-91	-91	1	-91	-91
NS16970X	3	1	1	-91	-91	-91	1	-91	-91
NS16970X	4	1	1	-91	-91	-91	0	-91	-91
NS16973A	1	3	1	-91	-91	-91	4	-91	-91
NS16973A	2	3	1	-91	-91	-91	1	-91	-91
NS16973A	3	3	1	-91	-91	-91	1	-91	-91
NS16973A	4	3	1	-91	-91	-91	1	-91	-91
NS16973A	5	3	1	-91	-91	-91	1	-91	-91
NS16976D	1	2	1	-91	-91	-91	4	-91	-91
NS16976D	2	2	1	-91	-91	-91	1	-91	-91
NS16976D	3	2	1	-91	-91	-91	1	-91	-91
NS16977E	1	3	1	-91	-91	-91	4	-91	-91
NS16977E	2	3	1	-91	-91	-91	1	-91	-91
NS16977E	3	3	1	-91	-91	-91	1	-91	-91
NS16977E	4	3	1	-91	-91	-91	1	-91	-91
NS16980R	1	2	1	-91	-91	-91	4	-91	-91
NS16980R	2	2	1	-91	-91	-91	0	-91	-91
NS16980R	3	2	1	-91	-91	-91	0	-91	-91
NS16980R	4	2	1	-91	-91	-91	1	-91	-91
NS16980R	5	2	1	-91	-91	-91	1	-91	-91
NS16980R	6	2	1	-91	-91	-91	1	-91	-91
NS16984W	1	2	1	-91	-91	-91	4	-91	-91
NS16984W	2	2	1	-91	-91	-91	1	-91	-91
NS16984W	3	2	1	-91	-91	-91	1	-91	-91
NS16984W	4	2	1	-91	-91	-91	0	-91	-91
NS16988A	1	3	1	-91	-91	-91	4	-91	-91
NS16988A	2	3	1	-91	-91	-91	1	-91	-91
NS16988A	3	3	1	-91	-91	-91	1	-91	-91
NS16988A	4	3	1	-91	-91	-91	1	-91	-91
NS16990L	1	2	1	-91	-91	-91	4	-91	-91
NS16990L	2	2	1	-91	-91	-91	1	-91	-91
NS16990L	3	-91	-91	-91	-91	-91	0	-91	-91
NS16990L	4	-91	-91	-91	-91	-91	0	-91	-91
NS16990L	5	-91	-91	-91	-91	-91	0	-91	-91
NS16990L	6	2	1	-91	-91	-91	1	-91	-91
NS16991M	1	3	1	-91	-91	-91	4	-91	-91
NS16991M	2	3	1	-91	-91	-91	1	-91	-91
NS16991M	3	3	1	-91	-91	-91	0	-91	-91
NS16991M	4	3	1	-91	-91	-91	1	-91	-91
NS16992N	1	2	1	-91	-91	-91	4	-91	-91
NS16992N	2	2	1	-91	-91	-91	1	-91	-91
NS16992N	3	2	1	-91	-91	-91	1	-91	-91
NS16992N	4	2	1	-91	-91	-91	1	-91	-91
NS16992N	5	2	1	-91	-91	-91	1	-91	-91
NS16993P	1	3	1	-91	-91	-91	4	-91	-91
NS16993P	2	3	1	-91	-91	-91	1	-91	-91
NS16993P	3	3	1	-91	-91	-91	1	-91	-91
NS16993P	4	-91	-91	-91	-91	-91	0	-91	-91
NS16993P	5	3	1	-91	-91	-91	3	-91	-91
NS16994Q	1	1	1	-91	-91	-91	4	-91	-91
NS16994Q	2	1	1	-91	-91	-91	1	-91	-91
NS16994Q	3	1	1	-91	-91	-91	0	-91	-91
NS16994Q	4	1	1	-91	-91	-91	0	-91	-91
NS16995R	1	2	2	2	2	-91	4	-91	-91
NS16995R	2	2	2	2	2	-91	3	-91	-91
NS16995R	3	2	2	2	2	-91	0	-91	-91
NS16995R	4	2	2	2	2	-91	3	-91	-91
NS16995R	5	2	2	2	2	-91	0	-91	-91
NS16995R	6	2	2	2	2	-91	0	-91	-91
NS16996S	1	3	1	-91	-91	-91	4	-91	-91
NS16996S	2	3	1	-91	-91	-91	1	-91	-91
NS16996S	3	3	1	-91	-91	-91	1	-91	-91
NS16996S	4	3	1	-91	-91	-91	1	-91	-91
NS16996S	5	3	1	-91	-91	-91	1	-91	-91
NS16997T	1	3	1	-91	-91	-91	4	-91	-91
NS16997T	2	3	1	-91	-91	-91	1	-91	-91
NS16997T	3	3	1	-91	-91	-91	0	-91	-91
NS16997T	4	3	1	-91	-91	-91	0	-91	-91
NS16997T	5	3	1	-91	-91	-91	0	-91	-91
NS17003P	1	1	1	-91	-91	-91	4	-91	-91
NS17003P	2	1	1	-91	-91	-91	1	-91	-91
NS17003P	3	1	1	-91	-91	-91	1	-91	-91
NS17003P	4	1	1	-91	-91	-91	1	-91	-91
NS17005R	1	2	1	-91	-91	-91	4	-91	-91
NS17005R	2	2	1	-91	-91	-91	1	-91	-91
NS17005R	3	2	1	-91	-91	-91	1	-91	-91
NS17005R	4	2	1	-91	-91	-91	1	-91	-91
NS17007T	1	2	1	-91	-91	-91	4	-91	-91
NS17007T	2	2	1	-91	-91	-91	1	-91	-91
NS17007T	3	2	1	-91	-91	-91	1	-91	-91
NS17007T	4	2	1	-91	-91	-91	1	-91	-91
NS17007T	5	2	1	-91	-91	-91	1	-91	-91
NS17007T	6	2	1	-91	-91	-91	1	-91	-91
NS17008V	1	2	1	-91	-91	-91	4	-91	-91
NS17008V	2	2	1	-91	-91	-91	1	-91	-91
NS17008V	3	2	1	-91	-91	-91	1	-91	-91
NS17008V	4	2	1	-91	-91	-91	1	-91	-91
NS17008V	5	2	1	-91	-91	-91	1	-91	-91
NS17008V	6	2	1	-91	-91	-91	1	-91	-91
NS17008V	7	2	1	-91	-91	-91	1	-91	-91
NS17008V	8	2	1	-91	-91	-91	1	-91	-91
NS17008V	9	2	1	-91	-91	-91	0	-91	-91
NS17008V	10	2	1	-91	-91	-91	0	-91	-91
NS17008V	11	2	1	-91	-91	-91	0	-91	-91
NS17008V	12	2	1	-91	-91	-91	0	-91	-91
NS17008V	13	2	1	-91	-91	-91	0	-91	-91
NS17008V	14	2	1	-91	-91	-91	1	-91	-91
NS17010F	1	3	1	-91	-91	-91	4	-91	-91
NS17010F	2	3	1	-91	-91	-91	1	-91	-91
NS17011G	1	1	1	-91	-91	-91	4	-91	-91
NS17011G	2	1	1	-91	-91	-91	1	-91	-91
NS17011G	3	1	1	-91	-91	-91	0	-91	-91
NS17011G	4	1	1	-91	-91	-91	0	-91	-91
NS17012H	1	3	2	2	8	-91	4	-91	-91
NS17012H	2	3	2	2	8	-91	0	-91	-91
NS17012H	3	3	2	2	8	-91	0	-91	-91
NS17012H	4	-91	-91	-91	-91	-91	0	-91	-91
NS17013J	1	2	1	-91	-91	-91	4	-91	-91
NS17013J	2	2	1	-91	-91	-91	1	-91	-91
NS17014K	1	3	1	-91	-91	-91	4	-91	-91
NS17014K	2	3	1	-91	-91	-91	1	-91	-91
NS17014K	3	3	1	-91	-91	-91	1	-91	-91
NS17014K	4	3	1	-91	-91	-91	1	-91	-91
NS17016M	1	3	1	-91	-91	-91	4	-91	-91
NS17016M	2	3	1	-91	-91	-91	1	-91	-91
NS17016M	3	3	1	-91	-91	-91	1	-91	-91
NS17016M	4	3	1	-91	-91	-91	1	-91	-91
NS17016M	5	3	1	-91	-91	-91	1	-91	-91
NS17018P	1	1	1	-91	-91	-91	4	-91	-91
NS17018P	2	-91	-91	-91	-91	-91	6	-91	-91
NS17018P	3	-91	-91	-91	-91	-91	6	-91	-91
NS17018P	4	-91	-91	-91	-91	-91	6	-91	-91
NS17018P	5	-91	-91	-91	-91	-91	6	-91	-91
NS17018P	6	-91	-91	-91	-91	-91	6	-91	-91
NS17018P	7	-91	-91	-91	-91	-91	6	-91	-91
NS17018P	8	1	1	-91	-91	-91	6	1	3
NS17021B	1	3	1	-91	-91	-91	4	-91	-91
NS17021B	2	3	1	-91	-91	-91	1	-91	-91
NS17021B	3	3	1	-91	-91	-91	1	-91	-91
NS17021B	4	3	1	-91	-91	-91	1	-91	-91
NS17021B	5	3	1	-91	-91	-91	1	-91	-91
NS17021B	6	3	1	-91	-91	-91	1	-91	-91
NS17021B	7	3	1	-91	-91	-91	1	-91	-91
NS17023D	1	3	1	-91	-91	-91	4	-91	-91
NS17023D	2	3	1	-91	-91	-91	1	-91	-91
NS17023D	3	3	1	-91	-91	-91	1	-91	-91
NS17023D	4	3	1	-91	-91	-91	1	-91	-91
NS17024E	1	3	1	-91	-91	-91	4	-91	-91
NS17024E	2	3	1	-91	-91	-91	1	-91	-91
NS17024E	3	3	1	-91	-91	-91	1	-91	-91
NS17024E	4	3	1	-91	-91	-91	1	-91	-91
NS17026G	1	2	1	-91	-91	-91	4	-91	-91
NS17026G	2	2	1	-91	-91	-91	1	-91	-91
NS17026G	3	2	1	-91	-91	-91	1	-91	-91
NS17026G	4	2	1	-91	-91	-91	1	-91	-91
NS17026G	5	2	1	-91	-91	-91	1	-91	-91
NS17026G	6	2	1	-91	-91	-91	1	-91	-91
NS17027H	1	2	1	-91	-91	-91	4	-91	-91
NS17027H	2	2	1	-91	-91	-91	1	-91	-91
NS17027H	3	2	1	-91	-91	-91	1	-91	-91
NS17027H	4	2	1	-91	-91	-91	0	-91	-91
NS17027H	5	2	1	-91	-91	-91	3	-91	-91
NS17029K	1	3	1	-91	-91	-91	4	-91	-91
NS17029K	2	3	1	-91	-91	-91	1	-91	-91
NS17029K	3	3	1	-91	-91	-91	1	-91	-91
NS17029K	4	3	1	-91	-91	-91	1	-91	-91
NS17032X	1	3	1	-91	-91	-91	4	-91	-91
NS17032X	2	3	1	-91	-91	-91	1	-91	-91
NS17032X	3	3	1	-91	-91	-91	1	-91	-91
NS17032X	4	3	1	-91	-91	-91	1	-91	-91
NS17032X	5	3	1	-91	-91	-91	1	-91	-91
NS17034Z	1	1	1	-91	-91	-91	4	-91	-91
NS17034Z	2	1	1	-91	-91	-91	1	-91	-91
NS17039E	1	2	1	-91	-91	-91	4	-91	-91
NS17039E	2	2	1	-91	-91	-91	1	-91	-91
NS17039E	3	-91	-91	-91	-91	-91	0	-91	-91
NS17039E	4	2	1	-91	-91	-91	1	-91	-91
NS17041Q	1	2	1	-91	-91	-91	4	-91	-91
NS17041Q	2	2	1	-91	-91	-91	0	-91	-91
NS17041Q	3	2	1	-91	-91	-91	0	-91	-91
NS17041Q	4	2	1	-91	-91	-91	0	-91	-91
NS17041Q	5	2	1	-91	-91	-91	1	-91	-91
NS17041Q	6	2	1	-91	-91	-91	1	-91	-91
NS17042R	1	1	2	2	8	-91	4	-91	-91
NS17042R	2	1	2	2	8	-91	3	-91	-91
NS17042R	3	1	2	2	8	-91	3	-91	-91
NS17042R	4	1	2	2	8	-91	3	-91	-91
NS17042R	5	1	2	2	8	-91	3	-91	-91
NS17042R	6	1	2	2	8	-91	3	-91	-91
NS17042R	7	1	2	2	8	-91	0	-91	-91
NS17042R	8	1	2	2	8	-91	2	2	3
NS17042R	9	1	2	2	8	-91	2	1	4
NS17044T	1	1	1	-91	-91	-91	4	-91	-91
NS17044T	2	1	1	-91	-91	-91	1	-91	-91
NS17044T	3	1	1	-91	-91	-91	1	-91	-91
NS17044T	4	1	1	-91	-91	-91	1	-91	-91
NS17044T	5	1	1	-91	-91	-91	1	-91	-91
NS17045V	1	3	1	-91	-91	-91	4	-91	-91
NS17045V	2	3	1	-91	-91	-91	1	-91	-91
NS17045V	3	3	1	-91	-91	-91	1	-91	-91
NS17045V	4	3	1	-91	-91	-91	1	-91	-91
NS17045V	5	3	1	-91	-91	-91	0	-91	-91
NS17045V	6	3	1	-91	-91	-91	1	-91	-91
NS17045V	7	3	1	-91	-91	-91	1	-91	-91
NS17045V	8	3	1	-91	-91	-91	1	-91	-91
NS17045V	9	3	1	-91	-91	-91	1	-91	-91
NS17047X	1	1	2	2	8	-91	4	-91	-91
NS17047X	2	1	2	2	8	-91	3	-91	-91
NS17047X	3	1	2	2	8	-91	0	-91	-91
NS17047X	4	1	2	2	8	-91	0	-91	-91
NS17047X	5	1	2	2	8	-91	0	-91	-91
NS17047X	6	1	2	2	8	-91	2	2	1
NS17047X	7	1	2	2	8	-91	2	2	2
NS17047X	8	1	2	2	8	-91	2	1	2
NS17050J	1	2	1	-91	-91	-91	4	-91	-91
NS17050J	2	2	1	-91	-91	-91	1	-91	-91
NS17050J	3	2	1	-91	-91	-91	1	-91	-91
NS17050J	4	2	1	-91	-91	-91	1	-91	-91
NS17050J	5	2	1	-91	-91	-91	1	-91	-91
NS17051K	1	3	1	-91	-91	-91	4	-91	-91
NS17051K	2	3	1	-91	-91	-91	1	-91	-91
NS17051K	3	3	1	-91	-91	-91	1	-91	-91
NS17051K	4	3	1	-91	-91	-91	0	-91	-91
NS17051K	5	3	1	-91	-91	-91	1	-91	-91
NS17051K	6	3	1	-91	-91	-91	1	-91	-91
NS17052L	1	2	1	-91	-91	-91	4	-91	-91
NS17052L	2	2	1	-91	-91	-91	1	-91	-91
NS17052L	3	2	1	-91	-91	-91	1	-91	-91
NS17052L	4	2	1	-91	-91	-91	1	-91	-91
NS17053M	1	3	1	-91	-91	-91	4	-91	-91
NS17053M	2	3	1	-91	-91	-91	1	-91	-91
NS17053M	3	3	1	-91	-91	-91	0	-91	-91
NS17053M	4	3	1	-91	-91	-91	1	-91	-91
NS17053M	5	3	1	-91	-91	-91	1	-91	-91
NS17056Q	1	3	1	-91	-91	-91	4	-91	-91
NS17056Q	2	3	1	-91	-91	-91	1	-91	-91
NS17056Q	3	3	1	-91	-91	-91	0	-91	-91
NS17056Q	4	3	1	-91	-91	-91	1	-91	-91
NS17056Q	5	3	1	-91	-91	-91	1	-91	-91
NS17056Q	6	3	1	-91	-91	-91	1	-91	-91
NS17056Q	7	3	1	-91	-91	-91	1	-91	-91
NS17056Q	8	3	1	-91	-91	-91	0	-91	-91
NS17056Q	9	3	1	-91	-91	-91	1	-91	-91
NS17056Q	10	3	1	-91	-91	-91	1	-91	-91
NS17058S	1	2	1	-91	-91	-91	4	-91	-91
NS17058S	2	2	1	-91	-91	-91	1	-91	-91
NS17058S	3	2	1	-91	-91	-91	1	-91	-91
NS17058S	4	2	1	-91	-91	-91	0	-91	-91
NS17058S	5	2	1	-91	-91	-91	1	-91	-91
NS17058S	6	2	1	-91	-91	-91	1	-91	-91
NS17058S	7	2	1	-91	-91	-91	0	-91	-91
NS17059T	1	2	1	-91	-91	-91	4	-91	-91
NS17059T	2	2	1	-91	-91	-91	1	-91	-91
NS17059T	3	2	1	-91	-91	-91	1	-91	-91
NS17059T	4	-91	-91	-91	-91	-91	0	-91	-91
NS17060D	1	1	1	-91	-91	-91	4	-91	-91
NS17060D	2	-91	-91	-91	-91	-91	0	-91	-91
NS17060D	3	1	1	-91	-91	-91	1	-91	-91
NS17062F	1	2	1	-91	-91	-91	4	-91	-91
NS17062F	2	2	1	-91	-91	-91	1	-91	-91
NS17062F	3	2	1	-91	-91	-91	1	-91	-91
NS17062F	4	2	1	-91	-91	-91	1	-91	-91
NS17062F	5	2	1	-91	-91	-91	1	-91	-91
NS17062F	6	2	1	-91	-91	-91	1	-91	-91
NS17063G	1	2	1	-91	-91	-91	4	-91	-91
NS17063G	2	2	1	-91	-91	-91	1	-91	-91
NS17063G	3	2	1	-91	-91	-91	1	-91	-91
NS17063G	4	2	1	-91	-91	-91	3	-91	-91
NS17063G	5	2	1	-91	-91	-91	0	-91	-91
NS17063G	6	2	1	-91	-91	-91	1	-91	-91
NS17063G	7	2	1	-91	-91	-91	1	-91	-91
NS17063G	8	2	1	-91	-91	-91	1	-91	-91
