NSID	W1HhID	W1AgeIf	W1Sex	W1MarStat	W1LiveWit	W1EmpStat	W1EthGrp	W1R_1	W1R_2	W1R_3	W1R_4	W1R_5	W1R_6	W1R_7	W1R_8	W1R_9	W1R_10	W1R_11	W1R_12	W1R_13	W1R_14	W1STypeE	W1mainres	W1secores	W1histres	W1vInfoN	Designweight
NS11085Z	4	11	2	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	1.36628717976343
NS11085Z	5	12	2	-91	-91	-91	1	21	21	21	21	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	1.36628717976343
NS11085Z	6	4	2	-91	-91	-91	1	13	3	3	13	21	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	1.36628717976343
NS11085Z	7	3	2	-91	-91	-91	1	13	3	3	13	21	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	1.36628717976343
NS11085Z	8	2	2	-91	-91	-91	1	13	3	3	13	21	13	13	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	1.36628717976343
NS11078H	1	14	2	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	2	36	2	2	-91	6	10	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	3	40	1	2	-91	1	10	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	4	18	2	1	2	5	10	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	5	16	2	1	2	5	10	13	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	6	11	1	-91	-91	-91	10	13	13	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	7	15	1	-91	-91	-91	10	21	21	21	21	21	21	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	8	14	1	-91	-91	-91	10	21	21	21	21	21	21	13	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	9	12	2	-91	-91	-91	10	21	21	21	21	21	21	13	13	-91	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	10	3	2	-91	-91	-91	10	21	21	21	21	21	21	13	13	13	-91	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	11	1	2	-91	-91	-91	10	21	21	21	21	21	21	13	13	13	13	-91	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	12	36	1	2	-91	1	10	21	21	21	21	21	21	8	8	8	8	8	-91	-91	-91	-91	2	3	2	13	.151981943324264
NS11078H	13	34	2	2	-91	6	10	21	21	21	21	21	21	8	8	8	8	8	1	-91	-91	-91	2	3	2	13	.151981943324264
NS14198L	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14198L	2	41	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14198L	3	41	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14198L	4	17	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12179G	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12179G	2	35	2	3	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12179G	3	37	1	3	-91	1	1	11	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12179G	4	9	1	-91	-91	-91	1	13	3	6	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12179G	5	7	2	-91	-91	-91	1	15	6	3	15	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12179G	6	5	2	-91	-91	-91	1	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS13797C	1	14	2	-91	-91	-91	12	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS13797C	2	38	2	1	2	6	12	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS13797C	3	13	1	-91	-91	-91	12	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS13797C	4	7	2	-91	-91	-91	12	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS13797C	5	6	1	-91	-91	-91	12	13	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS13797C	6	11	1	-91	-91	-91	12	13	3	13	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS15699T	1	13	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS15699T	2	43	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS15699T	3	42	2	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS15699T	4	14	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS25815X	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS25815X	2	39	2	5	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS25815X	3	17	2	1	2	1	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	16	2	0	2	4	1.36628717976343
NS25815X	4	10	1	-91	-91	-91	1	14	3	14	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS24766Y	1	14	1	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS24766Y	2	35	2	5	2	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS24766Y	3	13	2	-91	-91	-91	4	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS24766Y	4	11	1	-91	-91	-91	4	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS13742Z	1	14	1	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	2	49	1	2	-91	2	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	3	42	2	2	-91	6	8	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	4	18	2	1	2	5	8	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	5	15	1	-91	-91	-91	8	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	6	17	2	1	2	5	8	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	7	12	1	-91	-91	-91	8	13	3	3	13	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	8	6	1	-91	-91	-91	8	13	3	3	13	13	13	13	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS13742Z	9	20	1	1	2	5	8	13	3	3	13	13	13	13	13	-91	-91	-91	-91	-91	-91	-91	2	3	3	9	.246782112898629
NS20807B	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS20807B	2	40	2	2	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS20807B	3	36	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS20807B	4	10	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS20807B	5	8	1	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS22002V	1	14	1	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	2	.365572593787429
NS22002V	2	43	1	2	-91	1	12	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	2	.365572593787429
NS22002V	3	38	2	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	2	.365572593787429
NS22002V	4	16	2	1	2	5	4	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	2	.365572593787429
NS12753Z	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS12753Z	2	52	2	4	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS12753Z	3	21	2	1	2	2	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	17	2	0	2	4	1.36628717976343
NS12753Z	4	17	2	1	2	5	1	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS20489B	1	14	2	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.294685360397537
NS20489B	2	46	2	2	-91	2	13	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.294685360397537
NS20489B	3	47	1	2	-91	3	13	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.294685360397537
NS20489B	4	20	2	1	2	5	13	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.294685360397537
NS20489B	5	18	1	1	2	5	13	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.294685360397537
NS20489B	6	17	1	1	2	5	13	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.294685360397537
NS15190Y	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976344
NS15190Y	2	37	2	4	2	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976344
NS15190Y	3	19	2	1	2	8	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	18	2	0	2	2	1.36628717976344
NS15190Y	4	13	1	-91	-91	-91	1	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976344
NS17533J	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17533J	2	37	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17533J	3	39	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS20182M	1	13	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS20182M	2	36	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS20182M	3	37	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS20182M	4	9	2	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS12798H	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12798H	2	45	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12798H	3	47	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17458B	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17458B	2	37	2	2	-91	9	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17458B	3	42	1	2	-91	1	3	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17458B	4	0	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17626V	1	14	2	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.151981881060987
NS17626V	2	49	2	2	-91	6	10	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.151981881060987
NS17626V	3	48	1	2	-91	3	10	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.151981881060987
NS17626V	4	20	2	1	2	5	10	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.151981881060987
NS15952P	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS15952P	2	44	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS15952P	3	41	2	2	-91	2	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS15952P	4	10	2	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	4	1.36628717976343
NS16142Y	1	14	2	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS16142Y	2	36	2	2	-91	6	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS16142Y	3	38	1	2	-91	9	8	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS16142Y	4	16	1	1	2	5	8	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS16142Y	5	10	2	-91	-91	-91	8	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS16142Y	6	3	1	-91	-91	-91	8	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS16142Y	7	66	1	2	-91	7	8	20	12	8	20	20	20	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS16142Y	8	64	2	2	-91	7	8	20	12	8	20	20	20	1	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	8	.370173169347943
NS14292G	1	14	2	-91	-91	-91	12	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.296052729323898
NS14292G	2	50	2	2	-91	6	12	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.296052729323898
NS14292G	3	49	1	2	-91	1	12	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.296052729323898
NS14292G	4	20	1	1	2	5	12	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.296052729323898
NS14292G	5	19	2	1	2	5	12	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.296052729323898
NS14292G	6	18	1	1	2	5	12	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.296052729323898
NS24608F	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS24608F	2	35	2	3	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS24608F	3	37	1	3	-91	1	1	8	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS24608F	4	10	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12390Q	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS12390Q	2	42	2	5	2	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS12390Q	3	10	1	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	1.36628717976343
NS20937M	1	13	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976343
NS20937M	2	37	2	2	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976343
NS20937M	3	43	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976343
NS20937M	4	11	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976343
NS20937M	5	7	1	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976343
NS20937M	6	5	1	-91	-91	-91	1	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976343
NS23281A	1	14	1	-91	-91	-91	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.421069155827757
NS23281A	2	44	2	5	2	6	9	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.421069155827757
NS23281A	3	17	2	1	2	5	9	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.421069155827757
NS13625L	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS13625L	2	50	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS13625L	3	48	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS13625L	4	20	1	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS13625L	5	16	2	1	2	5	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS13625L	6	18	2	1	2	5	1	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS22265V	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.050387705694
NS22265V	2	51	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.050387705694
NS22265V	3	68	1	2	-91	7	2	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.050387705694
NS17878Z	1	14	2	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.19645679516948
NS17878Z	2	54	2	2	-91	1	13	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.19645679516948
NS17878Z	3	55	1	2	-91	8	13	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.19645679516948
NS17878Z	4	24	2	1	2	4	13	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	21	2	3	2	6	.19645679516948
NS17878Z	5	19	1	1	2	5	13	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.19645679516948
NS17878Z	6	17	2	1	2	5	13	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	.19645679516948
NS24158S	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS24158S	2	50	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS24158S	3	54	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS12817C	1	13	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	4	2	4	1.36628717976343
NS12817C	2	37	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	4	2	4	1.36628717976343
NS12817C	3	11	1	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	4	2	4	1.36628717976343
NS12817C	4	38	1	2	-91	1	1	8	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	4	2	4	1.36628717976343
NS10721X	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.91085811984229
NS10721X	2	34	2	5	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.91085811984229
NS12843G	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS12843G	2	42	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS12843G	3	44	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS12843G	4	17	1	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS18195Q	1	13	2	-91	-91	-91	7	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	0	3	.365572593787429
NS18195Q	2	52	1	5	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	0	3	.365572593787429
NS18195Q	3	15	2	-91	-91	-91	7	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	0	3	.365572593787429
NS12396X	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	1.36628717976343
NS12396X	2	53	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	1.36628717976343
NS12396X	3	44	2	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	1.36628717976343
NS23846Q	1	14	1	-91	-91	-91	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.370173169347943
NS23846Q	2	46	2	2	-91	6	11	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.370173169347943
NS23846Q	3	46	1	2	-91	1	11	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.370173169347943
NS23846Q	4	4	2	-91	-91	-91	11	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	.370173169347943
NS23500Z	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	4	1.36628717976343
NS23500Z	2	39	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	4	1.36628717976343
NS23500Z	3	38	2	2	-91	2	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	4	1.36628717976343
NS23500Z	4	9	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	4	1.36628717976343
