NSID	W1HhID	W1AgeIf	W1Sex	W1MarStat	W1LiveWit	W1EmpStat	W1EthGrp	W1R_1	W1R_2	W1R_3	W1R_4	W1R_5	W1R_6	W1R_7	W1R_8	W1R_9	W1R_10	W1R_11	W1R_12	W1R_13	W1R_14	W1STypeE	W1mainres	W1secores	W1histres	W1vInfoN	Designweight
NS10984X	2	39	1	2	-91	1	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS10984X	3	37	2	2	-91	2	8	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS10984X	4	11	1	-91	-91	-91	8	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS10984X	5	6	2	-91	-91	-91	8	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS23120E	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.91085811984229
NS23120E	2	33	2	1	2	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.91085811984229
NS23120E	3	10	2	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.91085811984229
NS23120E	4	5	2	-91	-91	-91	1	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.91085811984229
NS22069V	1	14	1	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS22069V	2	46	1	2	-91	7	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS22069V	3	46	2	2	-91	6	8	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS22069V	4	21	1	1	2	5	8	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS22069V	5	18	1	1	2	5	8	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	5	.370173169347943
NS13228F	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS13228F	2	44	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS13228F	3	44	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS13228F	4	16	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS13985K	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS13985K	2	43	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS13985K	3	46	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS13985K	4	15	2	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS13985K	5	11	2	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS23743K	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS23743K	2	37	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS23743K	3	39	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS23743K	4	16	1	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS23743K	5	60	2	6	2	2	1	20	8	12	20	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS18376G	1	13	2	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	6	.151981943324264
NS18376G	2	37	1	2	-91	3	10	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	6	.151981943324264
NS18376G	3	25	2	2	-91	6	10	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	6	.151981943324264
NS18376G	4	10	1	-91	-91	-91	10	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	6	.151981943324264
NS18376G	5	8	2	-91	-91	-91	10	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	6	.151981943324264
NS18376G	6	2	1	-91	-91	-91	10	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	6	.151981943324264
NS23495D	1	14	2	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.196456906931692
NS23495D	2	25	2	1	-91	6	13	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.196456906931692
NS16149F	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	4	1.36628717976344
NS16149F	2	51	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	4	1.36628717976344
NS16149F	3	52	2	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	4	1.36628717976344
NS16149F	4	21	2	1	2	1	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	21	2	3	3	4	1.36628717976344
NS18359W	1	13	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS18359W	2	41	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS18359W	3	40	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS18359W	4	17	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS22072G	1	14	1	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	15	0	15	15	.294685360397537
NS11168Q	1	14	2	-91	-91	-91	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS11168Q	2	34	2	1	2	6	4	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS11168Q	3	12	2	-91	-91	-91	4	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS11168Q	4	8	2	-91	-91	-91	4	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS11168Q	5	3	2	-91	-91	-91	4	14	3	14	14	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS11168Q	6	0	2	-91	-91	-91	4	14	3	14	14	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.197368486215932
NS21930A	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS21930A	2	49	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS21930A	3	65	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS21930A	4	11	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS24438K	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	1.24493390763425
NS24438K	2	50	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	1.24493390763425
NS24438K	3	48	2	2	-91	2	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	1.24493390763425
NS24438K	4	17	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	2	1.24493390763425
NS24620L	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS24620L	2	46	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS24620L	3	52	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS21108H	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS21108H	2	40	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS21108H	3	50	1	2	-91	1	3	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS21108H	4	17	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS21108H	5	13	1	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS15573W	1	14	2	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	2	.151981943324264
NS15573W	2	39	2	2	-91	6	10	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	2	.151981943324264
NS15573W	3	44	1	2	-91	3	10	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	2	2	.151981943324264
NS14250B	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14250B	2	41	2	2	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14250B	3	35	1	2	-91	1	1	11	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14250B	4	11	1	-91	-91	-91	1	13	3	6	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14250B	5	6	1	-91	-91	-91	1	15	3	3	15	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14250B	6	3	2	-91	-91	-91	1	15	3	3	15	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS23587N	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS23587N	2	43	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS23587N	3	45	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS23587N	4	20	1	1	2	1	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	18	2	3	2	5	1.36628717976343
NS23587N	5	17	2	1	2	5	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	1.36628717976343
NS10977F	1	14	1	-91	-91	-91	12	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.296052729323898
NS10977F	2	40	2	2	-91	1	12	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.296052729323898
NS10977F	3	39	1	2	-91	1	12	11	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.296052729323898
NS10977F	4	18	1	1	2	1	12	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	16	2	3	2	5	.296052729323898
NS10977F	5	14	1	-91	-91	-91	12	13	3	6	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	5	.296052729323898
NS14925N	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS14925N	2	48	2	3	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS14925N	3	39	1	3	-91	9	1	11	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS14925N	4	16	1	1	2	5	1	13	3	22	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS12427N	1	14	2	-91	-91	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS12427N	2	41	2	6	2	6	8	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS12427N	3	18	2	1	2	5	8	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS12427N	4	17	2	1	2	5	8	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS12427N	5	9	1	-91	-91	-91	8	13	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	3	.370173169347943
NS22355C	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS22355C	2	42	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS22355C	3	41	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS22355C	4	11	1	-91	-91	-91	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS11848R	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	2	4	4	1.36628717976343
NS11848R	2	46	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	2	4	4	1.36628717976343
NS11848R	3	19	2	1	2	1	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	18	4	2	4	4	1.36628717976343
NS11848R	4	47	2	2	-91	1	1	8	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	4	2	4	4	1.36628717976343
NS12807H	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12807H	2	42	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12807H	3	42	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS12807H	4	16	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS21382M	1	13	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS21382M	2	38	2	3	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS21382M	3	33	1	3	-91	1	1	11	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS21382M	4	11	1	-91	-91	-91	1	13	3	6	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS18983L	1	13	1	-91	-91	-91	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS18983L	2	32	2	2	-91	6	11	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS18983L	3	55	1	2	-91	1	1	11	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS18983L	4	1	1	-91	-91	-91	6	14	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	4	1.36628717976343
NS11431F	1	14	1	-91	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	2	.294685360397537
NS11431F	2	62	1	2	-91	1	3	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	2	.294685360397537
NS11431F	3	56	2	2	-91	6	3	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	3	2	.294685360397537
NS11431F	4	27	2	1	2	1	3	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	22	2	3	3	2	.294685360397537
NS11431F	5	22	2	1	2	3	3	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	21	2	3	3	2	.294685360397537
NS22613D	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS22613D	2	57	2	5	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	2	.365572593787429
NS18081P	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976344
NS18081P	2	38	2	3	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976344
NS18081P	3	41	1	3	-91	2	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976344
NS18081P	4	16	2	1	2	2	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	16	2	3	2	6	1.36628717976344
NS18081P	5	12	1	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976344
NS18081P	6	0	1	-91	-91	-91	1	13	3	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	6	1.36628717976344
NS17290R	1	13	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS17290R	2	37	1	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS17290R	3	33	2	2	-91	2	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS17290R	4	16	2	1	2	5	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS17290R	5	14	2	-91	-91	-91	1	15	6	3	15	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS17290R	6	11	1	-91	-91	-91	1	13	3	6	13	15	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS17290R	7	11	1	-91	-91	-91	1	15	6	3	15	13	15	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS17290R	8	6	2	-91	-91	-91	1	13	3	3	13	13	13	13	-91	-91	-91	-91	-91	-91	-91	-91	3	2	3	8	1.36628717976343
NS12213K	1	14	2	-91	-91	-91	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	6	.196456906931692
NS12213K	2	37	2	4	-91	6	13	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	6	.196456906931692
NS12213K	3	16	1	1	2	5	13	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	6	.196456906931692
NS12213K	4	12	2	-91	-91	-91	13	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	6	.196456906931692
NS12213K	5	10	2	-91	-91	-91	13	13	3	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	6	.196456906931692
NS12213K	6	6	2	-91	-91	-91	13	13	3	13	13	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	6	.196456906931692
NS11543E	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS11543E	2	39	2	1	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS11543E	3	13	1	-91	-91	-91	1	13	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS11543E	4	4	2	-91	-91	-91	1	13	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	0	2	4	1.36628717976343
NS20987K	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS20987K	2	49	2	2	-91	6	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS20987K	3	50	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976344
NS20987K	4	19	1	1	2	1	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	18	2	3	2	2	1.36628717976344
NS16736W	1	14	2	-91	-91	-91	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS16736W	2	35	2	2	-91	6	9	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS16736W	3	39	1	2	-91	1	9	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS16736W	4	15	1	-91	-91	-91	9	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS16736W	5	8	1	-91	-91	-91	9	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	.280712770551838
NS25758B	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25758B	2	39	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25758B	3	39	1	2	-91	3	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS25758B	4	19	2	1	2	1	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	18	2	3	2	2	1.36628717976343
NS25758B	5	18	2	1	2	1	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	15	2	3	2	2	1.36628717976343
NS17376L	1	14	2	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17376L	2	35	2	2	-91	2	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17376L	3	45	1	2	-91	8	1	11	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17376L	4	16	2	1	2	5	1	13	3	6	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17478Q	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17478Q	2	36	2	2	-91	1	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17478Q	3	40	1	2	-91	1	1	8	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS17478Q	4	16	2	1	2	3	1	13	3	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	15	2	3	2	2	1.36628717976343
NS17478Q	5	12	1	-91	-91	-91	1	13	3	3	13	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	2	2	1.36628717976343
NS14810L	1	14	1	-91	-91	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	0	5	1.36628717976343
NS14810L	2	49	2	3	-91	9	1	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	0	5	1.36628717976343
NS14810L	3	58	1	3	-91	1	1	10	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	3	0	5	1.36628717976343
