NSID	W8HHMID	W8DCHSEX	W8HHMDOBM	W8HHMDOBY	W8DHHMAGE	W8RAGE	W8RELTOKEY
NS11090N	2	2	7	1991	24	-1	8
NS11091P	1	1	1	1960	56	-1	1
NS11097W	1	1	1	1969	47	-1	1
NS11097W	2	2	1	1970	46	-1	1
NS11097W	3	2	9	1982	33	-1	8
NS11097W	4	2	6	1998	17	-1	8
NS11120D	1	1	2	1964	51	-1	1
NS11120D	2	2	3	1969	46	-1	1
NS11120D	3	1	4	1994	21	-1	8
NS11124H	1	2	7	1957	58	-1	1
NS11126K	1	1	-9	-9	-1	56	1
NS11126K	2	2	-9	-9	-1	42	1
NS11126K	3	2	-9	-9	-1	22	8
NS11126K	4	1	-9	-9	-1	21	8
NS11126K	5	2	-9	-9	-1	13	8
NS11126K	6	1	-9	-9	-1	12	8
NS11126K	7	2	-9	-9	-1	11	8
NS11128M	1	2	1	1949	66	-1	1
NS11129N	1	2	-9	-9	-1	57	1
NS11129N	2	1	-9	-9	-1	59	1
NS11129N	3	1	-9	-9	-1	19	8
NS11131Z	1	2	2	1958	57	-1	1
NS11131Z	2	1	3	1952	63	-1	1
NS11131Z	3	1	7	1988	27	-1	8
NS11134C	1	1	5	1949	66	-1	1
NS11134C	2	2	4	1955	60	-1	1
NS11137F	1	1	-9	-9	-1	-8	1
NS11137F	2	2	-9	-9	-1	-8	1
NS11137F	3	2	10	1994	21	-1	11
NS11147A	1	1	8	1964	51	-1	1
NS11147A	2	2	7	1968	47	-1	1
NS11147A	3	2	10	1991	24	-1	8
NS11147A	4	2	6	1997	18	-1	8
NS11171C	1	2	2	1952	64	-1	1
NS11171C	2	1	3	1956	60	-1	1
NS11174F	1	1	1	1967	49	-1	1
NS11174F	2	2	12	1968	47	-1	1
NS11174F	3	1	10	1986	29	-1	8
NS11184A	1	1	-9	-9	-1	-8	17
NS11184A	2	2	-9	-9	-1	-8	17
NS11185B	1	1	1	1964	52	-1	1
NS11185B	2	2	3	1964	51	-1	1
NS11185B	3	2	9	2003	12	-1	8
NS11187D	1	1	10	1989	26	-1	8
NS11201S	1	1	12	1962	53	-1	1
NS11201S	2	2	7	1965	51	-1	4
NS11201S	3	1	12	2002	13	-1	9
NS11202T	1	2	11	1987	28	-1	8
NS11202T	2	1	-9	-9	-1	36	16
NS11202T	3	1	4	2016	0	-1	15
NS11203V	1	2	8	1964	51	-1	1
NS11203V	2	1	11	1954	60	-1	1
NS11204W	1	1	1	1997	19	-1	8
NS11204W	2	2	8	1991	24	-1	8
NS11204W	3	2	1	1971	45	-1	1
NS11204W	4	1	3	1971	45	-1	1
NS11208A	1	1	1	1943	72	-1	1
NS11208A	2	1	2	1993	22	-1	8
NS11208A	3	1	6	1986	29	-1	8
NS11208A	4	2	8	1983	32	-1	8
NS11211M	1	1	10	1942	73	-1	1
NS11211M	2	2	10	1954	61	-1	1
NS11214Q	1	2	-9	-9	-1	-9	8
NS11214Q	2	2	-9	-9	-1	-8	8
NS11214Q	3	2	-9	-9	-1	-8	8
NS11214Q	4	2	-9	-9	-1	-9	8
NS11214Q	5	1	-9	-9	-1	-9	8
NS11214Q	6	2	-9	-9	-1	-9	1
NS11214Q	7	1	-9	-9	-1	-9	1
NS11215R	1	2	11	1997	18	-1	23
NS11216S	1	1	6	1961	54	-1	1
NS11216S	2	2	9	1965	50	-1	1
NS11216S	3	2	4	1994	21	-1	8
NS11219W	1	1	11	1991	24	-1	8
NS11219W	2	1	8	1999	16	-1	8
NS11219W	3	1	1	1994	21	-1	8
NS11219W	4	2	12	1971	44	-1	1
NS11227N	1	1	8	1960	55	-1	1
NS11227N	2	2	1	1959	57	-1	1
NS11233D	1	1	5	1963	52	-1	1
NS11233D	2	2	5	1965	50	-1	1
NS11233D	3	2	5	1996	19	-1	8
NS11233D	4	2	1	1999	16	-1	8
NS11234E	1	2	5	1961	54	-1	1
NS11234E	2	1	8	1961	54	-1	1
NS11235F	1	2	4	1960	55	-1	1
NS11235F	2	2	1	1981	35	-1	8
NS11235F	3	2	1	1982	34	-1	8
NS11239K	1	2	5	1963	52	-1	1
NS11239K	2	1	5	1964	51	-1	1
NS11239K	3	1	10	1996	19	-1	8
NS11241W	1	1	11	1989	26	-1	17
NS11242X	1	2	11	1955	60	-1	1
NS11242X	2	1	3	1955	60	-1	1
NS11245A	1	1	-9	-9	-1	-9	17
NS11245A	2	1	-9	-9	-1	-9	17
NS11246B	1	2	4	1963	52	-1	1
NS11246B	2	1	12	1956	59	-1	1
NS11252R	1	2	2	1959	57	-1	1
NS11252R	2	1	4	1955	61	-1	1
NS11253S	1	2	1	1956	59	-1	1
NS11253S	2	1	4	1955	60	-1	1
NS11255V	1	2	-9	-9	-1	56	1
NS11255V	2	1	-9	-9	-1	57	1
NS11255V	3	1	-9	-9	-1	24	8
NS11257X	1	1	9	1960	55	-1	1
NS11257X	2	2	8	1963	52	-1	1
NS11258Y	1	2	10	1958	57	-1	1
NS11258Y	2	2	6	1996	19	-1	8
NS11258Y	3	1	11	1992	22	-1	8
NS11262L	1	2	12	1957	58	-1	1
NS11263M	1	1	-9	-9	-1	-9	9
NS11263M	2	2	-9	-9	-1	-9	1
NS11263M	3	1	-9	-9	-1	-9	14
NS11273G	1	1	1	1966	49	-1	1
NS11273G	2	2	10	1968	46	-1	4
NS11273G	3	2	-9	-9	-1	18	11
NS11274H	1	2	-9	-9	-1	47	1
NS11274H	2	1	-9	-9	-1	48	1
NS11274H	3	1	1	2003	13	-1	8
NS11275J	1	1	6	1990	25	-1	17
NS11275J	2	1	12	1989	26	-1	17
NS11286E	1	2	4	1968	48	-1	1
NS11286E	2	1	5	1970	46	-1	1
NS11286E	3	2	8	2000	15	-1	8
NS11293W	1	2	-9	-9	-1	48	5
NS11293W	2	1	-9	-9	-1	55	5
NS11293W	3	2	-9	-9	-1	23	13
NS11293W	4	2	-9	-9	-1	-8	16
NS11294X	1	2	11	1965	50	-1	1
NS11297A	1	2	1	1954	62	-1	1
NS11299C	1	1	3	1949	67	-1	1
NS11299C	2	2	11	1953	62	-1	1
NS11309D	1	1	-9	-9	-1	-8	17
NS11309D	2	1	-9	-9	-1	-8	17
NS11311P	1	1	-9	-9	-1	26	17
NS11311P	2	2	-9	-9	-1	38	17
NS11318X	1	1	8	1946	69	-1	1
NS11318X	2	2	3	1958	57	-1	1
NS11318X	3	1	6	1993	22	-1	8
NS11319Y	1	2	2	1961	54	-1	1
NS11320H	1	2	-9	-9	-1	17	8
NS11320H	2	2	-9	-9	-1	21	8
NS11320H	3	2	-9	-9	-1	45	1
NS11321J	1	2	3	1961	54	-1	1
NS11321J	2	1	11	1957	57	-1	1
NS11322K	1	2	1	1956	60	-1	1
NS11322K	2	1	10	1953	62	-1	1
NS11328R	1	2	-9	-9	-1	-9	1
NS11328R	2	1	-9	-9	-1	-9	1
NS11328R	3	2	-9	-9	-1	-9	8
NS11328R	4	2	-9	-9	-1	-9	8
NS11328R	5	2	-9	-9	-1	-9	8
NS11330C	1	1	-9	-9	-1	26	17
NS11338L	1	2	-9	-9	-1	-8	1
NS11338L	2	1	-9	-9	-1	-8	4
NS11338L	3	1	-9	-9	-1	-8	9
NS11338L	4	2	-9	-9	-1	-8	12
NS11338L	5	1	-9	-9	-1	-8	12
NS11338L	6	2	-9	-9	-1	-8	12
NS11340X	1	2	-9	-9	-1	26	18
NS11340X	2	1	-9	-9	-1	26	17
NS11340X	3	2	-9	-9	-1	26	17
NS11343A	1	1	2	1958	58	-1	1
NS11343A	2	2	11	1966	49	-1	1
NS11343A	3	2	5	1986	30	-1	8
NS11343A	4	1	1	1988	28	-1	8
NS11343A	5	1	12	1985	30	-1	13
NS11343A	6	2	6	1988	27	-1	13
NS11346D	1	2	7	1962	53	-1	1
NS11346D	2	2	12	1993	22	-1	8
NS11351S	1	1	6	1987	28	-1	8
NS11351S	2	1	1	1965	51	-1	1
NS11351S	3	1	10	1988	27	-1	8
NS11351S	4	1	6	1993	22	-1	8
NS11351S	5	2	4	2000	15	-1	8
NS11351S	6	2	6	1967	48	-1	1
NS11351S	7	2	6	1987	28	-1	13
NS11351S	8	2	6	1996	19	-1	13
NS11354W	1	2	-9	-9	-1	50	1
NS11354W	2	1	-9	-9	-1	55	1
NS11354W	3	2	-9	-9	-1	-9	8
NS11354W	4	2	-9	-9	-1	-9	8
NS11354W	5	2	-9	-9	-1	-9	8
NS11356Y	1	1	12	1956	59	-1	1
NS11356Y	2	2	9	1960	55	-1	1
NS11356Y	3	1	9	1983	32	-1	8
NS11356Y	4	2	1	1984	32	-1	13
NS11356Y	5	2	5	2007	8	-1	15
NS11356Y	6	2	3	2013	2	-1	15
NS11367T	1	1	12	1955	60	-1	1
NS11368V	1	1	-9	-9	-1	65	1
NS11372H	1	2	6	1967	48	-1	1
NS11372H	2	1	4	1961	55	-1	1
NS11372H	3	1	4	1993	23	-1	8
NS11372H	4	2	4	1996	20	-1	8
NS11372H	5	1	3	1998	18	-1	8
NS11375L	1	1	8	1959	56	-1	1
NS11375L	2	2	11	1959	56	-1	1
NS11375L	3	1	2	1994	21	-1	8
NS11376M	1	2	4	1986	29	-1	8
NS11376M	2	1	8	1996	19	-1	8
NS11376M	3	2	7	1994	21	-1	8
NS11376M	4	1	8	1996	19	-1	8
NS11377N	1	1	-9	-9	-1	-9	1
NS11377N	2	2	-9	-9	-1	-9	1
NS11378P	1	1	-9	-9	-1	65	1
NS11384E	1	1	10	1953	62	-1	1
NS11384E	2	2	10	1956	59	-1	1
NS11384E	3	1	8	1993	23	-1	8
NS11393Y	1	1	10	1957	58	-1	1
NS11393Y	2	2	7	1956	59	-1	1
NS11393Y	3	1	10	1987	28	-1	8
NS11394Z	1	1	2	1965	50	-1	1
NS11410Q	1	2	2	1990	26	-1	1
NS11418Z	1	2	-9	-9	-1	49	1
NS11418Z	2	1	-9	-9	-1	-8	1
NS11418Z	3	2	-9	-9	-1	13	8
NS11418Z	4	2	-9	-9	-1	9	8
NS11418Z	5	1	-9	-9	-1	11	8
NS11420K	1	2	6	1988	27	-1	8
NS11420K	2	2	6	1955	60	-1	1
NS11420K	3	1	12	1945	70	-1	1
NS11424P	1	2	-9	-9	-1	-9	1
NS11424P	2	1	-9	-9	-1	-9	4
NS11424P	3	2	-9	-9	-1	-9	8
NS11424P	4	1	-9	-9	-1	-9	8
NS11424P	5	2	-9	-9	-1	-9	8
NS11424P	6	2	-9	-9	-1	-9	8
NS11427S	1	2	4	1964	52	-1	1
NS11427S	2	1	4	1961	55	-1	1
NS11444D	1	2	4	1963	52	-1	1
NS11444D	2	1	3	1961	54	-1	1
NS11451V	1	2	5	1958	57	-1	1
NS11451V	2	1	5	1956	59	-1	1
NS11452W	1	1	6	1960	55	-1	1
NS11452W	2	2	8	1954	61	-1	1
NS11452W	3	2	6	1992	23	-1	8
NS11452W	4	2	4	1994	21	-1	8
NS11465T	1	2	8	1956	59	-1	1
NS11472K	1	2	10	1970	45	-1	1
NS11472K	2	2	6	1994	21	-1	8
NS11473L	1	1	6	1947	68	-1	1
NS11474M	1	2	9	1957	58	-1	1
NS11474M	2	1	12	1955	60	-1	4
NS11477Q	1	1	-9	-9	-1	-9	1
NS11477Q	2	1	-9	-9	-1	-9	14
NS11477Q	3	2	-9	-9	-1	-9	1
NS11477Q	4	2	-9	-9	-1	-9	14
NS11477Q	5	1	-9	-9	-1	-9	8
NS11477Q	6	1	-9	-9	-1	-9	8
NS11478R	1	1	7	1950	65	-1	1
NS11478R	2	2	4	1954	61	-1	1
NS11480C	1	2	3	1958	57	-1	1
NS11480C	2	1	10	1958	57	-1	1
NS11480C	3	1	1	1986	29	-1	8
NS11481D	1	2	-9	-9	-1	-8	15
NS11481D	2	1	-9	-9	-1	-8	15
NS11481D	3	2	8	1991	24	-1	8
NS11481D	4	2	12	1996	18	-1	8
NS11481D	5	1	-9	-9	-1	-8	15
NS11487K	1	2	-9	-9	-1	29	17
NS11489M	1	2	9	1950	65	-1	14
NS11491Y	1	2	-9	-9	-1	55	1
NS11491Y	2	1	-9	-9	-1	70	1
NS11497E	1	2	8	1969	46	-1	1
NS11497E	2	2	4	1996	19	-1	8
NS11501Z	1	1	-9	-9	-1	-8	1
NS11501Z	2	2	-9	-9	-1	-8	1
NS11501Z	3	1	-9	-9	-1	-8	8
NS11501Z	4	1	-9	-9	-1	-8	8
NS11501Z	5	2	-9	-9	-1	-8	8
NS11507F	1	1	-9	-9	-1	40	15
NS11507F	2	2	-9	-9	-1	50	1
NS11507F	3	1	-9	-9	-1	51	1
NS11507F	4	2	-9	-9	-1	22	15
NS11507F	5	2	-9	-9	-1	24	15
NS11507F	6	1	-9	-9	-1	21	15
NS11511T	1	1	9	1964	51	-1	1
NS11511T	2	2	4	1967	49	-1	1
NS11513W	1	2	-9	-9	-1	-9	1
NS11513W	2	1	-9	-9	-1	-9	1
NS11513W	3	1	-9	-9	-1	-9	8
NS11522P	1	2	3	1959	56	-1	1
NS11522P	2	1	6	1953	62	-1	1
NS11522P	3	1	5	1988	27	-1	8
NS11525S	1	1	-9	-9	-1	27	17
NS11525S	2	1	-9	-9	-1	29	17
NS11525S	3	1	-9	-9	-1	26	17
NS11525S	4	1	-9	-9	-1	27	17
NS11539R	1	2	8	1954	61	-1	1
NS11539R	2	1	6	1951	64	-1	1
NS11549L	1	1	-9	-9	-1	26	17
NS11550W	1	1	12	1965	50	-1	1
NS11550W	2	1	-9	-9	-1	22	8
NS11550W	3	2	12	1997	18	-1	8
NS11558E	1	2	4	1942	73	-1	14
NS11559F	1	2	-9	-9	-1	60	1
NS11559F	2	1	-9	-9	-1	60	1
NS11561R	1	1	-9	-9	-1	52	23
NS11561R	2	2	-9	-9	-1	45	23
NS11563T	1	2	-9	-9	-1	58	1
NS11563T	2	1	-9	-9	-1	70	1
NS11564V	1	1	-9	-9	-1	25	17
NS11570K	1	2	6	1993	22	-1	8
NS11579V	1	2	11	1965	49	-1	1
NS11579V	2	2	10	1989	25	-1	16
NS11579V	3	2	-9	-9	-1	19	8
NS11579V	4	1	-9	-9	-1	21	8
NS11579V	5	2	-9	-9	-1	24	17
NS11581F	1	2	-9	-9	-1	54	15
NS11581F	2	2	-9	-9	-1	86	14
NS11585K	1	2	11	1974	41	-1	8
NS11590Z	1	1	3	1961	54	-1	1
NS11590Z	2	2	4	1961	54	-1	1
NS11591A	1	2	8	1964	51	-1	1
NS11591A	2	1	6	1958	57	-1	1
NS11591A	3	2	2	1994	21	-1	8
NS11594D	1	1	-9	-9	-1	20	19
NS11596F	1	2	6	1986	30	-1	17
NS11597G	1	2	-9	-9	-1	-8	1
NS11597G	2	1	-9	-9	-1	-8	1
NS11598H	1	2	6	1966	49	-1	1
NS11598H	2	1	6	1958	57	-1	1
NS11598H	3	1	10	1985	30	-1	8
NS11601B	1	1	6	1961	54	-1	1
NS11601B	2	2	11	1959	56	-1	1
NS11601B	3	1	4	1995	20	-1	8
NS11602C	1	1	1	1997	19	-1	8
NS11602C	2	2	9	1993	22	-1	8
NS11608J	1	2	8	1950	65	-1	1
NS11608J	2	1	6	1955	60	-1	1
NS11611W	1	1	-9	-9	-1	-9	1
NS11611W	2	2	-9	-9	-1	-9	1
NS11611W	3	2	-9	-9	-1	-9	8
NS11611W	4	2	-9	-9	-1	-9	8
NS11611W	5	2	-9	-9	-1	-9	8
NS11611W	6	1	-9	-9	-1	-9	8
NS11611W	7	1	-9	-9	-1	-9	8
NS11616B	1	1	-9	-9	-1	56	1
NS11616B	2	1	-9	-9	-1	54	1
NS11616B	3	1	-9	-9	-1	24	8
NS11616B	4	1	-9	-9	-1	21	8
NS11616B	5	1	-9	-9	-1	22	8
NS11616B	6	2	-9	-9	-1	14	8
NS11621Q	1	2	-9	-9	-1	25	17
NS11627X	1	1	3	1958	58	-1	1
NS11630J	1	1	11	1952	63	-1	1
NS11630J	2	2	1	1961	55	-1	1
NS11630J	3	1	11	1991	24	-1	8
NS11631K	1	2	9	1989	26	-1	17
NS11632L	1	2	1	1971	45	-1	1
NS11632L	2	2	4	1997	19	-1	8
NS11632L	3	2	3	1998	18	-1	8
NS11632L	4	1	2	2003	13	-1	8
NS11635P	1	2	2	1962	54	-1	5
NS11635P	2	1	6	1961	55	-1	17
NS11641E	1	2	-9	-9	-1	19	17
NS11641E	2	2	-9	-9	-1	19	17
NS11641E	3	1	-9	-9	-1	26	17
NS11641E	4	2	-9	-9	-1	23	17
NS11642F	1	1	9	1960	55	-1	1
NS11642F	2	2	-9	-9	-1	50	1
NS11643G	1	1	10	1986	28	-1	8
NS11643G	2	2	-9	-9	-1	50	1
NS11643G	3	1	10	1960	54	-1	1
NS11648M	1	2	-9	-9	-1	53	1
NS11648M	2	1	-9	-9	-1	13	9
NS11650Y	1	1	-9	-9	-1	-9	19
NS11650Y	2	2	-9	-9	-1	-9	22
NS11651Z	1	1	-9	-9	-1	26	17
NS11652A	1	2	-9	-9	-1	34	23
NS11652A	2	2	-9	-9	-1	31	23
NS11657F	1	1	12	1970	44	-1	1
NS11657F	2	2	12	1969	45	-1	1
NS11657F	3	2	11	1993	21	-1	8
NS11657F	4	1	7	1998	17	-1	8
NS11661T	1	1	1	1989	27	-1	18
NS11661T	2	1	9	1988	27	-1	17
NS11661T	3	1	4	1989	26	-1	17
NS11661T	4	2	-9	-9	-1	26	17
NS11665Y	1	2	12	1952	63	-1	1
NS11665Y	2	1	12	1953	62	-1	1
NS11673Q	1	2	-9	-9	-1	-9	17
NS11673Q	2	2	-9	-9	-1	-9	17
NS11676T	1	2	5	1966	49	-1	1
NS11676T	2	1	10	1996	19	-1	8
NS11679X	1	1	-9	-9	-1	-9	1
NS11679X	2	2	-9	-9	-1	-9	1
NS11679X	3	1	-9	-9	-1	-9	8
NS11681H	1	1	-9	-9	-1	-8	17
NS11681H	2	2	-9	-9	-1	-8	17
NS11681H	3	1	-9	-9	-1	-8	17
NS11681H	4	1	-9	-9	-1	-8	17
NS11681H	5	2	-9	-9	-1	-8	23
NS11688Q	1	2	-9	-9	-1	50	1
NS11692D	1	1	-9	-9	-1	-9	1
NS11692D	2	2	-9	-9	-1	-9	1
NS11696H	1	2	9	1957	58	-1	1
NS11696H	2	1	3	1964	51	-1	4
NS11704G	1	1	9	1960	55	-1	1
NS11704G	2	2	8	1963	52	-1	1
NS11706J	1	2	2	1959	56	-1	1
NS11706J	2	1	8	1953	62	-1	1
NS11714B	1	2	9	1990	25	-1	17
NS11714B	2	1	-9	-9	-1	25	17
NS11717E	1	2	10	1988	27	-1	8
NS11718F	1	2	6	1953	63	-1	1
NS11718F	2	1	10	1982	33	-1	8
NS11719G	1	2	-9	-9	-1	58	1
NS11719G	2	1	12	1937	78	-1	1
NS11722T	1	1	-9	-9	-1	53	1
NS11722T	2	2	-9	-9	-1	51	1
NS11722T	3	1	12	1987	28	-1	8
NS11722T	4	2	10	1998	17	-1	8
NS11724W	1	1	8	1986	29	-1	19
NS11724W	2	1	5	1964	52	-1	1
NS11734Q	1	2	5	1963	52	-1	1
NS11734Q	2	1	-9	-9	-1	-8	1
NS11734Q	3	1	10	1998	17	-1	8
NS11734Q	4	2	8	2000	15	-1	8
NS11743J	1	1	1	1951	65	-1	1
NS11743J	2	2	1	1956	60	-1	1
NS11745L	1	1	-9	-9	-1	25	19
NS11762X	1	1	-9	-9	-1	26	17
NS11762X	2	1	-9	-9	-1	25	17
NS11762X	3	1	-9	-9	-1	27	17
NS11765A	1	2	11	1950	65	-1	1
NS11765A	2	1	-9	-9	-1	88	8
NS11765A	3	2	8	1987	28	-1	13
NS11765A	4	1	-9	-9	-1	3	15
NS11765A	5	2	5	2013	3	-1	15
NS11767C	1	2	6	1957	59	-1	1
NS11767C	2	1	7	1955	61	-1	1
NS11770P	1	2	7	1988	27	-1	8
NS11770P	2	2	2	1957	58	-1	1
NS11777X	1	2	-9	-9	-1	33	15
NS11777X	2	1	-9	-9	-1	-8	16
NS11777X	3	1	-9	-9	-1	11	15
NS11777X	4	1	-9	-9	-1	7	15
NS11777X	5	2	-9	-9	-1	1	15
NS11780J	1	1	-9	-9	-1	46	1
NS11780J	2	2	-9	-9	-1	46	1
NS11780J	3	2	-9	-9	-1	19	8
NS11780J	4	2	-9	-9	-1	14	8
NS11780J	5	1	-9	-9	-1	8	8
NS11781K	1	2	2	1962	53	-1	1
NS11783M	1	2	8	1961	54	-1	23
NS11786Q	1	2	1	1953	63	-1	1
NS11786Q	2	1	10	1946	69	-1	1
NS11793G	1	2	8	1960	55	-1	1
NS11793G	2	1	12	1959	55	-1	1
NS11793G	3	1	4	1992	23	-1	8
NS11801F	1	2	5	1966	49	-1	1
NS11801F	2	2	1	1998	17	-1	8
NS11801F	3	1	4	2003	12	-1	8
NS11816F	1	1	12	1957	57	-1	1
NS11816F	2	2	3	1950	65	-1	1
NS11823X	1	2	4	2000	15	-1	8
NS11823X	2	2	8	1964	51	-1	1
NS11828C	1	2	-9	-9	-1	45	1
NS11828C	2	1	-9	-9	-1	51	8
NS11828C	3	1	12	1989	26	-1	8
NS11832Q	1	1	-9	-9	-1	-9	1
NS11832Q	2	2	-9	-9	-1	-9	1
NS11840H	1	2	3	1970	45	-1	1
NS11840H	2	1	8	1968	47	-1	1
NS11840H	3	2	10	1996	19	-1	8
NS11843L	1	1	2	1954	62	-1	1
NS11843L	2	2	1	1964	52	-1	1
NS11843L	3	1	9	1985	30	-1	8
NS11843L	4	2	8	1985	30	-1	13
NS11843L	5	1	2	1980	36	-1	8
NS11843L	6	2	8	1985	30	-1	13
NS11853F	1	2	12	1959	56	-1	1
NS11853F	2	1	6	1952	63	-1	1
NS11858L	1	2	6	1966	49	-1	1
NS11858L	2	1	6	1964	51	-1	4
NS11858L	3	1	11	1988	27	-1	8
NS11858L	4	1	9	1996	19	-1	8
NS11859M	1	2	11	1950	64	-1	1
NS11859M	2	1	3	1955	60	-1	1
NS11860X	1	1	9	1958	57	-1	1
NS11860X	2	2	10	1958	57	-1	1
NS11864B	1	1	11	1989	26	-1	17
NS11864B	2	1	5	1990	25	-1	17
NS11866D	1	1	4	1992	23	-1	17
NS11866D	2	2	-9	-9	-1	32	18
NS11867E	1	2	4	1955	60	-1	1
NS11867E	2	1	4	1987	28	-1	8
NS11868F	1	2	12	1963	51	-1	1
NS11868F	2	1	7	1996	19	-1	8
NS11868F	3	1	1	1992	23	-1	8
NS11868F	4	1	9	1987	28	-1	8
NS11869G	1	1	-9	-9	-1	26	17
NS11871S	1	2	8	1988	27	-1	8
NS11877Z	1	2	12	1970	45	-1	1
NS11877Z	2	1	2	1969	47	-1	1
NS11877Z	3	2	10	1993	22	-1	8
NS11877Z	4	2	4	1997	19	-1	8
NS11877Z	5	2	9	1915	100	-1	15
NS11880L	1	1	-9	-9	-1	-8	1
NS11880L	2	2	-9	-9	-1	-8	1
NS11880L	3	2	-9	-9	-1	23	8
NS11880L	4	1	-9	-9	-1	20	8
NS11882N	1	2	5	1966	49	-1	1
NS11885R	1	1	-9	-9	-1	-8	8
NS11885R	2	2	-9	-9	-1	-8	8
NS11885R	3	2	-9	-9	-1	-8	8
NS11885R	4	2	-9	-9	-1	-8	8
NS11885R	5	2	-9	-9	-1	-8	1
NS11888V	1	1	-9	-9	-1	-9	-9
NS11888V	2	2	-9	-9	-1	-9	-9
NS11888V	3	1	-9	-9	-1	-9	-9
NS11888V	4	1	-9	-9	-1	-9	-9
NS11889W	1	1	-9	-9	-1	27	17
NS11889W	2	1	-9	-9	-1	24	17
NS11902J	1	1	-9	-9	-1	29	17
NS11903K	1	2	4	1968	47	-1	1
NS11903K	2	2	6	1993	22	-1	8
NS11903K	3	1	12	2010	4	-1	23
NS11903K	4	1	-9	-9	-1	-8	23
NS11908Q	1	1	-9	-9	-1	63	1
NS11908Q	2	2	3	1966	49	-1	1
NS11916H	1	1	7	1958	57	-1	1
NS11916H	2	2	1	1966	49	-1	1
NS11916H	3	1	3	1992	23	-1	8
NS11919L	1	2	-9	-9	-1	-8	1
NS11920W	1	1	7	1957	58	-1	1
NS11920W	2	2	6	1957	58	-1	1
NS11920W	3	1	1	1992	24	-1	8
NS11921X	1	2	6	2002	13	-1	8
NS11921X	2	1	5	1960	55	-1	1
NS11928E	1	1	-9	-9	-1	-9	17
NS11928E	2	2	-9	-9	-1	-9	17
NS11928E	3	1	-9	-9	-1	-9	17
NS11931R	1	1	7	1964	52	-1	1
NS11931R	2	2	3	1953	63	-1	1
NS11932S	1	1	7	1997	18	-1	8
NS11932S	2	2	3	1964	51	-1	1
NS11932S	3	1	3	1963	52	-1	1
NS11937Y	1	2	10	1966	48	-1	1
NS11937Y	2	1	5	1996	19	-1	8
NS11948T	1	1	-9	-9	-1	-9	-9
NS11948T	2	-9	-9	-9	-1	-9	-9
NS11948T	3	-9	-9	-9	-1	-9	-9
NS11951F	1	2	-9	-9	-1	41	1
NS11951F	2	2	12	2015	0	-1	13
NS11951F	3	2	-9	-9	-1	17	13
NS11951F	4	1	-9	-9	-1	-8	4
NS11953H	1	1	8	1965	51	-1	1
NS11953H	2	2	10	1965	50	-1	1
NS11953H	3	1	8	1987	29	-1	8
NS11953H	4	2	1	1992	24	-1	8
NS11953H	5	2	8	1996	20	-1	8
NS11953H	6	2	6	1998	18	-1	8
NS11958N	1	1	10	1989	26	-1	17
NS11967G	1	1	-9	-9	-1	54	1
NS11967G	2	2	-9	-9	-1	50	1
NS11967G	3	1	-9	-9	-1	30	8
NS11967G	4	2	-9	-9	-1	29	16
NS11967G	5	2	-9	-9	-1	29	8
NS11967G	6	2	-9	-9	-1	18	8
NS11967G	7	1	-9	-9	-1	4	23
NS11967G	8	2	-9	-9	-1	1	23
NS11969J	1	1	10	1959	56	-1	1
NS11969J	2	2	1	1965	50	-1	1
NS11970T	1	2	4	1967	48	-1	1
NS11978C	1	2	-9	-9	-1	-9	1
NS11978C	2	1	-9	-9	-1	-9	8
NS11982Q	1	2	6	1950	65	-1	14
NS11983R	1	1	-9	-9	-1	-9	1
NS11983R	2	1	-9	-9	-1	-9	8
NS11995N	1	1	2	1992	24	-1	23
NS11998R	1	2	7	1954	61	-1	1
NS12003L	1	1	2	1959	57	-1	1
NS12003L	2	2	5	1960	55	-1	13
NS12006P	1	2	12	1954	60	-1	1
NS12011D	1	2	-9	-9	-1	42	1
NS12011D	2	2	-9	-9	-1	24	8
NS12011D	3	1	9	1960	55	-1	1
NS12015H	1	1	-9	-9	-1	63	15
NS12015H	2	2	-9	-9	-1	57	15
NS12015H	3	1	-9	-9	-1	29	15
NS12015H	4	1	-9	-9	-1	4	15
NS12015H	5	1	-9	-9	-1	3	15
NS12015H	6	1	-9	-9	-1	-9	23
NS12021Y	1	1	9	1953	62	-1	2
NS12021Y	2	2	9	1956	59	-1	2
NS12033V	1	2	9	1973	42	-1	1
NS12033V	2	1	-9	-9	-1	-8	4
NS12033V	3	2	-9	-9	-1	11	9
NS12036Y	1	2	10	1960	55	-1	1
NS12043P	1	2	7	1959	56	-1	1
NS12043P	2	2	2	1993	22	-1	8
NS12043P	3	2	5	1996	19	-1	8
NS12043P	4	1	10	2007	8	-1	15
NS12047T	1	2	9	1959	56	-1	1
NS12047T	2	1	2	1960	55	-1	1
NS12052H	1	1	-9	-9	-1	33	8
NS12052H	2	1	-9	-9	-1	48	4
NS12052H	3	2	-9	-9	-1	55	1
NS12053J	1	1	4	1992	23	-1	8
NS12053J	2	1	11	1953	62	-1	1
NS12053J	3	2	1	1986	30	-1	8
NS12053J	4	2	5	1965	50	-1	1
NS12055L	1	1	12	1954	61	-1	1
NS12055L	2	2	6	1973	42	-1	1
NS12055L	3	1	6	1992	23	-1	8
NS12055L	4	1	3	1998	18	-1	8
NS12055L	5	1	3	2007	9	-1	8
NS12060A	1	2	-9	-9	-1	29	23
NS12060A	2	2	-9	-9	-1	27	23
