NSID	W8HISTID	W8HIST	W8WORKHRSP	W8STUDYHRSP	W8USUALP	W8SICKHRSP	W8HISTSTPM	W8HISTSTPY	W8DACTIVITYP
NS10507K	7	5	-1	2	2	-1	8	2009	7
NS10511Y	1	1	1	-1	-1	-1	7	2014	1
NS10511Y	2	1	2	-1	-1	-1	7	2009	2
NS10511Y	3	10	-1	-1	-1	-1	7	2008	14
NS10511Y	4	5	-1	1	2	-1	9	2006	6
NS10512Z	1	4	-1	-1	-1	-1	10	2014	5
NS10512Z	2	1	2	-1	-1	-1	5	2014	2
NS10512Z	3	4	-1	-1	-1	-1	8	2013	5
NS10512Z	4	5	-1	1	3	-1	9	2010	6
NS10512Z	5	1	2	-1	-1	-1	12	2009	2
NS10513A	1	1	1	-1	-1	-1	1	2015	1
NS10513A	2	4	-1	-1	-1	-1	6	2013	5
NS10513A	3	5	-1	1	3	-1	10	2008	6
NS10514B	1	1	1	-1	-1	-1	9	2006	1
NS10516D	1	1	1	-1	-1	-1	9	2013	1
NS10516D	2	1	1	-1	-1	-1	2	2013	1
NS10516D	3	1	1	-1	-1	-1	9	2011	1
NS10516D	4	3	2	-1	-1	-1	6	2011	11
NS10516D	5	5	-1	1	3	-1	9	2008	6
NS10522T	1	1	1	-1	-1	-1	2	2012	1
NS10522T	2	5	-1	1	3	-1	9	2008	6
NS10524W	1	1	1	-1	-1	-1	5	2007	1
NS10525X	1	1	1	-1	-1	-1	2	2014	1
NS10525X	2	1	1	-1	-1	-1	8	2013	1
NS10525X	3	1	1	-1	-1	-1	4	2012	1
NS10525X	4	1	1	-1	-1	-1	9	2006	1
NS10528A	1	1	2	-1	-1	-1	1	2012	2
NS10528A	2	1	2	-1	-1	-1	6	2009	2
NS10530L	1	1	1	-1	-1	-1	6	2010	1
NS10531M	1	4	-1	-1	-1	-1	10	2014	5
NS10531M	2	1	1	-1	-1	-1	6	2013	1
NS10531M	3	1	1	-1	-1	-1	3	2012	1
NS10531M	4	4	-1	-1	-1	-1	7	2009	5
NS10532N	1	1	1	-1	-1	-1	9	2008	1
NS10533P	1	1	1	-1	-1	-1	6	2012	1
NS10533P	2	1	1	-1	-1	-1	5	2012	1
NS10533P	3	1	1	-1	-1	-1	9	2009	1
NS10533P	4	1	1	-1	-1	-1	7	2006	1
NS10537T	1	1	2	-1	-1	-1	8	2011	2
NS10537T	2	4	-1	-1	-1	-1	7	2008	5
NS10537T	3	5	-1	1	2	-1	9	2006	6
NS10542H	1	1	1	-1	-1	-1	11	2011	1
NS10542H	2	1	1	-1	-1	-1	11	2011	1
NS10542H	3	1	1	-1	-1	-1	7	2011	1
NS10542H	4	5	-1	1	3	-1	9	2008	6
NS10542H	5	5	-1	1	1	-1	9	2001	6
NS10544K	1	4	-1	-1	-1	-1	3	2012	5
NS10544K	2	4	-1	-1	-1	-1	5	2011	5
NS10544K	3	1	1	-1	-1	-1	6	2010	1
NS10546M	1	1	1	-1	-1	-1	2	2014	1
NS10546M	2	1	1	-1	-1	-1	11	2013	1
NS10546M	3	3	1	-1	-1	-1	1	2013	11
NS10546M	4	4	-1	-1	-1	-1	8	2012	5
NS10546M	5	5	-1	1	3	-1	9	2009	6
NS10548P	1	9	-1	-1	-1	-1	8	2010	13
NS10548P	2	5	-1	1	2	-1	-8	-8	6
NS10551B	1	1	2	-1	-1	-1	6	2010	2
NS10551B	2	10	-1	-1	-1	-1	4	2010	14
NS10551B	3	5	-1	1	3	-1	9	2008	6
NS10553D	1	1	1	-1	-1	-1	8	2012	1
NS10553D	2	5	-1	1	3	-1	9	2009	6
NS10555F	1	1	1	-1	-1	-1	10	2013	1
NS10555F	2	1	1	-1	-1	-1	3	2012	1
NS10555F	3	3	1	-1	-1	-1	9	2011	11
NS10555F	4	5	-1	1	3	-1	9	2008	6
NS10557H	1	1	1	-1	-1	-1	4	2012	1
NS10557H	2	1	1	-1	-1	-1	4	2011	1
NS10557H	3	2	1	-1	-1	-1	10	2009	3
NS10559K	1	1	1	-1	-1	-1	7	2015	1
NS10559K	2	1	1	-1	-1	-1	9	2013	1
NS10559K	3	5	-1	1	3	-1	9	2009	6
NS10559K	4	5	-1	1	2	-1	9	2008	6
NS10563Y	1	5	-1	1	3	-1	9	2008	6
NS10565A	1	5	-1	1	3	-1	9	2009	6
NS10566B	1	3	1	-1	-1	-1	3	2015	11
NS10566B	2	4	-1	-1	-1	-1	11	2014	5
NS10566B	3	3	1	-1	-1	-1	11	2013	11
NS10566B	4	1	1	-1	-1	-1	7	2011	1
NS10566B	5	5	-1	1	3	-1	9	2008	6
NS10568D	1	1	1	-1	-1	-1	6	2012	1
NS10568D	2	4	-1	-1	-1	-1	1	2012	5
NS10568D	3	1	1	-1	-1	-1	9	2007	1
NS10570P	1	1	1	-1	-1	-1	7	2014	1
NS10570P	2	1	1	-1	-1	-1	4	2012	1
NS10570P	3	1	2	-1	-1	-1	10	2009	2
NS10575V	1	1	1	-1	-1	-1	3	2015	1
NS10575V	2	1	1	-1	-1	-1	8	2014	1
NS10575V	3	1	1	-1	-1	-1	9	2012	1
NS10575V	4	1	2	-1	-1	-1	3	2012	2
NS10575V	5	3	1	-1	-1	-1	11	2011	11
NS10575V	6	1	1	-1	-1	-1	6	2011	1
NS10575V	7	5	-1	1	3	-1	9	2008	6
NS10578Y	1	1	1	-1	-1	-1	4	2014	1
NS10578Y	2	1	1	-1	-1	-1	9	2012	1
NS10578Y	3	5	-1	1	3	-1	9	2008	6
NS10581K	1	6	1	-1	-1	-1	7	2006	12
NS10582L	1	10	-1	-1	-1	-1	8	2011	14
NS10582L	2	5	-1	1	3	-1	10	2008	6
NS10584N	1	1	1	-1	-1	-1	9	2012	1
NS10584N	2	5	-1	1	3	-1	9	2009	6
NS10585P	1	1	1	-1	-1	-1	8	2014	1
NS10585P	2	7	-1	-1	-1	-1	8	2013	8
NS10585P	3	5	-1	1	3	-1	9	2008	6
NS10586Q	1	4	-1	-1	-1	-1	6	2012	5
NS10586Q	2	1	1	-1	-1	-1	6	2012	1
NS10586Q	3	-8	-1	-1	-1	-1	-8	-8	-8
NS10588S	1	5	-1	1	3	-1	9	2008	6
NS10590D	1	5	-1	1	3	-1	9	2008	6
NS10591E	1	5	-1	1	2	-1	9	2012	6
NS10591E	2	1	1	-1	-1	-1	7	2011	1
NS10591E	3	5	-1	1	3	-1	8	2008	6
NS10592F	1	1	1	-1	-1	-1	2	2012	1
NS10592F	2	1	2	-1	-1	-1	10	2011	2
NS10592F	3	4	-1	-1	-1	-1	7	2011	5
NS10592F	4	5	-1	1	3	-1	9	2008	6
NS10593G	1	1	1	-1	-1	-1	9	2009	1
NS10595J	1	3	2	-1	-1	-1	9	2011	11
NS10595J	2	4	-1	-1	-1	-1	9	2010	5
NS10597L	1	1	2	-1	-1	-1	4	2010	2
NS10598M	1	1	1	-1	-1	-1	5	2015	1
NS10598M	2	1	1	-1	-1	-1	2	2014	1
NS10598M	3	1	1	-1	-1	-1	3	2013	1
NS10598M	4	1	1	-1	-1	-1	3	2012	1
NS10598M	5	2	1	-1	-1	-1	3	2010	3
NS10599N	1	1	2	-1	-1	-1	12	2012	2
NS10599N	2	5	-1	1	2	-1	9	2009	6
NS10599N	3	1	1	-1	-1	-1	7	2006	1
NS10600E	1	4	-1	-1	-1	-1	-9	-9	5
NS10601F	1	1	1	-1	-1	-1	8	2007	1
NS10602G	1	1	1	-1	-1	-1	11	2011	1
NS10602G	2	1	2	-1	-1	-1	6	2011	2
NS10602G	3	1	2	-1	-1	-1	-8	2009	2
NS10605K	1	1	1	-1	-1	-1	4	2013	1
NS10605K	2	5	-1	1	3	-1	9	2008	6
NS10605K	3	5	-1	1	2	-1	9	2006	6
NS10608N	1	1	1	-1	-1	-1	7	2006	1
NS10610Z	1	4	-1	-1	-1	-1	8	2006	5
NS10614D	1	10	-1	-1	-1	-1	6	2014	14
NS10614D	2	5	-1	1	3	-1	9	2012	6
NS10614D	3	1	2	-1	-1	-1	8	2012	2
NS10614D	4	5	-1	1	3	-1	9	2009	6
NS10623X	1	1	1	-1	-1	-1	7	2014	1
NS10623X	2	1	1	-1	-1	-1	10	2013	1
NS10623X	3	1	1	1	-1	-1	10	2012	1
NS10623X	4	5	-1	1	3	-1	9	2009	6
NS10623X	5	5	-1	1	2	-1	9	2006	6
NS10625Z	1	1	1	-1	-1	-1	9	2006	1
NS10627B	1	5	-1	1	3	-1	9	2008	6
NS10628C	1	1	1	-1	-1	-1	1	2013	1
NS10628C	2	1	1	-1	-1	-1	1	2012	1
NS10628C	3	1	1	-1	-1	-1	1	2011	1
NS10628C	4	1	1	-1	-1	-1	1	2010	1
NS10628C	5	5	-1	1	3	-1	1	2007	6
NS10631P	1	1	1	-1	-1	-1	6	2011	1
NS10631P	2	1	1	-1	-1	-1	9	2009	1
NS10631P	3	5	-1	1	1	-1	9	1995	6
NS10632Q	1	4	-1	-1	-1	-1	6	2013	5
NS10632Q	2	1	1	-1	-1	-1	7	2012	1
NS10632Q	3	5	-1	1	3	-1	9	2011	6
NS10632Q	4	10	-1	-1	-1	-1	7	2010	14
NS10632Q	5	5	-1	1	2	-1	9	2008	6
NS10633R	1	1	2	-1	-1	-1	9	2014	2
NS10633R	2	1	2	-1	-1	-1	9	2013	2
NS10633R	3	9	-1	-1	-1	-1	1	2010	13
NS10634S	1	1	2	-1	-1	-1	9	2012	2
NS10634S	2	5	-1	1	3	-1	6	2009	6
NS10640H	1	1	1	-1	-1	-1	7	2011	1
NS10640H	2	1	1	-1	-1	-1	11	2007	1
NS10641J	1	2	2	-1	-1	-1	2	2015	4
NS10641J	2	1	2	-1	-1	-1	9	2013	2
NS10641J	3	1	1	-1	-1	-1	7	2011	1
NS10641J	4	5	-1	1	3	-1	9	2009	6
NS10642K	1	1	2	-1	-1	-1	10	2006	2
NS10642K	2	5	-1	1	1	-1	9	1999	6
NS10644M	1	1	1	-1	-1	-1	9	2013	1
NS10644M	2	5	-1	1	3	-1	9	2012	6
NS10644M	3	1	1	-1	-1	-1	9	2011	1
NS10644M	4	1	2	-1	-1	-1	7	2011	2
NS10644M	5	5	-1	1	3	-1	9	2008	6
NS10645N	1	5	-1	1	3	-1	9	2013	6
NS10645N	2	1	1	-1	-1	-1	6	2010	1
NS10645N	3	1	1	-1	-1	-1	9	2008	1
NS10648R	1	1	1	-1	-1	-1	10	2007	1
NS10649S	1	1	1	-1	-1	-1	1	2010	1
NS10649S	2	5	-1	1	3	-1	10	2009	6
NS10649S	3	5	-1	1	2	-1	9	2008	6
NS10651D	1	1	1	-1	-1	-1	11	2009	1
NS10651D	2	4	-1	-1	-1	-1	-8	-9	5
NS10655H	1	1	1	-1	-1	-1	4	2011	1
NS10655H	2	5	-1	1	3	-1	9	2008	6
NS10656J	1	1	2	-1	-1	-1	1	2010	2
NS10656J	2	5	-1	1	2	-1	9	2006	6
NS10658L	1	1	1	-1	-1	-1	1	2015	1
NS10658L	2	1	1	-1	-1	-1	5	2014	1
NS10658L	3	4	-1	-1	-1	-1	2	2014	5
NS10658L	4	1	1	-1	-1	-1	6	2013	1
NS10658L	5	-8	-1	-1	-1	-1	-8	-8	-8
NS10660X	1	5	-1	1	3	-1	9	2012	6
NS10660X	2	3	1	-1	-1	-1	4	2011	11
NS10660X	3	5	-1	1	3	-1	5	2008	6
NS10661Y	1	1	1	-1	-1	-1	7	2014	1
NS10661Y	2	5	-1	1	3	-1	9	2008	6
NS10663A	1	3	1	-1	-1	-1	11	2012	11
NS10663A	2	5	-1	1	3	-1	9	2009	6
NS10664B	1	5	-1	1	3	-1	10	2009	6
NS10666D	1	4	-1	-1	-1	-1	9	2006	5
NS10667E	1	5	-1	1	3	-1	9	2008	6
NS10669G	1	4	-1	-1	-1	-1	6	2012	5
NS10669G	2	1	2	-1	-1	-1	3	2011	2
NS10669G	3	8	-1	-1	-1	2	-8	-8	10
NS10672T	1	1	1	-1	-1	-1	10	2012	1
NS10672T	2	1	1	-1	-1	-1	5	2012	1
NS10672T	3	1	1	-1	-1	-1	10	2011	1
NS10672T	4	5	-1	1	3	-1	9	2008	6
NS10676Y	1	1	1	-1	-1	-1	6	2014	1
NS10676Y	2	1	1	-1	-1	-1	6	2013	1
NS10676Y	3	5	-1	1	3	-1	9	2012	6
NS10676Y	4	1	1	-1	-1	-1	8	2011	1
NS10676Y	5	5	-1	1	3	-1	9	2008	6
NS10678A	1	1	1	-1	-1	-1	11	2014	1
NS10678A	2	1	2	-1	-1	-1	2	2014	2
NS10678A	3	3	2	-1	-1	-1	10	2013	11
NS10678A	4	1	1	-1	-1	-1	5	2013	1
NS10678A	5	3	2	-1	-1	-1	3	2013	11
NS10678A	6	2	2	-1	-1	-1	10	2012	4
NS10678A	7	1	2	-1	-1	-1	7	2012	2
NS10678A	8	5	-1	1	3	-1	9	2009	6
NS10679B	1	4	-1	-1	-1	-1	5	2013	5
NS10679B	2	4	-1	-1	-1	-1	5	2013	5
NS10679B	3	4	-1	-1	-1	-1	4	2013	5
NS10679B	4	4	-1	-1	-1	-1	3	2013	5
NS10679B	5	-9	-1	-1	-1	-1	-9	-9	-8
NS10680L	1	1	1	-1	-1	-1	6	2015	1
NS10680L	2	1	1	-1	-1	-1	3	2011	1
NS10680L	3	5	-1	1	3	-1	9	2010	6
NS10680L	4	-9	-1	-1	-1	-1	9	2010	-8
NS10680L	5	-8	-1	-1	-1	-1	-8	-8	-8
NS10682N	1	1	1	-1	-1	-1	2	2008	1
NS10683P	1	5	-1	1	2	-1	9	2007	6
NS10684Q	1	1	1	-1	-1	-1	10	2014	1
NS10684Q	2	1	1	-1	-1	-1	3	2014	1
NS10684Q	3	4	-1	-1	-1	-1	10	2013	5
NS10684Q	4	1	2	-1	-1	-1	9	2009	2
NS10685R	1	1	1	-1	-1	-1	2	2014	1
NS10685R	2	1	1	-1	-1	-1	11	2013	1
NS10685R	3	1	1	-1	-1	-1	11	2013	1
NS10685R	4	1	2	-1	-1	-1	6	2013	2
NS10685R	5	1	1	-1	-1	-1	6	2012	1
NS10685R	6	5	-1	1	3	-1	9	2008	6
NS10689W	1	1	1	-1	-1	-1	7	2009	1
NS10694K	1	1	2	-1	-1	-1	8	2012	2
NS10694K	2	1	2	-1	-1	-1	1	2011	2
NS10694K	3	1	2	-1	-1	-1	9	2008	2
NS10695L	1	4	-1	-1	-1	-1	6	2015	5
NS10695L	2	1	1	-1	-1	-1	4	2015	1
NS10695L	3	4	-1	-1	-1	-1	3	2015	5
NS10695L	4	1	1	-1	-1	-1	12	2014	1
NS10695L	5	4	-1	-1	-1	-1	10	2014	5
NS10695L	6	1	1	-1	-1	-1	9	2014	1
NS10695L	7	4	-1	-1	-1	-1	1	2014	5
NS10695L	8	1	1	-1	-1	-1	9	2013	1
NS10695L	9	1	1	-1	-1	-1	8	2009	1
NS10695L	10	4	-1	-1	-1	-1	3	2007	5
NS10695L	11	5	-1	1	2	-1	9	2006	6
NS10699Q	1	5	-1	1	3	-1	9	2012	6
NS10699Q	2	5	-1	1	2	-1	9	2010	6
NS10699Q	3	5	-1	1	1	-1	9	2005	6
NS10704L	1	5	-1	1	2	-1	9	2006	6
NS10705M	1	1	1	-1	-1	-1	2	2014	1
NS10705M	2	5	-1	1	3	-1	10	2010	6
NS10705M	3	5	-1	1	2	-1	9	2009	6
NS10705M	4	5	-1	1	1	-1	9	2007	6
NS10705M	5	5	-1	1	1	-1	8	2004	6
NS10709R	1	1	1	-1	-1	-1	8	2014	1
NS10709R	2	1	1	-1	-1	-1	8	2014	1
NS10709R	3	2	2	-1	-1	-1	6	2012	4
NS10709R	4	4	-1	-1	-1	-1	-8	-8	5
NS10710B	1	1	2	-1	-1	-1	9	2008	2
NS10710B	2	4	-1	-1	-1	-1	9	2006	5
NS10711C	1	1	1	-1	-1	-1	1	2007	1
NS10712D	1	5	-1	1	3	-1	9	2008	6
NS10714F	1	1	2	-1	-1	-1	11	2014	2
NS10714F	2	5	-1	1	3	-1	9	2011	6
NS10714F	3	5	-1	1	2	-1	9	2009	6
NS10715G	1	5	-1	2	3	-1	9	2008	7
NS10715G	2	5	-1	1	2	-1	9	2006	6
NS10719L	1	4	-1	-1	-1	-1	6	2013	5
NS10719L	2	5	-1	1	3	-1	10	2008	6
NS10720W	1	4	-1	-1	-1	-1	-8	2007	5
NS10722Y	1	1	1	-1	-1	-1	10	2013	1
NS10722Y	2	5	-1	1	3	-1	9	2010	6
NS10722Y	3	5	-1	2	1	-1	9	2009	7
NS10726C	1	1	1	-1	-1	-1	2	2009	1
NS10729F	1	1	1	-1	-1	-1	12	2014	1
NS10729F	2	1	1	-1	-1	-1	11	2012	1
NS10729F	3	5	-1	1	2	-1	9	2011	6
NS10729F	4	1	2	-1	-1	-1	9	2010	2
NS10729F	5	5	-1	1	3	-1	9	2008	6
NS10732S	1	1	2	-1	-1	-1	9	2007	2
NS10735W	1	1	2	-1	-1	-1	5	2008	2
NS10741L	1	4	-1	-1	-1	-1	1	2015	5
NS10741L	2	1	1	-1	-1	-1	10	2014	1
NS10741L	3	1	1	-1	-1	-1	2	2014	1
NS10741L	4	4	-1	-1	-1	-1	9	2013	5
NS10741L	5	1	1	-1	-1	-1	3	2013	1
NS10741L	6	1	1	-1	-1	-1	9	2009	1
NS10745Q	1	1	1	-1	-1	-1	8	2012	1
NS10745Q	2	5	-1	1	3	-1	9	2008	6
NS10746R	1	1	2	-1	-1	-1	5	2014	2
NS10746R	2	3	2	-1	-1	-1	10	2013	11
NS10746R	3	5	-1	2	3	-1	9	2008	7
NS10747S	1	1	1	-1	-1	-1	2	2012	1
NS10747S	2	1	1	-1	-1	-1	11	2011	1
NS10747S	3	1	1	-1	-1	-1	11	2010	1
NS10747S	4	1	1	-1	-1	-1	9	2008	1
NS10750E	1	4	-1	-1	-1	-1	9	2010	5
NS10750E	2	4	-1	-1	-1	-1	9	2009	5
NS10752G	1	5	-1	1	3	-1	9	2008	6
NS10752G	2	5	-1	1	2	-1	9	2006	6
NS10753H	1	5	-1	1	3	-1	9	2011	6
NS10753H	2	5	-1	1	2	-1	8	2000	6
NS10757M	1	5	-1	1	3	-1	9	2009	6
NS10758N	1	5	-1	1	3	-1	9	2010	6
NS10758N	2	1	1	-1	-1	-1	11	2008	1
NS10761A	1	1	1	-1	-1	-1	10	2010	1
NS10761A	2	2	1	-1	-1	-1	3	2010	3
NS10762B	1	1	2	-1	-1	-1	2	2016	2
NS10762B	2	1	2	-1	-1	-1	11	2013	2
NS10762B	3	4	-1	-1	-1	-1	10	2009	5
NS10762B	4	1	2	-1	-1	-1	7	2009	2
NS10762B	5	4	-1	-1	-1	-1	1	2009	5
NS10762B	6	1	2	-1	-1	-1	7	2008	2
NS10762B	7	4	-1	-1	-1	-1	7	2006	5
NS10763C	1	5	-1	1	3	-1	9	2009	6
NS10765E	1	1	1	-1	-1	-1	8	2006	1
NS10769J	1	1	1	-1	-1	-1	1	2007	1
NS10771V	1	3	2	-1	-1	-1	6	2011	11
NS10771V	2	5	-1	1	3	-1	6	2008	6
NS10773X	1	5	-1	1	2	-1	6	2009	6
NS10775Z	1	5	-1	1	3	-1	9	2010	6
NS10775Z	2	5	-1	1	2	-1	9	2008	6
NS10777B	1	5	-1	1	2	-1	9	2009	6
NS10779D	1	5	-1	1	3	-1	9	2014	6
NS10779D	2	7	-1	-1	-1	-1	2	2012	8
NS10779D	3	1	2	-1	-1	-1	11	2011	2
NS10779D	4	5	-1	1	3	-1	9	2008	6
NS10780N	1	5	-1	1	3	-1	9	2009	6
NS10781P	1	5	-1	1	3	-1	9	2009	6
NS10783R	1	1	1	-1	-1	-1	2	2007	1
NS10786V	1	1	2	-1	-1	-1	4	2008	2
NS10786V	2	5	-1	1	2	-1	9	2006	6
NS10788X	1	5	-1	1	3	-1	9	2010	6
NS10788X	2	5	-1	1	2	-1	9	2008	6
NS10788X	3	4	-1	-1	-1	-1	12	2007	5
NS10788X	4	6	1	-1	-1	-1	7	2007	12
NS10788X	5	4	-1	-1	-1	-1	4	2007	5
NS10788X	6	5	-1	1	2	-1	9	2006	6
NS10790H	1	1	2	-1	-1	-1	3	2014	2
NS10790H	2	4	-1	-1	-1	-1	1	2014	5
NS10790H	3	1	2	-1	-1	-1	10	2013	2
NS10790H	4	4	-1	-1	-1	-1	8	2013	5
NS10790H	5	1	1	-1	-1	-1	2	2013	1
NS10790H	6	1	2	-1	-1	-1	12	2008	2
NS10795N	1	5	-1	1	2	-1	9	2006	6
NS10800J	1	5	-1	1	3	-1	9	2013	6
NS10800J	2	10	-1	-1	-1	-1	1	2013	14
NS10800J	3	1	1	-1	-1	-1	6	2012	1
NS10800J	4	5	-1	1	3	-1	9	2008	6
NS10801K	1	5	-1	1	3	-1	9	2014	6
NS10801K	2	1	2	-1	-1	-1	1	2014	2
NS10801K	3	1	2	-1	-1	-1	12	2013	2
NS10801K	4	4	-1	-1	-1	-1	8	2013	5
NS10801K	5	5	-1	1	3	-1	9	2010	6
NS10801K	6	1	1	-1	-1	-1	5	2009	1
NS10802L	1	1	2	-1	-1	-1	-9	-8	2
NS10806Q	1	2	1	-1	-1	-1	9	2006	3
NS10811E	1	1	2	-1	-1	-1	5	2014	2
NS10811E	2	5	-1	1	2	-1	9	2011	6
NS10811E	3	1	2	-1	-1	-1	4	2008	2
NS10811E	4	4	-1	-1	-1	-1	7	2006	5
NS10812F	1	1	2	-1	-1	-1	3	2013	2
NS10812F	2	1	2	-1	-1	-1	3	2010	2
NS10816K	1	1	2	-1	-1	-1	8	2007	2
NS10817L	1	5	-1	1	1	-1	9	2002	6
NS10820Y	1	1	1	-1	-1	-1	3	2013	1
NS10820Y	2	2	2	-1	-1	-1	10	2012	4
NS10820Y	3	5	-1	1	3	-1	9	2009	6
NS10821Z	1	5	-1	1	3	-1	9	2009	6
NS10821Z	2	5	-1	1	2	-1	9	2006	6
NS10825D	1	4	-1	-1	-1	-1	9	2010	5
NS10825D	2	5	-1	1	2	-1	9	2008	6
NS10826E	1	1	2	-1	-1	-1	9	2009	2
NS10827F	1	1	2	-1	-1	-1	9	2012	2
NS10827F	2	1	2	-1	-1	-1	5	2012	2
NS10827F	3	1	2	-1	-1	-1	7	2010	2
NS10827F	4	5	-1	1	2	-1	9	2008	6
NS10829H	1	5	-1	1	3	-1	9	2010	6
NS10829H	2	1	1	-1	-1	-1	10	2008	1
NS10830S	1	1	1	-1	-1	-1	8	2014	1
NS10830S	2	5	-1	1	3	-1	9	2008	6
NS10832V	1	5	-1	1	3	-1	9	2008	6
NS10833W	1	1	1	-1	-1	-1	8	2015	1
NS10833W	2	8	-1	-1	-1	2	2	2003	10
NS10835Y	1	1	2	-1	-1	-1	11	2012	2
NS10835Y	2	4	-1	-1	-1	-1	10	2012	5
NS10835Y	3	1	1	-1	-1	-1	9	2012	1
NS10835Y	4	4	-1	-1	-1	-1	6	2012	5
NS10835Y	5	3	1	-1	-1	-1	4	2012	11
NS10835Y	6	4	-1	-1	-1	-1	11	2011	5
NS10835Y	7	1	1	-1	-1	-1	7	2011	1
NS10835Y	8	10	-1	-1	-1	-1	6	2011	14
NS10835Y	9	5	-1	1	3	-1	9	2008	6
NS10839C	1	4	-1	-1	-1	-1	9	2013	5
NS10839C	2	1	1	-1	-1	-1	1	2012	1
NS10839C	3	1	2	-1	-1	-1	4	2011	2
NS10839C	4	4	-1	-1	-1	-1	11	2010	5
NS10839C	5	1	1	-1	-1	-1	9	2010	1
NS10839C	6	4	-1	-1	-1	-1	8	2010	5
NS10839C	7	1	1	-1	-1	-1	8	2009	1
NS10841N	1	4	-1	-1	-1	-1	2	2008	5
NS10844R	1	5	-1	1	3	-1	9	2008	6
NS10845S	1	1	1	-1	-1	-1	12	2012	1
NS10845S	2	1	2	-1	-1	-1	11	2012	2
NS10845S	3	3	2	-1	-1	-1	9	2012	11
NS10845S	4	4	-1	-1	-1	-1	7	2012	5
NS10845S	5	5	-1	1	3	-1	10	2008	6
NS10846T	1	1	1	-1	-1	-1	8	2012	1
NS10846T	2	5	-1	1	3	-1	9	2008	6
NS10849X	1	1	1	-1	-1	-1	2	2013	1
NS10849X	2	1	1	-1	-1	-1	6	2010	1
NS10849X	3	1	1	-1	-1	-1	12	2008	1
NS10849X	4	1	1	-1	-1	-1	12	2006	1
NS10849X	5	4	-1	-1	-1	-1	8	2006	5
NS10850G	1	1	1	-1	-1	-1	1	2012	1
NS10850G	2	1	1	-1	-1	-1	5	2011	1
NS10850G	3	1	1	-1	-1	-1	10	2008	1
NS10850G	4	5	-1	1	1	-1	9	2006	6
NS10851H	1	1	1	-1	-1	-1	8	2008	1
NS10851H	2	1	2	-1	-1	-1	5	2007	2
NS10851H	3	5	-1	1	1	-1	9	2001	6
NS10854L	1	1	1	-1	-1	-1	9	2012	1
NS10854L	2	1	1	-1	-1	-1	12	2011	1
NS10854L	3	4	-1	-1	-1	-1	6	2011	5
NS10854L	4	5	-1	1	3	-1	9	2008	6
NS10855M	1	1	1	-1	-1	-1	9	2013	1
NS10855M	2	5	-1	1	3	-1	9	2008	6
NS10858Q	1	4	-1	-1	-1	-1	5	2014	5
NS10858Q	2	1	1	-1	-1	-1	2	2010	1
NS10859R	1	5	-1	1	3	-1	9	2010	6
NS10859R	2	5	-1	1	1	-1	9	2000	6
NS10861C	1	5	-1	1	3	-1	9	2008	6
NS10862D	1	5	-1	1	2	-1	9	2006	6
NS10865G	1	9	-1	-1	-1	-1	4	2010	13
NS10867J	1	5	-1	1	3	-1	9	2008	6
NS10870W	1	1	1	-1	-1	-1	6	2009	1
NS10871X	1	1	1	-1	-1	-1	5	2014	1
NS10871X	2	5	-1	1	3	-1	9	2009	6
NS10874A	1	5	-1	1	3	-1	9	2008	6
NS10875B	1	9	-1	-1	-1	-1	3	2010	13
NS10878E	1	5	-1	1	2	-1	9	2006	6
NS10879F	1	1	1	-1	-1	-1	8	2006	1
NS10881R	1	5	-1	1	1	-1	9	2014	6
NS10881R	2	5	-1	1	3	-1	9	2008	6
NS10882S	1	4	-1	-1	-1	-1	1	2013	5
NS10882S	2	1	2	-1	-1	-1	11	2012	2
NS10882S	3	1	2	-1	-1	-1	8	2012	2
NS10882S	4	5	-1	1	3	-1	9	2011	6
NS10882S	5	4	-1	-1	-1	-1	7	2011	5
NS10882S	6	5	-1	1	3	-1	9	2008	6
NS10883T	1	1	1	-1	-1	-1	1	2012	1
NS10883T	2	1	2	-1	-1	-1	6	2011	2
NS10883T	3	5	-1	1	3	-1	10	2009	6
NS10883T	4	5	-1	1	2	-1	9	2007	6
NS10886X	1	1	1	-1	-1	-1	1	2012	1
NS10886X	2	5	-1	1	3	-1	9	2008	6
NS10893N	1	1	1	-1	-1	-1	11	2012	1
NS10893N	2	4	-1	-1	-1	-1	9	2012	5
NS10893N	3	1	1	-1	-1	-1	12	2011	1
NS10893N	4	4	-1	-1	-1	-1	11	2011	5
NS10893N	5	10	-1	-1	-1	-1	10	2011	14
NS10893N	6	4	-1	-1	-1	-1	7	2011	5
NS10893N	7	5	-1	1	3	-1	9	2008	6
NS10893N	8	5	-1	1	1	-1	9	2006	6
NS10896R	1	1	1	-1	-1	-1	9	2007	1
NS10898T	1	1	1	-1	-1	-1	11	2012	1
NS10898T	2	1	1	-1	-1	-1	11	2012	1
NS10898T	3	1	1	-1	-1	-1	7	2012	1
NS10898T	4	1	1	-1	-1	-1	7	2012	1
NS10898T	5	5	-1	1	3	-1	9	2008	6
NS10900L	1	1	1	-1	-1	-1	4	2011	1
NS10900L	2	5	-1	1	3	-1	-8	-8	6
NS10901M	1	5	-1	1	2	-1	9	2006	6
NS10902N	1	1	1	-1	-1	-1	8	2013	1
NS10902N	2	5	-1	1	3	-1	9	2010	6
NS10902N	3	5	-1	1	2	-1	9	2008	6
NS10903P	1	4	-1	-1	-1	-1	11	2015	5
