NSID	ActNum	Activity	Start_Y	Start_M	Sweep	IntFlag	IntMonth	IntYear
NS11238J	2	1	2015	3	8	1	11	2015
NS11238J	3	3	2011	5	8	1	11	2015
NS11238J	4	2	2010	9	8	1	11	2015
NS11238J	5	2	-8	-8	7	1	9	2010
NS11238J	6	2	-8	-8	7	1	9	2010
NS11238J	7	2	2007	9	6	1	5	2009
NS11238J	8	2	2007	9	5	1	8	2008
NS11238J	9	2	-5	-1	5	1	8	2008
NS11238J	10	2	2006	-2	4	1	8	2007
NS11239K	1	1	2014	9	8	1	1	2016
NS11239K	2	1	2008	9	8	1	1	2016
NS11239K	3	2	-8	-8	7	1	6	2010
NS11239K	4	2	-8	-8	7	1	6	2010
NS11239K	5	2	2007	9	6	1	5	2009
NS11239K	6	2	2007	9	5	1	6	2008
NS11239K	7	2	2006	9	5	1	6	2008
NS11239K	8	2	2006	-2	4	1	7	2007
NS11240V	1	1	2015	2	8	1	6	2016
NS11240V	2	1	2014	1	8	1	6	2016
NS11240V	3	1	2013	8	8	1	6	2016
NS11240V	4	1	2013	1	8	1	6	2016
NS11240V	5	1	2008	5	8	1	6	2016
NS11240V	6	1	-7	-7	7	1	8	2010
NS11240V	7	1	2008	5	6	1	9	2009
NS11240V	8	1	2008	5	5	1	8	2008
NS11240V	9	2	2006	9	5	1	8	2008
NS11240V	10	-1	-1	-1	4	0	-1	-1
NS11241W	1	1	2006	9	8	1	5	2016
NS11242X	1	1	2015	10	8	1	1	2016
NS11242X	2	1	2013	5	8	1	1	2016
NS11242X	3	2	2010	9	8	1	1	2016
NS11242X	4	1	2009	8	8	1	1	2016
NS11242X	5	1	-8	-8	7	1	7	2010
NS11242X	6	2	-8	-8	7	1	7	2010
NS11242X	7	2	-6	-1	6	1	5	2009
NS11242X	8	2	2006	9	5	1	8	2008
NS11242X	9	2	2006	-2	4	1	6	2007
NS11243Y	1	2	2006	-2	4	1	7	2007
NS11245A	1	2	2008	9	8	1	1	2016
NS11245A	2	2	-7	-7	7	1	5	2010
NS11245A	3	2	2008	9	6	1	5	2009
NS11245A	4	2	-5	-1	5	1	6	2008
NS11245A	5	2	2006	-2	4	1	9	2007
NS11246B	1	1	2015	10	8	1	1	2016
NS11246B	2	1	2011	10	8	1	1	2016
NS11246B	3	2	2008	10	8	1	1	2016
NS11246B	4	2	-7	-7	7	1	6	2010
NS11246B	5	2	2008	9	6	1	6	2009
NS11246B	6	2	2006	9	5	1	6	2008
NS11246B	7	2	2006	-2	4	1	6	2007
NS11247C	1	1	2013	9	8	1	1	2016
NS11247C	2	1	2012	8	8	1	1	2016
NS11247C	3	3	2011	5	8	1	1	2016
NS11247C	4	2	2009	10	8	1	1	2016
NS11247C	5	2	-8	-8	7	1	5	2010
NS11247C	6	1	-8	-8	7	1	5	2010
NS11247C	7	1	2009	3	6	1	5	2009
NS11247C	8	1	2008	9	6	1	5	2009
NS11247C	9	6	2008	7	6	1	5	2009
NS11247C	10	2	-6	-1	6	1	5	2009
NS11247C	11	2	-5	-1	5	1	6	2008
NS11247C	12	2	2006	-2	4	1	7	2007
NS11249E	1	1	2011	10	8	1	9	2015
NS11249E	2	1	2008	3	8	1	9	2015
NS11249E	3	1	-8	-8	7	1	8	2010
NS11249E	4	2	-8	-8	7	1	8	2010
NS11249E	5	2	2008	9	6	1	6	2009
NS11249E	6	1	2008	3	5	1	10	2008
NS11249E	7	2	2006	9	5	1	10	2008
NS11249E	8	2	2006	-2	4	1	6	2007
NS11250P	1	6	2008	5	5	1	7	2008
NS11250P	2	2	2007	9	5	1	7	2008
NS11250P	3	2	2006	9	5	1	7	2008
NS11250P	4	2	2007	9	4	1	8	2007
NS11250P	5	6	2007	3	4	1	8	2007
NS11250P	6	5	2006	9	4	1	8	2007
NS11251Q	1	2	2013	9	8	1	11	2015
NS11251Q	2	1	2011	9	8	1	11	2015
NS11251Q	3	2	2008	9	8	1	11	2015
NS11251Q	4	2	2001	9	8	1	11	2015
NS11252R	1	1	2015	1	8	1	5	2016
NS11252R	2	3	2013	12	8	1	5	2016
NS11252R	3	1	2012	9	8	1	5	2016
NS11252R	4	2	2006	9	8	1	5	2016
NS11252R	5	1	2008	4	5	1	7	2008
NS11252R	6	2	2006	9	5	1	7	2008
NS11252R	7	2	2006	-2	4	1	7	2007
NS11253S	1	3	2015	9	8	1	1	2016
NS11253S	2	1	2015	7	8	1	1	2016
NS11253S	3	1	2015	5	8	1	1	2016
NS11253S	4	1	2015	4	8	1	1	2016
NS11253S	5	6	2014	9	8	1	1	2016
NS11253S	6	1	2014	3	8	1	1	2016
NS11253S	7	6	2013	9	8	1	1	2016
NS11253S	8	1	2007	7	8	1	1	2016
NS11253S	9	1	-7	-7	7	1	6	2010
NS11253S	10	1	2007	6	6	1	5	2009
NS11253S	11	2	2006	9	5	1	6	2008
NS11253S	12	2	2006	-2	4	1	7	2007
NS11254T	1	1	-8	-8	8	1	1	2016
NS11254T	2	2	-7	-7	7	1	6	2010
NS11254T	3	2	2008	9	6	1	5	2009
NS11254T	4	2	-5	-1	5	1	6	2008
NS11254T	5	2	2006	-2	4	1	6	2007
NS11255V	1	1	2015	8	8	1	4	2016
NS11255V	2	1	2015	4	8	1	4	2016
NS11255V	3	1	2014	3	8	1	4	2016
NS11255V	4	3	2010	4	8	1	4	2016
NS11255V	5	2	2007	9	8	1	4	2016
NS11255V	6	2	2000	9	8	1	4	2016
NS11256W	1	1	-7	-7	7	1	9	2010
NS11256W	2	1	2007	10	6	1	6	2009
NS11256W	3	1	2007	8	5	1	9	2008
NS11256W	4	3	-5	-1	5	1	9	2008
NS11256W	5	2	2007	9	4	1	7	2007
NS11256W	6	3	2006	5	4	1	7	2007
NS11257X	1	1	2013	7	8	1	12	2015
NS11257X	2	2	2009	9	8	1	12	2015
NS11257X	3	2	-8	-8	7	1	6	2010
NS11257X	4	1	-8	-8	7	1	6	2010
NS11257X	5	1	2008	11	6	1	5	2009
NS11257X	6	1	2008	6	6	1	5	2009
NS11257X	7	2	2006	9	5	1	9	2008
NS11257X	8	2	2006	-2	4	1	6	2007
NS11258Y	1	3	2013	10	8	1	11	2015
NS11258Y	2	1	2013	6	8	1	11	2015
NS11258Y	3	3	2011	6	8	1	11	2015
NS11258Y	4	2	2008	9	8	1	11	2015
NS11258Y	5	3	2006	6	8	1	11	2015
NS11259Z	1	3	-7	-7	7	1	8	2010
NS11259Z	2	3	2008	5	6	1	9	2009
NS11259Z	3	3	2006	6	5	1	9	2008
NS11259Z	4	5	2007	8	4	1	7	2007
NS11259Z	5	3	2006	9	4	1	7	2007
NS11260J	1	2	2006	-2	4	1	6	2007
NS11261K	1	2	-8	-8	7	1	7	2010
NS11261K	2	2	-8	-8	7	1	7	2010
NS11261K	3	2	2007	9	6	1	7	2009
NS11261K	4	2	2007	9	5	1	6	2008
NS11261K	5	2	2006	9	5	1	6	2008
NS11261K	6	2	2006	-2	4	1	6	2007
NS11262L	1	1	2014	2	8	1	2	2016
NS11262L	2	3	2013	6	8	1	2	2016
NS11262L	3	1	2011	8	8	1	2	2016
NS11262L	4	2	2008	9	8	1	2	2016
NS11262L	5	2	-7	-7	7	1	6	2010
NS11262L	6	2	2008	9	6	1	5	2009
NS11262L	7	2	2006	9	5	1	7	2008
NS11262L	8	2	2006	-2	4	1	7	2007
NS11263M	1	1	2011	8	8	1	11	2015
NS11263M	2	2	2008	9	8	1	11	2015
NS11263M	3	2	-7	-7	7	1	6	2010
NS11263M	4	2	2008	9	6	1	8	2009
NS11263M	5	2	2006	-2	4	1	9	2007
NS11264N	1	2	2006	9	5	1	7	2008
NS11264N	2	2	2006	-2	4	1	8	2007
NS11266Q	1	-8	-1	-1	6	1	7	2009
NS11266Q	2	3	2007	-8	5	1	10	2008
NS11266Q	3	3	2006	-2	4	1	7	2007
NS11267R	1	1	2008	9	6	1	6	2009
NS11267R	2	2	-6	-1	6	1	6	2009
NS11267R	3	5	2008	4	5	1	7	2008
NS11267R	4	2	2006	9	5	1	7	2008
NS11267R	5	2	2006	-2	4	1	7	2007
NS11268S	1	2	-6	-1	6	1	6	2009
NS11268S	2	2	2006	9	5	1	8	2008
NS11268S	3	2	2006	-2	4	1	7	2007
NS11270D	1	3	-8	-8	7	1	6	2010
NS11270D	2	6	-8	-8	7	1	6	2010
NS11270D	3	2	-8	-8	7	1	6	2010
NS11270D	4	2	2007	9	6	1	6	2009
NS11270D	5	2	2007	9	5	1	8	2008
NS11270D	6	2	2006	9	5	1	8	2008
NS11270D	7	2	2006	-2	4	1	8	2007
NS11271E	1	3	-8	-8	5	1	9	2008
NS11271E	2	3	2006	-2	4	1	10	2007
NS11272F	1	1	2015	8	8	1	5	2016
NS11272F	2	1	2011	2	8	1	5	2016
NS11272F	3	6	2010	9	8	1	5	2016
NS11272F	4	2	2006	9	8	1	5	2016
NS11272F	5	2	2006	9	5	1	10	2008
NS11272F	6	2	2006	-2	4	1	8	2007
NS11273G	1	1	2011	3	8	1	8	2015
NS11273G	2	1	2009	10	8	1	8	2015
NS11273G	3	1	-8	-8	7	1	5	2010
NS11273G	4	6	-8	-8	7	1	5	2010
NS11273G	5	1	-8	-8	7	1	5	2010
NS11273G	6	1	2008	6	6	1	5	2009
NS11273G	7	1	2006	3	5	1	7	2008
NS11273G	8	1	2007	3	4	1	8	2007
NS11273G	9	1	2006	4	4	1	8	2007
NS11274H	1	2	2014	9	8	1	2	2016
NS11274H	2	1	2006	10	8	1	2	2016
NS11274H	3	1	-8	-8	7	1	6	2010
NS11274H	4	2	-8	-8	7	1	6	2010
NS11274H	5	2	-6	-1	6	1	6	2009
NS11274H	6	2	2006	9	5	1	6	2008
NS11274H	7	2	2006	-2	4	1	8	2007
NS11275J	1	1	2012	6	8	1	1	2016
NS11275J	2	2	2008	9	8	1	1	2016
NS11275J	3	2	-7	-7	7	1	6	2010
NS11275J	4	2	2008	9	6	1	6	2009
NS11275J	5	2	-5	-1	5	1	8	2008
NS11275J	6	2	2006	-2	4	1	7	2007
NS11276K	1	1	2013	4	8	1	1	2016
NS11276K	2	6	2012	9	8	1	1	2016
NS11276K	3	1	2011	5	8	1	1	2016
NS11276K	4	2	2008	9	8	1	1	2016
NS11276K	5	2	-7	-7	7	1	5	2010
NS11276K	6	2	2008	9	6	1	5	2009
NS11276K	7	2	-5	-1	5	1	8	2008
NS11276K	8	2	2006	-2	4	1	6	2007
NS11277L	1	2	-7	-7	7	1	6	2010
NS11277L	2	2	2008	9	6	1	7	2009
NS11277L	3	2	2006	9	5	1	6	2008
NS11277L	4	2	2006	-2	4	1	8	2007
NS11279N	1	1	-8	-8	7	1	9	2010
NS11279N	2	3	-8	-8	7	1	9	2010
NS11279N	3	3	2009	8	6	1	9	2009
NS11279N	4	1	2009	1	6	1	9	2009
NS11279N	5	3	2008	9	6	1	9	2009
NS11279N	6	3	2008	10	5	1	10	2008
NS11279N	7	1	2007	12	5	1	10	2008
NS11279N	8	5	2006	9	5	1	10	2008
NS11279N	9	3	2007	6	4	1	8	2007
NS11279N	10	2	2006	9	4	1	8	2007
NS11281Z	1	1	2014	11	8	1	4	2016
NS11281Z	2	2	2012	9	8	1	4	2016
NS11281Z	3	1	2011	8	8	1	4	2016
NS11281Z	4	1	2007	3	8	1	4	2016
NS11281Z	5	2	2006	9	8	1	4	2016
NS11284C	1	1	2012	6	8	1	3	2016
NS11284C	2	1	2009	9	8	1	3	2016
NS11284C	3	5	-8	-8	7	1	7	2010
NS11284C	4	1	-8	-8	7	1	7	2010
NS11284C	5	5	-8	-8	7	1	7	2010
NS11284C	6	5	2008	9	6	1	5	2009
NS11284C	7	1	2008	2	6	1	5	2009
NS11284C	8	2	2007	9	6	1	5	2009
NS11284C	9	2	-6	-1	6	1	5	2009
NS11284C	10	1	2007	6	4	1	6	2007
NS11284C	11	2	2006	9	4	1	6	2007
NS11286E	1	1	2015	4	8	1	6	2016
NS11286E	2	1	2011	7	8	1	6	2016
NS11286E	3	2	2008	9	8	1	6	2016
NS11286E	4	1	2008	7	8	1	6	2016
NS11286E	5	2	-5	-1	5	1	7	2008
NS11286E	6	2	2006	-2	4	1	6	2007
NS11287F	1	2	-7	-7	7	1	6	2010
NS11287F	2	2	-6	-1	6	1	6	2009
NS11287F	3	2	2006	-2	4	1	8	2007
NS11288G	1	1	-7	-7	7	1	6	2010
NS11288G	2	1	2008	9	6	1	6	2009
NS11288G	3	2	-6	-1	6	1	6	2009
NS11288G	4	1	2007	12	5	1	6	2008
NS11288G	5	2	2006	9	5	1	6	2008
NS11288G	6	2	2006	-2	4	1	8	2007
NS11289H	1	2	-7	-7	7	1	5	2010
NS11289H	2	2	2008	9	6	1	5	2009
NS11289H	3	2	2006	9	5	1	6	2008
NS11289H	4	2	2006	-2	4	1	9	2007
NS11290S	1	1	2008	3	6	1	8	2009
NS11290S	2	1	2008	4	5	1	8	2008
NS11290S	3	1	-5	-1	5	1	8	2008
NS11290S	4	1	2006	-2	4	1	7	2007
NS11291T	1	3	-7	-7	7	1	9	2010
NS11291T	2	3	2009	4	6	1	8	2009
NS11291T	3	1	2008	9	6	1	8	2009
NS11291T	4	3	2007	9	6	1	8	2009
NS11291T	5	-8	-1	-1	5	1	7	2008
NS11291T	6	2	2006	-2	4	1	7	2007
NS11292V	1	1	2006	8	5	1	6	2008
NS11292V	2	2	2006	-2	4	1	8	2007
NS11293W	1	4	-8	-8	8	1	8	2015
NS11293W	2	4	-8	-8	7	1	10	2010
NS11293W	3	2	-8	-8	7	1	10	2010
NS11293W	4	2	2007	9	6	1	6	2009
NS11293W	5	2	2007	9	5	1	6	2008
NS11293W	6	2	2006	9	5	1	6	2008
NS11293W	7	2	2006	-2	4	1	7	2007
NS11294X	1	1	2013	9	8	1	6	2016
NS11294X	2	2	2008	9	8	1	6	2016
NS11294X	3	2	-7	-7	7	1	6	2010
NS11294X	4	2	2008	10	6	1	6	2009
NS11294X	5	1	2008	7	5	1	9	2008
NS11294X	6	2	2007	9	5	1	9	2008
NS11294X	7	2	2006	-2	4	1	10	2007
NS11296Z	1	1	2015	8	8	1	9	2015
NS11296Z	2	1	2014	8	8	1	9	2015
NS11296Z	3	2	2008	10	8	1	9	2015
NS11296Z	4	2	-7	-7	7	1	6	2010
NS11296Z	5	2	2008	10	6	1	5	2009
NS11296Z	6	2	2006	9	5	1	7	2008
NS11296Z	7	2	2006	-2	4	1	6	2007
NS11297A	1	6	2016	1	8	1	2	2016
NS11297A	2	1	2014	3	8	1	2	2016
NS11297A	3	1	2012	11	8	1	2	2016
NS11297A	4	6	2012	5	8	1	2	2016
NS11297A	5	1	2011	4	8	1	2	2016
NS11297A	6	2	2008	9	8	1	2	2016
NS11297A	7	2	-7	-7	7	1	6	2010
NS11297A	8	2	2008	9	6	1	8	2009
NS11297A	9	2	2006	10	5	1	7	2008
NS11297A	10	2	2006	10	4	1	9	2007
NS11297A	11	2	2006	-2	4	1	9	2007
NS11298B	1	5	-7	-7	7	1	6	2010
NS11298B	2	5	2008	8	6	1	7	2009
NS11298B	3	3	2008	-61	6	1	7	2009
NS11298B	4	1	2008	5	5	1	7	2008
NS11298B	5	6	2008	5	5	1	7	2008
NS11298B	6	2	2007	9	5	1	7	2008
NS11298B	7	2	2006	9	5	1	7	2008
NS11298B	8	1	2007	5	4	1	7	2007
NS11298B	9	1	2007	1	4	1	7	2007
NS11298B	10	2	2006	9	4	1	7	2007
NS11299C	1	3	2015	12	8	1	5	2016
NS11299C	2	1	2015	9	8	1	5	2016
NS11299C	3	6	2014	10	8	1	5	2016
NS11299C	4	2	2010	9	8	1	5	2016
NS11299C	5	3	2006	8	8	1	5	2016
NS11300T	1	1	2006	-2	4	1	10	2007
NS11301V	1	-1	-1	-1	4	0	-1	-1
NS11303X	1	2	-8	-8	7	1	5	2010
NS11303X	2	6	-8	-8	7	1	5	2010
NS11303X	3	-8	-1	-1	6	1	5	2009
NS11303X	4	1	2008	1	5	1	6	2008
NS11303X	5	2	2006	9	5	1	6	2008
NS11303X	6	2	2006	-2	4	1	8	2007
NS11305Z	1	1	2014	1	8	1	1	2016
NS11305Z	2	1	2007	2	8	1	1	2016
NS11305Z	3	1	-7	-7	7	1	7	2010
NS11305Z	4	1	-6	-1	6	1	7	2009
NS11305Z	5	1	2008	2	5	1	9	2008
NS11305Z	6	5	2006	9	5	1	9	2008
NS11305Z	7	5	2006	10	4	1	6	2007
NS11305Z	8	6	2006	10	4	1	6	2007
NS11305Z	9	6	2006	7	4	1	6	2007
NS11306A	1	1	2008	8	5	1	8	2008
NS11306A	2	1	2008	7	5	1	8	2008
NS11306A	3	3	2008	5	5	1	8	2008
NS11306A	4	1	2008	2	5	1	8	2008
NS11306A	5	2	2006	9	5	1	8	2008
NS11306A	6	2	2006	-2	4	1	6	2007
NS11307B	1	1	-7	-7	7	1	9	2010
NS11307B	2	1	2008	11	6	1	8	2009
NS11307B	3	3	2008	9	6	1	8	2009
NS11307B	4	1	2008	10	5	1	10	2008
NS11307B	5	2	2006	9	5	1	10	2008
NS11307B	6	2	2006	-2	4	1	7	2007
NS11309D	1	1	2012	6	8	1	2	2016
NS11309D	2	1	2012	-8	8	1	2	2016
NS11309D	3	2	2009	9	8	1	2	2016
NS11309D	4	2	-7	-7	7	1	5	2010
NS11309D	5	2	2008	9	6	1	5	2009
NS11309D	6	2	-5	-1	5	1	6	2008
NS11309D	7	2	2006	-2	4	1	8	2007
NS11311P	1	1	2011	4	8	1	2	2016
NS11311P	2	2	2008	9	8	1	2	2016
NS11311P	3	2	-7	-7	7	1	5	2010
NS11311P	4	2	2008	9	6	1	5	2009
NS11311P	5	2	2007	9	5	1	6	2008
NS11311P	6	2	2006	9	5	1	6	2008
NS11311P	7	2	2006	-2	4	1	7	2007
NS11312Q	1	2	-7	-7	7	1	6	2010
NS11312Q	2	2	2008	9	6	1	7	2009
NS11312Q	3	6	2008	6	5	1	7	2008
NS11312Q	4	2	-5	-1	5	1	7	2008
NS11312Q	5	2	2006	-2	4	1	7	2007
NS11314S	1	-1	-1	-1	4	0	-1	-1
NS11315T	1	1	-7	-7	7	1	7	2010
NS11315T	2	1	2009	5	6	1	9	2009
NS11315T	3	2	2007	9	6	1	9	2009
NS11315T	4	1	-5	-1	5	1	10	2008
NS11315T	5	2	2006	-2	4	1	6	2007
NS11317W	1	2	-7	-7	7	1	9	2010
NS11317W	2	2	2008	9	6	1	8	2009
NS11317W	3	2	-5	-1	5	1	6	2008
NS11317W	4	2	2006	-2	4	1	6	2007
NS11318X	1	3	2014	12	8	1	1	2016
NS11318X	2	1	2013	2	8	1	1	2016
NS11318X	3	6	2012	12	8	1	1	2016
NS11318X	4	3	2012	8	8	1	1	2016
NS11318X	5	2	2010	9	8	1	1	2016
NS11318X	6	1	2010	4	8	1	1	2016
NS11318X	7	2	-7	-7	7	1	5	2010
NS11318X	8	2	2008	9	6	1	5	2009
NS11318X	9	1	2008	2	6	1	5	2009
NS11318X	10	1	2008	3	5	1	6	2008
NS11318X	11	3	2008	1	5	1	6	2008
NS11318X	12	1	2007	12	5	1	6	2008
NS11318X	13	3	2007	7	5	1	6	2008
NS11318X	14	1	2007	3	4	1	7	2007
NS11318X	15	3	2007	2	4	1	7	2007
NS11318X	16	2	2006	9	4	1	7	2007
NS11319Y	1	1	2012	4	8	1	11	2015
NS11319Y	2	1	2010	4	8	1	11	2015
NS11319Y	3	3	-8	-8	7	1	5	2010
NS11319Y	4	1	-8	-8	7	1	5	2010
NS11319Y	5	3	-8	-8	7	1	5	2010
NS11319Y	6	3	2009	1	6	1	6	2009
NS11319Y	7	1	2008	11	6	1	6	2009
NS11319Y	8	3	2008	6	6	1	6	2009
NS11319Y	9	2	-6	-1	6	1	6	2009
NS11319Y	10	2	-5	-1	5	1	6	2008
NS11319Y	11	2	2006	-2	4	1	7	2007
NS11320H	1	1	2010	6	8	1	11	2015
NS11320H	2	6	2009	3	8	1	11	2015
NS11320H	3	2	2007	9	8	1	11	2015
NS11320H	4	6	-8	-8	8	1	11	2015
NS11321J	1	1	2013	4	8	1	11	2015
NS11321J	2	2	2009	9	8	1	11	2015
NS11321J	3	2	-8	-8	7	1	5	2010
NS11321J	4	6	-8	-8	7	1	5	2010
NS11321J	5	6	2008	9	6	1	6	2009
NS11321J	6	1	2008	7	6	1	6	2009
NS11321J	7	2	-6	-1	6	1	6	2009
NS11321J	8	2	-5	-1	5	1	7	2008
NS11321J	9	2	2006	-2	4	1	7	2007
NS11322K	1	1	2015	5	8	1	1	2016
NS11322K	2	1	2014	8	8	1	1	2016
NS11322K	3	1	2013	5	8	1	1	2016
NS11322K	4	3	2012	9	8	1	1	2016
NS11322K	5	2	2011	9	8	1	1	2016
NS11322K	6	2	2008	9	8	1	1	2016
NS11322K	7	2	-7	-7	7	1	6	2010
NS11322K	8	2	2008	10	6	1	6	2009
NS11322K	9	2	2006	9	5	1	6	2008
NS11322K	10	2	2006	-2	4	1	8	2007
NS11323L	1	2	2015	10	8	1	4	2016
NS11323L	2	1	2014	12	8	1	4	2016
NS11323L	3	1	2014	5	8	1	4	2016
NS11323L	4	6	-8	-8	8	1	4	2016
NS11323L	5	1	-7	-7	7	1	6	2010
NS11323L	6	1	2008	7	6	1	6	2009
NS11323L	7	2	-6	-1	6	1	6	2009
NS11323L	8	2	-5	-1	5	1	6	2008
NS11323L	9	2	2006	-2	4	1	8	2007
NS11325N	1	1	-7	-7	7	1	7	2010
NS11325N	2	1	-6	-1	6	1	6	2009
NS11325N	3	1	2007	4	5	1	6	2008
NS11325N	4	6	2007	4	4	1	7	2007
NS11325N	5	6	2006	9	4	1	7	2007
NS11326P	1	2	2009	10	8	1	1	2016
NS11326P	2	2	2000	10	8	1	1	2016
NS11327Q	1	2	-7	-7	7	1	5	2010
NS11327Q	2	2	2008	9	6	1	6	2009
NS11327Q	3	1	2007	7	6	1	6	2009
NS11327Q	4	1	2007	7	5	1	6	2008
NS11327Q	5	3	2007	5	4	1	7	2007
NS11327Q	6	2	2006	9	4	1	7	2007
NS11328R	1	1	2014	3	8	1	1	2016
NS11328R	2	1	2013	6	8	1	1	2016
NS11328R	3	2	2009	9	8	1	1	2016
NS11328R	4	2	-8	-8	7	1	6	2010
NS11328R	5	2	-8	-8	7	1	6	2010
NS11328R	6	2	-6	-1	6	1	5	2009
NS11328R	7	2	2006	9	5	1	6	2008
NS11328R	8	2	2006	-2	4	1	7	2007
NS11329S	1	2	2006	-2	4	1	6	2007
NS11330C	1	1	2013	9	8	1	11	2015
NS11330C	2	6	2013	6	8	1	11	2015
NS11330C	3	6	2013	3	8	1	11	2015
NS11330C	4	1	2012	10	8	1	11	2015
NS11330C	5	6	2012	9	8	1	11	2015
NS11330C	6	1	2011	7	8	1	11	2015
NS11330C	7	2	2008	9	8	1	11	2015
NS11330C	8	2	2008	9	5	1	9	2008
NS11330C	9	2	2006	9	5	1	9	2008
NS11330C	10	2	2006	-2	4	1	6	2007
NS11331D	1	2	-8	-8	7	1	7	2010
NS11331D	2	2	-8	-8	7	1	7	2010
NS11331D	3	2	2007	9	6	1	6	2009
NS11331D	4	2	2007	9	5	1	7	2008
NS11331D	5	2	2007	9	5	1	7	2008
NS11331D	6	2	2007	9	5	1	7	2008
NS11331D	7	2	2006	9	5	1	7	2008
NS11331D	8	2	2006	-2	4	1	6	2007
NS11332E	1	3	2007	2	4	1	8	2007
NS11332E	2	3	2006	11	4	1	8	2007
NS11332E	3	2	2006	9	4	1	8	2007
NS11333F	1	1	2008	4	5	1	6	2008
NS11333F	2	1	2007	9	5	1	6	2008
NS11333F	3	2	2006	9	5	1	6	2008
NS11333F	4	1	2006	-2	4	1	7	2007
NS11334G	1	1	2008	11	8	1	2	2016
NS11334G	2	5	2008	11	6	1	9	2009
NS11334G	3	2	-6	-1	6	1	9	2009
NS11334G	4	2	2006	9	5	1	8	2008
NS11334G	5	2	2006	-2	4	1	7	2007
NS11337K	1	2	-7	-7	7	1	7	2010
NS11337K	2	2	2008	10	6	1	6	2009
NS11337K	3	1	2008	5	5	1	7	2008
NS11337K	4	2	-5	9	5	1	7	2008
NS11337K	5	2	2006	-2	4	1	6	2007
NS11338L	1	1	2014	9	8	1	5	2016
NS11338L	2	1	2006	9	8	1	5	2016
NS11338L	3	3	2007	12	5	1	6	2008
NS11338L	4	1	2007	10	5	1	6	2008
NS11338L	5	3	2006	6	5	1	6	2008
NS11338L	6	3	2006	-2	4	1	7	2007
NS11340X	1	1	2016	1	8	1	1	2016
NS11340X	2	1	2012	11	8	1	1	2016
NS11340X	3	6	2012	10	8	1	1	2016
NS11340X	4	6	2012	6	8	1	1	2016
NS11340X	5	3	2012	1	8	1	1	2016
NS11340X	6	2	2008	6	8	1	1	2016
NS11340X	7	2	-7	-7	7	1	6	2010
NS11340X	8	2	2008	10	6	1	6	2009
NS11340X	9	2	-5	-1	5	1	6	2008
NS11340X	10	2	2006	-2	4	1	7	2007
NS11343A	1	1	2008	6	8	1	5	2016
NS11343A	2	2	2008	6	8	1	5	2016
NS11343A	3	2	2006	9	8	1	5	2016
NS11344B	1	2	2006	-2	4	1	6	2007
NS11345C	1	1	-7	-7	7	1	9	2010
NS11345C	2	1	-6	-1	6	1	8	2009
NS11345C	3	2	-5	-1	5	1	8	2008
NS11345C	4	2	2006	-2	4	1	8	2007
NS11346D	1	1	2015	8	8	1	1	2016
NS11346D	2	1	2014	1	8	1	1	2016
NS11346D	3	1	2012	6	8	1	1	2016
NS11346D	4	3	2011	2	8	1	1	2016
NS11346D	5	1	2010	8	8	1	1	2016
NS11346D	6	3	2010	2	8	1	1	2016
NS11346D	7	3	-7	-7	7	1	6	2010
NS11346D	8	3	2009	2	6	1	5	2009
NS11346D	9	2	2008	9	6	1	5	2009
NS11346D	10	1	2008	4	6	1	5	2009
NS11346D	11	1	2008	4	5	1	6	2008
NS11346D	12	6	2007	12	5	1	6	2008
NS11346D	13	2	2006	9	5	1	6	2008
NS11346D	14	2	2006	-2	4	1	6	2007
NS11348F	1	1	2015	4	8	1	1	2016
NS11348F	2	1	2013	7	8	1	1	2016
NS11348F	3	1	2013	7	8	1	1	2016
NS11348F	4	1	2011	8	8	1	1	2016
NS11348F	5	1	2009	2	8	1	1	2016
NS11348F	6	2	-7	-7	7	1	9	2010
NS11348F	7	2	2008	9	6	1	6	2009
NS11348F	8	2	2006	9	5	1	6	2008
NS11348F	9	2	2006	10	4	1	6	2007
NS11348F	10	2	2006	9	4	1	6	2007
NS11349G	1	2	2006	-2	4	1	8	2007
NS11350R	1	1	2014	9	8	1	1	2016
NS11350R	2	1	2013	11	8	1	1	2016
NS11350R	3	1	2013	9	8	1	1	2016
NS11350R	4	2	2009	9	8	1	1	2016
NS11350R	5	2	-7	-7	7	1	7	2010
NS11350R	6	2	-6	-1	6	1	5	2009
NS11350R	7	1	-5	-1	5	1	6	2008
NS11350R	8	2	2006	-2	4	1	7	2007
NS11351S	1	1	2015	11	8	1	1	2016
NS11351S	2	2	2015	9	8	1	1	2016
NS11351S	3	2	2010	9	8	1	1	2016
NS11351S	4	2	2009	9	8	1	1	2016
NS11351S	5	2	-7	-7	7	1	6	2010
NS11351S	6	2	2008	9	6	1	7	2009
NS11351S	7	1	2008	7	6	1	7	2009
NS11351S	8	2	2007	9	6	1	7	2009
NS11351S	9	2	2007	9	5	1	6	2008
NS11351S	10	2	2006	9	5	1	6	2008
NS11351S	11	2	2006	-2	4	1	7	2007
NS11352T	1	1	2006	9	5	1	8	2008
NS11352T	2	1	2006	-2	4	1	8	2007
NS11353V	1	4	2011	6	8	1	6	2016
NS11353V	2	1	2009	6	8	1	6	2016
NS11353V	3	3	2008	12	6	1	9	2009
NS11353V	4	1	2008	-61	6	1	9	2009
NS11353V	5	2	2007	9	5	1	7	2008
NS11353V	6	2	-5	-1	5	1	7	2008
