NSID	ActNum	Activity	Start_Y	Start_M	Sweep	IntFlag	IntMonth	IntYear
NS23536P	4	2	-8	-8	7	1	6	2010
NS23536P	5	2	-6	-1	6	1	9	2009
NS23536P	6	2	2007	9	5	1	6	2008
NS23536P	7	5	-5	-1	5	1	6	2008
NS23536P	8	2	2006	-2	4	1	6	2007
NS23537Q	1	1	2014	9	8	1	1	2016
NS23537Q	2	2	2013	9	8	1	1	2016
NS23537Q	3	1	2012	9	8	1	1	2016
NS23537Q	4	2	2008	9	8	1	1	2016
NS23537Q	5	2	-7	-7	7	1	5	2010
NS23537Q	6	2	2008	9	6	1	6	2009
NS23537Q	7	2	-5	-1	5	1	6	2008
NS23537Q	8	2	2006	-2	4	1	7	2007
NS23539S	1	1	-7	-7	7	1	5	2010
NS23539S	2	1	2009	4	6	1	6	2009
NS23539S	3	1	2008	3	6	1	6	2009
NS23539S	4	1	2007	5	5	1	7	2008
NS23539S	5	2	2006	-2	4	1	7	2007
NS23541D	1	1	2015	3	8	1	8	2015
NS23541D	2	1	2012	10	8	1	8	2015
NS23541D	3	2	2008	9	8	1	8	2015
NS23541D	4	2	-7	-7	7	1	5	2010
NS23541D	5	2	2008	9	6	1	5	2009
NS23541D	6	2	2006	9	5	1	6	2008
NS23541D	7	2	2006	-2	4	1	6	2007
NS23543F	1	2	2008	9	6	1	9	2009
NS23543F	2	2	2008	9	5	1	10	2008
NS23543F	3	1	-5	-1	5	1	10	2008
NS23543F	4	2	2006	-2	4	1	7	2007
NS23544G	1	6	-7	-7	7	1	9	2010
NS23544G	2	6	2009	1	6	1	6	2009
NS23544G	3	6	2008	9	6	1	6	2009
NS23544G	4	2	-6	-1	6	1	6	2009
NS23544G	5	2	2006	9	5	1	7	2008
NS23544G	6	2	2006	-2	4	1	7	2007
NS23545H	1	2	-7	-7	7	1	6	2010
NS23545H	2	2	2008	10	6	1	6	2009
NS23545H	3	6	2008	5	5	1	6	2008
NS23545H	4	2	2006	6	5	1	6	2008
NS23545H	5	2	2006	-2	4	1	6	2007
NS23546J	1	1	2015	8	8	1	11	2015
NS23546J	2	6	2014	1	8	1	11	2015
NS23546J	3	1	2012	10	8	1	11	2015
NS23546J	4	1	2012	6	8	1	11	2015
NS23546J	5	2	2009	9	8	1	11	2015
NS23546J	6	6	-7	-7	7	1	5	2010
NS23546J	7	6	2008	7	6	1	9	2009
NS23546J	8	2	-5	-1	5	1	6	2008
NS23546J	9	2	2006	-2	4	1	8	2007
NS23548L	1	1	2014	3	8	1	4	2016
NS23548L	2	1	2009	7	8	1	4	2016
NS23548L	3	2	2007	9	8	1	4	2016
NS23548L	4	6	2009	4	6	1	6	2009
NS23548L	5	6	2008	7	6	1	6	2009
NS23548L	6	2	2007	9	6	1	6	2009
NS23548L	7	2	2007	9	5	1	6	2008
NS23548L	8	2	2006	9	5	1	6	2008
NS23548L	9	2	2006	-2	4	1	8	2007
NS23549M	1	1	2011	11	8	1	11	2015
NS23549M	2	1	2008	6	8	1	11	2015
NS23549M	3	1	-7	-7	7	1	5	2010
NS23549M	4	1	-6	-1	6	1	5	2009
NS23549M	5	1	2006	7	5	1	6	2008
NS23549M	6	2	2006	-2	4	1	6	2007
NS23550X	1	1	2015	7	8	1	11	2015
NS23550X	2	1	2011	7	8	1	11	2015
NS23550X	3	1	2008	8	8	1	11	2015
NS23550X	4	1	-7	-7	7	1	6	2010
NS23550X	5	1	2008	9	6	1	5	2009
NS23550X	6	2	-6	-1	6	1	5	2009
NS23550X	7	2	-5	-1	5	1	6	2008
NS23550X	8	2	2006	-2	4	1	8	2007
NS23551Y	1	1	2009	5	8	1	11	2015
NS23551Y	2	2	2008	9	8	1	11	2015
NS23551Y	3	2	2006	9	8	1	11	2015
NS23551Y	4	2	2006	-2	4	1	7	2007
NS23552Z	1	1	-8	-8	7	1	7	2010
NS23552Z	2	2	-8	-8	7	1	7	2010
NS23552Z	3	2	-6	-1	6	1	5	2009
NS23552Z	4	2	2006	9	5	1	7	2008
NS23552Z	5	2	2006	-2	4	1	8	2007
NS23554B	1	-1	-1	-1	4	0	-1	-1
NS23555C	1	1	2015	10	8	1	5	2016
NS23555C	2	1	2014	10	8	1	5	2016
NS23555C	3	1	2013	9	8	1	5	2016
NS23555C	4	2	2009	9	8	1	5	2016
NS23555C	5	2	2006	9	8	1	5	2016
NS23556D	1	1	2011	10	8	1	8	2015
NS23556D	2	2	2008	9	8	1	8	2015
NS23556D	3	2	-7	-7	7	1	7	2010
NS23556D	4	2	2008	9	6	1	5	2009
NS23556D	5	6	-8	-8	5	1	7	2008
NS23556D	6	2	2006	-2	4	1	6	2007
NS23557E	1	1	2015	12	8	1	1	2016
NS23557E	2	2	2012	9	8	1	1	2016
NS23557E	3	2	2008	9	8	1	1	2016
NS23557E	4	2	-7	-7	7	1	6	2010
NS23557E	5	2	2008	9	6	1	5	2009
NS23557E	6	2	-5	-1	5	1	6	2008
NS23557E	7	2	2006	-2	4	1	7	2007
NS23558F	1	2	2008	9	6	1	5	2009
NS23558F	2	2	2006	9	5	1	6	2008
NS23558F	3	2	2006	-2	4	1	6	2007
NS23559G	1	2	-7	-7	7	1	6	2010
NS23559G	2	2	2008	9	6	1	6	2009
NS23559G	3	2	2006	-2	4	1	7	2007
NS23560R	1	1	2014	9	8	1	1	2016
NS23560R	2	1	2011	7	8	1	1	2016
NS23560R	3	1	2008	6	8	1	1	2016
NS23560R	4	1	-7	-7	7	1	6	2010
NS23560R	5	1	2008	10	6	1	6	2009
NS23560R	6	2	-6	-1	6	1	6	2009
NS23560R	7	2	2006	9	5	1	6	2008
NS23560R	8	2	2006	-2	4	1	7	2007
NS23561S	1	2	-7	-7	7	1	7	2010
NS23561S	2	2	-6	-1	6	1	6	2009
NS23561S	3	2	2006	9	5	1	7	2008
NS23561S	4	2	2006	-2	4	1	7	2007
NS23562T	1	2	-7	-7	7	1	7	2010
NS23562T	2	2	2008	9	6	1	8	2009
NS23562T	3	2	2006	9	5	1	8	2008
NS23562T	4	2	2006	-2	4	1	6	2007
NS23563V	1	1	2015	6	8	1	9	2015
NS23563V	2	1	2010	4	8	1	9	2015
NS23563V	3	6	-8	-8	7	1	7	2010
NS23563V	4	6	-8	-8	7	1	7	2010
NS23563V	5	2	-8	-8	7	1	7	2010
NS23563V	6	2	2008	9	6	1	6	2009
NS23563V	7	6	2006	9	5	1	8	2008
NS23563V	8	2	2006	-2	4	1	8	2007
NS23565X	1	1	2008	7	6	1	9	2009
NS23565X	2	2	-6	-1	6	1	9	2009
NS23565X	3	2	2006	-2	4	1	7	2007
NS23567Z	1	2	2006	-2	4	1	7	2007
NS23568A	1	1	2012	11	8	1	12	2015
NS23568A	2	1	2006	11	8	1	12	2015
NS23568A	3	1	-7	-7	7	1	5	2010
NS23568A	4	1	-6	-1	6	1	5	2009
NS23568A	5	2	2006	9	5	1	6	2008
NS23568A	6	2	2006	-2	4	1	6	2007
NS23569B	1	1	-7	-7	7	1	6	2010
NS23569B	2	1	2007	4	6	1	6	2009
NS23569B	3	1	2006	11	5	1	6	2008
NS23569B	4	1	2007	2	4	1	8	2007
NS23569B	5	1	2006	9	4	1	8	2007
NS23572N	1	2	2007	9	6	1	7	2009
NS23572N	2	2	2007	9	5	1	9	2008
NS23572N	3	2	2006	9	5	1	9	2008
NS23572N	4	2	2006	-2	4	1	8	2007
NS23573P	1	2	-7	-7	7	1	6	2010
NS23573P	2	2	2008	9	6	1	6	2009
NS23573P	3	2	2006	9	5	1	7	2008
NS23573P	4	2	2006	-2	4	1	6	2007
NS23575R	1	4	2010	1	8	1	11	2015
NS23575R	2	3	-8	-8	7	1	8	2010
NS23575R	3	5	-8	-8	7	1	8	2010
NS23575R	4	5	2008	2	6	1	5	2009
NS23575R	5	5	2008	2	5	1	7	2008
NS23575R	6	3	2007	8	5	1	7	2008
NS23575R	7	2	2007	9	4	1	9	2007
NS23575R	8	2	2006	9	4	1	9	2007
NS23577T	1	3	2015	4	8	1	4	2016
NS23577T	2	1	2012	4	8	1	4	2016
NS23577T	3	3	2009	6	8	1	4	2016
NS23577T	4	2	2006	9	8	1	4	2016
NS23577T	5	2	2007	10	5	1	7	2008
NS23577T	6	6	2006	11	5	1	7	2008
NS23577T	7	2	2006	-2	4	1	9	2007
NS23578V	1	1	-8	-8	7	1	7	2010
NS23578V	2	2	-8	-8	7	1	7	2010
NS23578V	3	2	2008	9	6	1	6	2009
NS23578V	4	2	2006	-2	4	1	8	2007
NS23579W	1	1	2012	9	8	1	1	2016
NS23579W	2	2	2008	9	8	1	1	2016
NS23579W	3	2	-7	-7	7	1	5	2010
NS23579W	4	2	2008	9	6	1	6	2009
NS23579W	5	2	-5	-1	5	1	6	2008
NS23579W	6	2	2006	-2	4	1	6	2007
NS23580F	1	1	2012	9	8	1	1	2016
NS23580F	2	2	2008	9	8	1	1	2016
NS23580F	3	2	2006	9	8	1	1	2016
NS23582H	1	2	2008	10	6	1	6	2009
NS23582H	2	2	2006	9	5	1	7	2008
NS23582H	3	2	2006	-2	4	1	7	2007
NS23583J	1	2	-7	-7	7	1	5	2010
NS23583J	2	2	2008	9	6	1	5	2009
NS23583J	3	2	-5	-1	5	1	6	2008
NS23583J	4	2	2006	-2	4	1	7	2007
NS23584K	1	1	2008	1	5	1	6	2008
NS23584K	2	3	2007	7	5	1	6	2008
NS23584K	3	1	2006	-2	4	1	8	2007
NS23585L	1	1	2014	9	8	1	5	2016
NS23585L	2	1	2012	10	8	1	5	2016
NS23585L	3	1	2011	10	8	1	5	2016
NS23585L	4	2	2008	9	8	1	5	2016
NS23585L	5	2	-7	-7	7	1	6	2010
NS23585L	6	2	2008	9	6	1	5	2009
NS23585L	7	1	2008	6	5	1	6	2008
NS23585L	8	6	2008	5	5	1	6	2008
NS23585L	9	6	2007	9	5	1	6	2008
NS23585L	10	6	2007	6	5	1	6	2008
NS23585L	11	2	2006	-2	4	1	7	2007
NS23586M	1	2	2006	-2	4	1	8	2007
NS23587N	1	6	-7	-7	7	1	8	2010
NS23587N	2	6	2009	8	6	1	9	2009
NS23587N	3	3	2009	7	6	1	9	2009
NS23587N	4	1	2009	3	6	1	9	2009
NS23587N	5	1	2008	10	6	1	9	2009
NS23587N	6	1	2008	4	6	1	9	2009
NS23587N	7	3	2008	6	5	1	6	2008
NS23587N	8	1	2007	12	5	1	6	2008
NS23587N	9	1	2007	4	5	1	6	2008
NS23587N	10	2	2006	-2	4	1	7	2007
NS23588P	1	2	-7	-7	7	1	6	2010
NS23588P	2	2	2008	9	6	1	7	2009
NS23588P	3	2	2006	9	5	1	7	2008
NS23588P	4	2	2006	-2	4	1	6	2007
NS23589Q	1	2	-8	-8	7	1	6	2010
NS23589Q	2	3	-8	-8	7	1	6	2010
NS23589Q	3	3	2009	7	6	1	7	2009
NS23589Q	4	6	2009	2	6	1	7	2009
NS23589Q	5	1	2008	9	6	1	7	2009
NS23589Q	6	1	2008	9	6	1	7	2009
NS23589Q	7	1	2008	9	6	1	7	2009
NS23589Q	8	1	2008	9	6	1	7	2009
NS23589Q	9	1	2008	9	6	1	7	2009
NS23589Q	10	1	2008	9	6	1	7	2009
NS23589Q	11	1	2008	9	6	1	7	2009
NS23589Q	12	1	2008	9	6	1	7	2009
NS23589Q	13	2	-6	-1	6	1	7	2009
NS23589Q	14	1	2006	10	5	1	7	2008
NS23589Q	15	2	2006	-2	4	1	7	2007
NS23590A	1	2	-8	-8	7	1	6	2010
NS23590A	2	6	2009	2	6	1	5	2009
NS23590A	3	6	-8	-8	6	1	5	2009
NS23590A	4	-1	-1	-1	6	1	5	2009
NS23590A	5	2	-5	-1	5	1	6	2008
NS23590A	6	2	2006	-2	4	1	6	2007
NS23591B	1	1	2007	9	8	1	1	2016
NS23591B	2	2	-7	-7	7	1	5	2010
NS23591B	3	2	2008	9	6	1	5	2009
NS23591B	4	2	2007	9	6	1	5	2009
NS23591B	5	2	2007	9	5	1	6	2008
NS23591B	6	2	2008	6	5	1	6	2008
NS23591B	7	2	2007	9	5	1	6	2008
NS23591B	8	2	2007	9	5	1	6	2008
NS23591B	9	2	2007	9	5	1	6	2008
NS23591B	10	2	2007	9	5	1	6	2008
NS23591B	11	2	2007	9	5	1	6	2008
NS23591B	12	2	2007	9	5	1	6	2008
NS23591B	13	6	2007	6	5	1	6	2008
NS23591B	14	2	2006	-2	4	1	7	2007
NS23593D	1	1	2014	5	8	1	5	2016
NS23593D	2	1	2009	8	8	1	5	2016
NS23593D	3	1	-7	-7	7	1	5	2010
NS23593D	4	1	2008	8	6	1	6	2009
NS23593D	5	2	2007	10	6	1	6	2009
NS23593D	6	2	2007	10	5	1	6	2008
NS23593D	7	2	-5	-1	5	1	6	2008
NS23593D	8	2	2006	-2	4	1	7	2007
NS23594E	1	5	-7	-7	7	1	5	2010
NS23594E	2	5	2008	9	6	1	6	2009
NS23594E	3	2	2007	9	6	1	6	2009
NS23594E	4	2	2007	9	5	1	6	2008
NS23594E	5	2	2006	9	5	1	6	2008
NS23594E	6	2	2006	-2	4	1	7	2007
NS23595F	1	3	-8	-8	7	1	7	2010
NS23595F	2	1	-8	-8	7	1	7	2010
NS23595F	3	3	-8	-8	7	1	7	2010
NS23595F	4	3	2009	6	6	1	7	2009
NS23595F	5	1	-52	-52	6	1	7	2009
NS23595F	6	3	2008	-61	6	1	7	2009
NS23595F	7	1	2008	3	5	1	10	2008
NS23595F	8	5	2007	5	5	1	10	2008
NS23595F	9	5	2007	5	4	1	7	2007
NS23595F	10	6	2007	4	4	1	7	2007
NS23595F	11	3	2006	8	4	1	7	2007
NS23596G	1	5	2006	11	4	1	6	2007
NS23596G	2	5	2006	9	4	1	6	2007
NS23599K	1	3	2016	1	8	1	1	2016
NS23599K	2	1	2013	12	8	1	1	2016
NS23599K	3	3	-8	-8	8	1	1	2016
NS23599K	4	3	-8	-8	7	1	5	2010
NS23599K	5	-8	-1	-1	6	1	5	2009
NS23599K	6	3	2007	8	5	1	6	2008
NS23599K	7	5	2007	2	5	1	6	2008
NS23599K	8	2	2007	2	4	1	7	2007
NS23599K	9	6	2006	7	4	1	7	2007
NS23601C	1	5	-7	-7	7	1	9	2010
NS23601C	2	5	2007	9	6	1	8	2009
NS23601C	3	5	2007	9	5	1	7	2008
NS23601C	4	2	-5	-1	5	1	7	2008
NS23601C	5	5	2007	9	4	1	7	2007
NS23603E	1	1	2013	8	8	1	11	2015
NS23603E	2	2	2008	8	8	1	11	2015
NS23603E	3	2	-7	-7	7	1	6	2010
NS23603E	4	2	2008	9	6	1	5	2009
NS23603E	5	2	-5	-1	5	1	6	2008
NS23603E	6	2	2006	-2	4	1	9	2007
NS23604F	1	1	2013	5	8	1	4	2016
NS23604F	2	1	2012	3	8	1	4	2016
NS23604F	3	1	2011	10	8	1	4	2016
NS23604F	4	2	2008	9	8	1	4	2016
NS23604F	5	2	-7	-7	7	1	6	2010
NS23604F	6	2	2008	9	6	1	6	2009
NS23604F	7	1	2008	7	5	1	7	2008
NS23604F	8	2	2006	9	5	1	7	2008
NS23604F	9	2	2006	-2	4	1	7	2007
NS23605G	1	6	2015	1	8	1	8	2015
NS23605G	2	3	2014	9	8	1	8	2015
NS23605G	3	1	2013	1	8	1	8	2015
NS23605G	4	3	2012	9	8	1	8	2015
NS23605G	5	2	2008	9	8	1	8	2015
NS23605G	6	2	-7	-7	7	1	6	2010
NS23605G	7	2	2008	9	6	1	6	2009
NS23605G	8	1	2006	6	5	1	6	2008
NS23605G	9	2	2006	-2	4	1	7	2007
NS23608K	1	1	2007	9	8	1	2	2016
NS23608K	2	1	-7	-7	7	1	5	2010
NS23608K	3	1	2008	9	6	1	6	2009
NS23608K	4	2	-6	-1	6	1	6	2009
NS23608K	5	2	2006	9	5	1	7	2008
NS23608K	6	2	2006	-2	4	1	7	2007
NS23609L	1	2	2007	9	4	1	9	2007
NS23609L	2	2	2006	9	4	1	9	2007
NS23610W	1	1	2014	9	8	1	11	2015
NS23610W	2	2	2011	9	8	1	11	2015
NS23610W	3	1	2009	11	8	1	11	2015
NS23610W	4	1	-8	-8	7	1	5	2010
NS23610W	5	2	-8	-8	7	1	5	2010
NS23610W	6	2	-6	-1	6	1	5	2009
NS23610W	7	2	-5	-1	5	1	6	2008
NS23610W	8	2	2006	-2	4	1	6	2007
NS23611X	1	4	2010	7	8	1	5	2016
NS23611X	2	2	2008	9	8	1	5	2016
NS23611X	3	2	2006	9	8	1	5	2016
NS23611X	4	1	2007	7	4	1	7	2007
NS23611X	5	2	2006	9	4	1	7	2007
NS23612Y	1	5	-7	-7	7	1	9	2010
NS23612Y	2	5	2009	8	6	1	9	2009
NS23612Y	3	1	2007	8	6	1	9	2009
NS23612Y	4	5	2006	-2	4	1	6	2007
NS23613Z	1	2	-7	-7	7	1	6	2010
NS23613Z	2	2	2008	9	6	1	5	2009
NS23613Z	3	2	-5	-1	5	1	6	2008
NS23613Z	4	2	2006	-2	4	1	6	2007
NS23614A	1	1	2009	3	8	1	2	2016
NS23614A	2	1	-7	-7	7	1	6	2010
NS23614A	3	1	2008	9	6	1	5	2009
NS23614A	4	2	-6	-1	6	1	5	2009
NS23614A	5	5	2007	9	5	1	7	2008
NS23614A	6	2	2006	9	5	1	7	2008
NS23614A	7	2	2006	-2	4	1	7	2007
NS23615B	1	1	2014	1	8	1	9	2015
NS23615B	2	1	2009	8	8	1	9	2015
NS23615B	3	1	-8	-8	7	1	6	2010
NS23615B	4	5	-8	-8	7	1	6	2010
NS23615B	5	5	-8	-8	7	1	6	2010
NS23615B	6	5	2007	9	6	1	6	2009
NS23615B	7	5	2006	9	5	1	7	2008
NS23615B	8	5	2006	-2	4	1	6	2007
NS23616C	1	2	2006	-2	4	1	7	2007
NS23617D	1	1	2009	1	8	1	11	2015
NS23617D	2	5	-7	-7	7	1	6	2010
NS23617D	3	5	2009	3	6	1	5	2009
NS23617D	4	1	2008	8	6	1	5	2009
NS23617D	5	2	-6	-1	6	1	5	2009
NS23617D	6	2	-5	-1	5	1	6	2008
NS23617D	7	2	2006	-2	4	1	7	2007
NS23618E	1	1	2015	2	8	1	2	2016
NS23618E	2	6	2014	4	8	1	2	2016
NS23618E	3	1	2012	5	8	1	2	2016
NS23618E	4	1	2011	3	8	1	2	2016
NS23618E	5	3	2011	1	8	1	2	2016
NS23618E	6	1	2010	11	8	1	2	2016
NS23618E	7	3	2010	1	8	1	2	2016
NS23618E	8	3	-8	-8	7	1	8	2010
NS23618E	9	1	-8	-8	7	1	8	2010
NS23618E	10	3	-8	-8	7	1	8	2010
NS23618E	11	3	2009	5	6	1	7	2009
NS23618E	12	5	2009	1	6	1	7	2009
NS23618E	13	1	2008	11	6	1	7	2009
NS23618E	14	3	2008	4	6	1	7	2009
NS23618E	15	3	2007	11	5	1	10	2008
NS23618E	16	2	2007	9	5	1	10	2008
NS23618E	17	2	2006	9	5	1	10	2008
NS23618E	18	3	2007	2	4	1	6	2007
NS23618E	19	2	2006	10	4	1	6	2007
NS23618E	20	2	2006	-2	4	1	6	2007
NS23619F	1	1	2010	1	8	1	9	2016
NS23619F	2	2	-7	-7	7	1	6	2010
NS23619F	3	2	2007	9	6	1	5	2009
NS23619F	4	2	2006	9	5	1	7	2008
NS23619F	5	2	2006	-2	4	1	6	2007
NS23620Q	1	1	2013	4	8	1	11	2015
NS23620Q	2	1	2011	11	8	1	11	2015
NS23620Q	3	1	2008	7	8	1	11	2015
NS23620Q	4	2	-7	-7	7	1	5	2010
NS23620Q	5	2	2008	9	6	1	5	2009
NS23620Q	6	2	2006	9	5	1	6	2008
NS23620Q	7	2	2006	-2	4	1	7	2007
NS23621R	1	2	-6	-1	6	1	6	2009
NS23621R	2	2	2006	9	5	1	8	2008
NS23621R	3	2	2006	-2	4	1	7	2007
NS23622S	1	1	2009	2	6	1	6	2009
NS23622S	2	6	2008	10	6	1	6	2009
NS23622S	3	6	2008	9	6	1	6	2009
NS23622S	4	2	-6	-1	6	1	6	2009
NS23622S	5	1	2006	7	5	1	7	2008
NS23622S	6	2	2006	-2	4	1	7	2007
NS23624V	1	1	2015	2	8	1	1	2016
NS23624V	2	1	2014	9	8	1	1	2016
NS23624V	3	1	2014	5	8	1	1	2016
NS23624V	4	6	2012	2	8	1	1	2016
NS23624V	5	1	2011	10	8	1	1	2016
NS23624V	6	2	2008	9	8	1	1	2016
NS23624V	7	2	2006	9	8	1	1	2016
NS23625W	1	1	2012	9	8	1	3	2016
NS23625W	2	2	2009	9	8	1	3	2016
NS23625W	3	2	-8	-8	7	1	5	2010
NS23625W	4	6	-8	-8	7	1	5	2010
NS23625W	5	6	2009	2	6	1	8	2009
NS23625W	6	1	2008	7	6	1	8	2009
NS23625W	7	1	2008	6	5	1	9	2008
NS23625W	8	2	-5	-1	5	1	9	2008
NS23625W	9	2	2006	-2	4	1	7	2007
NS23626X	1	2	2006	-2	4	1	7	2007
NS23627Y	1	1	2009	9	8	1	11	2015
NS23627Y	2	1	-7	-7	7	1	6	2010
NS23627Y	3	1	-6	-1	6	1	7	2009
NS23627Y	4	1	2006	9	5	1	7	2008
NS23627Y	5	2	2006	-2	4	1	7	2007
NS23628Z	1	2	2006	-2	4	1	-8	2007
NS23629A	1	3	2014	6	8	1	5	2016
NS23629A	2	1	2013	10	8	1	5	2016
NS23629A	3	1	2011	3	8	1	5	2016
NS23629A	4	1	2010	3	8	1	5	2016
NS23629A	5	1	2009	3	8	1	5	2016
NS23629A	6	1	2007	2	6	1	6	2009
NS23629A	7	1	2007	2	5	1	10	2008
NS23629A	8	1	2007	2	4	1	7	2007
NS23629A	9	2	2006	9	4	1	7	2007
NS23631L	1	1	2015	11	8	1	2	2016
NS23631L	2	6	2012	7	8	1	2	2016
NS23631L	3	6	2012	7	8	1	2	2016
NS23631L	4	6	2012	7	8	1	2	2016
NS23631L	5	2	2009	9	8	1	2	2016
NS23631L	6	2	-7	-7	7	1	6	2010
NS23631L	7	2	2008	10	6	1	5	2009
NS23631L	8	2	2006	9	5	1	6	2008
NS23631L	9	2	2006	-2	4	1	7	2007
NS23632M	1	1	2006	8	8	1	2	2016
NS23632M	2	1	-7	-7	7	1	5	2010
NS23632M	3	1	2008	7	6	1	7	2009
NS23632M	4	2	-6	-1	6	1	7	2009
NS23632M	5	1	2006	8	5	1	6	2008
NS23632M	6	2	2006	-2	4	1	6	2007
NS23633N	1	2	2006	-2	4	1	6	2007
NS23634P	1	3	2009	8	8	1	5	2016
NS23634P	2	1	2007	11	8	1	5	2016
NS23634P	3	2	2006	9	8	1	5	2016
NS23634P	4	2	2008	5	5	1	6	2008
NS23634P	5	3	2008	2	5	1	6	2008
NS23634P	6	5	2007	12	5	1	6	2008
NS23634P	7	2	2006	9	5	1	6	2008
NS23634P	8	2	2006	-2	4	1	9	2007
NS23635Q	1	1	2013	6	8	1	8	2016
NS23635Q	2	1	2011	6	8	1	8	2016
NS23635Q	3	1	-8	-8	8	1	8	2016
NS23636R	1	1	2014	10	8	1	1	2016
NS23636R	2	1	2013	12	8	1	1	2016
NS23636R	3	3	2013	4	8	1	1	2016
NS23636R	4	2	2009	9	8	1	1	2016
NS23636R	5	2	-8	-8	7	1	6	2010
NS23636R	6	6	-8	-8	7	1	6	2010
NS23636R	7	6	2008	12	6	1	6	2009
NS23636R	8	2	2007	9	6	1	6	2009
NS23636R	9	2	-5	-1	5	1	6	2008
NS23636R	10	2	2006	-2	4	1	7	2007
NS23637S	1	1	2014	9	8	1	1	2016
NS23637S	2	1	2013	9	8	1	1	2016
NS23637S	3	2	2008	9	8	1	1	2016
NS23637S	4	2	-7	-7	7	1	9	2010
NS23637S	5	2	2008	9	6	1	6	2009
NS23637S	6	2	2006	9	5	1	6	2008
NS23637S	7	2	2006	-2	4	1	6	2007
NS23639V	1	2	2011	9	8	1	1	2016
NS23639V	2	2	2008	9	8	1	1	2016
NS23639V	3	2	-7	-7	7	1	6	2010
NS23639V	4	2	2008	9	6	1	6	2009
NS23639V	5	2	2006	9	5	1	6	2008
NS23639V	6	2	2006	-2	4	1	7	2007
NS23640E	1	1	2014	2	8	1	1	2016
NS23640E	2	1	2013	11	8	1	1	2016
NS23640E	3	1	2007	7	8	1	1	2016
NS23640E	4	1	-8	-8	7	1	5	2010
NS23640E	5	5	-8	-8	7	1	5	2010
NS23640E	6	5	-8	-8	6	1	5	2009
NS23640E	7	1	2007	8	5	1	6	2008
NS23640E	8	2	2006	9	5	1	6	2008
NS23640E	9	2	2006	-2	4	1	6	2007
NS23641F	1	1	2013	9	8	1	11	2015
NS23641F	2	1	2012	11	8	1	11	2015
NS23641F	3	-8	-1	-1	8	1	11	2015
NS23641F	4	6	-8	-8	7	1	6	2010
NS23641F	5	1	-8	-8	7	1	6	2010
NS23641F	6	1	2008	11	6	1	6	2009
NS23641F	7	2	2007	9	6	1	6	2009
NS23641F	8	-8	-1	-1	5	1	7	2008
NS23641F	9	2	2006	-2	4	1	8	2007
NS23642G	1	2	-5	-1	5	1	6	2008
NS23642G	2	2	2006	-2	4	1	7	2007
NS23643H	1	1	2008	11	6	1	6	2009
NS23643H	2	3	2008	9	6	1	6	2009
NS23643H	3	1	2008	5	6	1	6	2009
NS23643H	4	1	2008	5	5	1	6	2008
NS23643H	5	3	2007	11	5	1	6	2008
NS23643H	6	2	2007	9	5	1	6	2008
NS23643H	7	2	2006	-2	4	1	9	2007
NS23644J	1	1	2015	11	8	1	5	2016
NS23644J	2	1	2013	5	8	1	5	2016
NS23644J	3	6	2008	8	8	1	5	2016
NS23644J	4	2	-7	-7	7	1	6	2010
NS23644J	5	2	2009	5	6	1	6	2009
NS23644J	6	6	2009	5	6	1	6	2009
NS23644J	7	3	2008	7	6	1	6	2009
NS23644J	8	5	-6	-1	6	1	6	2009
NS23644J	9	2	2007	9	5	1	7	2008
NS23644J	10	2	2006	9	5	1	7	2008
NS23644J	11	2	2006	-2	4	1	7	2007
NS23645K	1	1	2013	9	8	1	7	2016
NS23645K	2	1	2012	7	8	1	7	2016
NS23645K	3	2	2009	9	8	1	7	2016
NS23645K	4	2	2007	9	8	1	7	2016
NS23645K	5	2	2006	9	8	1	7	2016
NS23646L	1	1	2012	11	8	1	5	2016
NS23646L	2	1	2008	9	8	1	5	2016
NS23646L	3	1	2008	9	6	1	6	2009
NS23646L	4	2	-6	-1	6	1	6	2009
NS23646L	5	2	2006	9	5	1	6	2008
NS23646L	6	2	2006	-2	4	1	7	2007
NS23647M	1	4	2013	10	8	1	1	2016
NS23647M	2	1	2011	6	8	1	1	2016
NS23647M	3	5	2010	9	8	1	1	2016
NS23647M	4	2	2009	9	8	1	1	2016
NS23647M	5	2	2008	1	8	1	1	2016
NS23647M	6	2	2007	1	6	1	8	2009
NS23647M	7	5	2008	4	5	1	6	2008
NS23647M	8	2	2007	1	5	1	6	2008
NS23647M	9	5	2007	1	4	1	8	2007
NS23647M	10	2	2006	9	4	1	8	2007
NS23648N	1	1	2013	7	8	1	1	2016
NS23648N	2	1	2012	10	8	1	1	2016
NS23648N	3	2	2008	8	8	1	1	2016
NS23648N	4	2	-7	-7	7	1	5	2010
NS23648N	5	2	2008	8	6	1	6	2009
NS23648N	6	2	-6	-1	6	1	6	2009
NS23648N	7	2	2006	9	5	1	7	2008
NS23648N	8	2	2006	-2	4	1	8	2007
NS23649P	1	1	2010	4	8	1	5	2016
NS23649P	2	1	-7	-7	7	1	6	2010
NS23649P	3	1	2007	9	6	1	5	2009
NS23649P	4	1	2007	9	5	1	6	2008
NS23649P	5	2	-5	9	5	1	6	2008
NS23649P	6	2	2006	-2	4	1	7	2007
NS23650Z	1	1	-8	-8	7	1	6	2010
NS23650Z	2	1	-8	-8	7	1	6	2010
NS23650Z	3	3	-8	-8	7	1	6	2010
NS23650Z	4	3	2009	6	6	1	8	2009
