NSID	W1mainres	W1secores	W1histres	W2mainres	W2secores	W2histres	W1motherID	W1fatherID	W2motherID	W2fatherID	W1sampborHS	W1sampbo2HS	W2sampborHS	W2sampbo2HS	W1nurschHS	W1numsch	W1inyrmov	W2numsch	W2inyrmov	W1curparyHS	W1eversepHS	W1expart2HS	W1expart1HS	W1livesepHS	W2curparyHS	W2eversepHS	W2expart2HS	W2expart1HS	W2livesepHS	W1everspf	W1WhenSpf	W1yearsspf	W1Partners	W2everspf	W2WhenSpf	W2yearsspf	W2Partners	SpfBth	mbirthag	birthwb	BirthWa1	BirthWa2	bwtkg	birthw2	birthw3	wksearly	wtcheck	Femps5	Memps5	MRetwrk	MRetptft	W1duruntotMP	W1duruntot5MP	W1duruntot10MP	W1duruntotSP	W1duruntot5SP	W1duruntot10SP	W1duruntotmum	W1duruntot5mum	W1duruntot10mum	W1duruntotdad	W1duruntot5dad	W1duruntot10dad	W2duruntotMP	W2duruntot5MP	W2duruntot10MP	W2duruntotSP	W2duruntot5SP	W2duruntot10SP	W2duruntotmum	W2duruntot5mum	W2duruntot10mum	W2duruntotdad	W2duruntot5dad	W2duruntot10dad
NS12971Q	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	9	9	4.34	1	-91	0	0	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS12737P	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	2	3	2	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	10	-94	0	1	10	4	0	0	5	-91	2	10	1.19	2	6	6	0	-98	10	10	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS21597R	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	8	5	0	1	8	7	0	0	4	-91	8	0	3.63	3	1	0	0	-98	10	13	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18552S	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	6	3.35	3	2	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22373P	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	6	0	2.72	-1	-91	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS23852F	2	3	2	2	3	2	2	3	2	3	2	1	-99	-99	1	3	1	3	1	17	1	-92	-91	1	-99	-99	-99	-99	-99	1	-91	3	-91	-99	-99	-99	-99	0	3	2.85	-91	-91	2.85	2	5	5	0	-98	1	0	1	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
NS17076E	2	3	2	2	3	2	2	3	2	3	2	2	-91	-91	2	4	3	4	3	-91	-91	-91	-91	1	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	-91	-91	-91	1	-91	0	-91	1	10	5	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0
NS20676H	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	3	1	3	1	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	5	-91	-91	-91	-91	1	-91	0	-91	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS14921J	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	-94	0	-94	2	-992	-992	-992	-992	1	3	-91	7	2	3.23	3	2	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS22561X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	4	7	2.01	2	8	8	0	1	10	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15744S	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	3	-91	4	10	2.1	1	-91	0	0	1	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS10089H	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	4	-91	7	2	3.23	2	2	2	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18384Z	3	2	3	2	3	3	3	2	3	2	-99	-99	1	-91	-99	1	0	1	0	-99	-99	-99	-99	-99	-91	-91	-91	-91	2	-99	-99	-99	-99	-94	-94	-94	-94	-99	2	-94	-94	-94	-94	3	1	0	-94	1	-94	-94	1	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20836J	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	5	14	2.66	1	-91	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14287S	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	3	-91	7	14	3.57	1	-91	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS20411F	2	3	3	-992	-992	-992	3	2	-992	-992	-99	-99	-992	-992	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-992	-992	-992	-992	-992	-99	-99	-99	-99	-992	-992	-992	-992	-99	2	-94	-94	-94	-94	-94	-94	-94	-94	1	-98	-98	-98	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS18672J	2	-98	2	-992	-992	-992	-98	2	-992	-992	-995	-995	-992	-992	-995	-99	-99	-99	-99	-995	-995	-995	-995	-995	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	-91	-94	-94	-94	-94	-94	-94	-94	-94	3	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS18098R	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	1	2	-91	2	20	1	2	-91	2	1	-91	0	-91	1	-91	0	-91	0	2	-91	7	4	3.29	2	2	2	0	3	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13569R	2	6	2	2	6	2	2	6	2	6	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	11	3.49	3	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14564G	3	2	3	-992	-992	-992	3	2	-992	-992	1	-91	-992	-992	1	2	0	2	0	17	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	2	-91	8	14	4.03	3	2	0	0	3	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS12020X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	10	1	2	-91	2	-91	2	-91	-91	2	1	0	5	1	1	0	5	1	1	3	-91	8	2	3.69	1	-91	0	0	-98	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21106F	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	2	-91	8	0	3.63	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS23910C	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	4	1	5	1	-91	-91	-91	1	2	-91	-91	-91	2	2	0	0	0	2	0	0	0	2	1	4	-91	6	9	2.98	2	2	2	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18995H	3	2	2	4	-98	4	2	3	2	4	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	21	2	2	-91	2	-93	-93	-93	-93	0	-91	0	1	-93	3	-91	6	8	2.95	-1	-91	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	-94	-94	-98	-98	-98	-94	-94	-94	-94	-94	-94
NS11509H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	0	3.63	1	-91	0	0	10	10	12	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0
NS25795B	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-92	2	-91	-91	-91	2	2	-94	-94	-94	-94	1	0	15	0	-94	2	-91	7	13	3.54	1	-91	0	0	-98	2	4	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS12079E	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	1	3	10	0	-992	-992	-992	-992	0	4	-91	6	13	3.09	3	1	0	0	-98	2	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS22745R	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	0	-94	4	-94	0	-94	4	1	2	-91	9	0	4.08	3	2	0	0	-98	10	14	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS13950W	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	8	2	3.69	1	-91	0	0	-98	10	-91	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS12733K	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	3	1	3	1	-91	-91	-91	1	2	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	2	-91	4	12	2.15	2	2	2	0	-98	1	0	1	9	9	9	-98	-98	-98	9	9	9	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS12295T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	10	3.46	1	-91	0	0	3	10	9	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0
NS19014B	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	4	-91	9	1	4.11	1	-91	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS16685Q	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	2	2	-992	-992	-992	-992	-992	1	0	14	0	-992	-992	-992	-992	1	2	-91	7	7	3.37	1	-91	0	0	-98	1	4	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS17609J	2	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	2	3	0	3	0	5	2	1	-91	2	-91	2	-91	-91	2	1	8	1	1	1	8	1	1	0	4	-91	6	0	2.72	2	2	2	0	-98	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23458D	2	-98	2	2	3	2	2	-98	2	3	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	1	2	2	-91	2	1	7	7	0	1	7	8	0	0	2	-91	9	0	4.08	1	-91	0	0	-98	-91	-94	-94	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS24739S	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	21	2	2	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	3	2.81	1	-91	0	0	1	10	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19488B	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	8	2.95	1	-91	0	0	8	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23451W	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	16	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	2	-91	7	11	3.49	1	-91	0	0	-98	4	0	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS17709L	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-91	-91	2	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	3	-91	7	3	3.26	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS17343Z	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	1	3.2	3	2	0	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14340J	3	2	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	12	3.52	3	1	0	0	1	-94	-94	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24406Z	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	2	2	0	2	0	-91	-91	-91	2	1	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	4	4	4	-98	-98	-98	-98	-98	-98	4	4	4	4	4	4	-98	-98	-98	-98	-98	-98	4	4	4
NS14785B	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	5	0	2.27	1	-91	0	0	1	-94	-94	-94	-94	-94	-94	0	0	0	0	0	0	-94	-94	-94	-94	-94	-94	0	0	0	0	0	0	-94	-94	-94
NS21962L	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	2	2	-992	-992	-992	-992	-992	1	0	14	0	-992	-992	-992	-992	1	2	-91	5	13	2.64	3	2	0	0	-98	5	-91	0	-94	60	120	-98	-98	-98	-94	60	120	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS16726B	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	2	11	0	1	2	12	0	0	3	-91	6	7	2.92	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS19936M	2	3	3	2	3	3	3	2	3	2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	-99	-99	-99	-99	-99	-99	-99	-99	11	-98	-98	-98	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
NS10166S	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	4	2	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	1	-91	7	12	3.52	3	1	0	0	-98	10	13	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS15925J	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	4	-91	7	2	3.23	2	2	2	0	3	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS11488L	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	6	3	2.81	2	2	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20419P	2	3	2	2	3	2	2	3	2	3	2	1	-91	-91	1	2	0	2	0	14	2	2	-91	2	-91	2	-91	-91	2	1	0	1	1	1	0	1	1	1	3	-91	8	3	3.71	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23386H	2	4	4	2	4	4	4	2	4	2	1	-91	-91	-91	1	2	0	2	0	13	2	2	-91	2	12	2	2	-91	2	1	0	2	1	1	0	2	1	1	2	-91	7	12	3.52	2	2	2	0	1	1	0	1	24	24	24	0	0	0	0	0	0	24	24	24	24	24	24	0	0	0	0	0	0	24	24	24
NS16414Y	2	-98	2	-992	-992	-992	-98	2	-992	-992	1	-91	-992	-992	2	2	1	2	1	-91	-91	-91	1	2	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS14339Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	8	3.4	1	-91	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21936G	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	4	3	4	3	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	1	-91	4	11	2.13	2	4	4	0	-98	1	4	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS16737X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	0	4	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	-91	3.63	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18841D	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	1	6	7	0	-992	-992	-992	-992	0	4	-91	5	2	2.32	1	-91	0	0	-98	10	8	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS18491S	2	-98	2	2	-98	2	-98	-98	-98	-98	2	1	-91	-91	-1	2	0	2	0	-91	-91	-91	-91	-997	-91	-91	-91	-91	-1	-93	-93	-93	-93	-93	-93	-93	-93	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98
NS18085T	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	8	3	1	1	8	4	1	0	3	-91	7	14	3.57	2	1	1	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS14809B	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	1	-91	5	7	2.47	2	2	2	0	1	10	-94	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13071R	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	0	4	0	19	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	4	-91	6	7	2.92	1	-91	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19979T	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	4	1	19	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	3	-91	8	6	3.8	3	1	0	0	1	10	-91	0	0	0	0	12	0	12	0	0	0	12	0	12	0	0	0	12	0	12	0	0	0	12	0	12
NS16531L	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	1	-99	-99	-99	-99	-91	-91	-91	-91	-997	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS19898E	2	3	3	2	3	3	3	2	3	2	2	1	-91	-91	2	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	2.75	-91	-91	2.75	1	-91	0	0	-1	10	-91	0	48	48	48	0	0	0	0	0	0	48	48	48	48	48	48	0	0	0	0	0	0	48	48	48
NS24425M	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	9	2	2	-91	2	-91	2	-91	-91	2	1	0	7	1	1	0	7	1	1	2	-91	6	7	2.92	1	-91	0	0	-98	1	0	1	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS20775J	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	12	3.52	-1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21521Y	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	9	7	4.28	3	2	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19529M	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	1	3	0	3	0	-91	-91	-91	1	1	-91	-91	-91	2	2	-94	0	-94	2	0	0	0	2	1	1	-91	7	8	3.4	3	2	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS13632C	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	2	-91	8	8	3.86	1	-91	0	0	-98	10	10	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS14745Y	2	-98	2	-992	-992	-992	-98	-98	-992	-992	1	-91	-992	-992	2	2	0	2	0	-91	-91	-91	-91	-997	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS15203C	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	0	3.18	3	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS17075D	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	1	2	-91	-91	-91	2	2	1	4	9	0	1	4	10	0	0	3	-91	10	4	4.65	1	-91	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS22138M	2	3	2	2	-98	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	15	1	2	-91	2	-91	-91	-91	2	2	1	0	0	1	1	0	0	1	1	1	-91	5	2	2.32	2	8	8	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
