NSID	SAMPPSU	SAMPSTRATUM	DESIGNWEIGHT	MAINBOOST	W1OUTCOME	W1FINWT	W2OUTCOME	W2FINWT	W3OUTCOME	W3FINWT	W2TOW3NRWT	W4OUTCOME	W4WEIGHT_MAIN_BOOST	W4WEIGHT_MAIN	W5OUTCOME	W5FINWT_CROSS	W6OUTCOME	W6FINWT_CROSS	W6LSYPEWT	W6LSYPEW4WT	W7OUTCOME	W7_LSYPE_WT	W7FINWT	W7_LSYPE_WT_SKIPONLY	W8OUTCOME	W8FINWT	W9OUTCOME	W9FINWT	DATA_AVAILABILITY
NS18100J	10802	108	1.366287179763	1	1	1.19	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	1	1.33	1
NS18101K	11307	113	1.366287179763	1	1	1.28	1	1.18	1	1.16	.98	1	1.2306	1.1928	1	1.26	1	1.19	1.19	-1	1	1.12813	1.12774	-1	1	.76	1	.73	1
NS18102L	10422	104	.296052729324	1	1	.27	1	.28	1	.27	.97	1	.2693	.2709	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.54	2	-1	1
NS18103M	13512	135	1.756240966211	1	1	2.05	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	5	-1	1
NS18104N	11603	116	1.366287179763	1	1	1.21	1	1.15	1	1.09	.95	1	1.0812	1.0474	1	1.04	3	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.07	1
NS18105P	10814	108	1.366287179763	1	1	1.27	1	1.34	1	1.29	.96	1	1.3732	1.3309	1	1.42	1	1.73	1.73	-1	1	1.78402	1.7834	-1	2	-1	3	-1	1
NS18106Q	13606	136	.280712594701	1	1	.27	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.29	2	-1	1
NS18107R	11410	114	1.366287179763	1	1	1.25	1	1.22	1	1.17	.96	1	1.1634	1.1265	1	1.13	1	1.07	1.07	-1	1	1.05779	1.05743	-1	6	-1	3	-1	1
NS18108S	12904	129	.151981943324	1	1	.16	1	.16	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.2	1	.25	1
NS18109T	10410	104	.370173169348	1	1	.28	1	.26	1	.25	.95	1	.2826	.2725	1	.29	1	.3	.3	-1	1	.28893	.28883	-1	1	.3	1	.29	1
NS18110D	13707	137	.151981881061	1	1	.17	1	.16	1	.16	.98	1	.1744	.1707	1	.17	1	.16	.16	-1	1	.17488	.17482	-1	1	.15	1	.15	1
NS18111E	10840	108	.370173169348	1	1	.32	1	.32	1	.31	.95	3	-1	-1	3	-1	3	-1	-1	-1	-1	-1	-1	-1	6	-1	3	-1	1
NS18112F	11741	117	1.366287179763	1	1	1.27	1	1.25	1	1.25	.99	1	1.2183	1.1875	1	1.49	1	1.55	1.55	-1	1	1.54128	1.54074	-1	-1	-1	-1	-1	1
NS18113G	12540	125	.365572593787	1	1	.34	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.35	1	.32	1
NS18114H	11315	113	1.366287179763	1	1	1.21	1	1.11	1	1.05	.94	1	1.1279	1.0933	1	1.16	1	1.07	1.07	-1	1	1.05779	1.05743	-1	1	.97	1	.87	1
NS18115J	10305	103	.801033231478	1	1	1.42	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS18116K	11408	114	1.366287179763	1	1	1.25	1	1.18	1	1.14	.97	1	1.1406	1.1045	1	1.18	1	1.23	1.23	-1	1	1.35989	1.35941	-1	6	-1	1	1.3	1
NS18117L	12010	120	1.366287179763	1	1	1.3	1	1.19	1	1.14	.96	1	1.2497	1.2096	1	1.22	1	1.13	1.13	-1	1	1.07212	1.07175	-1	1	.87	1	.78	1
NS18118M	12303	123	1.366287179763	1	1	1.36	1	1.32	1	1.43	1.07	1	1.8247	1.7689	1	1.76	1	1.76	1.76	-1	1	1.98682	1.98613	-1	1	3.31	1	3.89	1
NS18119N	11745	117	1.366287179763	1	1	1.31	1	1.28	1	1.29	1	1	1.2005	1.1696	1	1.14	1	1.14	1.14	-1	1	1.14152	1.14113	-1	1	1.1	1	1.05	1
NS18120Y	12817	128	.151981943324	1	1	.16	1	.16	1	.15	.96	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	2	-1	1
NS18121Z	11016	110	.370173169348	1	1	.39	1	.38	1	.36	.95	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS18122A	11032	110	1.366287179763	1	1	1.48	1	1.4	1	1.41	1.01	1	1.3532	1.3368	1	1.39	1	1.45	1.45	-1	1	1.68813	1.68754	-1	1	2.49	1	2.52	1
NS18123B	10206	102	1.53311305292	1	1	2.44	1	2.28	1	2.16	.94	1	1.8903	1.833	1	1.93	1	1.79	1.79	-1	1	1.65007	1.64949	-1	1	1.11	1	1	1
NS18124C	12025	120	1.366287179763	1	1	1.3	1	1.21	1	1.16	.95	1	1.2028	1.1642	1	1.18	1	1.39	1.39	-1	1	1.60518	1.60462	-1	1	1.45	2	-1	1
NS18125D	13409	134	.196456906932	1	1	.35	1	.36	1	.45	1.26	1	.56	.7031	1	.61	1	.57	.57	-1	1	.57834	.57813	-1	2	-1	5	-1	1
NS18126E	12357	123	1.366287179763	1	1	1.36	1	1.51	1	1.52	1.01	1	1.482	1.4293	1	1.41	1	1.42	1.42	-1	1	1.34935	1.34888	-1	2	-1	2	-1	1
NS18127F	10830	108	1.366287179763	1	1	1.19	1	1.11	1	1.06	.96	1	1.0892	1.0557	1	1	1	.94	.94	-1	1	1.01787	1.01751	-1	1	.83	1	.85	1
NS18128G	10410	104	1.366287179763	1	1	1.14	1	1.05	1	1.02	.97	1	1.1209	1.0857	1	1.11	1	1.04	1.04	-1	1	.97756	.97722	-1	1	.85	1	.88	1
NS18129H	11710	117	1.366287179763	1	1	1.23	1	1.12	1	1.09	.97	1	1.0125	.9864	1	.96	1	.91	.91	-1	1	.86823	.86792	-1	2	-1	2	-1	1
NS18130S	11602	116	.365572593787	1	1	.34	1	.32	1	.3	.95	1	.2465	.248	1	.25	1	.23	.23	-1	1	.22449	.22442	-1	3	-1	1	.21	1
NS18131T	11039	110	1.366287179763	1	1	1.52	1	1.44	1	1.89	1.31	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	2	-1	1
NS18132V	13203	132	.910858119842	1	1	1.44	1	1.74	1	1.81	1.04	1	1.8037	1.7489	1	1.71	1	1.71	1.71	-1	1	1.60258	1.60202	-1	1	2.08	1	2.36	1
NS18133W	12329	123	1.366287179763	1	1	1.3	1	1.19	1	1.14	.95	1	1.1539	1.1181	1	1.1	1	1.02	1.02	-1	1	.93216	.93183	-1	1	.63	1	.57	1
NS18134X	11502	115	1.366287179763	1	1	1.32	1	1.27	1	1.28	1	1	1.2219	1.1832	1	1.18	1	1.19	1.19	-1	1	1.29878	1.29833	-1	2	-1	6	-1	1
NS18135Y	11025	110	.227972914986	1	1	.21	1	.22	1	.21	.98	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1
NS18136Z	12534	125	1.366287179763	1	1	1.24	1	1.13	1	1.08	.95	1	1.0709	1.0389	1	1.03	1	.95	.95	-1	1	.895	.89469	-1	3	-1	5	-1	1
NS18137A	10909	109	.294685360398	1	1	.41	1	.43	1	.44	1.01	1	.3211	.4104	1	.32	1	.3	.3	-1	1	.27584	.27574	-1	1	.22	1	.22	1
NS18138B	13708	137	.151981943324	1	1	.17	1	.16	1	.16	.99	1	.1595	.1561	1	.16	1	.16	.16	-1	3	-1	-1	-1	5	-1	5	-1	1
NS18139C	10602	106	.370173169348	1	1	.28	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.33	1	.37	1
NS18140M	11714	117	1.366287179763	1	1	1.23	1	1.14	1	1.11	.97	1	1.0445	1.0175	1	.99	1	.99	.99	-1	1	.92944	.92912	-1	1	.73	1	.66	1
NS18141N	13510	135	.280712770552	1	1	.28	1	.26	1	.25	.95	1	.2496	.2415	1	.25	1	.24	.24	-1	1	.21955	.21948	-1	1	.19	1	.18	1
NS18142P	12510	125	1.366287179763	1	1	1.27	1	1.17	1	1.1	.94	1	1.0981	1.0648	1	1.07	1	1.24	1.24	-1	1	1.28773	1.28729	-1	1	.95	2	-1	1
NS18143Q	11422	114	1.366287179763	1	1	1.25	1	1.18	1	1.13	.96	1	1.1295	1.0936	1	1.09	1	1.33	1.33	-1	1	1.41521	1.41472	-1	1	1.27	3	-1	1
NS18144R	13704	137	.151981943324	1	1	.17	1	.17	1	.17	.99	1	.1794	.1756	1	.18	1	.18	.18	-1	1	.17488	.17482	-1	1	.15	1	.14	1
NS18145S	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.2587	0	1	.43	5	-1	-1	-1	-1	-1	-1	-1	4	-1	1	1.04	1
NS18146T	10852	108	1.366287179763	1	1	1.19	1	1.12	1	1.07	.96	1	1.1001	1.0663	1	1.01	1	1.01	1.01	-1	1	.95652	.95619	-1	5	-1	1	.9	1
NS18147V	12404	124	1.366287179763	1	1	1.4	1	1.32	1	1.29	.97	1	1.3022	1.2618	1	1.36	1	1.42	1.42	-1	3	-1	-1	-1	1	1.16	1	1.14	1
NS18148W	11716	117	1.366287179763	1	1	1.42	1	1.49	1	1.75	1.17	1	1.8657	1.8184	1	1.92	1	2	2	-1	1	2.21179	2.21102	-1	5	-1	5	-1	1
NS18149X	13705	137	.151981943324	1	1	.16	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	6	-1	1
NS18150G	11027	110	.370173169348	1	1	.39	1	.37	1	.36	.95	1	.3384	.3327	1	.32	1	.3	.3	-1	1	.27552	.27542	-1	1	.33	3	-1	1
NS18151H	10845	108	1.366287179763	1	1	1.23	1	1.16	1	1.11	.96	1	1.1433	1.1076	1	1.06	1	1	1	-1	1	.91972	.9194	-1	1	.65	1	.59	1
NS18152J	11730	117	1.366287179763	1	1	1.23	1	1.19	1	1.16	.97	1	1.0876	1.0595	1	1.03	1	.97	.97	-1	1	.90645	.90613	-1	5	-1	5	-1	1
NS18153K	13413	134	.910858119842	1	1	1.06	1	1.21	1	1.38	1.14	1	1.7254	1.6719	3	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS18154L	10825	108	1.366287179763	1	1	1.23	1	1.16	1	1.1	.94	1	1.1498	1.1139	1	1.06	1	.99	.99	-1	1	1.09857	1.09818	-1	1	1.05	1	1.03	1
NS18155M	11314	113	1.366287179763	1	1	1.17	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.13	5	-1	1
NS18156N	10435	104	.227972914986	1	1	.19	1	.19	1	.18	.95	1	.2084	.2	3	-1	1	.24	-1	.24	1	-1	.2444	.24185	-1	-1	-1	-1	1
NS18157P	13415	134	.197368486216	1	1	.24	1	.26	1	.27	1	1	.2205	.2767	1	.22	1	.22	.22	-1	3	-1	-1	-1	5	-1	5	-1	1
NS18158Q	10428	104	1.366287179763	1	1	1.24	1	1.3	1	1.29	.99	1	1.5635	1.5137	3	-1	1	2.14	-1	2.14	1	-1	2.16238	2.13985	1	3.23	1	3.33	1
NS18159R	13411	134	.246782112899	1	1	.25	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	5	-1	1
NS18160B	12019	120	1.366287179763	1	1	1.3	1	1.78	1	1.69	.95	1	1.7602	1.7038	1	1.72	1	1.59	1.59	-1	1	1.57504	1.57449	-1	2	-1	1	1.52	1
NS18161C	12903	129	.910858119842	1	1	1.36	1	1.52	1	1.67	1.1	1	1.7609	1.7395	1	1.65	1	1.72	1.72	-1	1	1.95946	1.95878	-1	5	-1	5	-1	1
NS18162D	11726	117	1.366287179763	1	1	1.23	1	1.13	1	1.1	.97	1	1.0286	1.0021	3	-1	3	-1	-1	-1	-1	-1	-1	-1	5	-1	2	-1	1
NS18163E	11601	116	1.366287179763	1	1	1.21	1	1.15	1	1.08	.94	1	1.0258	.9937	1	.98	1	.93	.93	-1	1	1.01001	1.00966	-1	1	1.25	1	1.3	1
NS18164F	10905	109	.296052729324	1	1	.36	1	.36	1	.37	1.01	1	.3018	.3856	1	.3	1	.31	.31	-1	1	.43556	.43541	-1	1	.5	1	.54	1
NS18165G	13402	134	.151981838253	1	1	.15	1	.14	1	.14	.97	1	.1413	.1358	1	.14	1	.13	.13	-1	1	.17488	.17482	-1	2	-1	1	.16	1
NS18166H	11752	117	1.366287179763	1	1	1.23	1	1.12	1	1.06	.95	1	.9988	.9731	1	.95	1	.89	.89	-1	1	.82433	.82405	-1	1	.65	1	.6	1
NS18167J	11412	114	1.366287179763	1	1	1.25	1	1.18	1	1.14	.97	1	1.1194	1.0839	1	1.08	1	1.16	1.16	-1	1	1.1311	1.13071	-1	1	.82	1	.8	1
NS18168K	12035	120	1.366287179763	1	1	1.3	1	1.2	1	1.13	.94	1	1.1875	1.1506	1	1.13	1	1.13	1.13	-1	1	1.09122	1.09083	-1	1	.9	1	.85	1
NS18169L	12703	127	.910858119842	1	1	.93	1	.92	1	.91	.99	1	.9288	.9002	1	.96	1	1.17	1.17	-1	1	1.18863	1.18822	-1	2	-1	5	-1	1
NS18170W	13412	134	.91085818116	1	1	1.11	1	1.28	1	1.47	1.14	1	1.6791	1.6278	5	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS18171X	12602	126	.910858119842	1	1	.88	1	1.36	1	1.4	1.02	1	1.9493	1.8881	1	1.78	3	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS18172Y	12815	128	.151981943324	1	1	.17	1	.16	1	.16	.99	1	.1697	.166	1	.17	1	.18	.18	-1	1	.18104	.18097	-1	1	.16	2	-1	1
NS18173Z	13201	132	.243715062525	1	1	.27	1	.29	1	.29	1	1	.255	.2565	1	.26	1	.3	.3	-1	1	.33979	.33967	-1	5	-1	3	-1	1
NS18174A	12321	123	.365572593787	1	1	.4	1	.57	1	.56	.98	1	.4928	.4962	1	.48	1	.59	.59	-1	1	.65312	.65289	-1	5	-1	1	.62	1
NS18175B	13514	135	.910858119842	1	1	1.28	1	1.31	1	1.3	.99	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS18176C	10909	109	1.366287179763	1	1	1.6	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	3	-1	1
NS18177D	12326	123	1.366287179763	1	1	1.4	1	1.34	1	1.3	.97	1	1.3032	1.2627	1	1.36	1	1.42	1.42	-1	1	1.50525	1.50472	-1	6	-1	1	1.37	1
NS18178E	10503	105	1.366287179763	1	1	1.17	1	1.09	1	1.04	.95	1	1.1472	1.1107	1	1.15	1	1.09	1.09	-1	1	1.00249	1.00214	-1	6	-1	1	1.09	1
NS18179F	11449	114	1.366287179763	1	1	1.21	1	1.18	1	1.13	.96	1	1.122	1.0869	1	1.08	1	1.12	1.12	-1	1	1.19513	1.19471	-1	1	1.63	5	-1	1
NS18180Q	11404	114	1.366287179763	1	1	1.21	1	1.16	1	1.11	.95	1	1.0798	1.046	1	1.04	1	1.04	1.04	-1	1	.98373	.98339	-1	-1	-1	-1	-1	1
NS18181R	12911	129	.196456906932	1	1	.38	1	.59	1	.77	1.3	1	.7097	.9075	1	.77	1	.83	.83	-1	1	.80199	.80171	-1	1	.93	5	-1	1
NS18182S	11306	113	1.366287179763	1	1	1.21	1	1.09	1	1.07	.98	1	1.1808	1.1445	1	1.21	1	1.14	1.14	-1	1	1.08466	1.08428	-1	6	-1	1	1.06	1
NS18183T	11314	113	1.366287179763	1	1	1.21	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS18184V	12359	123	1.366287179763	1	1	1.27	1	1.17	1	1.12	.95	1	1.121	1.0867	1	1.06	1	1	1	-1	1	.96527	.96493	-1	1	1.11	3	-1	1
NS18185W	11319	113	1.366287179763	1	1	1.21	1	1.65	1	1.63	.98	1	1.8032	1.7478	1	1.85	1	1.75	1.75	-1	3	-1	-1	-1	6	-1	1	.9	1
NS18186X	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.2809	0	1	.35	1	.33	.33	-1	1	.32062	.32051	-1	1	.42	1	.95	1
NS18187Y	11731	117	1.366287179763	1	1	1.2	1	1.09	1	1.05	.96	1	.98	.9552	1	.96	1	.97	.97	-1	1	.96406	.96372	-1	1	.93	1	.95	1
NS18188Z	11719	117	1.366287179763	1	1	1.23	1	1.13	1	1.08	.95	1	.9952	.9696	1	.94	1	.87	.87	-1	1	.81854	.81825	-1	1	.64	1	.57	1
NS18189A	10427	104	1.366287179763	1	1	1.17	1	1.08	1	1.05	.97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.82	1	.85	1
NS18190K	11432	114	1.366287179763	1	1	1.25	1	1.2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS18191L	11045	110	.365572593787	1	1	.43	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	5	-1	1
NS18192M	13513	135	.196456906932	1	1	.35	1	.42	1	.46	1.09	1	.5257	.6606	3	-1	5	-1	-1	-1	-1	-1	-1	-1	6	-1	3	-1	1
NS18193N	12507	125	1.366287179763	1	1	1.24	1	1.15	1	1.11	.96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS18194P	12307	123	1.366287179763	1	1	1.27	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	2	-1	1
NS18195Q	12316	123	.365572593787	1	1	.38	1	.37	1	.38	1.03	1	.3234	.3255	1	.32	1	.31	.31	-1	3	-1	-1	-1	1	.34	1	.36	1
NS18196R	12804	128	.197368420484	1	1	.3	1	.35	1	.38	1.06	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	.28	1
NS18197S	11401	114	.365572593787	1	1	.35	1	.33	1	.32	.97	1	.2713	.2729	1	.27	3	-1	-1	-1	-1	-1	-1	-1	1	.28	1	.26	1
NS18198T	11741	117	1.366287179763	1	1	1.27	1	1.22	1	1.21	.99	1	1.1604	1.1311	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS18199V	11405	114	1.366287179763	1	1	1.25	1	1.22	1	1.19	.97	1	1.5905	1.5408	1	1.73	1	1.73	1.73	-1	1	1.68598	1.6854	-1	1	1.69	1	1.79	1
NS18200L	11007	110	.37017333817	1	1	.39	1	.37	1	.36	.95	1	.3278	.3223	1	.31	1	.31	.31	-1	1	.29466	.29456	-1	1	.3	1	.29	1
NS18201M	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.4213	0	1	.53	1	.51	.51	-1	1	.52344	.52326	-1	1	.64	5	-1	1
NS18203P	11204	112	.370173169348	1	1	.39	1	.37	1	.36	.97	1	.3398	.3341	1	.32	1	.31	.31	-1	1	.28645	.28635	-1	3	-1	1	.32	1
NS18204Q	13117	131	.910858119842	1	1	.91	1	.88	1	.86	.98	1	.8818	.8538	1	.85	1	.8	.8	-1	1	.75413	.75387	-1	1	.57	1	.57	1
NS18205R	12307	123	1.366287179763	1	1	1.27	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS18206S	13104	131	.910858119842	1	1	1.04	1	1.34	1	1.55	1.15	1	1.8713	1.8127	5	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS18207T	11313	113	1.366287179763	1	1	1.21	1	1.09	1	1.05	.96	1	1.1383	1.1034	1	1.17	1	1.1	1.1	-1	1	1.11775	1.11736	-1	1	1.36	1	1.44	1
NS18208V	10313	103	1.288521003359	1	1	2.41	1	2.36	1	2.24	.95	1	2.1279	2.0522	1	2.18	1	2.05	2.05	-1	1	1.88154	1.88088	-1	1	1.45	1	1.54	1
NS18209W	10313	103	1.288521003359	1	1	2.41	1	2.19	1	2.04	.93	1	1.9376	1.8687	1	1.99	1	1.84	1.84	-1	1	1.6888	1.68821	-1	1	1.22	1	1.16	1
NS18210F	10307	103	1.141679933025	1	1	2.57	1	3.07	1	2.86	.93	1	2.5056	2.4296	1	2.5	1	3.29	3.29	-1	3	-1	-1	-1	5	-1	6	-1	1
NS18211G	11006	110	.294685360398	1	1	.41	1	.43	1	.47	1.1	1	.4996	.6388	1	.54	1	.51	.51	-1	5	-1	-1	-1	2	-1	-1	-1	1
NS18212H	13711	137	.246782112899	1	1	.3	1	.3	1	.31	1.04	1	.2835	.2788	1	.27	1	.27	.27	-1	1	.2559	.25581	-1	-1	-1	2	-1	1
NS18213J	11759	117	1.366287179763	1	1	1.31	1	1.26	1	1.22	.96	1	1.1888	1.1581	1	1.13	1	1.13	1.13	-1	1	1.12364	1.12325	-1	1	1.07	1	.95	1
NS18214K	12908	129	.910858119842	1	1	1.16	1	1.12	1	1.14	1.02	1	1.1946	1.1795	1	1.24	1	1.29	1.29	-1	1	1.47756	1.47704	-1	1	1.91	1	2.2	1
NS18215L	11756	117	1.366287179763	1	1	1.23	1	1.14	1	1.11	.97	1	1.0412	1.0281	1	.98	1	.91	.91	-1	1	.84286	.84257	-1	1	.69	1	.67	1
NS18216M	13116	131	.243715062525	1	1	.26	1	.3	1	.41	1.35	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS18217N	12350	123	1.366287179763	1	1	1.3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.25	1	1.24	1
NS18218P	11701	117	.365572593787	1	1	.4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.56	2	-1	1
NS18219Q	13508	135	.280712770552	1	1	.31	1	.33	1	.33	1.01	1	.4036	.3906	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	2	-1	1
NS18220A	10416	104	1.366287179763	1	1	1.14	1	1.03	1	.99	.95	1	1.0712	1.0376	1	1.06	1	1.01	1.01	-1	1	1.07409	1.07371	-1	2	-1	1	1.12	1
NS18221B	10851	108	.365572593787	1	1	.42	1	.47	1	.48	1.02	1	.6017	.5832	1	.72	1	.87	.87	-1	1	1.2319	1.23147	-1	2	-1	5	-1	1
NS18222C	11902	119	1.366287179763	1	1	1.2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS18223D	12014	120	1.366287179763	1	1	1.44	1	1.35	1	1.3	.97	1	1.1513	1.1575	1	1.17	1	1.17	1.17	-1	1	1.14976	1.14936	-1	1	.98	1	.92	1
NS18224E	11726	117	1.366287179763	1	1	1.27	1	1.2	1	1.18	.97	1	1.0864	1.0589	1	1.12	3	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS18225F	11424	114	1.366287179763	1	1	1.21	1	1.13	1	1.08	.95	1	1.0215	.9896	1	.98	1	.95	.95	-1	1	.87226	.87196	-1	2	-1	1	.93	1
NS18226G	11761	117	1.366287179763	1	1	1.22	1	1.87	1	2.68	1.43	1	3.0576	2.9802	1	2.42	1	3.18	3.18	-1	3	-1	-1	-1	2	-1	-1	-1	1
NS18227H	11010	110	1.366287179763	1	1	1.52	1	1.42	1	1.36	.96	1	1.2961	1.2798	1	1.22	1	1.15	1.15	-1	1	1.06348	1.06311	-1	1	.8	1	.75	1
NS18228J	11012	110	.294685360398	1	1	.41	1	.41	1	.51	1.24	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.43	5	-1	1
NS18229K	11706	117	1.366287179763	1	1	1.23	1	1.69	1	1.65	.97	1	1.5292	1.4898	1	1.45	1	1.34	1.34	-1	1	1.26073	1.26029	-1	1	1.15	1	1.06	1
NS18230V	13122	131	.280712770552	1	1	.31	1	.35	1	.37	1.07	1	.3922	.3788	1	.47	1	.47	.47	-1	1	.49801	.49783	-1	1	.51	2	-1	1
NS18231W	10424	104	1.366287179763	1	1	1.17	1	1.08	1	1.04	.96	1	1.1432	1.1068	1	1.22	3	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS18232X	10303	103	1.232358817658	1	1	2.18	1	2.26	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3.05	1	3.2	1
NS18233Y	11318	113	1.366287179763	1	1	1.28	1	1.19	1	1.17	.98	1	1.3792	1.3368	1	1.53	1	1.53	1.53	-1	1	1.9655	1.96482	-1	1	1.88	5	-1	1
NS18234Z	12501	125	1.366287179763	1	1	1.31	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.64	2	-1	1
NS18235A	10410	104	1.366287179763	1	1	1.38	1	1.47	1	2.03	1.37	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS18236B	11422	114	1.366287179763	1	1	1.25	1	1.18	1	1.17	.98	1	1.1841	1.1465	1	1.15	1	1.23	1.23	-1	1	1.39513	1.39464	-1	1	1.38	1	1.27	1
NS18237C	11455	114	1.366287179763	1	1	1.25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.29	1
NS18238D	11016	110	.370173169348	1	1	.39	1	.37	1	.37	.98	1	.3319	.3263	1	.31	1	.31	.31	-1	1	.28231	.28221	-1	1	.29	1	.27	1
NS18239E	11418	114	1.366287179763	1	1	1.28	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.46	1	1.69	1
NS18240P	11455	114	1.366287179763	1	1	1.25	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS18241Q	11426	114	.421069155828	1	1	.37	1	.37	1	.37	.98	1	.379	.3662	1	.41	1	.41	.41	-1	1	.48146	.48129	-1	1	.55	2	-1	1
NS18242R	10820	108	1.366287179763	1	1	1.19	1	1.09	1	1.05	.96	1	1.0625	1.0298	1	.97	1	.98	.98	-1	1	.94022	.93989	-1	2	-1	1	.92	1
NS18243S	11445	114	1.366287179763	1	1	1.21	1	1.14	1	1.1	.97	1	1.0692	1.0357	1	1.03	1	1.03	1.03	-1	1	1.0841	1.08372	-1	1	1.57	3	-1	1
NS18244T	10209	102	1.292333613451	1	1	2.05	1	2	1	2.01	1	1	1.906	1.8382	1	1.65	1	1.53	1.53	-1	1	1.43769	1.43719	-1	5	-1	1	1.66	1
NS18245V	11752	117	1.366287179763	1	1	1.23	1	1.15	1	1.1	.95	1	1.0161	.9899	1	.96	1	.9	.9	-1	1	.87759	.87729	-1	1	.7	1	.7	1
NS18246W	10908	109	.296052729324	1	1	.36	1	.37	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
