NSID	samppsu	sampstratum	W2toW3nrwt	W3finwt	W3mainres	W3secores	W3hrefper	W3qfhhno	W3intmnthMP	W3intyearMP	W3sameaddHH	W3parpresHH	W3parchkHH	W3incarHH	W3intypHH	W3infon	W3hous12HH	W3usevcHH	W3vehnoHH	W3condur4MP	W3condur5MP	W3condur6MP	W3condur4YP	W3condur5YP	W3condur6YP	W3englangHH	W3elseHH0a	W3elseHH0b	W3elseHH0c	W3elseHH0d	W3elseHH0e	W3elseHH0f	W3elseHH0g	W3elseHH0h	W3elseHH0i	W3elseHH0j	W3whopresMP0a	W3whopresMP0b	W3whopresMP0c	W3whopresMP0d	W3whopresMP0e	W3whopresMP0f	W3wrk1aMP	W3wrk10MP	W3wrk11MP	W3wrk12aMP	W3wrk12bMP	W3wrk13MP	W3socMP	W3edfinyMP	W3edfinmMP	W3qualstuMP	W3wrk1aSP	W3wrk10SP	W3wrk11SP	W3wrk12aSP	W3wrk12bSP	W3socSP	W3edfinySP	W3edfinmSP	W3incsourMP0a	W3incsourMP0b	W3incsourMP0c	W3incsourMP0d	W3incsourMP0e	W3incsourMP0f	W3incsourMP0g	W3incsourMP0h	W3incsourMP0i	W3incsourMP0j	W3incsourMP0k	W3incsourMP0l	W3incsourMP0m	W3incestMP	W3parentckMP	W3fatherid	W3motherid	W3empsMP	W3empssp	W3empsdad	W3empsmum	W3empshrp	W3cempszMP	W3cempszSP	W3cempszmum	W3cempszdad	W3cnsseccatMP	W3cnsseccatSP	W3cnsseccatmum	W3cnsseccatdad	W3cnsseccatfam	W3cnssecMP	W3cnssecSP	W3cnssecmum	W3cnssecdad	W3cnssecfam	W3wrkfullMP	W3wrkfullSP	W3wrkfulldad	W3wrkfullmum	W3wrkcurMP	W3wrkcurSP	W3wrkcurdad	W3wrkcurmum	W3socmajorSP	W3socmajorMP	W3mainrespos	W3secorespos	W3cgempsMP	W3cgempsSP	W3cgempsdad	W3cgeMPsmum	W3ethgrpMP	W3ethnicMP	W3ethgrpsp	W3ethnicsp	W3ethgrpdad	W3ethnicdad	W3ethgrpmum	W3ethnicmum	W3incestm	W3incestw	W3ageMP	W3agebd5MP	W3agebd10MP	W3marstatMP	W3sexMP	W3wrkageMP	W3relMP	W3ageSP	W3agebd5SP	W3agebd10SP	W3marstatSP	W3sexSP	W3wrkageSP	W3relSP	W3agemum	W3agebd5mum	W3agebd10mum	W3marstatmum	W3wrkagemum	W3agedad	W3agebd5dad	W3agebd10dad	W3marstatdad	W3wrkagedad	W3depkids	W3ch0_2HH	W3ch3_11HH	W3ch12_15HH	W3ch16_17HH	W3natparHH	W3stepfam	W3famtyp	W3lnpar	W3sibs	urbind	gor	IDACIRSCORE	IMDRSCORE
NS10019W	12010	120	.945270039395985	.296175233481038	3	2	3	6	4	2006	0	1	-91	1	-91	3	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	-91	-91	-91	9211	-91	-91	-91	2	2	3	-91	-91	7112	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	6	2	3	2	1	2	1	2	1	7	7	7	7	12.2	12.1	12.1	12.2	12.2	6	6	6	6	6	1	2	1	2	1	1	1	1	7	9	2	2	0	0	0	0	3	8	3	8	3	8	3	8	6	6	36	4	3	2	1	1	8	39	4	3	2	2	1	8	39	4	3	2	1	36	4	3	2	1	4	0	2	2	0	2	0	1	2	3	5	9	.33	21
NS10020F	12034	120	.953808614495556	1.24100186881185	2	3	2	6	5	2006	0	1	-91	1	-91	2	2	1	3	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	-91	-91	-91	2211	-91	-91	-91	1	1	1	-91	-91	3563	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	3	2	2	1	1	2	2	6	6	6	6	3.1	4.1	3.1	4.1	3.1	1	2	1	2	1	2	1	1	2	1	1	1	1	3	2	1	1	0	0	0	0	1	1	1	1	1	1	1	1	12	12	51	7	4	2	2	1	8	58	8	5	2	1	1	8	51	7	4	2	1	58	8	5	2	1	3	0	0	1	2	2	0	1	2	3	5	9	.38	52
NS10021G	10832	108	.960457671333371	1.24204100099275	4	-98	4	4	5	2006	0	1	-91	1	-91	4	2	1	1	1	1	1	-91	-91	-91	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	3	-91	-91	-91	4132	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	5	-91	-98	4	2	-98	-98	2	2	7	-98	7	-98	7.1	-98	7.1	-98	7.1	3	-98	3	-98	3	2	-98	-98	2	1	-98	-98	1	-98	4	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	5	5	45	6	4	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	45	6	4	5	1	-98	-98	-98	-98	-98	2	0	0	0	2	1	0	4	1	1	6	6	.09	10
NS10022H	13710	137	.991780752602212	.316292476644303	2	3	2	6	8	2006	0	1	-91	1	-91	4	2	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	-92	2	2	3	7	6	7	6	7	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	1	1	0	0	0	0	4	9	4	9	4	9	4	9	-92	-92	71	11	6	2	1	0	8	55	8	5	2	2	1	8	55	8	5	2	1	71	11	6	2	0	3	0	0	2	1	2	0	1	2	3	5	7	.36	43
NS10023J	13508	135	.98014958606786	.143511997662309	2	3	2	6	4	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	3	-91	-91	-91	3561	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	7	1	2	3	1	6	1	6	1	6	-91	-91	6	4.1	14.3	14.3	4.1	4.1	2	8	8	2	2	1	3	1	3	1	2	1	2	-91	3	1	1	0	0	0	0	5	10	5	10	5	10	5	10	7	7	35	4	3	2	1	1	8	35	4	3	2	2	1	8	35	4	3	2	1	35	4	3	2	1	4	1	1	1	1	2	0	1	2	3	5	3	.53	75
NS10024K	13002	130	1.0010645275065	.782152770217587	2	-98	2	5	4	2006	0	1	-91	1	-91	2	4	2	-91	3	1	1	-91	-91	-91	-91	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	2	2	2	-91	-91	-91	4133	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	4	-91	-98	2	2	-98	-98	2	2	7	-98	7	-98	12.6	-98	12.6	-98	12.6	6	-98	6	-98	6	2	-98	-98	2	1	-98	-98	1	-98	4	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	4	4	36	4	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	36	4	3	5	1	-98	-98	-98	-98	-98	4	1	1	1	1	1	0	4	1	3	5	1	.64	69
NS10025L	11812	118	1.00012716158338	1.22826661532154	2	3	3	4	5	2006	0	1	-91	1	-91	2	5	1	1	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	1	-91	-91	1222	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	4	2	3	2	6	2	2	6	2	-91	5	-91	5	14.3	5	14.3	5	5	8	2	8	2	2	3	2	2	3	2	1	1	2	1	-91	1	1	1	0	0	1	1	1	1	1	1	1	1	1	4	4	49	6	4	2	2	1	8	52	7	4	2	1	1	8	49	6	4	2	1	52	7	4	2	1	1	0	0	1	0	2	0	1	2	1	5	8	.48	41
NS10027N	11008	110	1.00515816326411	.38317801861688	2	-98	2	4	-99	-99	0	1	-91	1	-91	2	5	1	2	1	1	1	-91	-91	-91	-91	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	3	-91	-91	-91	-95	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	0	0	1	0	0	0	0	0	0	3	-91	-98	2	2	-98	-98	2	2	7	-98	7	-98	17	-98	17	-98	17	-94	-98	-94	-98	-94	2	-98	-98	2	1	-98	-98	1	-98	-94	1	-98	0	-98	-98	0	3	8	-98	-98	-98	-98	3	8	3	3	-94	-94	-94	1	2	-94	8	-98	-98	-98	-98	-98	-98	-98	-94	-94	-94	1	-94	-98	-98	-98	-98	-98	-94	-94	-94	-94	-94	1	0	4	1	1	5	7	.28	34
NS10029Q	10406	104	.957186814659971	1.04494485868888	2	3	3	4	4	2006	1	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	-91	-91	-91	6124	-91	-91	-91	1	1	4	-91	-91	5223	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	7	2	3	2	1	1	1	1	1	6	6	6	6	10	10	10	10	10	5	5	5	5	5	1	1	1	1	1	1	1	1	5	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	7	7	40	5	3	2	2	1	8	39	4	3	2	1	1	8	40	5	3	2	1	39	4	3	2	1	2	0	0	1	1	2	0	1	2	1	6	4	.12	11
NS10030A	13705	137	.980703387555659	.178662877154943	2	3	3	6	6	2006	0	1	-91	1	-91	2	1	2	-91	1	2	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	2	2	3	6	6	6	6	6	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	1	1	1	0	1	0	5	10	5	10	5	10	5	10	-1	-1	44	5	3	2	1	1	8	38	4	3	2	2	1	8	38	4	3	2	1	44	5	3	2	1	2	0	1	1	0	2	0	1	2	3	5	7	.59	61
NS10031B	11004	110	1.00594870695906	1.39350569398746	2	3	3	4	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	3	-91	-91	-91	4136	-91	-91	-91	1	2	3	-91	-91	1132	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	9	2	3	2	2	1	1	2	1	7	4	7	4	7.1	2	7.1	2	2	3	1	3	1	1	2	1	1	2	1	1	1	1	1	4	1	1	0	0	0	0	1	1	1	1	1	1	1	1	9	9	44	5	3	2	2	1	8	43	5	3	2	1	1	8	44	5	3	2	1	43	5	3	2	1	-94	0	0	1	1	2	0	1	2	1	5	7	.04	4
NS10032C	10837	108	.995288440401215	1.24631097835421	2	3	2	6	5	2006	0	1	-91	1	-91	2	4	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	2	-91	-91	9129	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	6	2	3	2	6	1	1	6	6	-91	7	-91	7	14.3	13.4	14.3	13.4	14.3	8	7	8	7	8	3	1	1	3	2	1	1	2	9	-91	1	1	1	0	0	1	1	1	1	1	1	1	1	1	6	6	38	4	3	2	2	1	8	45	6	4	2	1	1	8	38	4	3	2	1	45	6	4	2	1	4	0	2	2	0	2	0	2	2	3	5	6	.12	12
NS10033D	11745	117	.970928895659377	1.06258188671767	2	3	3	5	5	2006	0	1	-91	1	-91	2	2	1	3	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	3	-91	-91	-91	2315	-91	-91	-91	3	-91	-91	2	3	1161	-91	-91	1	0	0	1	0	0	0	1	0	1	0	0	0	12	2	3	2	2	1	1	2	1	6	1	6	1	4.1	1	4.1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	0	0	0	0	1	1	1	1	1	1	1	1	12	12	45	6	4	2	2	1	8	43	5	3	2	1	1	8	45	6	4	2	1	43	5	3	2	1	3	0	0	1	2	2	0	1	2	2	5	8	.03	4
NS10035F	12325	123	1.11580588514148	2.32503081237783	2	-98	2	2	4	2006	0	1	-91	1	-91	2	1	1	1	1	1	2	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	1	1	0	0	0	0	0	0	0	0	0	0	11	-91	-98	2	7	-98	-98	7	7	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	6	12	-98	-98	-98	-98	6	12	11	11	63	9	5	1	2	0	10	-98	-98	-98	-98	-98	-98	-98	63	9	5	1	0	-98	-98	-98	-98	-98	-94	0	0	0	2	0	0	4	1	0	5	5	.38	45
NS10036G	10428	104	.975437051529107	1.23169165805183	2	-98	2	4	4	2006	0	1	-91	1	-91	2	4	1	1	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	1	0	0	0	0	0	0	0	-92	-91	2	-98	8	-98	8	-98	8	-91	-98	-98	-91	14.3	-98	-98	14.3	14.3	8	-98	-98	8	8	3	-98	3	-98	2	-98	2	-98	-98	-91	2	-98	0	-98	0	-98	1	1	-98	-98	1	1	-98	-98	-92	-92	45	6	4	6	1	1	8	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	45	6	4	6	1	-94	0	0	0	2	2	0	2	2	2	6	4	.4	37
NS10038J	12022	120	.943800445923943	1.11019227766128	2	3	3	4	5	2006	0	1	-91	1	-91	2	1	1	3	3	1	2	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	1	-91	5111	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-1	2	3	2	6	1	1	6	1	-91	3	-91	3	14.3	9.2	14.3	9.2	9.2	8	4	8	4	4	3	1	1	3	2	1	1	2	5	-91	1	1	0	0	0	0	1	1	1	1	1	1	1	1	-1	-1	48	6	4	2	2	1	8	48	6	4	2	1	1	8	48	6	4	2	1	48	6	4	2	1	1	0	0	0	1	2	0	1	2	1	3	9	.1	16
NS10039K	10208	102	1.30028749628233	2.12219954776327	2	3	3	6	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	3	-91	-91	3542	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	2	3	2	6	1	1	6	1	-91	6	-91	6	14.3	4.2	14.3	4.2	4.2	8	2	8	2	2	3	1	1	3	2	1	1	2	3	-91	1	1	0	0	0	0	1	1	1	1	1	1	1	1	-1	-1	42	5	3	2	2	1	8	47	6	4	2	1	1	8	42	5	3	2	1	47	6	4	2	1	4	0	1	2	1	2	0	1	2	3	5	8	.03	7
NS10040V	10501	105	1.05454725655959	1.48140375373406	3	-98	3	2	4	2006	0	1	-91	1	-91	3	4	1	1	1	2	2	-91	-91	-91	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	1	1	0	0	0	0	0	0	3	-91	-98	3	8	-98	-98	8	8	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	3	3	32	3	2	2	2	1	11	-98	-98	-98	-98	-98	-98	-98	32	3	2	2	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	1	1	2	0	5	4	.19	24
NS10041W	11323	113	.943136077324708	1.03103663174128	2	3	3	3	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	-91	-91	-91	6123	-91	-91	-91	1	1	4	-91	-91	1136	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	2	3	2	2	1	1	2	1	7	4	7	4	12.7	2	12.7	2	2	6	1	6	1	1	2	1	1	2	1	1	1	1	1	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	-1	-1	47	6	4	2	2	1	8	51	7	4	2	1	1	8	47	6	4	2	1	51	7	4	2	1	1	0	0	0	1	2	0	1	2	0	5	1	.06	18
NS10042X	11756	117	.946943429880527	1.02915240126618	2	3	3	6	5	2006	0	1	-91	1	-91	2	2	1	3	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	-91	-91	-91	6124	-91	-91	-91	1	2	3	-91	-91	8211	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	8	2	3	2	2	1	1	2	1	6	7	6	7	10	13.3	10	13.3	13.3	5	7	5	7	7	2	1	1	2	1	1	1	1	8	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	8	8	45	6	4	2	2	1	8	48	6	4	2	1	1	8	45	6	4	2	1	48	6	4	2	1	2	0	1	0	1	2	0	1	2	2	5	8	.13	9
NS10043Y	13202	132	1.32973021225364	1.48339033283633	2	-98	2	4	6	2006	0	1	-91	1	-91	2	5	2	-91	2	2	2	-99	-99	-99	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	1	0	0	0	0	0	0	0	5	-91	-98	2	8	-98	-98	8	8	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	5	5	39	4	3	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	39	4	3	1	1	-98	-98	-98	-98	-98	-94	0	0	1	2	1	0	4	1	2	5	8	.34	41
NS10044Z	12512	125	.952260137305372	1.10017186757808	2	3	3	3	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	3	-91	-91	-91	3214	-91	-91	-91	1	1	2	-91	-91	2121	-91	-91	1	0	0	1	0	0	1	1	0	0	0	0	0	10	2	3	2	2	1	1	2	1	6	6	6	6	4.1	3.1	4.1	3.1	3.1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	3	1	1	0	0	0	0	1	1	1	1	1	1	1	1	10	10	42	5	3	2	2	1	8	45	6	4	2	1	1	8	42	5	3	2	1	45	6	4	2	1	1	0	0	0	1	2	0	1	2	0	5	3	.01	3
NS10045A	10404	104	.971180719757536	1.15402220144596	2	3	3	6	5	2006	0	1	-91	1	-91	2	1	1	3	1	1	2	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	3	-91	-91	1	-91	5111	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	8	2	3	2	8	1	1	8	1	-91	3	-91	3	14.3	9.2	14.3	9.2	9.2	8	4	8	4	4	3	1	1	3	2	1	1	2	5	-91	1	1	1	0	0	1	1	1	1	1	1	1	1	1	8	8	41	5	3	2	2	1	8	44	5	3	2	1	1	8	41	5	3	2	1	44	5	3	2	1	4	0	1	1	2	2	0	1	2	3	8	4	.1	13
NS10047C	10849	108	.948255651398371	1.07454304636485	2	3	3	5	5	2006	0	1	-91	1	-91	2	4	1	2	-92	1	1	-91	-91	-91	-91	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	6	-91	-91	-91	-91	1	-91	2006	12	-91	3	-91	-91	1	-91	5323	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-92	1	3	2	5	1	1	5	1	-91	3	-91	3	14.3	9.1	14.3	9.1	9.1	8	4	8	4	4	3	1	1	3	2	1	1	2	5	-91	1	1	0	0	0	0	1	1	1	1	1	1	1	1	-92	-92	37	4	3	3	2	1	8	41	5	3	3	1	1	8	37	4	3	3	1	41	5	3	3	1	2	0	1	0	1	2	0	1	2	2	5	6	.19	19
NS10048D	12353	123	.981518433326194	1.21039056959681	2	-98	2	3	5	2006	0	1	-91	1	-91	2	1	1	1	1	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	1	0	1	0	1	0	0	0	0	0	0	0	4	-91	-98	2	6	-98	-98	6	6	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	4	4	51	7	4	6	2	1	8	-98	-98	-98	-98	-98	-98	-98	51	7	4	6	1	-98	-98	-98	-98	-98	1	0	0	1	0	1	0	4	1	1	6	5	.08	7
NS10050P	10834	108	.958206104233221	1.06341924451307	2	3	3	4	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	4122	-91	-91	-91	1	1	4	-91	-91	2123	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	11	2	3	2	1	1	1	1	1	6	6	6	6	6	3.1	6	3.1	3.1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	0	0	1	1	1	1	1	1	1	1	1	11	11	45	6	4	2	2	1	8	46	6	4	2	1	1	8	45	6	4	2	1	46	6	4	2	1	1	0	0	0	1	2	0	1	2	1	6	6	.07	6
NS10051Q	12909	129	1.01581138477486	1.28796429284461	2	3	3	4	5	2006	0	1	-91	1	-91	2	4	1	1	1	1	1	-91	-91	-91	-91	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	-91	-91	-91	-91	3	-91	2006	10	-91	5	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	0	0	0	0	1	0	0	0	0	3	2	3	2	5	3	3	5	3	-91	-91	-91	-91	14.3	14.3	14.3	14.3	14.3	8	8	8	8	8	3	3	3	3	2	2	2	2	-91	-91	1	1	1	1	1	1	8	11	8	11	8	11	8	11	3	3	36	4	3	2	2	1	8	44	5	3	2	1	1	8	36	4	3	2	1	44	5	3	2	1	2	0	0	1	1	2	0	1	2	1	5	7	.62	41
NS10052R	12003	120	.945571875747374	1.11628613961126	3	2	2	6	4	2006	0	1	-91	1	-91	3	2	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	1	-91	-91	-91	4123	-91	-91	-91	1	1	2	-91	-91	9141	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	6	2	2	3	2	1	1	2	1	7	6	7	6	7.1	10	7.1	10	10	3	5	3	5	5	2	1	1	2	1	1	1	1	9	4	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	6	50	7	4	2	2	1	8	45	6	4	2	1	1	8	50	7	4	2	1	45	6	4	2	1	3	0	0	1	2	2	0	1	2	3	5	9	.46	37
NS10053S	12518	125	.945702192701416	1.18229794286404	2	-98	2	2	4	2006	0	1	-91	1	-91	2	2	2	-91	2	1	2	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	-91	-91	-91	6122	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	3	-91	-98	2	1	-98	-98	1	1	7	-98	7	-98	13.1	-98	13.1	-98	13.1	7	-98	7	-98	7	1	-98	-98	1	1	-98	-98	1	-98	6	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	3	3	41	5	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	41	5	3	5	1	-98	-98	-98	-98	-98	1	0	0	1	0	1	0	4	1	0	5	3	.24	33
NS10054T	11423	114	1.00985098261867	1.35534617060756	2	3	2	3	4	2006	0	1	-91	1	-91	2	4	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	-91	-91	-91	5315	-91	-91	-91	2	2	-1	-91	-91	9233	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	4	2	2	3	1	2	1	2	1	7	7	7	7	13.3	13.4	13.4	13.3	13.3	7	7	7	7	7	1	2	1	2	1	1	1	1	9	5	1	1	0	0	0	0	1	1	1	1	1	1	1	1	4	4	56	8	5	2	1	1	8	51	7	4	2	2	1	8	51	7	4	2	1	56	8	5	2	1	1	0	0	0	1	2	0	1	2	0	5	2	.44	36
NS10055V	12541	125	.950043420895442	1.08128807957597	2	-98	2	3	4	2006	0	1	-91	1	-91	2	3	1	1	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	2312	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	1	0	1	0	0	0	7	-91	-98	2	1	-98	-98	1	1	6	-98	6	-98	4.1	-98	4.1	-98	4.1	2	-98	2	-98	2	1	-98	-98	1	1	-98	-98	1	-98	2	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	7	7	47	6	4	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	47	6	4	1	1	-98	-98	-98	-98	-98	2	0	1	1	0	1	0	4	1	1	6	3	.05	6
NS10056W	11450	114	.983598335438273	1.10767280336133	2	3	2	5	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	3	-91	-91	-91	2314	-91	-91	-91	1	2	1	-91	-91	3566	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	1	3	2	1	1	1	1	1	6	7	6	7	4.1	4.1	4.1	4.1	4.1	2	2	2	2	2	1	1	1	1	1	1	1	1	3	2	1	1	0	0	0	0	1	1	1	1	1	1	1	1	12	12	44	5	3	2	2	1	8	43	5	3	2	1	1	8	44	5	3	2	1	43	5	3	2	1	3	0	1	1	1	2	0	1	2	2	5	2	.05	5
NS10058Y	12521	125	.984122372447545	.386912994093082	2	3	2	7	4	2006	0	1	-91	1	-91	2	1	1	2	3	2	2	-91	-91	-91	-91	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	1	-91	-91	-91	5319	-91	-91	-91	10	-91	-91	-91	-91	-91	-91	-91	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	2	2	3	1	6	1	6	1	7	-91	-91	7	12.4	14.3	14.3	12.4	12.4	6	8	8	6	6	1	3	1	3	1	2	1	2	-91	5	1	1	0	0	0	0	4	9	4	9	4	9	4	9	-1	-1	53	7	4	2	1	1	8	43	5	3	2	2	1	8	43	5	3	2	1	53	7	4	2	1	3	0	0	1	2	2	0	1	2	4	5	3	.34	45
