NSID	W8CHID	W8NCHSEX	W8NCHDOBM	W8NCHDOBY	W8NCHRAGE	W8DNCHRAGE	W8NCHREL	W8NCHRELP	W8PARNAME	W8PARDOBM	W8PARDOBY	W8PARAGE	W8DPARAGE	W8NCHPRES	W8NCHEVLV	W8CHDLIVE	W8ABCHG91	W8COPA	W8SEOF
NS16709Q	3	2	7	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16709Q	4	1	-9	-9	6	6	5	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16709Q	5	2	-9	-9	5	5	5	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16712C	1	2	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16716G	1	1	-9	-9	-9	-9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16720V	1	1	4	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16723Y	1	1	12	2010	-1	4	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS16723Y	2	2	3	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16727C	1	1	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16736W	1	1	8	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16747R	1	2	1	2012	-1	3	1	-1	-1	11	1990	-1	24	1	-1	-1	-1	2	-1
NS16756K	1	1	4	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16765D	1	1	8	2007	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16765D	2	1	5	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16765D	3	2	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16775Y	1	2	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16780M	1	2	9	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16804M	1	1	12	2007	-1	8	1	-1	-1	12	1988	-1	27	1	-1	-1	-1	1	2
NS16804M	2	1	9	2012	-1	3	1	-1	-1	12	1988	-1	27	1	-1	-1	-1	1	2
NS16804M	3	2	8	2016	-1	0	1	-1	-1	1	1983	-1	33	1	-1	-1	-1	1	1
NS16831S	1	2	6	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16838A	1	2	4	2012	-1	4	1	-1	11	-9	-9	24	24	1	-1	-1	-1	2	-1
NS16846S	1	2	2	2006	-1	9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16846S	2	2	3	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16846S	3	1	8	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16846S	4	2	2	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16846S	5	1	10	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16846S	6	2	2	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16846S	7	1	2	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16864E	1	1	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16873Y	1	2	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16884T	1	2	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16888Y	1	1	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16888Y	2	2	-9	-9	5	5	1	2	11	-9	-9	-9	-9	3	2	1	7	-1	-1
NS16895P	1	1	12	2009	-1	6	1	-1	-1	-9	-9	-8	-8	1	-1	-1	-1	1	2
NS16895P	2	2	9	2014	-1	1	1	-1	-1	-9	-9	-8	-8	1	-1	-1	-1	2	-1
NS16899T	1	1	5	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16899T	2	2	6	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16904P	1	1	12	2014	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16911F	1	2	12	2010	-1	5	1	-1	-1	2	1983	-1	33	1	-1	-1	-1	1	3
NS16911F	2	1	3	2013	-1	3	1	-1	-1	5	1983	-1	33	1	-1	-1	-1	1	1
NS16914J	1	2	12	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16925E	1	2	6	2014	-1	1	1	-1	-1	8	1979	-1	36	1	-1	-1	-1	2	-1
NS16950H	1	2	4	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16950H	2	2	5	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16990L	1	1	12	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS17015L	1	1	7	2012	-1	3	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS17015L	2	2	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17015L	3	1	12	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17017N	1	2	4	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17017N	2	2	5	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17028J	1	2	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	3	2	1	1	-1	-1
NS17037C	1	1	8	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17042R	1	1	8	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17063G	1	1	10	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17072A	1	2	12	2013	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS17080S	1	2	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17087A	1	2	10	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17104S	1	2	12	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17105T	1	2	9	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17105T	2	1	7	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17112K	1	2	10	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS17112K	2	1	9	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS17119S	1	1	8	2011	-1	4	1	-1	-1	4	1989	-1	26	1	-1	-1	-1	2	-1
NS17120C	1	2	3	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17128L	1	1	3	2009	-1	7	1	-1	-1	-9	-9	26	26	1	-1	-1	-1	2	-1
NS17128L	2	2	10	2010	-1	5	1	-1	-1	-9	-9	26	26	1	-1	-1	-1	2	-1
NS17133A	1	2	12	2009	-1	5	1	-1	-1	7	1990	-1	25	1	-1	-1	-1	1	2
NS17139G	1	2	-9	-9	-9	-9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17164K	1	2	6	2013	-1	3	1	-1	-9	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS17167N	1	2	6	2007	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17167N	2	1	7	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17189E	1	1	-9	-9	-9	-9	3	-1	-1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS17189E	2	2	-9	-9	11	11	3	-1	-1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS17189E	3	2	-9	-9	4	4	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS17190P	1	2	7	2013	-1	2	1	-1	-1	6	1990	-1	25	1	-1	-1	-1	1	1
NS17197X	1	1	3	2007	-1	8	1	2	11	11	1985	-1	30	1	-1	-1	-1	1	1
NS17197X	2	1	2	2011	-1	4	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS17212M	1	2	7	2007	-1	8	1	2	-1	-9	-9	29	29	1	-1	-1	-1	2	-1
NS17212M	2	2	3	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17218T	1	1	1	2012	-1	4	1	-1	-1	4	1982	-1	33	1	-1	-1	-1	1	1
NS17225K	1	1	-9	-9	9	9	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17225K	2	1	4	2007	-1	9	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17225K	3	1	6	2011	-1	4	1	2	-1	-9	-9	26	26	2	-1	-1	1	1	1
NS17226L	1	2	1	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17226L	2	1	2	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17227M	1	2	12	2007	-1	8	1	2	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS17227M	2	2	12	2009	-1	6	1	2	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS17227M	3	2	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17227M	4	1	4	2009	-1	7	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17227M	5	2	10	2007	-1	8	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17231A	1	2	11	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17231A	2	2	4	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17231A	3	1	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17233C	1	2	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17234D	1	2	7	2014	-1	1	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	1	2
NS17239J	1	2	9	2009	-1	6	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS17256V	1	2	9	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17256V	2	1	2	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17270C	1	2	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17289G	1	1	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	3	2	1	7	-1	-1
NS17303W	1	2	6	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17305Y	1	2	6	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17305Y	2	1	6	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17306Z	1	1	4	2011	-1	4	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS17306Z	2	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17310M	1	1	3	2006	-1	10	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	7
NS17314R	1	2	8	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17314R	2	2	12	2014	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17318W	1	1	3	2013	-1	2	1	-1	-1	-9	-9	28	28	3	2	1	3	-1	-1
NS17344A	1	2	6	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17344A	2	1	3	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17355W	1	1	2	2011	-1	4	1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS17355W	2	2	12	2014	-1	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS17360K	1	2	9	2015	-1	0	1	-1	-1	12	1988	-1	27	1	-1	-1	-1	1	1
NS17360K	2	2	2	2012	-1	4	1	-1	-1	1	1984	-1	32	1	-1	-1	-1	2	-1
NS17390T	1	1	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17431E	1	1	1	2008	-1	8	1	-1	-1	-9	-9	32	32	1	-1	-1	-1	1	2
NS17439N	1	2	9	2009	-1	6	1	2	-1	6	1987	-1	29	2	-1	-1	2	1	1
NS17439N	2	1	2	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17440Y	1	2	4	2012	-1	3	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17459C	1	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17460M	1	1	8	2011	-1	4	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS17460M	2	1	1	2015	-1	0	1	-1	1	-1	-1	-1	-1	3	1	1	1	-1	-1
NS17463Q	1	2	6	2006	-1	9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17463Q	2	2	1	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17463Q	3	1	6	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17463Q	4	2	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17463Q	5	2	2	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17472J	1	1	6	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17472J	2	2	6	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17496C	1	2	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17502Z	1	1	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17506D	1	1	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17512T	1	2	3	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17536M	1	2	12	2006	-1	9	1	-1	-1	4	1990	-1	25	1	-1	-1	-1	1	2
NS17583G	1	2	9	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17583G	2	1	1	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17593B	1	2	10	2006	-1	9	1	2	-1	-9	-9	30	30	1	-1	-1	-1	2	-1
NS17593B	2	1	12	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17609J	1	2	10	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17609J	2	1	5	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17609J	3	1	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17622Q	1	2	2	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17640C	1	1	4	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17644G	1	2	8	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17663V	1	2	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17687N	1	2	11	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17694E	1	2	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17694E	2	2	7	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17699K	1	2	10	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17707J	1	1	12	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17707J	2	1	5	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17721R	1	2	10	2007	-1	8	1	2	-1	-9	-9	-8	-8	1	-1	-1	-1	2	-1
NS17721R	2	1	7	2009	-1	6	1	2	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS17721R	3	2	3	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17721R	4	1	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17732M	1	1	9	2011	-1	4	1	-1	-1	5	1990	-1	26	1	-1	-1	-1	1	1
NS17736R	1	2	9	2012	-1	3	5	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17736R	2	2	12	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17742G	1	2	7	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS17746L	1	1	12	2013	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17762W	1	1	12	2010	-1	5	1	-1	-1	12	1986	-1	29	1	-1	-1	-1	4	-1
NS17776V	1	2	7	2006	-1	9	3	1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS17784M	1	2	10	2006	-1	9	1	-1	-1	1	1990	-1	26	1	-1	-1	-1	2	-1
NS17798L	1	1	1	2010	-1	6	1	-1	-1	10	1985	-1	30	1	-1	-1	-1	2	-1
NS17803G	1	1	1	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17803G	2	2	12	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17805J	1	2	6	2012	-1	3	1	-1	-1	5	1987	-1	28	1	-1	-1	-1	1	1
NS17809N	1	1	1	2011	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS17823W	1	1	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17824X	1	1	4	2011	-1	4	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS17824X	2	1	6	2012	-1	3	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS17824X	3	1	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17826Z	1	2	11	2006	-1	9	1	-1	-1	-9	-9	27	27	3	2	1	7	-1	-1
NS17826Z	2	1	12	2011	-1	4	1	-1	-1	10	1990	-1	25	3	2	1	2	-1	-1
NS17830M	1	1	9	2013	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS17832P	1	1	7	2010	-1	5	1	-1	-1	11	1990	-1	25	3	2	1	2	-1	-1
NS17848Q	1	1	1	2010	-1	6	1	2	-1	9	1989	-1	26	1	-1	-1	-1	1	2
NS17848Q	2	2	2	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17863Z	1	2	8	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17863Z	2	1	2	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17868E	1	1	-9	-9	6	6	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS17874V	1	1	4	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17874V	2	2	4	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17875W	1	1	3	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17879A	1	2	5	2012	-1	3	1	-1	-1	-9	-9	25	25	2	-1	-1	1	1	2
NS17901G	1	2	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17901G	2	1	12	2007	-1	8	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS17929E	1	2	-9	-9	-9	-9	1	-1	-1	-9	-9	28	28	3	2	1	4	-1	-1
NS17930P	1	2	12	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17931Q	1	1	7	2007	-1	8	1	-1	-1	-9	-9	-8	-8	1	-1	-1	-1	2	-1
NS17931Q	2	2	7	2013	-1	2	1	-1	-1	-9	-9	25	25	1	-1	-1	-1	2	-1
NS17931Q	3	1	7	2015	-1	0	1	-1	-1	-9	-9	27	27	1	-1	-1	-1	2	-1
NS17942L	1	1	5	2010	-1	6	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS17943M	1	1	5	2013	-1	2	3	1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS17943M	2	2	5	2013	-1	2	3	1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS17958M	1	2	2	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17958M	2	1	11	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17965D	1	2	10	2012	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17965D	2	1	1	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17980M	1	2	2	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17980M	2	2	11	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17995M	1	1	1	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17995M	2	1	10	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17995M	3	2	-9	-9	0	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS17998Q	1	2	-9	-9	7	7	1	2	11	-9	-9	25	25	3	2	1	1	-1	-1
NS17998Q	2	1	11	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18011C	1	1	5	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18012D	1	1	12	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18016H	1	2	7	2011	-1	4	1	-1	-1	-9	-9	23	23	1	-1	-1	-1	2	-1
NS18017J	1	2	4	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18017J	2	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18019L	1	1	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18022Y	1	2	3	2009	-1	7	1	2	1	-1	-1	-1	-1	3	1	1	4	-1	-1
NS18052G	1	2	9	2008	-1	7	1	-1	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS18056L	1	2	7	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18056L	2	2	10	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18057M	1	2	8	2011	-1	4	1	-1	-1	9	1991	-1	24	3	2	1	1	-1	-1
NS18067G	1	1	5	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18067G	2	1	1	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18071V	1	1	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18073X	1	1	1	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18073X	2	1	2	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18093L	1	2	7	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18117L	1	1	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18143Q	1	2	6	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18158Q	1	1	4	2008	-1	7	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18158Q	2	2	6	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18158Q	3	1	11	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18214K	1	2	12	2008	-1	7	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	4
NS18214K	2	1	6	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	4
NS18214K	3	1	1	2015	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	4
NS18230V	1	2	7	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18230V	2	2	5	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18233Y	1	1	-9	-9	1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18239E	1	2	1	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18253M	1	1	11	2008	-1	6	1	2	-1	-9	-9	25	25	1	-1	-1	-1	1	3
NS18253M	2	1	7	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18258S	1	1	12	2007	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18258S	2	1	11	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18258S	3	2	1	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18265J	1	2	1	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18272A	1	1	4	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18272A	2	2	6	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18274C	1	2	2	2010	-1	6	1	2	-1	-9	-9	28	28	1	-1	-1	-1	2	-1
NS18274C	2	2	4	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18274C	3	1	4	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18288B	1	1	12	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS18330X	1	1	9	2005	-1	10	1	-9	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
