NSID	W9RELID	W9NRANY	W9NRLIVEBM	W9NRLIVEBY	W9NRSEX	W9NRDOBM	W9NRDOBY	W9NRAGE	W9CRNOWMA	W9CRWHENMAM	W9CRWHENMAY	W9CRSLIVE	W9CRLIVEPA	W9CRHOWEND	W9WHYEND0A	W9WHYEND0B	W9WHYEND0C	W9WHYEND0D	W9WHYEND0E	W9WHYEND0F	W9WHYEND0G	W9CRSTOPM	W9CRSTOPY	W9CRDIVOR	W9CRDIVWHM	W9CRDIVWHY
NS11398D	2	1	4	2015	1	-9	1956	66	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11399E	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11400W	2	1	3	2014	2	9	1984	38	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11401X	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	4	2018	-1	-1	-1
NS11401X	2	1	11	2021	2	12	1988	33	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11405B	2	1	6	2008	1	12	1988	34	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11409F	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11413T	2	1	10	2019	2	7	1993	28	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	10	2020	-1	-1	-1
NS11413T	3	1	3	2022	2	7	1992	29	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11416X	2	1	6	2019	2	2	1996	26	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11417Y	2	1	9	2016	1	9	1989	33	1	7	2019	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11418Z	2	1	12	2017	1	6	1987	34	1	12	2017	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11420K	2	1	3	2021	1	1	1990	33	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11421L	2	1	9	2018	1	-9	-9	35	1	-9	-9	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11427S	2	1	4	2017	1	11	1986	36	1	5	2018	2	-1	1	1	2	2	2	1	2	2	5	2020	1	12	2021
NS11427S	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11428T	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11429V	2	1	1	2012	1	4	1985	37	1	6	2017	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11431F	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11433H	2	1	6	2012	1	-9	-9	36	1	4	2017	2	-1	1	2	2	2	2	2	2	1	5	2018	1	10	2020
NS11433H	3	1	1	2020	1	7	1987	35	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11436L	2	1	3	2021	2	1	1994	29	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11437M	1	-1	-1	-1	-1	-1	-1	-1	1	9	2017	2	-1	1	1	2	2	2	2	2	2	5	2022	2	-1	-1
NS11437M	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11438N	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11439P	1	-1	-1	-1	-1	-1	-1	-1	1	5	2019	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11440Z	2	1	7	2010	2	3	1990	33	1	8	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11441A	2	1	10	2022	2	8	1991	31	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11443C	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11444D	2	1	7	2019	1	5	1989	33	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11448H	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11451V	2	1	12	2018	1	1	1989	33	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11452W	2	1	8	2020	1	5	1992	30	1	8	2020	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11455Z	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11456A	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11459D	1	-1	-1	-1	-1	-1	-1	-1	1	9	2019	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11466V	2	1	8	2020	2	4	1990	32	1	9	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11470H	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11472K	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11476P	1	-1	-1	-1	-1	-1	-1	-1	1	9	2019	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11477Q	2	1	10	2021	2	11	1991	31	1	5	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11478R	2	1	1	2021	2	11	1990	32	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11479S	2	1	4	2012	1	12	1982	40	1	9	2012	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11480C	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11481D	2	1	3	2020	2	-9	-9	32	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	5	2020	-1	-1	-1
NS11481D	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11486J	2	1	7	2013	1	-9	-9	42	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11487K	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	7	2018	-1	-1	-1
NS11487K	2	1	3	2020	2	2	1994	28	1	4	2022	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11488L	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	9	2022	2	-1	-1
NS11488L	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11489M	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11490X	2	1	9	2017	2	10	1990	32	1	9	2017	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11495C	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11496D	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11497E	2	1	8	2019	2	2	1988	35	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11500Y	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11501Z	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11503B	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11507F	2	1	11	2016	1	8	1989	33	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11508G	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	1	1	2	2	2	2	2	2	6	2018	-1	-1	-1
NS11508G	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11509H	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11510S	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11511T	2	1	10	2017	1	5	1984	38	2	6	2017	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11512V	2	1	7	2019	2	8	1984	37	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11513W	2	1	8	2016	1	11	1989	33	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11514X	2	1	2	2017	1	7	1991	31	1	5	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11520M	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	1	2	2	10	2016	-1	-1	-1
NS11520M	2	1	4	2018	1	12	1989	32	1	5	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11527V	2	1	4	2017	1	10	1988	34	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11531H	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11533K	1	-1	-1	-1	-1	-1	-1	-1	1	3	2017	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11534L	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11535M	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11537P	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	2	2018	-1	-1	-1
NS11537P	2	1	9	2018	1	2	1972	51	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11539R	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11541C	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11542D	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11543E	2	1	8	2019	1	5	1989	33	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11547J	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11549L	2	1	7	2021	2	4	1990	32	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11550W	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11552Y	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11556C	2	1	9	2018	1	8	1988	34	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11558E	2	1	1	2018	1	1	1990	32	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	10	2020	-1	-1	-1
NS11558E	3	1	11	2021	1	4	1985	37	3	-1	-1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	4	2022	-1	-1	-1
NS11558E	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11560Q	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11561R	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	4	2019	-1	-1	-1
NS11561R	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11564V	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11566X	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	2	2	2	2	1	2	2	10	2017	-1	-1	-1
NS11566X	2	1	9	2021	1	4	1988	35	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	3	2023	-1	-1	-1
NS11566X	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11568Z	2	1	5	2018	1	3	1990	32	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11570K	2	1	6	-8	2	9	1986	36	1	8	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11572M	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	9	2016	-1	-1	-1
NS11572M	2	1	5	2017	1	2	1988	34	3	-1	-1	2	-1	1	2	2	2	1	2	2	2	6	2020	-1	-1	-1
NS11572M	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11580E	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11581F	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11583H	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11585K	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11588N	2	1	6	2008	1	4	1990	32	3	-1	-1	2	-1	1	1	2	2	2	1	2	2	7	2010	-1	-1	-1
NS11588N	3	1	9	2011	1	9	1992	30	1	9	2012	2	-1	1	1	1	2	2	2	1	2	8	2013	1	1	2014
NS11588N	4	1	10	2013	1	11	1972	49	1	5	2016	2	-1	1	1	2	2	2	2	2	2	8	2021	1	2	2022
NS11588N	5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11590Z	2	1	6	2020	2	9	1991	31	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11592B	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11594D	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11598H	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	8	2020	-1	-1	-1
NS11598H	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11601B	2	1	3	2019	2	2	1981	41	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11602C	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	1	1	2	2	2	2	2	2	4	2018	1	8	2018
NS11602C	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11603D	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11608J	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11613Y	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11614Z	2	1	2	2021	2	6	1992	29	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11616B	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11617C	2	1	3	2010	2	6	1991	31	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11618D	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11619E	2	1	9	2017	2	3	1990	32	1	3	2018	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11621Q	2	1	8	2020	1	4	1986	36	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11622R	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11624T	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11625V	2	1	1	2017	1	-9	-9	35	3	-1	-1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-9	-9	-1	-1	-1
NS11625V	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11627X	2	1	7	2016	2	4	1990	32	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	1	2020	-1	-1	-1
NS11627X	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11630J	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11631K	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11634N	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11635P	1	-1	-1	-1	-1	-1	-1	-1	1	8	2018	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11636Q	2	1	10	2018	2	10	1996	26	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11639T	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	8	2019	-1	-1	-1
NS11639T	2	1	3	2021	2	12	1990	32	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11640D	2	1	5	2010	1	1	1989	33	1	8	2020	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11643G	2	1	10	2019	1	4	1986	36	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11644H	2	1	5	2016	1	12	1979	42	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11646K	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11648M	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11650Y	1	1	5	2017	2	-1	-1	-1	3	-1	-1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11651Z	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11652A	2	1	4	2017	2	7	1991	31	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11653B	1	-1	-1	-1	-1	-1	-1	-1	1	8	2017	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11659H	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	3	2018	-1	-1	-1
NS11659H	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11660S	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11661T	2	1	3	2017	1	4	1989	34	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	12	2017	-1	-1	-1
NS11661T	3	1	6	2019	1	5	1989	34	1	10	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11662V	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11663W	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11667A	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11669C	2	1	4	2017	2	-8	1989	33	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	1	2019	-1	-1	-1
NS11669C	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11671N	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11673Q	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11674R	2	1	-8	-8	2	7	1993	29	1	4	2016	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11675S	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11676T	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11677V	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11679X	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11681H	2	1	12	2017	2	9	1989	33	3	-1	-1	2	-1	1	2	2	2	2	2	2	1	1	2020	-1	-1	-1
NS11681H	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11682J	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	1	2	2	2	2	2	2	1	7	2019	1	10	2021
NS11682J	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11683K	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11685M	2	1	9	2018	1	5	1991	30	1	9	2018	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11690B	1	-1	-1	-1	-1	-1	-1	-1	1	12	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11692D	2	1	9	2020	2	5	1990	31	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	1	2022	-1	-1	-1
NS11692D	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11694F	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	1	1	2	2	2	2	2	2	7	2017	-1	-1	-1
NS11694F	2	1	2	2019	2	3	1993	29	1	4	2021	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
NS11696H	2	1	10	2018	1	12	1989	32	1	10	2018	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
