NSID	W8BENID	W8BENA	W8BENP2	W8BENA3	W8BENW
NS22678B	22	130	1	-1	130
NS22678B	23	170	1	-1	170
NS22678B	28	191	4	2	95
NS22678B	29	100	2	-1	23
NS22683Q	22	42	1	-1	42
NS22695M	21	137	2	-1	31
NS22695M	22	45	2	-1	10
NS22695M	23	500	2	-1	115
NS22695M	28	-9	-9	-1	-1
NS22697P	21	27	4	1	27
NS22711D	21	41	4	1	41
NS22711D	22	130	4	2	65
NS22711D	23	70	4	2	35
NS22713F	21	84	2	-1	19
NS22728F	4	-9	-8	-1	-1
NS22735X	4	-9	-9	-1	-1
NS22749W	2	112	1	-1	112
NS22749W	4	100	1	-1	100
NS22749W	21	34	1	-1	34
NS22749W	23	-8	-8	-1	-1
NS22749W	28	450	2	-1	103
NS22752H	1	100	1	-1	100
NS22755L	21	82	2	-1	18
NS22755L	25	580	2	-1	133
NS22764E	21	20	1	-1	20
NS22767H	21	80	2	-1	18
NS22770V	21	-8	-8	-1	-1
NS22770V	22	-8	-8	-1	-1
NS22770V	23	-8	-8	-1	-1
NS22771W	21	83	2	-1	19
NS22782R	21	132	4	5	30
NS22782R	23	100	4	1	100
NS22785V	21	-9	-9	-1	-1
NS22787X	21	80	2	-1	18
NS22787X	22	250	2	-1	57
NS22787X	23	80	2	-1	18
NS22787X	28	170	2	-1	39
NS22787X	29	10	2	-1	2
NS22788Y	2	146	4	2	73
NS22788Y	4	146	4	2	73
NS22799T	8	250	2	-1	57
NS22812G	21	20	1	-1	20
NS22851J	21	88	2	-1	20
NS22852K	2	200	2	-1	46
NS22852K	21	35	1	-1	35
NS22852K	23	60	1	-1	60
NS22852K	28	565	2	-1	130
NS22852K	29	18	2	-1	4
NS22864G	21	82	4	1	82
NS22865H	21	70	1	-1	70
NS22865H	22	0	1	-1	0
NS22865H	23	0	1	-1	0
NS22867K	21	20	2	-1	4
NS22867K	22	60	2	-1	13
NS22867K	23	60	-8	-1	-8
NS22871Y	21	48	1	-1	48
NS22871Y	23	808	4	4	202
NS22871Y	28	234	4	2	117
NS22871Y	29	-8	-8	-1	-1
NS22892N	21	21	1	-1	21
NS22892N	22	107	1	-1	107
NS22892N	23	0	1	-1	0
NS22893P	21	80	2	-1	18
NS22893P	23	-8	-8	-1	-1
NS22898V	28	0	-8	-1	-8
NS22898V	29	20	2	-1	4
NS22899W	21	113	2	-1	26
NS22899W	22	-8	-8	-1	-1
NS22899W	23	-8	-8	-1	-1
NS22905S	2	74	1	-1	74
NS22905S	21	83	2	-1	19
NS22905S	23	60	1	-1	60
NS22916N	2	80	4	5	18
NS22917P	21	-8	1	-1	-1
NS22917P	28	-8	-8	-1	-1
NS22925G	28	8	1	-1	8
NS22925G	29	300	3	-1	5
NS22959V	21	21	4	1	21
NS22959V	23	0	4	15	-8
NS22965K	21	23	1	-1	23
NS22965K	22	20	1	-1	20
NS22965K	23	22	1	-1	22
NS22965K	28	360	2	-1	83
NS22965K	29	3	2	-1	0
NS22967M	21	20	1	-1	20
NS22969P	21	21	1	-1	21
NS22969P	23	40	1	-1	40
NS22977G	1	300	2	-1	69
NS22981V	21	-9	-9	-1	-1
NS22994S	23	75	1	-1	75
NS22996V	4	374	4	2	187
NS22996V	7	104	1	-1	104
NS22996V	28	700	2	-1	161
NS22996V	29	0	-8	-1	-8
NS23012K	21	60	2	-1	13
NS23014M	21	27	2	-1	6
NS23027K	21	35	1	-1	35
NS23036D	21	80	2	-1	18
NS23036D	22	20	1	-1	20
NS23036D	23	60	1	-1	60
NS23043V	7	280	2	-1	64
NS23043V	13	78	4	5	18
NS23043V	22	78	2	-1	18
NS23043V	28	75	2	-1	17
NS23043V	29	30	2	-1	6
NS23059W	21	20	1	-1	20
NS23059W	22	7	4	1	7
NS23059W	23	-8	4	1	-1
NS23076G	21	20	1	-1	20
NS23113N	21	20	1	-1	20
NS23113N	22	120	1	-1	120
NS23113N	23	-8	-8	-1	-1
NS23113N	28	80	1	-1	80
NS23113N	29	-8	-8	-1	-1
NS23115Q	2	22	1	-1	22
NS23115Q	21	192	2	-1	44
NS23115Q	23	157	1	-1	157
NS23115Q	28	420	4	5	96
NS23115Q	29	800	3	-1	15
NS23118T	21	240	4	4	60
NS23130Z	28	82	4	2	41
NS23140T	2	70	1	-1	70
NS23140T	21	20	1	-1	20
NS23151P	21	137	4	4	34
NS23158X	21	35	1	-1	35
NS23158X	22	40	1	-1	40
NS23158X	23	170	1	-1	170
NS23162K	21	32	1	-1	32
NS23169S	21	155	4	4	38
NS23187E	2	-9	-9	-1	-1
NS23187E	21	68	-9	-1	-8
NS23187E	23	-9	-9	-1	-1
NS23187E	28	-9	-9	-1	-1
NS23187E	29	-9	-9	-1	-1
NS23199B	21	137	4	4	34
NS23199B	23	65	4	4	16
NS23206Z	7	44	1	-1	44
NS23207A	4	218	4	2	109
NS23234F	21	-9	-9	-1	-1
NS23234F	22	-9	-9	-1	-1
NS23243Z	21	20	1	-1	20
NS23243Z	22	58	1	-1	58
NS23243Z	23	63	1	-1	63
NS23243Z	28	30	1	-1	30
NS23245B	27	590	2	-1	136
NS23251R	28	400	2	-1	92
NS23269V	21	20	1	-1	20
NS23274J	7	559	2	-1	129
NS23274J	22	473	2	-1	109
NS23274J	28	412	2	-1	95
NS23274J	29	-8	-8	-1	-1
NS23282B	1	140	4	2	70
NS23284D	2	440	2	-1	101
NS23284D	4	200	2	-1	46
NS23284D	6	220	2	-1	50
NS23284D	7	400	2	-1	92
NS23284D	21	360	2	-1	83
NS23284D	22	20	1	-1	20
NS23284D	23	360	2	-1	83
NS23284D	28	450	2	-1	103
NS23284D	29	80	2	-1	18
NS23290T	21	112	2	-1	25
NS23290T	23	117	1	-1	117
NS23290T	28	400	2	-1	92
NS23290T	29	20	2	-1	4
NS23307C	21	80	4	4	20
NS23307C	22	100	4	4	25
NS23307C	23	150	4	4	37
NS23308D	21	48	1	-1	48
NS23308D	23	81	1	-1	81
NS23314T	4	295	4	2	147
NS23314T	6	65	1	-1	65
NS23314T	7	220	2	-1	50
NS23314T	28	-8	-8	-1	-1
NS23314T	29	12	2	-1	2
NS23336K	2	146	4	2	73
NS23336K	21	34	1	-1	34
NS23336K	23	121	1	-1	121
NS23336K	28	256	4	2	128
NS23336K	29	10	1	-1	10
NS23341Z	25	580	4	4	145
NS23341Z	27	580	4	4	145
NS23380B	21	137	4	4	34
NS23380B	23	137	4	4	34
NS23396C	21	132	2	-1	30
NS23396C	23	127	1	-1	127
NS23397D	21	34	1	-1	34
NS23397D	22	38	1	-1	38
NS23397D	23	116	1	-1	116
NS23397D	28	406	2	-1	93
NS23406D	21	137	2	-1	31
NS23406D	23	52	1	-1	52
NS23407E	21	20	1	-1	20
NS23431G	21	60	2	-1	13
NS23435L	23	83	2	-1	19
NS23437N	2	101	4	2	50
NS23437N	21	33	1	-1	33
NS23437N	23	113	1	-1	113
NS23437N	28	1150	2	-1	265
NS23437N	29	102	2	-1	23
NS23439Q	21	82	4	4	20
NS23442C	21	80	2	-1	18
NS23452X	7	86	1	-1	86
NS23473M	21	82	2	-1	18
NS23473M	23	63	1	-1	63
NS23516A	21	20	1	-1	20
NS23516A	22	70	1	-1	70
NS23516A	23	65	1	-1	65
NS23523R	21	82	4	4	20
NS23524S	21	80	4	5	18
NS23526V	21	-8	-8	-1	-1
NS23526V	22	-8	-9	-1	-1
NS23526V	23	-8	-8	-1	-1
NS23536P	21	-8	-8	-1	-1
NS23549M	21	80	4	4	20
NS23556D	21	80	2	-1	18
NS23563V	28	200	4	5	46
NS23563V	29	-8	-8	-1	-1
NS23575R	21	135	2	-1	31
NS23575R	23	80	1	-1	80
NS23605G	1	142	4	2	71
NS23611X	21	21	1	-1	21
NS23611X	22	31	1	-1	31
NS23611X	23	56	1	-1	56
NS23611X	28	43	1	-1	43
NS23611X	29	9	1	-1	9
NS23615B	21	70	4	5	16
NS23618E	21	80	2	-1	18
NS23627Y	21	20	1	-1	20
NS23627Y	22	67	1	-1	67
NS23627Y	23	234	2	-1	54
NS23629A	7	560	2	-1	129
NS23629A	28	400	2	-1	92
NS23629A	29	-8	-8	-1	-1
NS23634P	21	160	4	1	160
NS23634P	23	48	4	1	48
NS23647M	21	82	4	4	20
NS23647M	23	63	1	-1	63
NS23655E	21	47	1	-1	47
NS23655E	22	450	4	4	112
NS23655E	23	0	4	4	0
NS23678X	21	33	4	1	33
NS23682K	21	-8	-8	-1	-1
NS23687Q	21	34	1	-1	34
NS23702F	4	240	4	2	120
NS23714C	21	130	4	4	32
NS23714C	23	20	1	-1	20
NS23736T	21	80	2	-1	18
NS23736T	22	250	2	-1	57
NS23736T	23	255	2	-1	58
NS23739X	2	73	4	1	73
NS23739X	21	137	4	4	34
NS23739X	23	116	1	-1	116
NS23739X	28	222	4	2	111
NS23739X	29	0	-8	-1	-8
NS23743K	21	30	1	-1	30
NS23759L	21	80	4	4	20
NS23766C	21	81	4	4	20
NS23774V	1	145	4	2	72
NS23779A	21	30	1	-1	30
NS23784P	2	71	1	-1	71
NS23784P	21	20	1	-1	20
NS23784P	23	545	3	-1	10
NS23785Q	2	182	2	-1	42
NS23785Q	6	62	1	-1	62
NS23785Q	21	20	1	-1	20
NS23785Q	23	122	1	-1	122
NS23785Q	28	113	1	-1	113
NS23785Q	29	-8	-8	-1	-1
NS23786R	21	34	1	-1	34
NS23786R	23	116	1	-1	116
NS23786R	28	77	1	-1	77
NS23786R	29	425	3	-1	8
NS23793H	1	114	1	-1	114
NS23802H	4	120	1	-1	120
NS23802H	7	-8	-8	-1	-1
NS23807N	3	-9	4	1	-1
NS23807N	5	166	2	-1	38
NS23807N	6	55	1	-1	55
NS23807N	7	177	2	-1	40
NS23813D	21	-8	-8	-1	-1
NS23813D	23	-8	-8	-1	-1
NS23813D	28	-8	-8	-1	-1
NS23814E	21	80	2	-1	18
NS23816G	2	250	2	-1	57
NS23816G	3	34	1	-1	34
NS23816G	7	260	2	-1	60
NS23816G	28	86	1	-1	86
NS23816G	29	-8	1	-1	-1
NS23822X	21	82	2	-1	18
NS23822X	23	139	1	-1	139
NS23828D	18	108	2	-1	24
NS23833S	21	32	1	-1	32
NS23833S	23	200	4	5	46
NS23843M	28	20	1	-1	20
NS23843M	29	-8	1	-1	-1
NS23848S	21	110	2	-1	25
NS23850D	4	150	1	-1	150
NS23851E	21	250	2	-1	57
NS23851E	22	50	2	-1	11
NS23851E	23	250	2	-1	57
NS23857L	21	80	4	4	20
NS23857L	22	60	1	-1	60
NS23857L	23	60	1	-1	60
NS23857L	28	6	4	4	1
NS23857L	29	20	2	-1	4
NS23865D	21	80	2	-1	18
NS23868G	21	81	4	2	40
NS23876Z	7	-9	-9	-1	-1
NS23892J	22	2	1	-1	2
NS23894L	21	80	2	-1	18
NS23894L	22	50	1	-1	50
NS23894L	23	50	1	-1	50
NS23894L	28	100	2	-1	23
NS23894L	29	11	2	-1	2
NS23919M	21	34	1	-1	34
NS23919M	22	134	2	-1	30
NS23919M	23	34	1	-1	34
NS23920X	7	300	4	4	75
NS23920X	21	218	4	4	54
NS23931S	3	130	4	2	65
NS23931S	4	210	2	-1	48
NS23931S	5	180	1	-1	180
NS23931S	6	100	1	-1	100
NS23931S	7	280	4	2	140
NS23934W	30	-8	-8	-1	-1
NS23948V	21	80	2	-1	18
NS23964E	21	137	2	-1	31
NS23964E	23	43	2	-1	9
NS23969K	21	44	1	-1	44
NS23969K	28	44	1	-1	44
NS23969K	29	-9	-9	-1	-1
NS23972X	21	20	1	-1	20
NS23992L	21	86	2	-1	19
NS23992L	23	500	2	-1	115
NS23995P	21	140	4	5	32
NS23998S	1	114	4	1	114
NS23998S	21	48	4	1	48
NS23998S	23	167	4	1	167
NS24001K	1	146	4	2	73
NS24004N	30	250	4	4	62
NS24017L	4	220	4	2	110
NS24017L	7	630	4	4	157
NS24017L	28	358	2	-1	82
NS24017L	29	100	2	-1	23
NS24019N	21	80	2	-1	18
NS24020Y	21	80	4	12	1
NS24022A	2	250	4	2	125
NS24022A	4	250	4	2	125
NS24022A	7	220	2	-1	50
NS24023B	2	84	4	2	42
NS24023B	21	47	1	-1	47
NS24023B	23	174	4	1	174
NS24023B	28	378	2	-1	87
NS24023B	29	90	4	1	90
NS24032V	21	137	2	-1	31
NS24032V	23	151	1	-1	151
NS24032V	28	850	2	-1	196
NS24032V	29	-8	-8	-1	-1
NS24034X	7	54	1	-1	54
NS24034X	22	85	1	-1	85
NS24053K	21	-8	-8	-1	-1
NS24054L	21	1000	2	-1	230
NS24054L	23	100	1	-1	100
NS24061C	21	80	2	-1	18
NS24070W	21	48	4	4	12
NS24070W	22	240	1	-1	240
NS24070W	23	0	1	-1	0
NS24070W	28	51	1	-1	51
NS24070W	29	8	1	-1	8
NS24071X	1	260	4	2	130
NS24071X	28	72	1	-1	72
NS24071X	29	7	1	-1	7
NS24071X	30	450	4	4	112
NS24072Y	21	82	4	4	20
NS24077D	2	62	4	2	31
NS24079F	2	140	4	2	70
NS24079F	21	64	1	-1	64
NS24079F	23	20	1	-1	20
NS24079F	28	350	2	-1	80
NS24079F	29	82	2	-1	18
NS24085W	22	10	1	-1	10
NS24100L	21	82	2	-1	18
NS24106S	21	83	4	4	20
NS24106S	22	419	4	4	104
NS24106S	23	323	4	4	80
NS24111G	21	136	4	4	34
NS24111G	22	283	4	1	283
NS24111G	23	0	4	4	0
NS24111G	28	11	1	-1	11
NS24125F	21	-9	-9	-1	-1
NS24127H	21	20	1	-1	20
NS24127H	23	50	1	-1	50
NS24135A	21	135	4	4	33
NS24135A	23	9	1	-1	9
NS24145V	4	126	1	-1	126
NS24145V	7	84	1	-1	84
NS24184X	21	80	2	-1	18
NS24184X	22	80	2	-1	18
NS24184X	23	80	2	-1	18
NS24190M	21	21	4	1	21
NS24190M	22	264	4	4	66
NS24190M	23	335	4	5	77
NS24208X	18	-8	-8	-1	-1
NS24210H	21	33	1	-1	33
NS24235C	2	146	2	-1	33
NS24239G	1	146	4	2	73
NS24246Y	21	21	1	-1	21
NS24246Y	22	60	1	-1	60
NS24246Y	23	60	1	-1	60
NS24246Y	28	51	1	-1	51
NS24246Y	29	100	2	-1	23
NS24247Z	7	-9	-9	-1	-1
NS24247Z	13	-9	-9	-1	-1
NS24247Z	21	-9	-9	-1	-1
NS24247Z	22	-9	-9	-1	-1
NS24247Z	23	-9	-9	-1	-1
NS24258V	4	210	4	2	105
NS24258V	21	20	1	-1	20
NS24258V	23	61	1	-1	61
NS24262H	21	80	2	-1	18
NS24263J	21	70	2	-1	16
NS24269Q	7	500	4	4	125
NS24276G	4	100	1	-1	100
NS24276G	7	296	4	4	74
NS24276G	28	-8	-8	-1	-1
NS24298Y	2	91	4	2	45
NS24298Y	30	62	1	-1	62
NS24312M	1	139	4	2	69
NS24312M	28	150	4	2	75
NS24312M	29	0	4	2	0
NS24318T	21	19	1	-1	19
NS24319V	22	19	4	4	4
NS24359Y	2	-8	1	-1	-1
NS24361J	21	35	1	-1	35
NS24365N	23	-8	-8	-1	-1
NS24368R	7	307	2	-1	70
NS24372E	21	80	2	-1	18
NS24372E	22	72	3	-1	1
NS24372E	23	250	4	4	62
NS24374G	21	80	4	4	20
NS24378L	14	-8	-8	-1	-1
NS24378L	18	-8	-8	-1	-1
NS24388F	21	34	2	-1	7
NS24388F	22	10	2	-1	2
NS24388F	23	96	2	-1	22
NS24394W	21	82	4	4	20
NS24396Y	2	146	2	-1	33
NS24396Y	21	82	4	4	20
NS24396Y	28	98	1	-1	98
NS24396Y	29	820	4	12	15
NS24398A	21	32	1	-1	32
NS24398A	22	30	1	-1	30
NS24398A	23	160	1	-1	160
NS24398A	28	40	1	-1	40
NS24398A	29	17	1	-1	17
NS24399B	21	134	2	-1	30
NS24399B	22	490	2	-1	113
NS24403W	4	327	4	2	163
NS24403W	7	303	2	-1	69
NS24403W	28	120	1	-1	120
NS24417V	21	20	1	-1	20
NS24419X	21	47	1	-1	47
NS24419X	23	152	1	-1	152
NS24419X	28	82	1	-1	82
NS24422J	21	82	4	5	18
NS24433E	21	82	2	-1	18
NS24433E	23	151	4	4	37
NS24443Z	21	83	2	-1	19
NS24443Z	22	44	1	-1	44
NS24443Z	23	248	2	-1	57
NS24443Z	28	37	1	-1	37
NS24443Z	29	7	1	-1	7
NS24446C	21	20	1	-1	20
NS24446C	23	31	4	1	31
NS24449F	21	33	4	1	33
NS24449F	22	137	4	1	137
NS24449F	23	0	4	1	0
NS24453T	21	20	1	-1	20
NS24464P	21	-9	-9	-1	-1
NS24480Z	2	100	4	2	50
NS24480Z	21	33	1	-1	33
NS24480Z	23	87	1	-1	87
NS24480Z	28	115	1	-1	115
NS24480Z	29	20	1	-1	20
NS24491V	21	82	2	-1	18
NS24501W	7	300	4	4	75
NS24505A	2	60	4	1	60
NS24505A	21	170	4	1	170
NS24505A	23	170	4	1	170
NS24505A	28	220	4	2	110
NS24505A	29	-8	-8	-1	-1
NS24506B	2	106	4	2	53
NS24506B	21	20	1	-1	20
NS24506B	23	60	1	-1	60
NS24506B	28	240	4	2	120
NS24506B	29	0	4	15	-8
NS24515V	21	137	4	4	34
NS24515V	23	72	1	-1	72
NS24533G	3	250	4	2	125
NS24533G	4	0	4	2	0
NS24533G	28	50	4	1	50
NS24533G	29	0	1	-1	0
NS24541Z	21	80	4	5	18
NS24549H	21	34	1	-1	34
NS24549H	23	37	1	-1	37
NS24551T	2	118	4	2	59
NS24551T	21	48	1	-1	48
NS24551T	23	167	1	-1	167
NS24551T	28	223	4	2	111
NS24551T	29	-8	-8	-1	-1
NS24588K	21	83	2	-1	19
NS24608F	21	80	2	-1	18
NS24613V	2	70	4	2	35
NS24613V	21	64	1	-1	64
NS24613V	23	-8	1	-1	-1
NS24624Q	21	82	2	-1	18
NS24624Q	22	30	1	-1	30
NS24624Q	23	63	1	-1	63
NS24624Q	28	127	2	-1	29
NS24624Q	29	56	3	-1	1
NS24634K	21	130	2	-1	30
NS24636M	21	80	4	4	20
NS24636M	23	103	1	-1	103
NS24636M	28	79	1	-1	79
NS24636M	29	-8	-8	-1	-1
NS24646G	21	34	4	1	34
NS24646G	23	195	4	1	195
NS24651W	21	81	4	4	20
NS24662R	3	-8	-8	-1	-1
NS24664T	21	20	4	1	20
NS24667X	21	-8	-8	-1	-1
NS24687L	21	20	4	1	20
NS24687L	22	130	4	1	130
NS24687L	28	25	4	1	25
NS24687L	29	20	2	-1	4
NS24737Q	4	300	4	2	150
NS24737Q	7	400	4	4	100
NS24746J	2	91	4	2	45
NS24746J	6	62	1	-1	62
NS24750X	21	31	1	-1	31
NS24750X	22	60	1	-1	60
NS24750X	23	65	1	-1	65
NS24762T	2	16	1	-1	16
NS24762T	21	34	1	-1	34
NS24762T	23	198	1	-1	198
NS24762T	28	89	1	-1	89
NS24762T	29	94	2	-1	21
NS24763V	4	250	4	2	125
NS24763V	7	559	4	4	139
NS24787N	4	-8	-8	-1	-1
NS24787N	7	-8	-8	-1	-1
NS24789Q	1	100	2	-1	23
NS24794E	21	126	2	-1	29
NS24801C	1	74	1	-1	74
NS24801C	21	20	1	-1	20
NS24801C	23	63	1	-1	63
NS24806H	21	100	2	-1	23
NS24808K	21	12	1	-1	12
NS24808K	23	12	4	1	12
NS24813Z	2	-8	-8	-1	-1
NS24813Z	21	-8	-8	-1	-1
NS24816C	2	-8	-8	-1	-1
NS24816C	21	-8	-8	-1	-1
NS24816C	23	-8	-8	-1	-1
NS24816C	28	-8	2	-1	-1
NS24816C	29	-8	-8	-1	-1
NS24817D	21	20	1	-1	20
NS24827Y	21	80	2	-1	18
NS24834P	7	80	4	4	20
NS24834P	21	42	4	1	42
NS24834P	22	70	4	1	70
NS24834P	23	140	4	1	140
NS24834P	28	93	4	1	93
NS24834P	29	20	4	1	20
NS24848N	21	80	2	-1	18
NS24848N	23	60	1	-1	60
NS24851A	30	7000	3	-1	134
NS24862W	21	41	4	1	41
NS24862W	23	91	4	1	91
NS24870N	28	-8	-8	-1	-1
NS24870N	29	-8	-8	-1	-1
NS24871P	1	110	4	2	55
NS24877W	21	44	4	1	44
NS24877W	23	44	4	1	44
NS24882K	21	82	2	-1	18
NS24884M	4	250	4	2	125
NS24884M	7	165	4	4	41
NS24887Q	23	21	1	-1	21
NS24897K	21	100	2	-1	23
NS24897K	23	200	2	-1	46
NS24903G	21	21	1	-1	21
NS24907L	21	21	1	-1	21
NS24907L	22	70	1	-1	70
NS24907L	23	70	1	-1	70
NS24935S	21	-8	-8	-1	-1
NS24935S	22	200	2	-1	46
NS24935S	23	-8	-8	-1	-1
NS24935S	28	200	2	-1	46
NS24936T	1	145	4	2	72
NS24947P	21	130	2	-1	30
NS24947P	23	187	2	-1	43
NS24963Z	23	-8	-8	-1	-1
NS24965B	4	-8	-8	-1	-1
NS24965B	7	-8	-8	-1	-1
NS24968E	21	82	4	4	20
NS24968E	22	297	4	5	68
NS24968E	23	691	4	5	159
NS24976X	3	0	2	-1	0
NS24976X	7	0	4	2	0
NS24978Z	21	80	2	-1	18
NS24978Z	23	200	2	-1	46
NS24995K	21	142	2	-1	32
NS25012B	21	292	4	4	73
NS25012B	23	-9	-9	-1	-1
NS25012B	28	-9	-9	-1	-1
NS25012B	29	-9	-9	-1	-1
NS25012B	30	-9	-9	-1	-1
NS25021V	2	250	4	2	125
NS25021V	21	34	4	1	34
NS25021V	23	117	4	1	117
NS25021V	28	73	4	1	73
NS25021V	29	-8	-8	-1	-1
NS25026A	22	182	2	-1	42
NS25043L	29	25	4	9	4
NS25045N	21	80	2	-1	18
NS25055H	2	52	4	2	26
NS25055H	21	20	4	1	20
NS25055H	28	123	4	1	123
NS25055H	29	-8	-8	-1	-1
NS25079B	21	20	1	-1	20
NS25079B	22	-8	-8	-1	-1
NS25079B	23	-8	-8	-1	-1
NS25079B	28	-8	-8	-1	-1
NS25079B	29	-8	-8	-1	-1
NS25084Q	21	-9	-9	-1	-1
NS25084Q	23	-9	-9	-1	-1
NS25087T	18	277	2	-1	63
NS25089W	21	80	2	-1	18
NS25089W	22	18	1	-1	18
NS25103K	21	82	2	-1	18
NS25103K	23	82	2	-1	18
NS25113E	21	20	1	-1	20
NS25114F	2	146	4	2	73
NS25114F	21	80	2	-1	18
NS25114F	23	65	1	-1	65
NS25114F	28	460	2	-1	106
NS25114F	29	115	2	-1	26
NS25118K	7	-9	-9	-1	-1
NS25148T	14	12	2	-1	2
NS25151F	21	20	1	-1	20
NS25152G	21	133	4	4	33
NS25163C	21	80	2	-1	18
NS25175Z	21	-8	-8	-1	-1
NS25175Z	30	-8	-8	-1	-1
NS25183R	2	131	4	2	65
NS25183R	21	20	1	-1	20
NS25183R	23	69	1	-1	69
NS25183R	28	228	4	2	114
NS25183R	29	-8	-8	-1	-1
NS25190H	21	17	1	-1	17
NS25190H	22	70	1	-1	70
NS25190H	23	70	1	-1	70
NS25190H	28	17	1	-1	17
NS25190H	29	20	2	-1	4
NS25193L	21	137	4	4	34
NS25196P	21	20	1	-1	20
NS25200J	2	146	4	2	73
NS25200J	21	20	1	-1	20
NS25200J	23	64	1	-1	64
NS25200J	28	113	1	-1	113
NS25200J	29	-8	-8	-1	-1
NS25201K	21	100	2	-1	23
NS25201K	22	-8	1	-1	-1
NS25201K	23	-8	-8	-1	-1
NS25205P	21	180	4	4	45
NS25205P	22	30	1	-1	30
NS25205P	23	-8	-8	-1	-1
NS25218M	1	84	1	-1	84
NS25219N	21	136	4	4	34
NS25219N	22	100	4	4	25
NS25225D	21	80	2	-1	18
NS25241N	21	20	1	-1	20
NS25241N	23	70	1	-1	70
NS25242P	21	80	4	4	20
NS25258Q	4	230	4	2	115
NS25258Q	13	380	4	4	95
NS25291L	2	266	4	2	133
NS25291L	6	62	1	-1	62
NS25291L	7	329	2	-1	75
NS25291L	21	47	1	-1	47
NS25291L	23	252	1	-1	252
NS25291L	28	101	1	-1	101
NS25291L	29	18	1	-1	18
NS25296R	21	80	4	4	20
NS25297S	21	136	4	5	31
NS25297S	23	0	4	5	0
NS25320A	21	135	2	-1	31
NS25320A	23	450	2	-1	103
NS25323D	1	150	4	2	75
NS25327H	30	2000	4	15	-8
NS25365J	21	138	2	-1	31
NS25365J	22	213	2	-1	49
NS25365J	23	213	2	-1	49
NS25379H	4	600	4	2	300
NS25379H	7	640	4	4	160
NS25379H	28	-8	1	-1	-1
NS25379H	29	-8	4	1	-1
NS25407W	21	145	2	-1	33
NS25407W	23	26	1	-1	26
NS25409Y	21	46	4	1	46
NS25409Y	22	201	4	1	201
NS25409Y	23	0	4	1	0
NS25409Y	28	97	4	1	97
NS25463J	21	56	1	-1	56
NS25463J	23	80	1	-1	80
NS25477H	24	30	1	-1	30
NS25480V	21	137	2	-1	31
NS25482X	21	192	2	-1	44
NS25482X	22	155	1	-1	155
NS25482X	23	90	1	-1	90
NS25486B	21	80	2	-1	18
NS25486B	22	200	2	-1	46
NS25486B	23	200	2	-1	46
NS25493S	4	243	4	2	121
NS25493S	28	-8	-8	-1	-1
NS25493S	29	-8	-8	-1	-1
NS25509A	22	-8	-8	-1	-1
NS25515Q	23	80	2	-1	18
NS25519V	4	109	1	-1	109
NS25519V	7	55	1	-1	55
NS25526L	27	112	1	-1	112
NS25547B	21	134	2	-1	30
NS25547B	23	364	2	-1	84
NS25550N	21	190	4	4	47
NS25554S	21	33	4	3	11
NS25554S	22	189	1	-1	189
NS25554S	23	10	1	-1	10
NS25554S	28	50	1	-1	50
NS25572E	21	20	1	-1	20
NS25572E	23	20	1	-1	20
NS25577K	29	-8	-8	-1	-1
NS25582Z	21	2	1	-1	2
NS25582Z	23	2	1	-1	2
NS25590R	28	262	4	5	60
NS25594W	10	33	1	-1	33
NS25617V	2	170	4	2	85
NS25617V	21	20	4	1	20
NS25617V	23	60	4	1	60
NS25622J	21	82	4	4	20
NS25638K	1	-8	-8	-1	-1
NS25638K	21	134	4	4	33
NS25638K	28	-8	-8	-1	-1
NS25638K	29	-8	-8	-1	-1
NS25641X	7	0	-8	-1	-8
NS25660K	21	192	2	-1	44
NS25660K	23	168	1	-1	168
NS25663N	21	35	4	4	8
NS25663N	23	0	-8	-1	-8
NS25682B	21	34	4	1	34
NS25682B	22	234	4	1	234
NS25682B	23	0	1	-1	0
NS25690T	21	83	2	-1	19
NS25690T	22	134	2	-1	30
NS25690T	23	577	2	-1	133
NS25692W	28	-8	-8	-1	-1
NS25692W	29	-8	-8	-1	-1
NS25713S	21	48	1	-1	48
NS25713S	23	81	1	-1	81
NS25718Y	21	30	1	-1	30
NS25718Y	22	-9	-8	-1	-1
NS25718Y	23	-9	-9	-1	-1
NS25725P	21	35	1	-1	35
NS25736K	21	30	4	1	30
NS25736K	22	100	4	1	100
NS25736K	23	100	4	1	100
NS25743B	2	146	4	2	73
NS25743B	21	137	2	-1	31
NS25743B	23	116	1	-1	116
NS25743B	28	112	1	-1	112
NS25743B	29	1138	3	-1	21
NS25754X	21	137	2	-1	31
NS25754X	23	1500	2	-1	346
NS25754X	28	20	1	-1	20
NS25755Y	21	82	2	-1	18
NS25755Y	23	615	2	-1	142
NS25765S	21	-9	-9	-1	-1
NS25774L	21	20	1	-1	20
NS25774L	22	75	1	-1	75
NS25774L	23	75	1	-1	75
NS25802Z	21	82	2	-1	18
NS25802Z	23	230	2	-1	53
NS25811S	21	20	4	4	5
NS25811S	22	0	4	4	0
NS25811S	23	0	4	4	0
NS25811S	28	20	4	4	5
NS25819B	21	20	4	1	20
NS25819B	22	-8	-8	-1	-1
NS25819B	23	-8	4	15	-1
NS25819B	28	-8	4	15	-1
NS25819B	29	-8	4	15	-1
NS25835L	28	12	1	-1	12
NS25835L	29	15	2	-1	3
NS25836M	21	200	2	-1	46
NS25836M	22	90	2	-1	20
NS25836M	23	50	2	-1	11
NS25844E	21	67	1	-1	67
