NSID	Designweight	SampPSU	SampStratum	IndSchool	W1FinWt	w1intmonthMP	w1intyearMP	w1intmonthSP	w1intyearSP	W1InCarHH	W1InTypHH	W1hous12HH	W1usevcHH	W1vehnoHH	W1condur4MP	W1condur5MP	W1condur6MP	W1englangHH	W1mainres	W1secores	W1InfoN	W1hrefPer	W1qfhhno	W1fammealMP	W1faminMP	W1fammusMP	W1paroutMP	W1parbackMP	W1partimdMP	W1patwkMP	W1partmewMP	W1carehhMP	W1carehhtMP	W1carenhhMP	W1carenhtMP	W1ben1MP0a	W1ben1MP0b	W1ben1MP0c	W1ben1MP0d	W1ben1MP0e	W1ben1MP0f	W1ben1MP0g	W1ben1MP0h	W1ben1MP0i	W1benchMP	W1ben2MP0a	W1ben2MP0b	W1ben2MP0c	W1ben2MP0d	W1ben2MP0e	W1ben2MP0f	W1ben2MP0g	W1ben2MP0h	W1ben2MP0i	W1ben2MP0j	W1ben2MP0k	W1ben2MP0l	W1ben2MP0m	W1ben2MP0n	W1ben2MP0o	W1ben3MP0a	W1ben3MP0b	W1ben3MP0c	W1ben3MP0d	W1ben3MP0e	W1benamMP	W1benchildMP	W1benunempMP	W1benlowincMP	W1bendisMP	W1benberMP	W1benothMP	W1inc1estMP	W1inc2estMP	W1managhhMP	W1whopresMP0a	W1whopresMP0b	W1whopresMP0c	W1whopresMP0d	W1whopresMP0e	W1whopresMP0f	W1Ed1MP	W1ed1aMP	W1Ed1bMP	W1QualMP0a	W1QualMP0b	W1QualMP0c	W1QualMP0d	W1QualMP0e	W1QualMP0f	W1QualMP0g	W1QualMP0h	W1QualMP0i	W1QualMP0j	W1QualMP0k	W1QualMP0l	W1QualMP0m	W1QualMP0n	W1QualMP0o	W1QualMP0p	W1QualMP0q	W1QualMP0r	W1QualMP0s	W1QualMP0t	W1QualMP0u	W1QualMP0v	W1QualMP0w	W1QualMP0x	W1QualMP0y	W1QualMP0z	W1QualMPaa	W1QualMPab	W1QualMPac	W1QualMPad	W1QualMPae	W1QualMPaf	W1QualMPag	W1QualMPah	W1QualMPai	W1QualMPaj	W1QualMPak	W1QualMPal	W1QualMPam	W1QualMPan	W1QualMPao	W1QualMPap	W1QualMPaq	W1QualMPar	W1QualMPas	W1QualMPat	W1QualMPau	W1QualMPav	W1QualMPaw	W1ApprentMP	W1oversMP	W1otypeMP	W1ed3MP	W1ed4MP	W1wrk1aMP	W1WrkYMP	W1wrkmMP	W1wrk2MP	W1Wrk3MP	W1wrk4MP	W1wrkStatMP	W1wrk10MP	W1wrk11MP	W1fixhrMP	W1FixraMP	W1Fixra2MP	W1Salar1MP	W1salar2MP	W1Salar3MP	W1salar4MP	W1JJBHrsMP	W1HRsOverMP	W1PaidovrMP	W1wrk12aMP	W1wrk12bMP	W1SeiInc1MP	W1SeiInc2MP	W1SeiInc3MP	W1hea1MP	W1hea2MP	W1hea2aMP	W1pethniCMP	W1prelig1MP	W1prelig2MP	W1prelig3MP	W1ppresMP0a	W1ppresMP0b	W1ppresMP0c	W1ppresMP0d	W1ppresMP0e	W1ppresMP0f	W1ppresMP0g	W1NoldsibHS	W1NoldBroHS	W1NresSibHS	W1Ed1SP	W1ed1aSP	W1Ed1bSP	W1QualSP0a	W1QualSP0b	W1QualSP0c	W1QualSP0d	W1QualSP0e	W1QualSP0f	W1QualSP0g	W1QualSP0h	W1QualSP0i	W1QualSP0j	W1QualSP0k	W1QualSP0l	W1QualSP0m	W1QualSP0n	W1QualSP0o	W1QualSP0p	W1QualSP0q	W1QualSP0r	W1QualSP0s	W1QualSP0t	W1QualSP0u	W1QualSP0v	W1QualSP0w	W1QualSP0x	W1QualSP0y	W1QualSP0z	W1QualSPaa	W1QualSPab	W1QualSPac	W1QualSPad	W1QualSPae	W1QualSPaf	W1QualSPag	W1QualSPah	W1QualSPai	W1QualSPaj	W1QualSPak	W1QualSPal	W1QualSPam	W1QualSPan	W1QualSPao	W1QualSPap	W1QualSPaq	W1QualSPar	W1QualSPas	W1QualSPat	W1QualSPau	W1QualSPav	W1QualSPaw	W1apprentSP	W1oversSP	W1otypeSP	W1ed3SP	W1ed4SP	W1wrk1aSP	W1wrkYSP	W1wrkmSP	W1Wrk2SP	W1wrk3SP	W1wrk4SP	W1wrkStatSP	W1wrk10SP	W1wrk11SP	W1fixhrSP	W1FixraSP	W1Fixra2SP	W1salar1SP	W1Salar2SP	W1salar3SP	W1salar4SP	W1JJBhrsSP	W1HrsOveSP	W1PaidovrSP	W1wrk12aSP	W1wrk12bSP	W1SeiInc1SP	W1SeiInc2SP	W1SeiInc3SP	W1hea1SP	W1hea2SP	W1hea2aSP	W1pethnicSP	W1prelig1SP	W1prelig2SP	W1prelig3SP	W1ppresSP0a	W1ppresSP0b	W1ppresSP0c	W1ppresSP0d	W1ppresSP0e	W1ppresSP0f	W1ppresSP0g	W1motherID	W1fatherID	W1sexMP	W1sexSP	W1ageMP	W1ageSP	W1agemum	W1agedad	W1agebd5MP	W1agebd5SP	W1agebd5mum	W1agebd5dad	W1agebd10MP	W1agebd10SP	W1agebd10mum	W1agebd10dad	W1marstatMP	W1marstatSP	W1marstatmum	W1marstatdad	W1wrkageMP	W1wrkageSP	W1wrkagemum	W1wrkagedad	W1empsMP	W1empsSP	W1empsmum	W1empsdad	W1depkids	W1ch0_2HH	W1ch3_11HH	W1ch12_15HH	W1ch16_17HH	W1stepfam	W1famtyp	W1famtyp2	W1singlepar	W1empszMP	W1empszSP	W1empszmum	W1empszdad	W1louneMP	W1louneSP	W1SOCMajorSP	W1SOCMajorMP	W1nssecMP	W1nssecSP	W1nsseccatSP	W1nsseccatMP	W1nsseccatmum	W1nsseccatdad	W1nsseccatfam	W1nssecmum	W1nssecdad	W1nssecfam	W1emplenMP	W1emplenSP	W1emplenmum	W1emplendad	W1disabMP	W1disabSP	W1disabmum	W1disabdad	W1sibs	W1sibs2	W1hiqualgMP	W1hiqualgSP	W1hiqualgmum	W1hiqualgdad	W1hiqualMP	W1hiqualSP	W1hiqualmum	W1hiqualdad	W1wrkfullMP	W1wrkfullSP	W1wrkfulldad	W1wrkfullmum	W1wrkcurMP	W1wrkcurSP	W1wrkcurdad	W1wrkcurmum	W1empmonMP	W1empmonSP	W1empmonmum	W1empmondad	W1LangHom1	W1LangHom2	W1LangHom3	W1ethgrpMP	W1ethgrpSP	W1ethgrpmum	W1ethgrpdad	W1ethgrpYP	W1GrssyrMP	W1flagIncEditMP	W1GrsswkMP	W1GrssmnMP	W1GrssyrSP	W1flagIncEditSP	W1GrsswkSP	W1GrssmnSP	W1GrssyrHH	W1GrsswkHH	W1GrssmnHH	W1GrssyrHHbands	W1inc1est
NS16429Y	.370173169347943	12310	123	0	.322850821986443	8	2004	-91	-91	1	-91	1	1	2	3	1	1	2	-998	-998	-998	2	4	3	1	1	6	-91	-91	2	2	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	1	0	0	0	0	0	27	-91	1	1	0	0	0	0	0	17	2	-91	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-91	2	2	1	1972	9	-91	-91	-91	1	2	1	2	-91	-91	2000	5	1600	5	38	-1	-91	-91	-91	-91	-91	-91	1	2	-91	-91	7	-91	1	1	0	0	0	0	0	0	1	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	3	2	-94	-94	-94	-94	41	51	-94	-94	5	7	-94	-94	3	4	-94	-94	2	2	-94	-94	1	1	1	-94	-94	-94	2	0	0	1	1	0	1	0	-94	7	-99	-94	-94	-91	-99	-99	5	5	-99	-99	11.1	-94	-94	-94	-98	-98	-94	383	-99	-94	-94	3	-99	-94	-94	1	1	3	-99	-94	-94	8	-99	-94	-94	1	-94	-94	-94	1	-94	-94	-94	383	-99	-94	-94	27	0	0	-94	-94	-99	-99	8	24000	0	461.538461538462	2000	-99	0	-99	-99	-99	-99	-99	-99	27
NS16430H	1.36628717976343	11706	117	0	1.44966352218864	4	2004	-91	-91	1	-91	2	1	1	4	1	2	1	2	-98	2	2	3	1	1	1	1	1	1	1	1	1	1	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	11	1	0	1	0	0	0	10	-91	2	1	0	0	0	0	0	18	2	-91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	1	2	3	1971	-1	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-91	-91	-1	1	2	-91	-997	2	2	2	1	0	0	0	0	0	0	0	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	52	-98	52	-98	7	-98	7	-98	4	-98	4	-98	5	-98	5	-98	1	-98	1	-98	1	-98	1	-98	2	0	0	2	0	0	4	1	1	3	-98	3	-98	-91	-98	-98	1	4	-98	-98	9.1	9.1	-98	9.1	4	-98	4	394	-98	394	-98	3	-98	3	-98	1	1	3	-98	3	-98	7	-98	7	-98	1	-98	-98	1	1	-98	-98	1	394	-98	394	-98	-91	-91	-91	1	-98	1	-98	1	-1	0	-1	-1	-98	0	-98	-98	-1	-1	-1	-1	11
NS16431J	.91085811984229	12904	129	0	1.25600206522829	6	2004	6	2004	1	-91	4	2	-91	1	1	1	3	2	3	2	3	5	1	1	5	1	5	-91	5	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	1	1	0	0	0	0	15	-91	2	0	0	0	1	0	1	19	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	1	7	2	2	10	1997	11	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	2	-91	-91	6	-91	3	0	1	0	1	0	0	0	2	1	1	20	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	5	2003	1	1	2003	1	1	2	1	1	4	0	-91	-91	-91	-91	14	0	-91	-91	-91	-91	-91	-91	3	2	-91	3	6	-91	3	0	1	0	1	1	0	0	2	3	2	1	39	43	39	43	4	5	4	5	3	3	3	3	2	2	2	2	1	1	1	1	6	3	6	3	2	0	0	2	0	0	1	0	0	-91	7	-91	7	-91	1	9	-91	8	8	14.2	14.1	14.1	14.2	14.2	8	8	8	79	17	79	17	3	3	3	3	2	3	7	7	7	7	20	20	20	20	3	3	3	3	2	2	2	2	-91	-91	-91	-91	27	119	0	1	1	1	1	1	-91	0	-91	-91	-91	0	-91	-91	-91	-91	-91	-91	15
NS16432K	.294685360397537	10435	104	0	.337069567113686	7	2004	-91	-91	1	-91	5	2	-91	3	1	2	1	2	-98	2	2	3	2	1	3	2	1	1	2	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0	1	0	0	0	11	-91	2	1	0	0	0	0	0	12	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	7	2004	7	1	1998	6	1	2	3	1	4	80	-91	-91	-91	-91	5	0	-91	-91	-91	-91	-91	-91	2	1	1	-997	2	1	3	1	0	0	0	0	0	0	0	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	35	-98	35	-98	4	-98	4	-98	3	-98	3	-98	1	-98	1	-98	1	-98	1	-98	4	-98	4	-98	2	0	1	1	0	0	4	1	1	7	-98	7	-98	-91	-98	-98	6	6	-98	-98	12.7	12.7	-98	12.7	6	-98	6	0	-98	0	-98	1	-98	1	-98	1	1	6	-98	6	-98	19	-98	19	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	-91	-91	-91	1	-98	1	-98	2	1248	0	24	104	-98	0	-98	-98	1248	24	104	1	11
NS16433L	.91085811984229	12905	129	0	1.12587170753067	7	2004	7	2004	1	-91	6	1	1	3	1	1	3	2	3	4	2	4	1	1	3	6	-91	-91	5	-91	2	-91	2	-91	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-91	0	0	0	0	0	0	17	-91	2	0	1	1	0	0	0	16	1	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	5	2004	5	1	2004	5	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	300	-91	-91	2	2	-91	-997	1	-91	-91	0	1	1	0	0	0	0	0	1	0	16	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	4	2002	5	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-91	-91	10000	2	2	-91	7	2	4	1	0	1	1	0	1	0	0	3	2	1	2	43	48	48	43	5	6	6	5	3	4	4	3	2	2	2	2	1	1	1	1	3	2	2	3	2	0	1	1	0	0	1	0	0	3	3	3	3	2	-91	6	9	4	4	9.1	9.1	9.1	9.1	9.1	4	4	4	2	26	26	2	3	3	3	3	1	1	4	7	7	4	15	20	20	15	3	2	3	2	2	1	2	1	-91	26	26	-91	77	0	0	1	2	2	1	1	-91	0	-91	-91	10000	0	192.307692307692	833.333333333333	10000	192.307692307692	833.333333333333	2	17
NS16434M	1.36628717976343	11726	117	0	1.19578187057013	4	2004	-91	-91	1	-91	2	1	1	3	1	1	2	2	-98	2	2	4	3	2	2	5	4	-91	4	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	29	-91	2	1	0	0	0	0	0	20	2	-91	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2000	9	-91	-91	-91	1	1	3	1	-1	-1	-91	-91	-91	-91	75	-1	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	6	-1	1	0	0	0	0	0	0	1	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	47	-98	47	-98	6	-98	6	-98	4	-98	4	-98	5	-98	5	-98	1	-98	1	-98	1	-98	1	-98	3	0	1	1	1	0	4	1	1	6	-98	6	-98	-91	-98	-98	2	2	-98	-98	4.1	4.1	-98	4.1	2	-98	2	43	-98	43	-98	3	-98	3	-98	2	2	2	-98	2	-98	3	-98	3	-98	1	-98	-98	1	1	-98	-98	1	-94	-98	-94	-98	-91	-91	-91	1	-98	1	-98	1	-1	0	-1	-1	-98	0	-98	-98	-1	-1	-1	-1	29
NS16435N	1.36628717976343	11407	114	0	1.20823795132152	6	2004	6	2004	1	-91	1	1	1	3	1	1	1	2	3	2	3	3	1	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	28	-91	1	1	0	0	0	0	0	16	1	17	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	4	2000	10	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-91	-91	-92	1	2	-91	-91	2	2	2	1	0	0	0	0	0	0	0	0	0	18	2	-91	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1978	1	-91	-91	-91	1	2	3	2	-91	-91	-92	-91	-92	-91	37	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	1	-91	-91	0	1	0	0	0	0	0	2	3	2	1	43	45	43	45	5	6	5	6	3	4	3	4	2	2	2	2	1	1	1	1	2	1	2	1	1	0	0	1	0	0	1	0	0	3	7	3	7	-91	-91	3	6	4	1	3.2	9.1	9.1	3.2	3.2	4	1	1	44	317	44	317	3	3	3	3	0	0	1	3	1	3	2	7	2	7	2	1	1	2	1	1	1	1	315	317	315	317	-91	-91	-91	1	1	1	1	1	-92	0	-92	-92	-92	0	-92	-92	-92	-92	-92	-92	28
NS16436P	.91085811984229	13203	132	0	.960099305862269	5	2004	-91	-91	1	-91	1	1	1	3	1	1	1	2	-98	2	2	3	2	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	9	1	0	1	0	0	0	13	-91	2	1	0	0	0	0	0	16	1	17	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1991	7	-91	-91	-91	1	2	4	2	-91	-91	-1	-91	750	5	25	0	-91	-91	-91	-91	-91	-91	2	2	-91	-91	2	2	4	1	0	0	0	0	0	0	0	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	42	-98	42	-98	5	-98	5	-98	3	-98	3	-98	5	-98	5	-98	1	-98	1	-98	2	-98	2	-98	2	0	1	1	0	0	4	1	1	7	-98	7	-98	-91	-98	-98	4	3	-98	-98	7.1	7.1	-98	7.1	3	-98	3	154	-98	154	-98	3	-98	3	-98	1	1	5	-98	5	-98	16	-98	16	-98	2	-98	-98	2	1	-98	-98	1	154	-98	154	-98	-91	-91	-91	1	-98	1	-98	1	12600	1	242.307692307692	1050	-98	0	-98	-98	12600	242.307692307692	1050	3	13
NS16437Q	.365572593787429	10405	104	0	.358949814938619	8	2004	8	2004	1	-91	6	1	3	3	1	1	1	2	3	2	3	4	2	1	2	1	1	1	2	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	10	1	0	1	0	0	0	32	1	1	0	0	1	0	0	0	16	1	22	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2001	2	-91	-91	-91	1	1	1	1	6	1	-91	-91	-91	-91	20	4	4	-91	-91	-91	-91	-91	2	1	2	-997	2	2	2	0	0	1	0	0	0	0	0	1	0	16	1	18	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-91	2	2	3	1986	-1	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	-91	-1	1	2	-91	1	2	2	4	0	1	1	0	0	0	0	2	3	2	1	39	37	39	37	4	4	4	4	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	2	0	1	1	0	1	2	0	0	6	2	6	2	-91	-91	5	6	5	4	8.1	10	10	8.1	8.1	5	4	4	42	218	42	218	2	3	2	3	1	1	2	3	2	3	3	9	3	9	1	1	1	1	1	1	1	1	42	218	42	218	-91	-91	-91	1	1	1	1	1	6250.4	0	120.2	520.866666666667	-1	0	-1	-1	-1	-1	-1	-1	32
NS16438R	1.36628717976343	11457	114	0	1.2450683712686	5	2004	6	2004	1	-91	2	1	3	3	1	1	1	6	7	6	7	7	2	5	4	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	0	0	0	0	30	-91	1	1	0	0	0	0	0	15	1	18	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	2001	9	-91	-91	-91	1	2	1	1	4	60	-91	-91	-91	-91	5	0	-91	-91	-91	-91	-91	-91	2	2	-91	-91	2	2	1	1	0	0	0	0	0	0	3	0	0	16	2	-91	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	-91	2	2	1	1970	6	-91	-91	-91	1	1	3	2	-91	-91	2200	5	1575	5	30	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	2	2	1	1	0	0	0	0	0	0	6	7	2	1	50	49	50	49	7	6	7	6	4	4	4	4	2	2	2	2	1	1	1	1	2	1	2	1	2	0	0	1	1	0	1	0	0	7	6	7	6	-91	-91	2	9	7	1	3.2	13.1	13.1	3.2	3.2	7	1	1	32	408	32	408	3	3	3	3	3	3	4	-92	4	-92	15	8	15	8	2	1	1	2	1	1	1	1	32	408	32	408	-91	-91	-91	1	1	1	1	1	1196	0	23	99.6666666666667	26400	0	507.692307692308	2200	27596	530.692307692308	2299.66666666667	5	30
NS16439S	1.09436030422247	10104	101	1	1.71234638851833	7	2004	-91	-91	1	-91	1	1	2	3	1	1	1	2	3	2	3	5	4	1	3	1	5	-91	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	12	1	0	0	0	0	0	32	20	1	1	0	0	0	0	0	17	1	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1	2	4	1988	6	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-91	-91	16000	1	2	-91	-997	2	2	3	1	0	0	0	0	0	0	1	1	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	2	3	2	1	45	52	45	52	6	7	6	7	4	4	4	4	2	2	2	2	1	1	1	1	2	1	2	1	3	0	0	2	1	0	1	0	0	3	-99	3	-99	-91	-99	-99	3	2	-99	-99	4.3	4.3	-99	-99	2	-99	-99	193	-99	193	-99	3	-99	3	-99	2	2	1	-99	1	-99	2	-99	2	-99	2	1	1	2	1	1	1	1	193	-99	193	-99	-91	-91	-91	1	1	1	1	1	16000	0	307.692307692308	1333.33333333333	-99	0	-99	-99	-99	-99	-99	-99	32
