NSID	Samppsu	Sampstratum	W5finwt_cross	W5Mode	W5IntMonth	W5IntYear	W5SameaddHH	W5AnystayHH	W5HHNumHH	W5Hous12HH	W5Hous12BHH	W5Hous12CHH	W5IncarHH	W5FemployYP	W5FempstatYP	W5FsuperYP	W5FmanyYP	W5Fmany2YP	W5FselfYP	W5FmanysYP	W5Fmanys2YP	W5SOCDad	W5SICDad	W5MemployYP	W5MempstatYP	W5MsuperYP	W5MmanyYP	W5Mmany2YP	W5MselfYP	W5MmanysYP	W5Mmanys2YP	W5SOCMum	W5SICMum	W5mopres	W5fapres	W5agebd5mum	W5agebd5dad	W5agebd10mum	W5agebd10dad	w5wrkagemum	w5wrkagedad	W5empsmum	W5empsdad	W5Cempszmum	W5Cempszdad	w5Cnsseccatmum	w5Cnsseccatdad	W5Cnssecmum	W5Cnssecdad
NS11397C	11026	110	.322173363363553	1	8	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	1	-91	12	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	2	-91	3	14.3	9.1	8	4
NS11399E	12009	120	1.12310604998418	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	-1	-1	2	-91	-91	-91	-95	-95	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	8	-91	4	-91	1	-98	1	-98	-94	-98	16	-98	-94
NS11400W	11802	118	.905432914160012	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	12	-95	1	2	-91	-91	-91	1	1	-91	21	72	1	1	6	5	3	2	1	1	2	2	3	2	3.4	8.1	1	4
NS11401X	12353	123	1.49834819532781	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	54	22	1	1	2	1	-91	-91	-91	-91	42	52	1	1	6	6	3	3	1	1	1	1	7	7	12.6	11.1	6	5
NS11403Z	656	48	.58330822353624	2	8	2008	1	-91	-91	2	-91	1	-91	1	1	-1	-1	-1	-91	-91	-91	-95	-95	1	1	-1	-1	-1	-91	-91	-91	-95	-95	1	1	-91	-91	-91	-91	-91	-91	1	1	-94	-94	16	16	-94	-94
NS11405B	11452	114	1.1453079737067	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	52	45	1	1	2	1	-91	-91	-91	-91	92	74	1	1	6	9	3	4	1	1	1	1	7	6	13.4	10	7	5
NS11406C	10802	108	1.24118627174696	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	-95	65	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	1	-91	-94	14.3	16	8	-94
NS11407D	13118	131	.364380257766963	2	9	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS11410Q	11444	114	.461814794443236	1	7	2008	1	-91	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	7	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS11413T	12010	120	1.0781023929401	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	53	45	1	1	1	2	-91	-91	-91	-91	61	80	1	1	5	5	2	2	1	1	1	2	6	2	10	8.1	5	4
NS11414V	12334	123	1.63311207305001	1	7	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	2	2	-91	12	52	1	1	-1	2	-91	-91	-91	-91	92	80	1	1	4	5	2	2	1	1	1	2	7	2	13.1	8.1	7	4
NS11415W	13114	131	.682704841859178	1	7	2008	1	-91	-91	-1	-91	-91	-91	1	1	-1	3	-91	-91	-91	-91	23	80	1	1	-1	2	-91	-91	-91	-91	-95	-95	1	1	7	5	3	2	1	1	1	1	-94	7	16	3.1	-94	1
NS11416X	12350	123	1.07215121889091	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	82	60	1	1	2	2	-91	-91	-91	-91	61	80	1	1	6	6	3	3	1	1	1	1	7	6	12.7	10	6	5
NS11417Y	11901	119	.961883709051573	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	22	85	1	1	2	3	-91	-91	-91	-91	32	85	1	1	6	6	3	3	1	1	1	1	7	7	4.1	3.1	2	1
NS11418Z	13411	134	.165139206067908	3	6	2008	1	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	-94	-94	-94	-94	17	17	-94	-94
NS11420K	11205	112	1.6445759917076	2	9	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	24	74	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	9	3	4	1	1	0	2	-91	2	14.3	3.3	8	1
NS11421L	11023	110	.425570810912554	1	8	2008	1	-91	-91	1	1	-91	-91	1	1	1	3	-91	-91	-91	-91	11	62	1	1	1	3	-91	-91	-91	-91	11	53	1	1	7	7	3	3	1	1	1	1	4	4	2	5	1	2
NS11423N	12001	120	1.36163434284719	1	7	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	9	2	4	1	1	0	0	-91	-91	14.3	14.3	8	8
NS11425Q	12602	126	1.3385182511747	2	10	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	5	6	2	3	1	1	-98	0	-98	-91	-98	14.3	-98	8
NS11426R	11013	110	2.51107999929721	1	8	2008	1	-91	-91	1	1	-91	-91	1	1	2	1	-91	-91	-91	-91	52	28	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	7	-91	3	-91	1	-98	1	-98	7	-98	12.3	-98	6
NS11427S	11318	113	1.16233995522815	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	-95	-95	1	1	1	2	-91	-91	-91	-91	11	51	1	1	5	6	2	3	1	1	1	2	4	3	5	16	2	-94
NS11428T	657	48	.308928097984739	3	6	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	61	85	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS11429V	10816	108	1.01429033072611	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	1	-91	-91	-91	-91	53	35	1	1	2	2	-91	-91	-91	-91	23	80	1	1	7	7	3	3	1	1	1	1	7	6	4.1	10	2	5
NS11431F	12307	123	.422062378411823	2	9	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	9	10	4	5	0	0	0	0	-91	-91	14.3	14.3	8	8
NS11434J	11452	114	1.31835022355993	1	7	2008	3	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	53	45	1	1	1	1	-91	-91	-91	-91	71	52	1	1	5	6	2	3	1	1	1	1	6	7	10	11.1	5	5
NS11435K	11759	117	1.30161047293563	1	7	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	61	85	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	7.3	-98	3	-98
NS11436L	11710	117	.283706388903603	1	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	12	72	1	1	2	2	-91	-91	-91	-91	42	74	1	1	6	6	3	3	1	1	1	2	7	2	7.1	8.1	3	4
NS11437M	10851	108	1.36348135423	2	10	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	51	14	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	7	2	3	1	1	0	2	-91	3	14.3	9.1	8	4
NS11440Z	12308	123	1.31748597929908	1	8	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	2	-91	52	50	1	2	-91	-91	-91	2	2	-91	62	93	1	1	4	5	2	2	1	1	2	2	2	3	8.1	9.1	4	4
NS11441A	13120	131	.765739879258319	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	-1	3	-91	-91	-91	-91	92	64	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	4	3	2	1	1	0	1	-91	7	14.3	12.2	8	6
NS11443C	12010	120	1.3824589279001	3	6	2008	1	-91	-91	-92	-91	-91	-91	1	2	-91	-91	-91	2	2	-91	82	60	1	2	-91	-91	-91	2	2	-91	41	60	1	1	5	5	2	2	1	1	2	2	2	2	8.1	8.1	4	4
NS11444D	11316	113	1.1815589138198	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	91	28	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	1	-91	7	14.3	13.4	8	7
NS11446F	10414	104	1.1339557510181	1	8	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	11	23	1	2	-91	-91	-91	1	1	-91	23	80	1	1	6	7	3	3	1	1	2	1	3	4	9.1	2	4	1
NS11450T	11449	114	1.01291335628311	3	6	2008	1	-91	-91	-1	-91	-91	-91	1	1	1	2	-91	-91	-91	-91	11	17	1	1	2	2	-91	-91	-91	-91	35	36	1	1	6	8	3	4	1	1	1	1	7	4	4.2	2	2	1
NS11451V	11303	113	1.14928346415289	1	6	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	-1	2	-91	-91	-91	52	-95	1	1	2	-1	2	-91	-91	-91	32	85	1	1	7	7	3	3	1	1	1	1	7	7	4.1	11.1	2	5
NS11453X	12814	128	1.60782682460155	1	7	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	4	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS11455Z	11425	114	1.43287397402239	3	6	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	55	1	-98	7	-91	3	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS11456A	11432	114	1.04116058536502	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	81	-95	1	1	1	1	-91	-91	-91	-91	11	65	1	1	5	5	2	2	1	1	1	1	5	6	5	10	2	5
NS11457B	11312	113	1.18296366265777	3	6	2008	1	-91	-91	2	-91	5	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	61	85	1	1	2	4	1	2	1	1	1	0	7	-91	12.2	14.3	6	8
NS11459D	11436	114	1.04884900247412	1	7	2008	1	-91	-91	1	-1	-91	-91	1	1	1	1	-91	-91	-91	-91	52	35	1	1	2	1	-91	-91	-91	-91	42	85	1	1	6	6	3	3	1	1	1	1	7	6	12.6	10	6	5
NS11461P	11902	119	.297619133555755	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	-1	2	-91	-91	-91	62	62	1	1	6	7	3	3	1	1	1	0	6	-91	6	14.3	2	8
NS11463R	11447	114	.994027395149629	1	6	2008	1	-91	-91	1	2	-91	-91	1	-1	-1	-1	-1	-91	-91	-91	-95	-95	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	5	-91	2	-91	1	-1	3	-94	-94	17	16	-94	-94
NS11465T	10102	101	1.31102221079659	2	9	2008	2	2	1	2	-91	3	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	7	-91	3	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS11467W	11735	117	1.18972754691237	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	-95	45	1	1	1	1	-91	-91	-91	-91	42	45	1	2	5	-91	2	-91	1	-91	1	2	6	2	6	16	2	-94
NS11470H	10408	104	1.31860634335811	1	8	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	-1	-1	1	24	91	1	1	-1	1	-91	-91	-91	-91	24	74	1	1	6	8	3	4	1	1	1	2	7	3	3.1	3.3	1	1
NS11471J	12306	123	.35593458838607	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	71	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	1	-91	7	14.3	12.1	8	6
NS11472K	13415	134	.207192708288192	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	2	-91	-91	-91	92	74	1	1	1	1	-91	-91	-91	-91	32	85	1	1	4	4	2	2	1	1	1	1	6	7	4.1	12.2	2	6
NS11475N	13514	135	.397432985991914	1	7	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	6	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS11476P	12038	120	1.14849279112339	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	1	-91	-91	-91	-91	61	95	1	1	5	5	2	2	1	1	1	2	7	3	12.2	9.1	6	4
NS11477Q	11049	110	.328370466049311	1	7	2008	1	-91	-91	1	1	-91	-91	1	1	1	2	-91	-91	-91	-91	24	74	1	1	1	2	-91	-91	-91	-91	11	65	1	1	6	7	3	3	1	1	1	1	4	6	5	3.1	2	1
NS11480C	12340	123	.322531012349546	1	6	2008	1	-91	-91	2	-91	1	-91	1	1	2	2	-91	-91	-91	-91	52	50	1	1	2	1	-91	-91	-91	-91	92	74	1	1	7	6	3	3	1	1	1	1	7	7	13.4	11.1	7	5
NS11481D	12809	128	.299198314573326	1	7	2008	1	-91	-91	2	-91	1	-91	1	-1	-1	-1	-1	-91	-91	-91	-95	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	8	3	4	1	1	0	3	-91	-94	14.3	16	8	-94
NS11482E	657	48	.45674405303699	3	6	2008	1	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	4	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS11483F	11754	117	1.00042562199376	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	52	64	1	2	-91	-91	-91	1	1	-91	61	85	1	1	5	5	2	2	1	1	2	1	3	6	9.1	6	4	2
NS11484G	11446	114	.328646691389664	1	7	2008	1	-91	-91	2	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	10	3	5	1	0	0	0	-91	-91	14.3	14.3	8	8
NS11485H	11717	117	1.37983584290589	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-98	7	-91	3	-91	1	-91	-1	-98	-94	-98	17	-98	-94	-98
NS11486J	11033	110	2.13989820976188	2	10	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS11487K	657	48	.375051190821611	3	6	2008	1	-91	-91	2	-91	1	-91	1	1	2	-1	2	-91	-91	-91	92	74	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	5	6	2	3	1	1	-98	1	-98	7	-98	12.2	-98	6
NS11488L	11001	110	.324753528330864	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	-1	2	-91	-91	-91	24	85	1	1	2	2	-91	-91	-91	-91	61	80	1	1	5	5	2	2	1	1	1	1	7	7	12.7	4.1	6	2
NS11489M	11448	114	1.29331906594655	2	10	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	61	-95	1	-98	4	-91	2	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS11490X	10601	106	.278572793891797	1	8	2008	1	-91	-91	1	1	-91	-91	1	1	-1	-1	2	-91	-91	-91	35	75	1	1	-1	-1	2	-91	-91	-91	41	75	1	1	6	6	3	3	1	1	1	1	7	7	7.1	4.1	3	2
NS11491Y	13122	131	.256832743244998	1	7	2008	1	-91	-91	1	-1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	11	3	5	1	0	0	0	-91	-91	14.3	14.3	8	8
NS11493A	13405	134	.310290299859576	2	9	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS11494B	12802	128	1.25471668977726	2	9	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	6	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS11495C	12029	120	1.0906951933712	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	35	85	1	-98	7	-91	3	-91	1	-91	1	-98	6	-98	4.1	-98	2	-98
NS11496D	11760	117	.984577636969931	1	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	53	45	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	2	-91	2	14.3	8.1	8	4
NS11497E	13121	131	.856135848523981	3	6	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	1	-91	-91	-91	-91	61	85	1	-98	4	-91	2	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS11498F	10309	103	2.36644237752231	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	23	80	1	1	2	3	-91	-91	-91	-91	32	85	1	1	6	6	3	3	1	1	1	1	7	6	4.1	6	2	2
NS11500Y	10305	103	1.37098962452718	1	6	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	-91	1	1	-91	62	93	1	-98	6	-91	3	-91	1	-91	2	-98	3	-98	9.1	-98	4	-98
NS11501Z	13603	136	.265442583813551	3	6	2008	1	-91	-91	1	-1	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	-1	-91	-94	14.3	17	8	-94
NS11506E	11730	117	1.1338014332038	1	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	53	45	1	1	2	2	-91	-91	-91	-91	71	52	1	1	6	6	3	3	1	1	1	2	7	2	12.1	8.1	6	4
NS11507F	12603	126	1.23226570476678	1	6	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS11509H	13412	134	.252351133674745	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	91	74	1	1	2	2	-91	-91	-91	-91	92	74	1	1	6	5	3	2	1	1	1	1	7	7	13.4	13.2	7	7
NS11510S	12014	120	1.34372985316122	1	7	2008	2	1	-91	2	-91	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	74	1	1	2	5	1	2	1	1	1	0	7	-91	13.4	14.3	7	8
NS11511T	12316	123	1.31481907968837	1	6	2008	1	-91	-91	3	-91	-91	-91	1	2	-91	-91	-91	2	2	-91	35	67	1	1	2	1	-91	-91	-91	-91	71	52	1	1	5	5	2	2	1	1	1	2	7	2	12.1	4.3	6	2
NS11512V	12013	120	1.11796701673032	3	6	2008	1	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	12	70	1	-98	6	-91	3	-91	1	-91	1	-98	5	-98	5	-98	2	-98
NS11513W	11751	117	.928862819527732	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	-1	-91	-91	-91	23	80	1	1	-1	1	-91	-91	-91	-91	23	80	1	1	7	7	3	3	1	1	1	1	7	7	4.1	4.1	2	2
NS11514X	12034	120	1.13320697299478	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	11	75	1	1	2	2	-91	-91	-91	-91	31	-95	1	1	5	4	2	2	1	1	1	1	7	4	4.1	5	2	2
NS11515Y	11310	113	.536679995426908	1	7	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	5	-91	2	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS11516Z	13802	138	.28881846329028	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	12	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	8	3	4	1	1	0	2	-91	2	14.3	8.1	8	4
NS11517A	13104	131	.898237374420918	1	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	3	-91	-91	-91	-91	11	52	1	1	7	7	3	3	1	1	1	0	4	-91	2	14.3	1	8
NS11518B	657	48	.460530647124877	2	9	2008	1	-91	-91	1	2	-91	-91	1	1	-1	2	-91	-91	-91	-91	41	60	1	1	2	2	-91	-91	-91	-91	61	85	1	1	5	7	2	3	1	1	1	1	7	7	12.2	7.1	6	3
NS11520M	12312	123	1.14313765842277	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	21	74	1	1	2	2	-91	-91	-91	-91	61	80	1	1	6	6	3	3	1	1	1	1	7	7	12.7	3.1	6	1
NS11521N	13105	131	2.44499501743038	2	10	2008	2	2	-1	2	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS11522P	11049	110	1.2667701529881	1	6	2008	1	-91	-91	1	1	-91	-91	1	1	-1	-1	-1	-91	-91	-91	52	64	1	1	2	1	-91	-91	-91	-91	23	80	1	1	6	8	3	4	1	1	1	1	7	7	7.3	7.4	3	3
NS11523Q	12536	125	1.26539188847472	3	6	2008	1	-91	-91	-1	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS11525S	12329	123	.504860988938872	1	7	2008	1	-91	-91	1	1	-91	-91	1	1	1	2	-91	-91	-91	-91	24	45	1	1	-1	1	-91	-91	-91	-91	24	85	1	1	7	7	3	3	1	1	1	1	7	6	4.1	4.1	2	2
NS11527V	13503	135	.988533043402538	3	6	2008	1	-91	-91	2	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	6	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS11528W	12357	123	1.16239398821138	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	32	85	1	1	1	2	-91	-91	-91	-91	32	85	1	1	4	-91	2	-91	1	-91	1	1	6	7	4.1	7.2	2	3
NS11529X	10306	103	1.69755114584677	2	9	2008	1	-91	-91	1	2	-91	-91	1	-1	1	1	-91	-91	-91	-91	34	72	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	3	-91	-94	14.3	16	8	-94
NS11530G	11602	116	1.02428767301657	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	61	80	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.7	-98	6	-98
NS11531H	11028	110	2.42101936928358	1	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	2	-91	12	90	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	2	-91	3	14.3	9.1	8	4
NS11532J	12520	125	1.34555714385698	1	6	2008	1	-91	-91	2	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	41	24	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	7.1	-98	3	-98
NS11533K	10502	105	1.09971393375108	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	52	35	1	2	-91	-91	-91	1	1	-91	62	93	1	1	5	6	2	3	1	1	2	1	3	6	9.1	10	4	5
NS11534L	11810	118	1.10424825118429	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS11537P	11502	115	1.04860166117614	3	6	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	71	52	1	-98	7	-91	3	-91	1	-91	1	-98	6	-98	10	-98	5	-98
NS11539R	12344	123	1.08052763852731	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	52	50	1	1	1	3	-91	-91	-91	-91	24	85	1	1	7	8	3	4	1	1	1	2	6	3	4.1	9.1	2	4
NS11540B	13606	136	.180114414110863	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	54	55	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	0	1	-91	6	14.3	10	8	5
NS11541C	11735	117	1.21352593597804	3	6	2008	1	-91	-91	2	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	1	-91	-91	-91	-91	92	74	1	1	5	9	2	4	1	1	1	0	7	-91	13.4	14.3	7	8
NS11542D	10410	104	1.32450730012142	3	6	2008	1	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	5	2	2	1	1	-94	-94	-94	-94	17	17	-94	-94
