idacirscore_y,w2sexyp,w4ghq12scr,w2ethnicyp,w2fat5yp,bullied,truant,w2hiqualgmp,w3outschbyp,w7heflag,w9danvqh,w9dvnvqh,w9drussell,imdrscore_y,gor_x,marital_status_MP,w4lnpar,w3parqualmp,w4readsyp,w4concenyp,w4noconfyp,drugs,job_attd,w6univyp,w9_income_above_median
0.46,0.0,0.0,3.0,,0.0,0,5.0,2.0,2,4.0,4.0,3.0,52,7,2.0,2.0,,3.0,2.0,1.0,0.0,3.0,0.0,0.0
0.09,1.0,3.0,2.0,2.0,0.21053,0,3.0,2.0,2,4.0,5.0,3.0,19,5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,1.0
0.38,1.0,0.0,3.0,3.0,0.05263,1,5.0,1.0,2,4.0,3.0,2.0,26,6,3.0,1.0,4.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0
0.59,0.0,11.0,4.0,3.0,0.05263,0,1.0,1.0,2,4.0,4.0,2.0,38,6,2.0,2.0,2.0,5.0,2.0,3.0,0.0,3.0,0.0,0.0
0.09,0.0,1.0,1.0,2.0,0.05263,0,5.0,2.0,1,4.0,2.0,1.0,17,2,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
0.2,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,5.0,3.0,2.0,13,8,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0
0.42,0.0,0.0,3.0,2.0,0.05263,0,4.0,2.0,1,4.0,1.0,2.0,54,5,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0
0.33,1.0,1.0,4.0,,0.10526,0,1.0,2.0,1,4.0,4.0,2.0,24,8,2.0,2.0,1.0,5.0,2.0,1.0,0.0,3.0,0.0,1.0
0.32,1.0,0.0,3.0,2.0,0.05263,0,5.0,2.0,1,4.0,5.0,2.0,32,7,2.0,2.0,4.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0
0.06,1.0,1.0,1.0,3.0,0.05263,1,3.0,2.0,1,4.0,6.0,2.0,11,4,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0
0.61,0.0,8.0,3.0,2.0,0.0,0,5.0,1.0,1,5.0,6.0,1.0,58,7,2.0,2.0,,1.0,3.0,2.0,0.0,3.0,1.0,0.0
0.53,0.0,1.0,2.0,2.0,0.05263,0,5.0,2.0,1,4.0,3.0,3.0,45,7,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.04,0.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,1,4.0,5.0,3.0,4,5,3.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0
0.19,0.0,3.0,1.0,1.0,0.15789,1,3.0,1.0,2,4.0,4.0,3.0,25,9,3.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
0.04,1.0,6.0,1.0,2.0,0.10526,0,3.0,2.0,2,2.0,6.0,3.0,3,6,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
0.36,0.0,0.0,1.0,3.0,0.05263,0,3.0,1.0,2,2.0,3.0,3.0,28,8,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0
0.48,1.0,0.0,1.0,3.0,0.05263,1,5.0,1.0,2,1.0,6.0,3.0,41,3,3.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0
0.32,0.0,1.0,1.0,2.0,0.05263,1,2.0,1.0,2,3.0,6.0,3.0,33,2,2.0,2.0,2.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0
0.02,0.0,1.0,1.0,2.0,0.05263,1,2.0,2.0,1,4.0,6.0,1.0,4,7,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0
0.96,1.0,1.0,3.0,4.0,0.05263,0,5.0,2.0,2,3.0,6.0,3.0,71,7,2.0,2.0,4.0,5.0,3.0,2.0,1.0,3.0,0.0,1.0
0.05,0.0,2.0,1.0,1.0,0.05263,0,3.0,2.0,1,3.0,6.0,3.0,13,1,2.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0
0.42,0.0,1.0,1.0,1.0,0.05263,0,5.0,1.0,1,5.0,5.0,2.0,49,1,3.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,0.0,1.0
0.31,0.0,5.0,1.0,1.0,0.10526,1,2.0,2.0,1,4.0,3.0,3.0,32,3,3.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0
0.44,0.0,3.0,4.0,4.0,0.05263,1,3.0,2.0,1,4.0,5.0,1.0,45,5,3.0,1.0,4.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
0.23,0.0,0.0,2.0,3.0,0.05263,0,5.0,1.0,2,2.0,6.0,3.0,40,5,3.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0
0.42,1.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,2,4.0,4.0,3.0,42,9,3.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
0.13,1.0,2.0,3.0,1.0,0.0,0,2.0,2.0,1,4.0,5.0,2.0,30,3,2.0,2.0,,3.0,2.0,2.0,0.0,2.0,1.0,1.0
0.16,0.0,1.0,3.0,,0.10526,0,5.0,2.0,1,5.0,6.0,1.0,30,3,2.0,2.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0
0.44,0.0,1.0,4.0,2.0,0.05263,0,3.0,2.0,1,4.0,5.0,2.0,40,7,1.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0
0.08,1.0,0.0,3.0,2.0,0.05263,0,5.0,2.0,1,4.0,6.0,2.0,9,7,2.0,2.0,1.0,4.0,2.0,2.0,0.0,3.0,1.0,0.0
0.36,1.0,2.0,1.0,2.0,0.05263,0,3.0,2.0,2,2.0,2.0,3.0,36,6,3.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0
0.34,0.0,4.0,1.0,2.0,0.05263,0,5.0,2.0,2,1.0,2.0,3.0,40,5,3.0,1.0,1.0,5.0,2.0,4.0,0.0,2.0,0.0,0.0
0.1,0.0,2.0,1.0,2.0,0.05263,1,2.0,2.0,1,5.0,5.0,2.0,19,4,2.0,2.0,5.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0
0.28,1.0,0.0,1.0,2.0,0.21053,0,3.0,1.0,1,5.0,6.0,1.0,15,9,3.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0
0.47,0.0,0.0,1.0,1.0,0.21053,0,1.0,1.0,1,5.0,5.0,2.0,54,2,3.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
0.05,0.0,2.0,1.0,2.0,0.05263,0,2.0,2.0,2,4.0,5.0,2.0,19,1,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,0.0,1.0
0.14,1.0,3.0,1.0,,0.05263,0,2.0,2.0,1,4.0,5.0,1.0,19,1,2.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0
0.21,1.0,0.0,3.0,,0.05263,0,1.0,2.0,1,4.0,3.0,2.0,18,7,3.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,1.0,1.0
0.37,0.0,4.0,1.0,1.0,0.21053,0,2.0,1.0,1,5.0,5.0,3.0,45,1,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0
0.16,0.0,7.0,3.0,2.0,0.0,0,3.0,2.0,1,4.0,5.0,2.0,26,5,2.0,2.0,,1.0,2.0,3.0,0.0,3.0,1.0,1.0
0.43,0.0,1.0,3.0,3.0,0.0,0,5.0,1.0,2,6.0,3.0,3.0,56,3,3.0,2.0,,2.0,1.0,1.0,0.0,2.0,0.0,0.0
0.44,0.0,0.0,3.0,3.0,0.0,0,5.0,2.0,1,3.0,6.0,3.0,51,7,2.0,2.0,,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.12,1.0,0.0,1.0,2.0,0.05263,0,3.0,1.0,2,4.0,3.0,3.0,10,4,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0
0.09,0.0,2.0,1.0,2.0,0.10526,0,3.0,1.0,2,5.0,3.0,3.0,13,2,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
0.13,1.0,0.0,1.0,3.0,0.05263,0,5.0,2.0,2,4.0,6.0,3.0,24,4,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0
0.23,1.0,0.0,1.0,2.0,0.05263,1,3.0,2.0,1,4.0,3.0,2.0,40,5,3.0,1.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0
0.56,1.0,,3.0,,0.05263,1,5.0,2.0,1,4.0,5.0,2.0,46,7,2.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0
0.24,0.0,5.0,1.0,,0.10526,0,3.0,1.0,1,4.0,6.0,2.0,23,3,3.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,0.0
0.15,1.0,3.0,1.0,3.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,19,2,2.0,2.0,4.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0
0.48,1.0,1.0,1.0,2.0,0.05263,0,5.0,2.0,2,4.0,3.0,3.0,52,2,1.0,2.0,5.0,5.0,1.0,1.0,0.0,4.0,0.0,1.0
0.02,0.0,,1.0,2.0,0.05263,0,2.0,2.0,1,4.0,6.0,1.0,2,8,3.0,1.0,2.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0
0.56,0.0,0.0,3.0,1.0,0.05263,0,5.0,2.0,1,5.0,5.0,3.0,60,7,2.0,2.0,4.0,1.0,2.0,1.0,0.0,,1.0,1.0
0.18,,,,,0.05263,1,5.0,1.0,2,2.0,3.0,3.0,15,8,2.0,2.0,4.0,5.0,1.0,3.0,1.0,2.0,0.0,1.0
0.5,0.0,1.0,1.0,2.0,0.21053,1,5.0,1.0,2,1.0,3.0,3.0,43,8,3.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0
0.22,1.0,4.0,1.0,2.0,0.10526,1,3.0,1.0,2,1.0,3.0,3.0,20,6,2.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,0.0,1.0
0.18,0.0,1.0,1.0,1.0,0.05263,0,5.0,1.0,2,3.0,6.0,3.0,28,2,3.0,2.0,5.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0
0.18,1.0,0.0,3.0,2.0,0.26316,0,3.0,1.0,1,3.0,3.0,3.0,14,8,3.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0
0.18,0.0,,3.0,,0.15789,0,3.0,2.0,1,4.0,5.0,2.0,20,7,2.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0
0.06,0.0,8.0,1.0,2.0,0.21053,0,2.0,2.0,2,4.0,6.0,3.0,8,4,2.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0
0.09,0.0,2.0,1.0,4.0,0.15789,1,5.0,1.0,2,6.0,6.0,3.0,15,3,3.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0
0.06,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,4.0,5.0,3.0,14,5,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0
0.53,0.0,1.0,2.0,,0.05263,0,2.0,2.0,2,3.0,3.0,3.0,41,3,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0
0.02,0.0,2.0,1.0,3.0,0.36842,0,5.0,2.0,2,3.0,4.0,3.0,4,8,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0
0.03,0.0,2.0,1.0,2.0,0.05263,0,2.0,2.0,1,5.0,6.0,1.0,2,9,2.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,0.0,1.0
0.32,0.0,1.0,3.0,1.0,0.05263,1,5.0,2.0,2,3.0,6.0,3.0,40,3,2.0,2.0,5.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
0.41,0.0,3.0,1.0,2.0,0.15789,0,3.0,1.0,1,4.0,2.0,3.0,43,1,3.0,1.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0
0.37,0.0,2.0,3.0,2.0,0.10526,0,1.0,1.0,1,4.0,5.0,1.0,41,3,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0
0.6,1.0,2.0,4.0,2.0,0.05263,0,5.0,1.0,1,5.0,5.0,2.0,67,2,2.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0
0.09,1.0,1.0,1.0,2.0,0.05263,1,2.0,2.0,1,3.0,6.0,3.0,18,4,3.0,1.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0
0.3,0.0,5.0,1.0,1.0,0.31579,1,2.0,2.0,2,2.0,6.0,3.0,24,6,2.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0
0.08,0.0,0.0,1.0,3.0,0.05263,1,3.0,2.0,2,2.0,6.0,3.0,11,9,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0
0.06,0.0,5.0,1.0,2.0,0.05263,0,2.0,1.0,2,4.0,3.0,2.0,6,6,2.0,2.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0
0.21,0.0,3.0,3.0,2.0,0.05263,1,2.0,2.0,1,4.0,6.0,1.0,16,6,2.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0
0.66,0.0,8.0,3.0,2.0,0.05263,1,3.0,2.0,1,5.0,5.0,2.0,53,2,2.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0
0.02,0.0,10.0,1.0,2.0,0.0,0,2.0,1.0,1,5.0,6.0,1.0,5,6,3.0,1.0,,3.0,3.0,4.0,0.0,4.0,1.0,1.0
0.38,0.0,0.0,1.0,2.0,0.10526,1,2.0,2.0,2,6.0,2.0,3.0,34,8,1.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0
0.07,1.0,,1.0,2.0,0.21053,0,4.0,1.0,2,4.0,3.0,3.0,6,9,3.0,1.0,2.0,1.0,,2.0,0.0,2.0,0.0,1.0
0.1,0.0,1.0,1.0,1.0,0.05263,0,2.0,2.0,1,5.0,5.0,1.0,7,5,2.0,2.0,4.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0
0.08,0.0,4.0,1.0,2.0,0.05263,0,1.0,2.0,1,5.0,5.0,1.0,15,2,3.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0
0.49,1.0,1.0,3.0,2.0,0.0,0,5.0,1.0,1,5.0,5.0,2.0,35,6,2.0,2.0,,4.0,2.0,2.0,0.0,3.0,1.0,1.0
0.69,0.0,5.0,3.0,3.0,0.0,0,5.0,2.0,1,5.0,6.0,2.0,64,7,2.0,,,2.0,2.0,3.0,0.0,4.0,1.0,1.0
0.36,0.0,4.0,1.0,2.0,0.05263,1,1.0,2.0,2,2.0,3.0,3.0,35,2,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0
0.42,0.0,0.0,3.0,3.0,0.05263,1,5.0,2.0,2,3.0,6.0,3.0,50,5,3.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,0.0,1.0
0.04,0.0,0.0,1.0,,0.05263,0,1.0,2.0,1,4.0,6.0,2.0,17,7,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
0.11,1.0,,3.0,,0.05263,0,5.0,1.0,1,5.0,6.0,2.0,16,2,2.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0
0.37,1.0,10.0,3.0,2.0,0.05263,1,4.0,2.0,2,6.0,2.0,3.0,43,5,2.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0
0.05,1.0,10.0,1.0,2.0,0.05263,1,2.0,2.0,2,4.0,5.0,3.0,4,5,2.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0
0.24,1.0,0.0,1.0,2.0,0.10526,1,2.0,2.0,2,6.0,6.0,3.0,29,9,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0
0.3,0.0,5.0,3.0,3.0,0.05263,1,5.0,2.0,2,4.0,4.0,2.0,37,2,3.0,1.0,5.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0
0.4,0.0,0.0,4.0,2.0,0.10526,0,3.0,2.0,2,4.0,3.0,2.0,23,7,2.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.14,0.0,0.0,1.0,2.0,0.05263,0,2.0,1.0,1,5.0,6.0,2.0,20,9,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.1,0.0,11.0,1.0,2.0,0.05263,0,2.0,1.0,1,4.0,6.0,2.0,10,6,3.0,1.0,4.0,1.0,3.0,4.0,0.0,3.0,1.0,1.0
0.03,0.0,2.0,1.0,3.0,0.05263,0,2.0,2.0,1,5.0,6.0,1.0,8,5,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
0.37,0.0,3.0,4.0,3.0,0.05263,1,4.0,2.0,1,4.0,5.0,2.0,24,7,3.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
0.28,1.0,1.0,1.0,2.0,0.05263,0,4.0,2.0,2,1.0,3.0,3.0,36,1,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
0.35,0.0,0.0,1.0,2.0,0.05263,1,2.0,2.0,2,3.0,3.0,3.0,32,9,3.0,1.0,4.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0
0.08,0.0,0.0,1.0,2.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,8,6,2.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
0.05,0.0,0.0,1.0,2.0,0.05263,0,3.0,1.0,2,4.0,2.0,3.0,9,4,2.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0
0.31,0.0,4.0,1.0,3.0,0.05263,1,5.0,2.0,2,5.0,5.0,3.0,30,4,2.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0
0.02,0.0,6.0,1.0,3.0,0.10526,1,2.0,2.0,2,3.0,6.0,3.0,8,9,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0
0.06,1.0,1.0,1.0,3.0,0.15789,0,3.0,2.0,2,4.0,6.0,2.0,6,9,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0
0.16,0.0,1.0,1.0,4.0,0.05263,0,3.0,1.0,1,4.0,6.0,2.0,25,2,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0
0.31,0.0,1.0,3.0,2.0,0.05263,1,5.0,2.0,2,6.0,6.0,3.0,34,3,3.0,1.0,5.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0
0.37,0.0,3.0,3.0,,0.10526,0,5.0,2.0,1,4.0,4.0,3.0,50,3,2.0,2.0,5.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.12,0.0,3.0,1.0,3.0,0.05263,0,3.0,1.0,1,4.0,5.0,2.0,20,2,2.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0
0.16,1.0,0.0,1.0,1.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,21,5,2.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0
0.13,0.0,0.0,1.0,,0.10526,0,3.0,2.0,2,2.0,5.0,3.0,23,4,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.61,0.0,1.0,3.0,,0.0,0,5.0,2.0,1,5.0,2.0,2.0,47,7,2.0,2.0,,2.0,2.0,1.0,0.0,2.0,1.0,0.0
0.34,1.0,2.0,1.0,2.0,0.05263,0,4.0,1.0,2,2.0,3.0,3.0,42,5,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.14,0.0,0.0,4.0,1.0,0.05263,0,1.0,2.0,1,4.0,6.0,1.0,14,7,3.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.6,0.0,0.0,3.0,1.0,0.0,0,5.0,1.0,1,4.0,5.0,2.0,49,7,2.0,2.0,,3.0,2.0,1.0,0.0,2.0,1.0,1.0
0.55,0.0,0.0,4.0,1.0,0.05263,0,1.0,2.0,2,4.0,6.0,2.0,59,7,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0
0.48,0.0,0.0,1.0,2.0,0.0,1,3.0,2.0,1,4.0,4.0,3.0,52,2,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,0.0,0.0
0.66,0.0,6.0,1.0,1.0,0.31579,0,2.0,2.0,1,5.0,3.0,3.0,68,2,2.0,2.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0
0.2,0.0,2.0,1.0,2.0,0.05263,0,4.0,1.0,1,4.0,2.0,2.0,23,1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
0.13,0.0,2.0,2.0,2.0,0.26316,0,3.0,2.0,2,3.0,2.0,3.0,21,9,3.0,1.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
0.08,1.0,6.0,1.0,1.0,0.05263,0,2.0,2.0,1,4.0,6.0,2.0,6,8,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
0.28,0.0,3.0,1.0,3.0,0.05263,1,5.0,2.0,1,5.0,2.0,3.0,33,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0
0.27,1.0,5.0,3.0,3.0,0.0,1,5.0,2.0,2,4.0,5.0,2.0,36,4,3.0,1.0,,1.0,3.0,3.0,0.0,4.0,0.0,1.0
0.49,0.0,8.0,3.0,2.0,0.05263,1,5.0,2.0,1,4.0,6.0,2.0,65,5,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
0.42,0.0,0.0,4.0,3.0,0.05263,0,3.0,1.0,2,4.0,3.0,3.0,33,8,1.0,1.0,3.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0
0.12,1.0,0.0,3.0,,0.05263,0,2.0,2.0,1,3.0,4.0,3.0,10,7,3.0,1.0,3.0,5.0,1.0,1.0,0.0,2.0,1.0,1.0
0.52,1.0,4.0,1.0,1.0,0.05263,0,1.0,2.0,1,4.0,2.0,3.0,57,2,3.0,1.0,3.0,4.0,3.0,1.0,0.0,4.0,1.0,0.0
0.05,0.0,1.0,1.0,2.0,0.05263,0,3.0,1.0,2,4.0,3.0,3.0,10,6,2.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0
0.45,0.0,0.0,3.0,2.0,0.0,0,5.0,1.0,1,5.0,5.0,3.0,60,3,2.0,2.0,,5.0,2.0,1.0,0.0,2.0,0.0,1.0
0.05,0.0,0.0,1.0,2.0,0.10526,0,2.0,2.0,2,4.0,5.0,3.0,13,1,3.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0
0.06,1.0,0.0,1.0,4.0,0.05263,0,2.0,2.0,2,4.0,3.0,2.0,11,5,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0
0.21,0.0,2.0,1.0,2.0,0.10526,0,3.0,2.0,2,3.0,6.0,3.0,16,6,1.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0
0.57,1.0,1.0,1.0,2.0,0.05263,0,5.0,2.0,2,4.0,3.0,3.0,38,7,1.0,1.0,3.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0
0.26,0.0,2.0,1.0,1.0,0.10526,0,4.0,1.0,1,4.0,3.0,2.0,32,3,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0
0.06,0.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,1,5.0,6.0,2.0,6,6,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
0.24,1.0,0.0,4.0,1.0,0.05263,0,5.0,2.0,1,5.0,5.0,1.0,30,3,1.0,1.0,5.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0
0.33,0.0,3.0,3.0,2.0,0.0,0,5.0,2.0,1,4.0,4.0,2.0,47,3,2.0,2.0,,1.0,1.0,4.0,0.0,3.0,1.0,0.0
0.44,1.0,0.0,3.0,3.0,0.0,0,5.0,2.0,1,4.0,5.0,2.0,59,4,2.0,2.0,,4.0,1.0,1.0,0.0,3.0,1.0,1.0
0.67,1.0,0.0,1.0,1.0,0.05263,0,5.0,2.0,1,4.0,5.0,1.0,53,3,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
0.11,1.0,0.0,1.0,2.0,0.05263,1,3.0,2.0,2,3.0,3.0,3.0,17,9,2.0,2.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
0.49,0.0,0.0,4.0,2.0,0.15789,1,2.0,2.0,2,4.0,5.0,2.0,52,5,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0
0.08,1.0,1.0,1.0,2.0,0.05263,0,2.0,2.0,2,5.0,6.0,3.0,4,8,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
0.15,0.0,0.0,1.0,2.0,0.05263,0,4.0,1.0,2,1.0,2.0,3.0,17,1,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0
0.13,1.0,,1.0,4.0,0.21053,1,3.0,1.0,2,6.0,6.0,3.0,15,9,3.0,1.0,3.0,6.0,1.0,,1.0,2.0,0.0,0.0
0.36,0.0,2.0,3.0,2.0,0.0,0,5.0,2.0,1,4.0,6.0,1.0,29,7,2.0,2.0,,2.0,3.0,3.0,0.0,3.0,1.0,1.0
0.19,1.0,4.0,1.0,2.0,0.05263,0,3.0,2.0,1,5.0,2.0,2.0,21,3,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.06,0.0,0.0,1.0,2.0,0.05263,0,3.0,1.0,2,5.0,5.0,3.0,8,6,3.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.05,0.0,5.0,1.0,3.0,0.05263,0,5.0,2.0,1,4.0,5.0,1.0,3,8,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0
0.17,0.0,0.0,1.0,3.0,0.10526,1,3.0,2.0,1,4.0,3.0,2.0,26,5,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.55,0.0,12.0,3.0,,0.10526,1,5.0,1.0,1,4.0,6.0,2.0,47,7,2.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0
0.22,1.0,0.0,1.0,1.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,24,8,3.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0
0.35,0.0,1.0,3.0,2.0,0.0,1,2.0,1.0,1,5.0,5.0,2.0,34,6,2.0,2.0,,3.0,2.0,1.0,1.0,2.0,1.0,0.0
0.34,1.0,0.0,3.0,3.0,0.05263,0,5.0,2.0,2,2.0,6.0,3.0,49,2,2.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0
0.11,1.0,3.0,1.0,2.0,0.21053,0,3.0,2.0,2,4.0,3.0,3.0,11,9,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0
