idacirscore_y,w2sexyp,w4ghq12scr,w2ethnicyp,w2fat5yp,bullied,truant,w2hiqualgmp,w3outschbyp,w7heflag,w9danvqh,w9dvnvqh,w9drussell,imdrscore_y,gor_x,marital_status_MP,w4lnpar,w3parqualmp,w4readsyp,w4concenyp,w4noconfyp,drugs,job_attd,w6univyp,w9_income_above_median
0.05,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,5.0,5.0,2.0,13,2,2.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0
0.37,1.0,0.0,3.0,3.0,0.05263,1,3.0,2.0,1,4.0,6.0,2.0,43,5,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0
0.33,0.0,0.0,3.0,2.0,0.0,0,4.0,1.0,2,2.0,3.0,3.0,53,2,3.0,1.0,,3.0,1.0,1.0,0.0,3.0,0.0,0.0
0.2,0.0,0.0,1.0,3.0,0.05263,0,2.0,1.0,1,4.0,6.0,2.0,16,6,3.0,2.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.06,0.0,3.0,1.0,3.0,0.10526,0,2.0,1.0,2,4.0,6.0,3.0,6,9,3.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0
0.19,0.0,0.0,1.0,1.0,0.10526,0,5.0,2.0,2,3.0,3.0,3.0,20,9,4.0,1.0,4.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0
0.1,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,4.0,5.0,2.0,16,5,3.0,1.0,5.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0
0.11,1.0,6.0,1.0,2.0,0.05263,0,1.0,2.0,1,5.0,5.0,2.0,13,9,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
0.04,1.0,1.0,3.0,2.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,6,8,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.46,1.0,1.0,1.0,2.0,0.31579,0,5.0,1.0,2,1.0,6.0,3.0,52,3,3.0,2.0,1.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0
0.35,0.0,2.0,3.0,2.0,0.05263,0,5.0,1.0,1,4.0,6.0,2.0,25,7,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
0.38,0.0,8.0,1.0,2.0,0.10526,1,3.0,2.0,2,5.0,6.0,2.0,30,7,3.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0
0.52,1.0,0.0,3.0,,0.05263,0,5.0,1.0,2,4.0,2.0,3.0,70,3,2.0,2.0,4.0,5.0,2.0,1.0,0.0,3.0,0.0,1.0
0.27,0.0,0.0,1.0,,0.05263,0,3.0,2.0,1,5.0,5.0,2.0,28,3,3.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.16,1.0,,3.0,3.0,0.10526,1,4.0,1.0,2,5.0,,3.0,22,2,2.0,2.0,2.0,,,,1.0,3.0,0.0,0.0
0.55,0.0,1.0,3.0,2.0,0.05263,0,5.0,1.0,2,4.0,3.0,3.0,68,2,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
0.08,1.0,10.0,1.0,2.0,0.05263,1,2.0,2.0,2,3.0,6.0,3.0,5,8,3.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0
0.04,1.0,0.0,1.0,2.0,0.05263,0,1.0,1.0,1,5.0,5.0,1.0,5,3,3.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0
0.26,0.0,0.0,3.0,2.0,0.05263,1,5.0,2.0,2,3.0,6.0,3.0,32,7,2.0,2.0,4.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0
0.32,1.0,0.0,3.0,2.0,0.0,0,5.0,2.0,1,4.0,5.0,2.0,40,5,2.0,2.0,,2.0,2.0,1.0,0.0,3.0,1.0,1.0
0.12,0.0,4.0,1.0,3.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,8,5,2.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0
0.51,0.0,1.0,1.0,2.0,0.05263,1,5.0,2.0,2,4.0,3.0,3.0,59,1,1.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0
0.06,0.0,3.0,1.0,3.0,0.10526,0,1.0,1.0,1,4.0,5.0,2.0,8,8,3.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0
0.17,0.0,2.0,1.0,4.0,0.26316,0,2.0,2.0,2,2.0,4.0,3.0,11,8,2.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0
0.07,0.0,0.0,1.0,2.0,0.05263,1,2.0,2.0,2,1.0,3.0,3.0,13,2,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0
0.36,1.0,0.0,1.0,2.0,0.10526,0,5.0,2.0,2,2.0,1.0,3.0,30,2,1.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
0.32,0.0,0.0,1.0,1.0,0.05263,0,2.0,2.0,2,4.0,3.0,3.0,29,4,3.0,1.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
0.08,1.0,1.0,1.0,2.0,0.36842,0,2.0,2.0,1,5.0,6.0,1.0,15,4,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
0.09,1.0,0.0,1.0,2.0,0.05263,1,3.0,2.0,1,4.0,3.0,2.0,7,6,2.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0
0.37,0.0,0.0,3.0,2.0,0.0,0,5.0,1.0,1,4.0,6.0,2.0,50,3,2.0,2.0,,2.0,2.0,1.0,0.0,3.0,1.0,0.0
0.29,0.0,1.0,4.0,3.0,0.05263,1,2.0,2.0,1,4.0,4.0,2.0,27,7,3.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
0.32,0.0,0.0,1.0,,0.10526,0,3.0,2.0,2,3.0,4.0,3.0,36,8,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.05,0.0,5.0,1.0,2.0,0.10526,0,4.0,1.0,1,4.0,6.0,2.0,16,4,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
0.04,1.0,1.0,1.0,3.0,0.05263,1,4.0,2.0,2,5.0,6.0,2.0,9,2,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0
0.11,0.0,6.0,2.0,3.0,0.05263,0,5.0,1.0,2,4.0,6.0,3.0,25,5,3.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0
0.06,1.0,0.0,1.0,2.0,0.05263,0,1.0,1.0,1,4.0,6.0,2.0,9,8,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
0.11,1.0,2.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,6.0,2.0,12,7,2.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
0.45,,1.0,,,0.05263,0,2.0,1.0,1,5.0,6.0,3.0,52,2,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0
0.03,1.0,3.0,3.0,2.0,0.05263,1,1.0,2.0,1,5.0,6.0,2.0,3,7,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0
0.11,1.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,2,3.0,3.0,3.0,16,4,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0
0.35,0.0,2.0,3.0,,0.10526,0,5.0,2.0,2,3.0,3.0,3.0,48,3,2.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
0.04,0.0,1.0,1.0,1.0,0.10526,0,2.0,1.0,1,4.0,6.0,3.0,9,1,2.0,2.0,4.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0
0.02,1.0,0.0,2.0,2.0,0.05263,0,1.0,2.0,1,4.0,1.0,1.0,6,7,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
0.64,0.0,0.0,1.0,,0.05263,0,3.0,1.0,2,2.0,2.0,3.0,65,2,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0
0.23,1.0,0.0,1.0,3.0,0.05263,0,5.0,2.0,2,2.0,2.0,3.0,24,6,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0
0.15,1.0,7.0,3.0,2.0,0.26316,0,1.0,2.0,1,5.0,5.0,2.0,12,7,2.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0
0.48,0.0,2.0,3.0,,0.0,0,5.0,2.0,1,4.0,6.0,1.0,63,5,3.0,1.0,,1.0,3.0,2.0,0.0,2.0,1.0,1.0
0.27,0.0,4.0,1.0,1.0,0.15789,0,2.0,2.0,2,4.0,1.0,2.0,27,9,3.0,,1.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0
0.35,1.0,0.0,3.0,2.0,0.05263,0,2.0,1.0,1,4.0,6.0,2.0,46,5,2.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0
0.35,0.0,1.0,1.0,3.0,0.15789,1,3.0,2.0,2,2.0,2.0,3.0,52,3,3.0,1.0,,1.0,2.0,4.0,1.0,2.0,0.0,1.0
0.05,0.0,5.0,1.0,2.0,0.05263,1,1.0,1.0,1,4.0,4.0,2.0,10,5,2.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0
0.11,0.0,0.0,2.0,3.0,0.05263,0,5.0,2.0,1,4.0,5.0,2.0,20,8,3.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,0.0,0.0
0.27,1.0,7.0,1.0,2.0,0.31579,1,5.0,2.0,2,1.0,3.0,3.0,35,4,3.0,1.0,4.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0
0.19,1.0,0.0,1.0,3.0,0.05263,0,4.0,1.0,1,5.0,3.0,2.0,24,4,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
0.21,1.0,0.0,1.0,3.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,26,3,3.0,1.0,4.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0
0.43,0.0,4.0,3.0,3.0,0.05263,0,5.0,2.0,1,4.0,5.0,2.0,39,6,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0
0.61,0.0,1.0,4.0,2.0,0.05263,0,3.0,1.0,2,1.0,3.0,3.0,51,7,1.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
0.06,0.0,2.0,1.0,2.0,0.05263,0,1.0,2.0,1,5.0,6.0,1.0,6,8,2.0,2.0,4.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0
0.2,1.0,2.0,1.0,2.0,0.10526,0,3.0,2.0,2,4.0,4.0,2.0,30,2,2.0,2.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0
0.16,1.0,8.0,1.0,3.0,0.10526,0,5.0,1.0,2,6.0,6.0,3.0,15,9,2.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,0.0,0.0
0.2,1.0,1.0,3.0,1.0,0.05263,0,3.0,2.0,1,5.0,5.0,3.0,32,5,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.32,0.0,0.0,3.0,2.0,0.0,0,5.0,2.0,1,6.0,5.0,3.0,40,3,2.0,2.0,,4.0,2.0,1.0,0.0,3.0,0.0,0.0
0.14,0.0,1.0,1.0,2.0,0.05263,0,3.0,1.0,1,5.0,6.0,3.0,21,3,3.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0
0.4,0.0,7.0,1.0,2.0,0.05263,1,3.0,1.0,2,4.0,3.0,3.0,30,6,3.0,1.0,2.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0
0.69,0.0,1.0,1.0,2.0,0.15789,0,4.0,1.0,2,4.0,4.0,3.0,73,9,3.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0
0.48,0.0,2.0,1.0,3.0,0.05263,0,5.0,2.0,2,2.0,2.0,3.0,39,4,2.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0
0.18,0.0,10.0,1.0,3.0,0.31579,1,3.0,2.0,2,6.0,5.0,3.0,15,8,2.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,0.0,1.0
0.24,0.0,1.0,1.0,,0.05263,0,5.0,2.0,2,4.0,4.0,2.0,21,9,3.0,1.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0
0.21,0.0,10.0,1.0,1.0,0.15789,0,3.0,1.0,2,3.0,3.0,3.0,32,9,3.0,1.0,4.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0
0.25,1.0,0.0,3.0,1.0,0.05263,0,1.0,1.0,1,3.0,3.0,3.0,25,2,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
0.4,0.0,1.0,4.0,3.0,0.05263,0,2.0,2.0,1,4.0,5.0,2.0,35,7,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0
0.09,1.0,5.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,2.0,2.0,10,9,3.0,1.0,4.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0
0.09,1.0,3.0,1.0,1.0,0.05263,0,2.0,2.0,1,5.0,6.0,1.0,11,7,2.0,2.0,4.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0
0.1,1.0,3.0,1.0,2.0,0.10526,1,2.0,1.0,2,2.0,4.0,3.0,7,2,2.0,2.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0
0.1,1.0,1.0,1.0,2.0,0.05263,0,3.0,1.0,2,3.0,6.0,3.0,13,6,3.0,1.0,4.0,6.0,2.0,2.0,1.0,2.0,0.0,1.0
0.06,1.0,1.0,1.0,2.0,0.36842,0,4.0,1.0,1,5.0,6.0,2.0,10,8,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
0.03,1.0,0.0,1.0,2.0,0.05263,0,3.0,1.0,1,4.0,1.0,2.0,4,6,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0
0.42,1.0,1.0,2.0,,0.05263,0,4.0,1.0,2,,6.0,3.0,33,7,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0
0.23,0.0,0.0,1.0,1.0,0.05263,0,5.0,1.0,1,2.0,5.0,3.0,28,2,2.0,2.0,4.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
0.12,0.0,2.0,3.0,1.0,0.05263,0,3.0,2.0,1,4.0,3.0,3.0,8,5,3.0,1.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0
0.07,1.0,1.0,1.0,,0.15789,1,1.0,2.0,2,4.0,3.0,2.0,8,3,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0
0.32,0.0,0.0,3.0,1.0,0.0,0,5.0,1.0,2,3.0,3.0,3.0,24,9,2.0,2.0,,2.0,2.0,1.0,0.0,3.0,0.0,0.0
0.38,1.0,4.0,3.0,3.0,0.05263,0,2.0,1.0,1,4.0,3.0,2.0,42,3,2.0,2.0,4.0,6.0,2.0,3.0,0.0,2.0,0.0,1.0
0.05,1.0,1.0,1.0,3.0,0.05263,0,4.0,2.0,2,4.0,4.0,2.0,8,3,3.0,1.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0
0.06,0.0,3.0,1.0,2.0,0.05263,1,3.0,1.0,2,4.0,5.0,3.0,16,5,2.0,2.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0
0.3,0.0,6.0,1.0,2.0,0.05263,0,3.0,1.0,1,5.0,5.0,2.0,31,8,2.0,2.0,4.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0
0.14,1.0,4.0,1.0,3.0,0.05263,1,2.0,2.0,2,2.0,2.0,3.0,10,8,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0
0.47,1.0,1.0,3.0,3.0,0.0,0,,1.0,2,1.0,6.0,3.0,48,3,2.0,2.0,,4.0,2.0,1.0,0.0,2.0,0.0,0.0
0.28,0.0,5.0,1.0,4.0,0.05263,1,2.0,1.0,2,4.0,5.0,2.0,25,9,3.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,1.0
0.26,1.0,1.0,1.0,1.0,0.05263,1,3.0,2.0,2,4.0,3.0,3.0,26,4,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0
0.56,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,4.0,2.0,62,2,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0
0.52,0.0,0.0,3.0,2.0,0.0,1,5.0,1.0,1,5.0,5.0,1.0,50,6,3.0,1.0,,3.0,1.0,1.0,0.0,3.0,0.0,1.0
0.07,0.0,0.0,1.0,2.0,0.10526,0,5.0,2.0,2,4.0,3.0,3.0,10,2,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0
0.02,0.0,0.0,1.0,3.0,0.05263,0,5.0,1.0,2,4.0,5.0,2.0,2,9,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0
0.46,1.0,0.0,3.0,2.0,0.05263,1,3.0,1.0,1,4.0,2.0,2.0,59,5,3.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0
0.12,1.0,0.0,1.0,2.0,0.05263,0,4.0,1.0,2,4.0,3.0,3.0,22,2,2.0,2.0,4.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0
0.5,0.0,5.0,3.0,2.0,0.05263,0,5.0,1.0,1,4.0,5.0,1.0,69,2,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0
0.34,0.0,5.0,3.0,1.0,0.0,0,5.0,1.0,1,3.0,6.0,3.0,41,7,3.0,1.0,,1.0,3.0,4.0,,3.0,0.0,1.0
0.02,1.0,1.0,3.0,2.0,0.05263,0,3.0,2.0,2,6.0,3.0,3.0,9,3,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.04,0.0,1.0,1.0,,0.05263,0,2.0,1.0,1,4.0,4.0,3.0,7,6,3.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0
0.5,0.0,8.0,1.0,1.0,0.05263,1,3.0,1.0,2,2.0,3.0,3.0,57,1,3.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,0.0,0.0
0.39,1.0,2.0,3.0,1.0,0.0,0,5.0,2.0,1,4.0,6.0,2.0,40,7,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0
0.27,1.0,1.0,2.0,1.0,0.05263,0,2.0,1.0,1,4.0,4.0,2.0,29,7,2.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0
0.06,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,5.0,5.0,2.0,15,1,2.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0
0.09,0.0,,1.0,1.0,0.05263,0,2.0,1.0,1,4.0,5.0,1.0,15,3,3.0,1.0,4.0,,,,1.0,3.0,0.0,1.0
0.49,0.0,0.0,1.0,3.0,0.21053,1,5.0,1.0,2,1.0,6.0,3.0,46,6,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0
0.06,0.0,4.0,1.0,3.0,0.15789,0,4.0,1.0,1,6.0,6.0,3.0,8,6,2.0,2.0,4.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0
0.42,1.0,0.0,3.0,1.0,0.0,0,5.0,2.0,1,4.0,5.0,2.0,43,2,2.0,2.0,,3.0,2.0,1.0,0.0,2.0,1.0,0.0
0.08,0.0,5.0,1.0,2.0,0.05263,0,2.0,2.0,1,5.0,6.0,1.0,12,7,2.0,2.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0
0.13,1.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,1,4.0,2.0,2.0,21,5,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0
0.01,0.0,1.0,1.0,3.0,0.15789,1,3.0,2.0,1,4.0,3.0,2.0,2,8,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0
0.16,1.0,0.0,3.0,2.0,0.0,0,5.0,1.0,1,5.0,5.0,3.0,24,6,2.0,2.0,,2.0,2.0,2.0,1.0,3.0,1.0,1.0
0.25,0.0,0.0,1.0,2.0,0.05263,1,4.0,2.0,1,3.0,6.0,3.0,24,9,2.0,2.0,5.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0
0.54,1.0,3.0,3.0,2.0,0.0,0,5.0,2.0,2,3.0,2.0,3.0,68,4,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,1.0
0.06,1.0,5.0,5.0,2.0,0.05263,1,2.0,2.0,1,4.0,6.0,2.0,4,4,2.0,2.0,2.0,5.0,2.0,3.0,1.0,4.0,1.0,1.0
0.19,1.0,3.0,1.0,2.0,0.05263,0,5.0,1.0,2,4.0,3.0,3.0,14,9,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
0.07,0.0,8.0,3.0,1.0,0.15789,0,2.0,1.0,1,4.0,5.0,2.0,27,2,2.0,2.0,5.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0
0.11,0.0,2.0,1.0,2.0,0.10526,0,2.0,2.0,1,5.0,5.0,3.0,17,5,3.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
0.81,0.0,1.0,1.0,2.0,0.05263,0,4.0,1.0,1,5.0,5.0,1.0,75,2,2.0,2.0,5.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.23,0.0,3.0,1.0,3.0,0.05263,1,1.0,2.0,1,5.0,6.0,1.0,21,5,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,0.0,0.0
0.08,1.0,1.0,4.0,2.0,0.05263,1,3.0,2.0,2,,6.0,3.0,19,2,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
0.03,0.0,10.0,1.0,3.0,0.15789,0,1.0,1.0,1,5.0,6.0,1.0,1,8,3.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0
0.3,0.0,2.0,1.0,2.0,0.15789,0,3.0,2.0,2,3.0,6.0,3.0,21,8,1.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0
0.16,0.0,,1.0,2.0,0.05263,1,3.0,1.0,2,1.0,1.0,3.0,23,1,1.0,2.0,4.0,,,,1.0,1.0,0.0,0.0
0.52,0.0,1.0,3.0,2.0,0.05263,0,3.0,2.0,1,5.0,5.0,3.0,65,5,2.0,,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
0.46,0.0,3.0,1.0,4.0,0.10526,0,4.0,1.0,2,4.0,3.0,3.0,39,9,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
0.03,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,5.0,2.0,4,5,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
0.44,0.0,,1.0,2.0,0.05263,0,2.0,2.0,2,2.0,2.0,3.0,41,5,3.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0
0.08,1.0,0.0,1.0,2.0,0.05263,0,3.0,1.0,2,2.0,3.0,3.0,14,9,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0
0.23,0.0,0.0,3.0,2.0,0.05263,0,5.0,1.0,2,2.0,6.0,3.0,24,7,2.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
0.4,1.0,0.0,1.0,2.0,0.10526,0,2.0,1.0,1,4.0,5.0,2.0,29,6,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0
0.14,0.0,7.0,1.0,2.0,0.05263,1,1.0,1.0,1,5.0,6.0,1.0,12,7,2.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
0.33,1.0,0.0,1.0,2.0,0.05263,1,5.0,1.0,1,4.0,6.0,2.0,40,5,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0
0.32,0.0,2.0,3.0,2.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,35,4,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
0.18,1.0,0.0,1.0,3.0,0.05263,0,2.0,1.0,2,2.0,6.0,3.0,13,8,2.0,2.0,4.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0
0.01,1.0,3.0,1.0,2.0,0.10526,1,1.0,1.0,1,5.0,6.0,2.0,5,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0
0.02,0.0,0.0,1.0,1.0,0.05263,0,2.0,2.0,2,4.0,1.0,3.0,5,9,2.0,2.0,4.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0
0.33,0.0,0.0,1.0,3.0,0.26316,1,2.0,2.0,2,4.0,3.0,3.0,28,2,1.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
0.07,0.0,1.0,1.0,3.0,0.05263,1,1.0,2.0,2,4.0,6.0,2.0,12,3,3.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0
0.09,1.0,0.0,1.0,2.0,0.05263,0,4.0,1.0,2,2.0,3.0,3.0,24,6,3.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0
0.03,0.0,6.0,1.0,3.0,0.05263,0,2.0,2.0,1,2.0,6.0,3.0,10,1,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0
0.51,0.0,0.0,1.0,4.0,0.10526,0,3.0,2.0,1,5.0,5.0,2.0,46,9,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
0.02,0.0,0.0,1.0,,0.05263,0,3.0,1.0,1,5.0,5.0,3.0,5,2,2.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0
0.42,1.0,0.0,3.0,2.0,0.05263,0,3.0,2.0,1,3.0,2.0,3.0,50,2,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.19,0.0,4.0,2.0,3.0,0.05263,1,1.0,2.0,2,5.0,5.0,3.0,29,5,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0
0.05,1.0,2.0,1.0,2.0,0.05263,1,3.0,2.0,2,3.0,3.0,3.0,10,6,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0
0.07,0.0,2.0,1.0,2.0,0.15789,0,2.0,2.0,1,5.0,5.0,2.0,8,4,3.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.03,0.0,0.0,1.0,2.0,0.05263,1,2.0,1.0,1,5.0,5.0,2.0,4,3,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0
0.23,1.0,0.0,3.0,1.0,0.05263,0,2.0,1.0,1,4.0,6.0,2.0,34,4,2.0,2.0,4.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0
0.54,1.0,0.0,3.0,3.0,0.05263,0,5.0,2.0,1,,,3.0,68,4,2.0,2.0,5.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0
